0	Index      	 *	Score 	Summary	Detail	
1	11262 34861	 * 	197.33	ACR|3VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|26aVULN|3aERES|4RCR|5AART|7DUR|8ZMB|9aDMG|aBPWR
323	17414 33517	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|69DMG|8BEXP|aDUR
324	17414 33717	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|69DMG|8FEWX|aDUR
325	17414 33817	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|69DMG|8LHND|aDUR
326	17414 35217	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|48VULN|5AART|69DMG|7BEXP|aDUR
327	17414 38217	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|48VULN|5AART|69DMG|7FEWX|aDUR
328	17414 11218	   	172.97	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2BASHEA|3RCR|48VULN|5AART|6BEXP|7ASPD|9aDMG
329	17414 33611	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|69DMG|8DUR|aCGEN
330	17414 33613	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|69DMG|8DUR|aLWND
331	17414 34621	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|4aVULN|5AART|67DMG|8DUR|9MLV
332	17414 51218	   	172.97	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2BASHEA|3RCR|48VULN|5AART|6LHND|7ASPD|9aDMG
333	65233 31253	   	172.97	ACR|2VULN|2DMG|1AART|2DUR	13DUR|23VULN|3BPWR|4RCR|5DLOT|6CGEN|7ERES|89DMG|aAART
334	17415 13384	   	172.94	ACR|2VULN|2AART|1DMG|1CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6aAART|8CDMG|9BELT
335	17415 14384	   	172.94	ACR|2DMG|2AART|1VULN|1CDMG	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6aAART|8CDMG|9BELT
336	11328 24478	   	172.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|28VULN|3LWND|4DUR|5RCR|6DMG|7CDMG|9AART|aZMB
337	65232 43131	   	172.89	ACR|4VULN|1DMG|3DUR|1ASPD	136DUR|2356VULN|36BPWR|4RCR|7ASPD|8CGEN|9LEGI|aDMG
338	65232 43221	   	172.89	ACR|4VULN|1DMG|3DUR|1ASPD	136DUR|2356VULN|36BPWR|4RCR|7ASPD|8FEWX|9ERES|aDMG
339	65232 43311	   	172.89	ACR|4VULN|1DMG|3DUR|1ASPD	136DUR|2356VULN|36BPWR|4RCR|7ASPD|8MBVNT|9FEWX|aDMG
340	65232 43321	   	172.89	ACR|4VULN|1DMG|3DUR|1ASPD	136DUR|2356VULN|36BPWR|4RCR|7ASPD|8MBVNT|9BEXP|aDMG
341	65232 43331	   	172.89	ACR|4VULN|1DMG|3DUR|1ASPD	136DUR|2356VULN|36BPWR|4RCR|7ASPD|8MBVNT|9LHND|aDMG
342	25642 31321	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|27VULN|3FEWX|4ZMB|5AART|6RCR|8DMG|9LIT|aCDMG
343	17414 33612	   	172.87	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|69DMG|8DUR|aLEGI
344	17414 33616	   	172.87	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|69DMG|8DUR|aERES
345	17414 33618	   	172.87	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|69DMG|8DUR|aDUST
346	17414 34651	   	172.87	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|4aVULN|5AART|67DMG|8DUR|9NUKE
347	11356 31215	   	172.82	DCR|3DMG|2VULN|1CDMG|1ZMB	1MBVNT|28VULN|38LWND|4ZMB|5CDMG|6RMIN|78aDMG|8BPWR|9RCR
348	14432 77212	   	172.82	DCR|3DMG|2VULN|1CDMG|1ZMB	1MBVNT|28CGEN|3CDMG|48aDMG|5LHND|6ZMB|78VULN|8BPWR|9RCR
349	14436 47212	   	172.82	DCR|3DMG|2VULN|1CDMG|1ZMB	1MBVNT|28CGEN|3CDMG|48aDMG|5ZMB|6FEWX|78VULN|8BPWR|9RCR
350	14436 77212	   	172.82	DCR|3DMG|2VULN|1CDMG|1ZMB	1MBVNT|28CGEN|3CDMG|48aDMG|5ZMB|6BEXP|78VULN|8BPWR|9RCR
351	55222 41232	   	172.76	DCR|5VULN|1CDMG|2DUR|1ASPD	13LWND|23569VULN|36BPWR|46DUR|7ASPD|8RCR|aCDMG
352	11326 24718	   	172.72	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1MBVNT|29VULN|3LWND|49DUR|5BEXP|6DMG|79CDMG|8RCR|9BPWR|aAART
353	11456 71212	   	172.72	DCR|3DMG|2VULN|1CDMG|1ZMB	1MBVNT|28VULN|38BEXP|4ZMB|5CDMG|6NUKE|78aDMG|8BPWR|9RCR
354	11456 71214	   	172.72	DCR|3VULN|2DMG|1CDMG|1ZMB	1MBVNT|28aVULN|38BEXP|4ZMB|5CDMG|6NUKE|78DMG|8BPWR|9RCR
355	11262 33821	   	172.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|267VULN|3ERES|4RCR|5AART|8ZMB|9DMG|aFEWX
356	11262 33824	   	172.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|267VULN|3ERES|4RCR|5AART|8ZMB|9DMG|aLHND
357	11262 33826	   	172.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|267VULN|3ERES|4RCR|5AART|8ZMB|9DMG|aLWND
358	11262 33827	   	172.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|267VULN|3ERES|4RCR|5AART|8ZMB|9DMG|aRPLT
359	11262 33828	   	172.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|267VULN|3ERES|4RCR|5AART|8ZMB|9DMG|aLIT
360	65232 52321	 * 	172.68	ACR|3VULN|1DMG|1FLTHEA|2DUR|1ZMB	13DUR|235VULN|3BPWR|4RCR|6DMG|7FEWX|8ZMB|9CGEN|aFLTHEA
361	65232 31433	   	172.68	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|235VULN|3BPWR|4RCR|6FEWX|7ZMB|8CDMG|9CGEN|aDMG
362	65232 12413	   	172.68	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|235VULN|3BPWR|4RCR|6MLV|7FEWX|8CDMG|9ZMB|aDMG
363	11325 24718	   	172.62	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1MBVNT|29VULN|3LWND|49DUR|5DUST|6DMG|79CDMG|8RCR|9BPWR|aAART
364	36252 43312	   	172.61	DCR|3VULN|3ZMB|1DMG|1CDMG	1BEXP|246ZMB|356VULN|6BPWR|7CDMG|8DMSP|9RCR|aDMG
365	36253 43112	   	172.61	DCR|3VULN|3ZMB|1DMG|1CDMG	15BEXP|246ZMB|368VULN|6BPWR|7CDMG|9RCR|aDMG
366	11262 33418	   	172.60	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|267VULN|38ERES|4RCR|5AART|9DMG|aZMB
367	11262 33822	   	172.60	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|267VULN|3ERES|4RCR|5AART|8ZMB|9DMG|aTLV
368	17412 54634	 * 	172.59	ACR|4VULN|1DMG|1CDMG|1ASPD	1MBVNT|2BASHEA|3RCR|456aVULN|7DMG|8ASPD|9CDMG
369	65232 21433	   	172.58	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|235VULN|3BPWR|4RCR|6DUST|7ZMB|8CDMG|9CGEN|aDMG
370	65232 13413	   	172.58	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|235VULN|3BPWR|4RCR|6MLV|7DUST|8CDMG|9ZMB|aDMG
371	11156 71212	   	172.52	DCR|3DMG|2VULN|1CDMG|1ZMB	1MBVNT|28VULN|38DUST|4ZMB|5CDMG|6NUKE|78aDMG|8BPWR|9RCR
372	11156 71214	   	172.52	DCR|3VULN|2DMG|1CDMG|1ZMB	1MBVNT|28aVULN|38DUST|4ZMB|5CDMG|6NUKE|78DMG|8BPWR|9RCR
373	17413 73331	 * 	172.49	ACR|4VULN|1AART|3DUR	1MBVNT|2BASHEA|3RCR|469aVULN|567DUR|6BPWR|8AART
374	65232 41323	   	172.46	ACR|5VULN|3DUR|1CDMG	136DUR|23569VULN|36BPWR|4RCR|7DMSP|8RMIN|aCDMG
375	17415 13315	   	172.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|8CDMG|9DUST|aZMB
376	17415 14315	   	172.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|8CDMG|9DUST|aZMB
377	17487 13211	   	172.37	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|49DMG|5DUR|6AART|78VULN|aCGEN
378	17487 13213	   	172.37	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|49DMG|5DUR|6AART|78VULN|aLWND
379	17445 13217	   	172.37	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|4BEXP|59DMG|6AART|78VULN|aDUR
380	17482 13217	   	172.37	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|49DMG|5LHND|6AART|78VULN|aDUR
381	17415 13611	   	172.37	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|59DMG|6AART|8DUR|aCGEN
382	17415 13613	   	172.37	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|59DMG|6AART|8DUR|aLWND
383	17415 14621	   	172.37	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|4aVULN|57DMG|6AART|8DUR|9MLV
384	65232 43343	   	172.36	ACR|5VULN|3DUR|2ASPD	136DUR|23569VULN|369BPWR|4RCR|79ASPD|8MBVNT|aLWND
385	65232 43344	   	172.36	ACR|5VULN|3DUR|2ASPD	136DUR|23569VULN|369BPWR|4RCR|79ASPD|8MBVNT|aLHND
386	17487 13212	   	172.27	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|49DMG|5DUR|6AART|78VULN|aLEGI
387	17415 13612	   	172.27	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|59DMG|6AART|8DUR|aLEGI
388	17414 23278	   	172.23	ACR|2AART|2VULN|1DMG|2DUR	1MBVNT|27BASHEA|3RCR|47VULN|59AART|67DUR|7BPWR|8FEWX|aDMG
389	63256 31321	   	172.13	ACR|3VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3ERES|4AART|5RCR|679VULN|8DMG
390	17413 73336	   	172.04	ACR|3VULN|1AART|3DUR|1CDMG	1MBVNT|2BASHEA|3RCR|469VULN|567DUR|6BPWR|8AART|aCDMG
391	11366 47321	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|257VULN|3LWND|4CDMG|6AART|8RCR|9FEWX|aDMG
392	11366 47331	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|257VULN|3LWND|4CDMG|6AART|8RCR|9BEXP|aDMG
393	11262 34332	   	171.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|79DUR|8DMG|aCDMG
394	11266 31344	   	171.77	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1MBVNT|2VULN|3ERES|4RCR|5CDMG|6ASPD|79DMG|8AART|aDUR
395	11456 34442	 * 	171.73	DCR|4VULN|3ASPD|1CDMG|1ZMB	1MBVNT|279aVULN|39aBEXP|4ZMB|5CDMG|69aASPD|8RCR|9aBPWR
396	26242 32126	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8BEXP|9DMSP|aDMG
397	26242 32136	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|89BEXP|aDMG
398	26242 32226	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8LWND|9DMSP|aDMG
399	26242 32236	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8LWND|9BEXP|aDMG
400	26242 32313	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9MLV|aBELT
401	26242 32314	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9aMLV
402	26242 32315	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9MLV|aLWND
403	26242 32316	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9MLV|aFEWX
404	26242 32322	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9LIT|aCGEN
405	26242 32326	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9aLIT
406	26242 32331	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9DMSP|aRCVC
407	26242 32332	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17aLHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9DMSP
408	26242 32333	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9DMSP|aBEXP
409	26242 32335	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9DMSP|aRMIN
410	26242 32336	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9DMSP|aBELT
411	26242 32342	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9RPLT|aLIT
412	26242 32351	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9BEXP|aMLV
413	26242 32353	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9BEXP|aRPLT
414	26242 32363	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9CGEN|aBELT
415	66262 32313	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17DUR|2ZMB|37VULN|47LHND|5AART|6RCR|7BPWR|8DMG|9MLV|aBELT
416	66262 32322	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17DUR|2ZMB|37VULN|47LHND|5AART|6RCR|7BPWR|8DMG|9LIT|aCGEN
417	66262 32331	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17DUR|2ZMB|37VULN|47LHND|5AART|6RCR|7BPWR|8DMG|9DMSP|aRCVC
418	66262 32332	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17DUR|2ZMB|37VULN|47aLHND|5AART|6RCR|7BPWR|8DMG|9DMSP
419	66262 32333	   	171.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17DUR|2ZMB|37VULN|47LHND|5AART|6RCR|7BPWR|8DMG|9DMSP|aBEXP
420	11646 31217	   	171.64	DCR|2VULN|2DMG|2CDMG|2DUR|1ASPD	1MBVNT|28VULN|3MLV|48DUR|5aCDMG|6ASPD|78DMG|8BPWR|9RCR
421	26242 32312	   	171.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9MLV|aTLV
422	26242 32334	   	171.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9DMSP|aERES
423	26242 32341	   	171.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9RPLT|aDUST
424	26242 32343	   	171.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9RPLT|aMBVNT
425	26242 32352	   	171.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9BEXP|aTLV
426	26242 32362	   	171.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2ZMB|37VULN|47DUR|5AART|6RCR|7BPWR|8DMG|9CGEN|aTLV
427	66262 32312	   	171.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17DUR|2ZMB|37VULN|47LHND|5AART|6RCR|7BPWR|8DMG|9MLV|aTLV
428	11246 31217	   	171.54	DCR|2VULN|2DMG|2CDMG|2DUR|1ASPD	1MBVNT|28VULN|3ERES|48DUR|5aCDMG|6ASPD|78DMG|8BPWR|9RCR
429	65312 51232	   	171.50	DCR|4VULN|2DMG|1DUR	1DUR|2459VULN|37LWND|6aDMG|8RCR
430	26242 31325	   	171.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1LHND|2ZMB|37VULN|4aDUR|5AART|6RCR|8DMG|9LIT
431	65231 21422	 * 	171.44	ACR|2VULN|3ZMB|1AART|2DUR|1ASPD	13DUR|23VULN|3BPWR|4RCR|57aZMB|6ASPD|8LIT|9AART
432	11328 24435	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	1MBVNT|289VULN|3LWND|4DUR|5RCR|6aDMG|7CDMG
433	63318 24435	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|2MBVNT|3LWND|489VULN|5RCR|6aDMG|7CDMG
434	17428 23428	   	171.34	ACR|3VULN|3DMG	1MBVNT|29aBASHEA|3RCR|4RCVC|59aVULN|6LIT|7MLV|89aDMG|9aBPWR
435	17428 24428	   	171.34	ACR|3VULN|3DMG	1MBVNT|29aBASHEA|3RCR|4RCVC|59aVULN|6LIT|7CGEN|89aDMG|9aBPWR
436	11266 16324	 * 	171.24	ACR|2VULN|2DMG|2CDMG|1FLTHEA	1MBVNT|2aVULN|3ERES|4RCR|5aCDMG|69LHND|7FLTHEA|8aDMG|aBPWR
437	17428 33428	   	171.24	ACR|3VULN|3DMG	1MBVNT|29aBASHEA|3RCR|4RCVC|59aVULN|6ERES|7LIT|89aDMG|9aBPWR
438	17484 44243	   	171.24	ACR|3VULN|3DMG	1MBVNT|2aBASHEA|3RCR|47aDMG|5RMIN|6RPLT|89aVULN|aBPWR
439	17486 34243	   	171.24	ACR|3VULN|3DMG	1MBVNT|2aBASHEA|3RCR|46aDMG|5RPLT|7RMIN|89aVULN|aBPWR
440	11163 71234	   	171.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2aVULN|3DUST|4CDMG|5DUR|6ZMB|7AART|8DMG|9RCR
441	25354 33121	   	171.16	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|2aVULN|3LWND|4CDMG|5aBEXP|6AIRHEL|7AART|8aDMG|9RCR|aBPWR
442	11266 31343	   	171.15	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1MBVNT|2VULN|3ERES|4RCR|5aCDMG|6ASPD|79DMG|8AART
443	17414 33627	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2aBASHEA|3RCR|47aVULN|5AART|6DMG|8DUR|9aMLV|aBPWR
444	17414 34276	   	171.14	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|29BASHEA|3RCR|4VULN|5AART|679DMG|89MLV|9BPWR|aDUR
445	17457 13214	   	171.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1MBVNT|2BASHEA|3RCR|4ZMB|5aDUR|6AART|78VULN|9DMG
446	26242 32422	   	171.07	DCR|3VULN|1AART|3DUR|1ZMB	17LHND|2ZMB|378VULN|47aDUR|5AART|6RCR|7BPWR|9RPLT
447	17414 22288	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|479VULN|5AART|6DUR|8FEWX|aDMG
448	17414 22388	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|479VULN|5AART|6DUR|8BEXP|aDMG
449	17414 33621	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|47aVULN|5AART|6DMG|8DUR|9MLV
450	17414 34612	   	171.04	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|679DMG|8DUR|aCGEN
451	17414 34613	   	171.04	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|679DMG|8DUR|aFEWX
452	17414 34614	   	171.04	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|679DMG|8DUR|aLWND
453	17414 34615	   	171.04	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|679DMG|8DUR|aRPLT
454	17414 34617	   	171.04	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|679DMG|8DUR|aLHND
455	17414 63511	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1MBVNT|26BASHEA|3RCR|46aVULN|5AART|6BPWR|7ASPD|8BEXP|9DMG
456	17414 63711	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1MBVNT|26BASHEA|3RCR|46aVULN|5AART|6BPWR|7ASPD|8FEWX|9DMG
457	17414 63811	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1MBVNT|26BASHEA|3RCR|46aVULN|5AART|6BPWR|7ASPD|8LHND|9DMG
458	17414 11211	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2BASHEA|3RCR|48aVULN|5AART|6BEXP|7ASPD|9DMG
459	17414 51211	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2BASHEA|3RCR|48aVULN|5AART|6LHND|7ASPD|9DMG
460	11262 33853	   	171.03	ACR|3VULN|2AART|1ZMB|1ASPD	1MBVNT|267VULN|3ERES|4RCR|5aAART|8ZMB|9ASPD
461	17414 22811	   	170.94	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|47aVULN|5AART|6DUR|8ERES|9DMG
462	17414 27211	   	170.94	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|48aVULN|5AART|6DUR|7TLV|9DMG
463	17414 33651	   	170.94	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|47aVULN|5AART|6DMG|8DUR|9NUKE
464	17414 34611	   	170.94	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|679DMG|8DUR|aDUST
465	17414 65413	   	170.90	ACR|2AART|2VULN|1DMG|1ZMB	1MBVNT|26BASHEA|3RCR|46VULN|57AART|6BPWR|8DMSP|9DMG|aZMB
466	11153 21853	 * 	170.80	DCR|3VULN|3ZMB|2ASPD|1CDMG	1MBVNT|28aVULN|3DUST|458ZMB|68ASPD|7RCR|8BPWR|9CDMG
467	17414 34618	   	170.79	ACR|3DMG|1AART|1VULN|1DUR|1SELL	1MBVNT|2BASHEA|3RCR|4VULN|5AART|679DMG|8DUR|aSELL
468	11328 22418	   	170.77	ACR|2VULN|2DMG|1AART|2DUR	1MBVNT|29VULN|37LWND|49DUR|5RCR|69DMG|8RPLT|9BPWR|aAART
469	11328 25418	   	170.77	ACR|2VULN|2DMG|1AART|2DUR	1MBVNT|29VULN|3LWND|49DUR|5RCR|69DMG|7RCVC|8RPLT|9BPWR|aAART
470	63318 22418	   	170.77	ACR|2VULN|2DMG|1AART|2DUR	19DUR|2MBVNT|37LWND|49VULN|5RCR|69DMG|8RPLT|9BPWR|aAART
471	17415 38211	   	170.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|48VULN|5DMG|6ZMB|7CDMG|9AART|aLWND
472	17415 38214	   	170.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|48VULN|5DMG|6ZMB|7CDMG|9AART|aCGEN
473	11262 11871	   	170.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|27VULN|3ERES|4RCR|5AART|6FEWX|8ZMB|9CDMG|aDMG
474	11262 21871	   	170.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|27VULN|3ERES|4RCR|5AART|6LHND|8ZMB|9CDMG|aDMG
475	11262 41871	   	170.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|27VULN|3ERES|4RCR|5AART|6BEXP|8ZMB|9CDMG|aDMG
476	11662 11381	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|27VULN|3MLV|4RCR|5AART|6FEWX|89DMG|aDUR
477	11662 21381	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|27VULN|3MLV|4RCR|5AART|6LHND|89DMG|aDUR
478	11348 24485	 * 	170.60	ACR|3VULN|2DMG|2CDMG|1SELL	1MBVNT|28aVULN|3LWND|4LEGI|5RCR|6aDMG|7aCDMG|9SELL|aBPWR
479	17415 38212	   	170.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|48VULN|5DMG|6ZMB|7CDMG|9AART|aBASICY
480	11262 11337	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|27VULN|3ERES|4RCR|5AART|6FEWX|8aDMG|9DUR
481	11262 21337	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|27VULN|3ERES|4RCR|5AART|6LHND|8aDMG|9DUR
482	11262 34347	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|7DUR|8aDMG|9LWND
