0	Index      	 *	Score 	Summary	Detail	
1	54473 43141	 * 	219.13	DCR|2DMG|1MDPS|2ASPD|3ZMB|1VULN|1AART	17ASPD|2MBVNT|3AART|47DMG|578ZMB|6MDPS|7BPWR|9RCR|aVULN
322	51413 61333	   	191.65	DCR|2VULN|1MDPS|2ASPD|1CDMG|1DUR|1SELL	12ASPD|3DUR|4CDMG|58VULN|6RCR|7SELL|9MDPS|aDMSP
323	54414 83311	   	191.63	DCR|2VULN|2AART|2ASPD|1AAC	15ASPD|2MBVNT|36AART|4AAC|78VULN|9RCR|aTLV
324	54414 83312	   	191.63	DCR|2VULN|2AART|2ASPD|1AAC	15ASPD|2MBVNT|36AART|4AAC|78VULN|9RCR|aERES
325	52422 16313	   	191.61	DCR|2VULN|2ASPD|1AART|2DUR	1aASPD|29aAELBLL|35DUR|4MULFIG|6aVULN|7AART|8RCR|aBPWR
326	11613 25253	   	191.60	DCR|2AART|2ASPD|1VULN|1CDMG	1AME|26ASPD|3ERES|4CDMG|5VULN|7RCR|8aAART|9DUST
327	54471 22311	   	191.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2MBVNT|36AART|4DMG|5DUST|7BEXP|8CDMG|9VULN|aRCR
328	54471 24311	   	191.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2MBVNT|36AART|4DMG|5DUST|7FEWX|8CDMG|9VULN|aRCR
329	51122 36313	   	191.41	DCR|2VULN|2ASPD|1AART|2DUR	12ASPD|3LHND|4MULFIG|56DUR|7AART|8RCR|9aVULN
330	14113 43632	   	191.40	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	1AME|2CDMG|3ASPD|45DUR|6VULN|7RCR|8DMG|9FEWX|aNUKE
331	56113 33632	   	191.40	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	1ASPD|23DUR|4CDMG|5VULN|6CGEN|7RCR|8DMG|9FEWX|aNUKE
332	52512 12341	 * 	191.31	DCR|3DMG|2ASPD|1VULN|1DUR	14ASPD|2AELBLL|357DMG|6DUR|8VULN|9CGEN|aRCR
333	54424 33231	   	191.31	DCR|2VULN|2ASPD|1AART|2DUR	15ASPD|2MBVNT|3AART|4CGEN|6aVULN|79DUR|8RCR
334	51512 31141	   	191.27	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6ERES|7DUR|9DMSP|aRCR
335	21413 62314	   	191.25	DCR|2VULN|2DMG|1CDMG|2DUR	12DUR|3MLV|4CDMG|5aVULN|6RCR|78DMG|9LHND
336	21413 62324	   	191.25	DCR|2VULN|2DMG|1CDMG|2DUR	12DUR|3MLV|4CDMG|5aVULN|6RCR|78DMG|9FEWX
337	21413 62334	   	191.25	DCR|2VULN|2DMG|1CDMG|2DUR	12DUR|3MLV|4CDMG|5aVULN|6RCR|78DMG|9BEXP
338	26113 62314	   	191.25	DCR|2VULN|2DMG|1CDMG|2DUR	13DUR|2MLV|4CDMG|5aVULN|6RCR|78DMG|9LHND
339	26113 62324	   	191.25	DCR|2VULN|2DMG|1CDMG|2DUR	13DUR|2MLV|4CDMG|5aVULN|6RCR|78DMG|9FEWX
340	26113 62334	   	191.25	DCR|2VULN|2DMG|1CDMG|2DUR	13DUR|2MLV|4CDMG|5aVULN|6RCR|78DMG|9BEXP
341	52512 12311	   	191.21	DCR|3DMG|2ASPD|1VULN|1DUR	14ASPD|2AELBLL|357DMG|6DUR|8VULN|9TLV|aRCR
342	54414 33231	   	191.21	DCR|2VULN|2ASPD|1AART|2DUR|1AAC	15ASPD|2MBVNT|3AART|4AAC|6aVULN|79DUR|8RCR
343	54444 33231	   	191.21	DCR|2VULN|2ASPD|1AART|2DUR	15ASPD|2MBVNT|3AART|4ERES|6aVULN|79DUR|8RCR
344	52533 11262	   	191.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2AELBLL|3DMG|4CDMG|5MLV|6AART|7VULN|8aDUR|9RCR
345	14133 34262	   	191.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1AME|2CDMG|3ASPD|4VULN|5aDUR|6DMG|7AART|8DMSP|9RCR
346	51342 32226	   	191.03	DCR|2DMG|2ASPD|1AART|1VULN	12ASPD|3BEXP|45DMG|6TSLFST|7VULN|8DMSP|9AART|aRCR
347	51522 32226	   	191.03	DCR|2DMG|2ASPD|1AART|1VULN	12ASPD|35DMG|4BEXP|6TSLFST|7VULN|8DMSP|9AART|aRCR
348	54474 33222	   	190.99	DCR|2ASPD|1VULN|1AART|1DMG|2DUR	15ASPD|2MBVNT|3AART|4DMG|6VULN|7aDUR|8RCR|9RMIN
349	54474 33232	   	190.99	DCR|2ASPD|1VULN|1AART|1DMG|2DUR	15ASPD|2MBVNT|3AART|4DMG|6VULN|79DUR|8RCR|aFEWX
350	54474 33233	   	190.89	DCR|2ASPD|1VULN|1AART|1DMG|2DUR	15ASPD|2MBVNT|3AART|4DMG|6VULN|79DUR|8RCR|aDUST
351	51214 13323	   	190.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	124ASPD|3ERES|5LIT|6VULN|7CDMG|8DUR|9AART|aRCR
352	54453 33231	   	190.64	DCR|2VULN|1AART|1ASPD|2DUR|2ZMB	1ASPD|2MBVNT|3AART|45ZMB|6aVULN|79DUR|8RCR
353	54454 23231	   	190.64	DCR|2VULN|1AART|1ASPD|2DUR|2ZMB	1ASPD|2MBVNT|3AART|46ZMB|5aVULN|79DUR|8RCR
354	22532 33622	 * 	190.51	DCR|3DMG|2VULN|2DUR|1SELL	17DUR|2DUST|3SELL|47VULN|57LWND|6RCR|7BPWR|89aDMG
355	31213 56262	 * 	190.33	DCR|2ASPD|1AART|1VULN|3DUR|1CDMG	1LHND|27aDUR|34ASPD|5AART|6VULN|8CDMG|9RCR
356	54164 23213	 * 	190.23	DCR|1MDPS|2ASPD|1VULN|1AART|3DUR|1CDMG	17ASPD|2MBVNT|367DUR|4MDPS|5AART|7BPWR|8VULN|9RCR|aCDMG
357	23421 43153	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3LIT|4ASPD|5aVULN|6CDMG|7RCR|8RPLT|9AART
358	31421 43153	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2DUR|3LIT|4ASPD|5aVULN|6CDMG|7RCR|8RPLT|9AART
359	31421 43513	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2DUR|3LIT|4ASPD|59VULN|6CDMG|7RCR|8BELT|aAART
360	54422 43282	   	190.16	DCR|2VULN|2ASPD|1AART|1DUR	19ASPD|2MBVNT|3AART|4CGEN|59MLV|6RCR|7LEGI|89VULN|9BPWR|aDUR
361	11413 25423	   	190.16	DCR|3VULN|2ASPD|1CDMG	1AME|26ASPD|3MLV|4CDMG|59aVULN|7RCR|8BEXP
362	14135 13223	   	190.16	DCR|3VULN|2ASPD|1CDMG	1AME|2CDMG|36ASPD|49aVULN|5BEXP|7RCR|8MLV
363	52113 25423	   	190.16	DCR|3VULN|2ASPD|1CDMG	16ASPD|2AELBLL|3LHND|4CDMG|59aVULN|7RCR|8BEXP
364	56131 26221	 * 	190.15	DCR|2AART|2ASPD|2CDMG|3DUR	1aASPD|23aDUR|4FEWX|5DUST|67AART|8aCDMG|9RCR|aBPWR
365	22421 43153	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2DUST|3LIT|4ASPD|5aVULN|6CDMG|7RCR|8RPLT|9AART
366	52633 25323	   	190.06	DCR|3VULN|2ASPD|1CDMG	16ASPD|2AELBLL|3CDMG|4DUST|59aVULN|7RCR|8LWND
367	54451 23311	   	190.02	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2MBVNT|36AART|4ZMB|5DUST|7DUR|8CDMG|9VULN|aRCR
368	56231 33141	   	189.99	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1ASPD|2DUR|3ERES|4MDPS|5CDMG|6FEWX|7RCR|8AART|9aVULN
369	56142 11123	   	189.98	DCR|2DMG|1AART|1ASPD|3DUR|1CDMG	1ASPD|237DUR|45DMG|6CDMG|8AART|9RCR|aLWND
370	55213 25323	   	189.96	DCR|3VULN|2ASPD|1CDMG	16ASPD|23DUST|4CDMG|59aVULN|7RCR|8LWND
371	54214 32115	   	189.96	DCR|3VULN|2ASPD|1CDMG	14ASPD|2MBVNT|3DUST|589VULN|6BEXP|7RCR|aCDMG
372	56142 11122	   	189.88	DCR|2DMG|1AART|1ASPD|3DUR|1CDMG|1MSE	1ASPD|237DUR|45DMG|6CDMG|8AART|9RCR|aMSE
373	23421 43151	   	189.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2FEWX|3LIT|4ASPD|5VULN|6CDMG|7RCR|8RPLT|9AART|aDMG
374	31421 43151	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LHND|2DUR|3LIT|4ASPD|5VULN|6CDMG|7RCR|8RPLT|9AART|aDMG
375	22421 43151	   	189.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DUST|3LIT|4ASPD|5VULN|6CDMG|7RCR|8RPLT|9AART|aDMG
376	52342 12131	   	189.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|2AELBLL|3BEXP|45DMG|6CDMG|78VULN|9RMIN|aRCR
377	52522 12131	   	189.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|2AELBLL|35DMG|4BEXP|6CDMG|78VULN|9RMIN|aRCR
378	51343 22323	   	189.73	DCR|3VULN|2ASPD|1DMG|1SELL	12ASPD|3BEXP|4DMG|5MLV|67aVULN|8SELL|9RCR
379	51344 32323	   	189.73	DCR|3VULN|2ASPD|1DMG|1SELL	12ASPD|3BEXP|4DMG|57aVULN|6MLV|8SELL|9RCR
380	51523 22323	   	189.73	DCR|3VULN|2ASPD|1DMG|1SELL	12ASPD|3DMG|4BEXP|5MLV|67aVULN|8SELL|9RCR
381	51524 32323	   	189.73	DCR|3VULN|2ASPD|1DMG|1SELL	12ASPD|3DMG|4BEXP|57aVULN|6MLV|8SELL|9RCR
382	51413 61321	   	189.72	DCR|2VULN|2ASPD|2CDMG|1DUR|1SELL	12ASPD|3DUR|4aCDMG|58VULN|6RCR|7SELL|9TLV
383	54613 42311	   	189.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	14ASPD|2MBVNT|3LHND|5AART|6DMG|7BEXP|8CDMG|9VULN|aRCR
384	54214 32425	   	189.67	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	14ASPD|2MBVNT|3DUST|5VULN|6BEXP|7RCR|8DMG|9ZMB|aAART
385	11442 12131	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1AME|2ASPD|3MLV|45DMG|6CDMG|78VULN|9TLV|aRCR
386	52142 12131	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|2AELBLL|3LHND|45DMG|6CDMG|78VULN|9TLV|aRCR
387	52542 12131	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|2AELBLL|35DMG|4FEWX|6CDMG|78VULN|9TLV|aRCR
388	52552 12131	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|2AELBLL|35DMG|4LHND|6CDMG|78VULN|9TLV|aRCR
389	53442 12131	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|2CGEN|3MLV|45DMG|6CDMG|78VULN|9TLV|aRCR
390	54412 44821	   	189.65	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1DUR	18ASPD|2MBVNT|3AART|4AAC|5MLV|6RCR|7DUR|9DMG|aVULN
391	54613 44311	   	189.59	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	14ASPD|2MBVNT|3LHND|5AART|6DMG|7DUST|8CDMG|9VULN|aRCR
392	11642 12131	   	189.56	DCR|2VULN|2DMG|1ASPD|1CDMG	1AME|2ASPD|3ERES|45DMG|6CDMG|78VULN|9TLV|aRCR
393	51342 33121	   	189.50	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|3BEXP|45DMG|6TSLFST|7RCR|8LWND|9CDMG|aAART
394	51342 33321	   	189.50	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|3BEXP|45DMG|6TSLFST|7RCR|8FEWX|9CDMG|aAART
395	51522 33121	   	189.50	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|35DMG|4BEXP|6TSLFST|7RCR|8LWND|9CDMG|aAART
396	51522 33321	   	189.50	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|35DMG|4BEXP|6TSLFST|7RCR|8FEWX|9CDMG|aAART
397	51542 33121	   	189.50	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|35DMG|4FEWX|6TSLFST|7RCR|8LWND|9CDMG|aAART
398	51633 33316	   	189.50	DCR|2DMG|2ASPD|1VULN|1CDMG	12ASPD|3CDMG|4DUST|5VULN|6MLV|7RCR|8aDMG|9AELBLL
399	55242 12131	   	189.46	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|23DUST|45DMG|6CDMG|78VULN|9TLV|aRCR
400	51142 33621	   	189.40	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|3LHND|45DMG|6TSLFST|7RCR|8DUST|9CDMG|aAART
401	51342 33221	   	189.40	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|3BEXP|45DMG|6TSLFST|7RCR|8LEGI|9CDMG|aAART
402	51342 33621	   	189.40	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|3BEXP|45DMG|6TSLFST|7RCR|8DUST|9CDMG|aAART
403	51522 33221	   	189.40	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|35DMG|4BEXP|6TSLFST|7RCR|8LEGI|9CDMG|aAART
404	51522 33621	   	189.40	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|35DMG|4BEXP|6TSLFST|7RCR|8DUST|9CDMG|aAART
405	51542 33221	   	189.40	DCR|2DMG|2ASPD|1AART|1CDMG	12ASPD|35DMG|4FEWX|6TSLFST|7RCR|8LEGI|9CDMG|aAART
406	13413 33641	   	189.33	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AME|2TLV|3MLV|4CDMG|5VULN|68DMG|7RCR|9AART|aZMB
407	14423 23152	   	189.32	DCR|2VULN|1AART|2CDMG|1ASPD	1AME|29CDMG|3MLV|4CGEN|59VULN|6ASPD|7RCR|89MSLFST|9BPWR|aAART
408	14423 23252	   	189.32	DCR|2VULN|1AART|2CDMG|1ASPD	1AME|29CDMG|3MLV|4CGEN|59VULN|6ASPD|7RCR|89BASFIG|9BPWR|aAART
409	14423 33152	   	189.32	DCR|2VULN|1AART|2CDMG|1DMG	1AME|29CDMG|3MLV|4CGEN|59VULN|6DMG|7RCR|89MSLFST|9BPWR|aAART
410	14423 33252	   	189.32	DCR|2VULN|1AART|2CDMG|1DMG	1AME|29CDMG|3MLV|4CGEN|59VULN|6DMG|7RCR|89BASFIG|9BPWR|aAART
411	23335 11222	   	189.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1DUR|2FEWX|3DUST|4CDMG|5AART|6RCR|79DMG|8VULN|aRMIN
412	61335 11222	   	189.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|3DUST|4CDMG|5AART|6RCR|79DMG|8VULN|aRMIN
413	52511 13153	   	189.27	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB	148ASPD|2AELBLL|3DMG|5VULN|6CDMG|7ZMB|9CGEN|aRCR
414	15142 33511	 * 	189.26	DCR|3DMG|2VULN|1ASPD	1AME|2DMSP|36LHND|456DMG|6BPWR|79VULN|8ASPD|aRCR
415	51512 23361	   	189.24	DCR|3ASPD|1VULN|1DMG|1CDMG|1DUR	124ASPD|3DMG|5VULN|6LWND|7CDMG|8BEXP|9RCR|aDUR
416	13613 33641	   	189.23	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AME|2TLV|3ERES|4CDMG|5VULN|68DMG|7RCR|9AART|aZMB
417	51422 16313	 * 	189.20	DCR|3ASPD|1AART|1VULN|3DUR	12aASPD|35aDUR|4MULFIG|6VULN|7AART|8RCR|9aAELBLL|aBPWR
418	23335 11226	   	189.20	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1DUR|2FEWX|3DUST|4CDMG|5AART|6RCR|79DMG|8VULN|aERES
419	61335 11226	   	189.20	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|3DUST|4CDMG|5AART|6RCR|79DMG|8VULN|aERES
420	14134 53123	   	189.16	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AME|2CDMG|3ASPD|46VULN|5FEWX|7RCR|8SPLARM|9AAC|aDMG
421	14135 53123	   	189.16	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AME|2CDMG|3ASPD|46VULN|5BEXP|7RCR|8SPLARM|9AAC|aDMG
