0	Index      	 *	Score 	Summary	Detail	
1	31213 56335	 * 	190.70	DCR|2VULN|2DMG|1AART|1FLTHEA|2DUR	1aDUR|2FEWX|3AART|4aDMG|59VULN|6FLTHEA|7RCR|8aCGEN|aBPWR
335	31213 63125	   	163.08	DCR|2VULN|1AART|1DMG|3DUR	169DUR|2FEWX|3AART|4DMG|5aVULN|7RCR|8LWND
336	31213 63425	   	163.08	DCR|2VULN|1AART|1DMG|3DUR	169DUR|2FEWX|3AART|4DMG|5aVULN|7RCR|8BEXP
337	65213 12423	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2RCR|3CDMG|4MLV|5DUST|6ZMB|7DMG|8AART|9VULN|aDUR
338	65214 12313	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2RCR|3CDMG|4MLV|5VULN|6ZMB|7DMG|8AART|9DUST|aDUR
339	65214 12323	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2RCR|3CDMG|4MLV|5VULN|6ZMB|7DMG|8AART|9TLV|aDUR
340	65223 12421	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2RCR|3CDMG|4ASPD|5DUST|6ZMB|7DMG|8AART|9VULN|aCGEN
341	65223 12422	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2RCR|3CDMG|4ASPD|5DUST|6ZMB|7DMG|8AART|9VULN|aLHND
342	62532 23531	   	163.03	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	19ERES|2DMSP|3DUR|4VULN|5RCR|6FLTHEA|7AART|8aDMG
343	45212 23113	   	162.92	DCR|3VULN|1AART|2CDMG|1DUR	137VULN|23CDMG|3BPWR|4ERES|5RMIN|6DUR|8RCR|9BEXP|aAART
344	45212 23163	   	162.92	DCR|3VULN|1AART|2CDMG|1DUR	137VULN|23CDMG|3BPWR|4ERES|5RMIN|6DUR|8RCR|9FEWX|aAART
345	33124 32451	   	162.90	DCR|3VULN|2DMG|2DUR	19DUR|29LWND|36FEWX|45DMG|79aVULN|8RCR|9BPWR
346	33124 32452	   	162.90	DCR|3DMG|2VULN|2DUR	19DUR|29LWND|36FEWX|45aDMG|79VULN|8RCR|9BPWR
347	65313 16211	 * 	162.82	ACR|4VULN|3ZMB	1ERES|2RCR|349aVULN|5MLV|678ZMB
348	45212 23133	   	162.82	DCR|3VULN|1AART|2CDMG|1DUR	137VULN|23CDMG|3BPWR|4ERES|5RMIN|6DUR|8RCR|9DUST|aAART
349	11314 32356	   	162.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2FEWX|3DUR|48VULN|5DMG|6ZMB|7TLV|9RCR|aAART
350	33214 51411	   	162.80	DCR|3VULN|2DMG|2DUR	16DUR|2LWND|3RMIN|49aVULN|56DMG|6BPWR|7CGEN|8RCR
351	33214 51412	   	162.80	DCR|3DMG|2VULN|2DUR	16DUR|2LWND|3RMIN|49VULN|56aDMG|6BPWR|7CGEN|8RCR
352	44212 12112	   	162.80	DCR|4VULN|1AART|1DUR|1ASPD	1356VULN|2LIT|4MLV|7DUR|8AART|9RCR|aASPD
353	31213 56262	   	162.78	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9BEXP|aRCVC
354	65342 33212	   	162.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2RCR|3VULN|4DUR|58AART|6CGEN|7DMG|9FEWX|aZMB
355	65324 33222	   	162.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2RCR|3VULN|4CGEN|58AART|6BEXP|7DMG|9DUR|aZMB
356	65352 33232	   	162.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2RCR|3VULN|4FEWX|58AART|6CGEN|7DMG|9DUR|aZMB
357	16234 62341	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2LHND|3CDMG|4aVULN|5CGEN|6MBVNT|7AART|8RCR|9DMG
358	36326 11412	   	162.70	DCR|3VULN|2DMG|2DUR	16DUR|2BEXP|359VULN|4aDMG|7FEWX|8RCR
359	36326 12412	   	162.70	DCR|3VULN|2DMG|2DUR	16DUR|2BEXP|359VULN|4aDMG|7LWND|8RCR
360	33124 12411	   	162.70	DCR|3VULN|2DMG|2DUR	16DUR|2LWND|3FEWX|45DMG|79aVULN|8RCR
361	33124 12412	   	162.70	DCR|3DMG|2VULN|2DUR	16DUR|2LWND|3FEWX|45aDMG|79VULN|8RCR
362	33324 11411	   	162.70	DCR|3VULN|2DMG|2DUR	16DUR|2LWND|39aVULN|45DMG|7FEWX|8RCR
363	33324 11412	   	162.70	DCR|3DMG|2VULN|2DUR	16DUR|2LWND|39VULN|45aDMG|7FEWX|8RCR
364	33324 15411	   	162.70	DCR|3VULN|2DMG|2DUR	16DUR|2LWND|39aVULN|45DMG|7BEXP|8RCR
365	33324 15412	   	162.70	DCR|3DMG|2VULN|2DUR	16DUR|2LWND|39VULN|45aDMG|7BEXP|8RCR
366	36324 11411	   	162.70	DCR|3VULN|2DMG|2DUR	16DUR|2BEXP|39aVULN|45DMG|7FEWX|8RCR
367	36324 11412	   	162.70	DCR|3DMG|2VULN|2DUR	16DUR|2BEXP|39VULN|45aDMG|7FEWX|8RCR
368	36324 12411	   	162.70	DCR|3VULN|2DMG|2DUR	16DUR|2BEXP|39aVULN|45DMG|7LWND|8RCR
369	36324 12412	   	162.70	DCR|3DMG|2VULN|2DUR	16DUR|2BEXP|39VULN|45aDMG|7LWND|8RCR
370	51224 12411	   	162.70	DCR|3VULN|2DMG|2DUR	1LHND|2FEWX|36DUR|45DMG|79aVULN|8RCR
371	51224 12412	   	162.70	DCR|3DMG|2VULN|2DUR	1LHND|2FEWX|36DUR|45aDMG|79VULN|8RCR
372	44222 12112	   	162.70	DCR|4VULN|1AART|1ASPD|1DUR	1356VULN|2LIT|4ERES|7DUR|8AART|9RCR|aASPD
373	31213 56232	   	162.68	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9DUST|aRCVC
374	65315 11313	   	162.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ERES|2RCR|34aVULN|5ASPD|6ZMB|7FEWX|8AART|9BELT
375	65612 33222	   	162.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2RCR|3DUST|4VULN|58AART|6CGEN|7DMG|9DUR|aZMB
376	11133 13116	   	162.51	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2FEWX|3RCVC|49VULN|5DMG|6RCR|7LHND|8DUR|aAART
377	12135 11642	 * 	162.48	DCR|3VULN|1DMG|2ASPD|1CDMG	19ASPD|2DMSP|3DMG|4CDMG|58aVULN|6LWND|7RCR
378	12623 11642	   	162.48	DCR|3VULN|1DMG|2ASPD|1CDMG	19ASPD|2DMSP|3CDMG|48aVULN|5DMG|6LWND|7RCR
379	65324 33211	   	162.39	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3aVULN|4CGEN|58AART|6BEXP|7DMG|9FEWX
380	65324 33231	   	162.39	ACR|2VULN|2AART|1DMG	1ERES|2RCR|39VULN|4CGEN|58AART|6BEXP|7DMG|aLIT
381	65324 33232	   	162.39	ACR|2AART|2VULN|1DMG	1ERES|2RCR|39VULN|4aCGEN|58AART|6BEXP|7DMG
382	16236 32326	   	162.32	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2LHND|3CDMG|4aVULN|5FEWX|6RCVC|7DMG|8AART|9RCR
383	65612 33211	   	162.29	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3DUST|4aVULN|58AART|6CGEN|7DMG|9FEWX
384	65612 33231	   	162.29	ACR|2VULN|2AART|1DMG	1ERES|2RCR|3DUST|49VULN|58AART|6CGEN|7DMG|aLIT
385	65612 33232	   	162.29	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3DUST|49VULN|58AART|6aCGEN|7DMG
386	65131 35133	   	162.29	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3BELT|4TLV|56AART|7aVULN|8BEXP|9DMG
387	35523 12423	   	162.24	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	14aDUR|2CDMG|3VULN|5DUST|6ZMB|7DMG|8AART|9RCR
388	33126 35512	   	162.20	DCR|3VULN|2DMG|1DUR	1DUR|28LWND|3FEWX|4aDMG|579VULN|6RCR
389	51226 35122	   	162.20	DCR|3VULN|2DMG|1DUR	19LHND|2FEWX|3DUR|4aDMG|578VULN|6RCR
390	12135 11652	   	162.18	DCR|3VULN|1DMG|2CDMG|1ASPD	1ASPD|2DMSP|3DMG|49CDMG|58aVULN|6LWND|7RCR
391	12623 11652	   	162.18	DCR|3VULN|1DMG|2CDMG|1ASPD	1ASPD|2DMSP|39CDMG|48aVULN|5DMG|6LWND|7RCR
392	12611 34151	   	162.18	DCR|2VULN|1AART|2CDMG|2ASPD	19ASPD|2DMSP|39CDMG|4AART|5DUST|6RCR|7aVULN|89VENICY|9BPWR
393	65311 35132	   	162.08	ACR|3VULN|1AART|1ZMB|1ASPD	1ERES|2RCR|346VULN|5FEWX|7ZMB|8LHND|9AART|aASPD
394	65311 22234	   	162.08	ACR|3VULN|1AART|1ZMB|1DUR	1ERES|2RCR|347VULN|56FEWX|8ZMB|9AART|aDUR
395	65311 31234	   	162.08	ACR|3VULN|1AART|1ZMB|1DUR	1ERES|2RCR|346VULN|57FEWX|8ZMB|9AART|aDUR
396	61312 32231	   	162.04	ACR|4VULN|1AART|1ZMB	1ERES|2FEWX|3467VULN|5RCR|8ZMB|9AART|aLWND
397	61312 32232	   	162.04	ACR|4VULN|1AART|1ZMB	1ERES|2FEWX|3467VULN|5RCR|8ZMB|9AART|aLIT
398	61312 32235	   	162.04	ACR|4VULN|1AART|1ZMB	1ERES|2FEWX|3467VULN|5RCR|8ZMB|9AART|aRPLT
399	61312 32236	   	162.04	ACR|4VULN|1AART|1ZMB	1ERES|2FEWX|3467VULN|5RCR|8ZMB|9AART|aBEXP
400	63112 32231	   	162.04	ACR|4VULN|1AART|1ZMB	1ERES|2467VULN|3FEWX|5RCR|8ZMB|9AART|aLWND
401	63112 32232	   	162.04	ACR|4VULN|1AART|1ZMB	1ERES|2467VULN|3FEWX|5RCR|8ZMB|9AART|aLIT
402	63112 32235	   	162.04	ACR|4VULN|1AART|1ZMB	1ERES|2467VULN|3FEWX|5RCR|8ZMB|9AART|aRPLT
403	63112 32236	   	162.04	ACR|4VULN|1AART|1ZMB	1ERES|2467VULN|3FEWX|5RCR|8ZMB|9AART|aBEXP
404	61312 35136	   	162.04	ACR|4VULN|1AART|1ZMB	1ERES|2FEWX|346aVULN|5RCR|7ZMB|8LHND|9AART
405	63112 35136	   	162.04	ACR|4VULN|1AART|1ZMB	1ERES|246aVULN|3FEWX|5RCR|7ZMB|8LHND|9AART
406	61312 22563	   	162.03	ACR|3VULN|2AART|1CDMG	1ERES|26FEWX|347VULN|5RCR|8CDMG|9aAART
407	61312 31563	   	162.03	ACR|3VULN|2AART|1CDMG	1ERES|27FEWX|346VULN|5RCR|8CDMG|9aAART
408	63112 22563	   	162.03	ACR|3VULN|2AART|1CDMG	1ERES|247VULN|36FEWX|5RCR|8CDMG|9aAART
409	63112 31563	   	162.03	ACR|3VULN|2AART|1CDMG	1ERES|246VULN|37FEWX|5RCR|8CDMG|9aAART
410	62316 63123	   	162.02	DCR|4VULN|1DMG|1DUR	1ERES|2DMSP|3RCVC|457aVULN|6RCR|8DMG|9DUR
411	41162 35223	   	161.99	ACR|3VULN|2DMG|1ZMB	16aVULN|23FEWX|4aCGEN|5RCR|7ZMB|8TLV|9aDMG|aBPWR
412	65224 12313	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2RCR|3CDMG|4ASPD|5VULN|6ZMB|7DMG|8DMSP|9BEXP|aAART
413	65324 33332	   	161.95	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2RCR|39VULN|4CGEN|5AART|6BEXP|7DMG|8FEWX|aZMB
414	24312 46132	   	161.92	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1RMIN|2DUR|346VULN|5RCR|7ZMB|8LHND|9AART|aASPD
415	33332 31521	   	161.86	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18DUR|2LWND|38VULN|4ERES|5AART|6CGEN|78CDMG|8BPWR|9ZMB|aRCR
416	33362 61521	   	161.86	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18DUR|2LWND|38VULN|4CGEN|5AART|6TLV|78CDMG|8BPWR|9ZMB|aRCR
417	41232 31521	   	161.86	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|2FEWX|38DUR|4ERES|5AART|6CGEN|78CDMG|8BPWR|9ZMB|aRCR
418	41232 61521	   	161.86	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|2FEWX|38DUR|4ERES|5AART|6MLV|78CDMG|8BPWR|9ZMB|aRCR
419	65224 12333	   	161.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2RCR|3CDMG|4ASPD|5VULN|6ZMB|7DMG|8DMSP|9DUST|aAART
420	35234 32523	   	161.83	DCR|2AART|1VULN|2CDMG|2DUR|1ZMB	13DUR|23CDMG|3BPWR|4FEWX|5VULN|6RCVC|7aAART|8RCR|9ZMB
421	65113 25322	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2RCR|3BELT|4LHND|57VULN|6ASPD|8DMG|9DUR|aAART
422	43312 56323	   	161.79	ACR|3VULN|2DMG|1ZMB	14aVULN|2LHND|36aTLV|5RCR|7ZMB|8CGEN|9aDMG|aBPWR
423	61312 25223	   	161.79	ACR|3VULN|2DMG|1ZMB	1aERES|26FEWX|34aVULN|5RCR|7ZMB|8TLV|9aDMG|aBPWR
424	61352 35223	   	161.79	ACR|3VULN|2DMG|1ZMB	1aERES|24FEWX|36aVULN|5RCR|7ZMB|8TLV|9aDMG|aBPWR
425	63112 35223	   	161.79	ACR|3VULN|2DMG|1ZMB	1aERES|246VULN|3aFEWX|5RCR|7ZMB|8TLV|9aDMG|aBPWR
426	33332 61521	   	161.76	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18DUR|2LWND|38VULN|4ERES|5AART|6TLV|78CDMG|8BPWR|9ZMB|aRCR
427	36332 61521	   	161.76	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18DUR|2BEXP|38VULN|4ERES|5AART|6TLV|78CDMG|8BPWR|9ZMB|aRCR
428	43312 56223	   	161.69	ACR|3VULN|2DMG|1ZMB	14aVULN|2LHND|36aTLV|5RCR|7ZMB|8ERES|9aDMG|aBPWR
429	56126 32231	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2BEXP|3FEWX|4DMG|5aVULN|6RCR|7RCVC|8CDMG|9AART
430	31263 63161	   	161.65	DCR|2AART|2VULN|2DUR|1ZMB	16DUR|2FEWX|39AART|4ZMB|5aVULN|7RCR|8LWND
431	31263 63261	   	161.65	DCR|2AART|2VULN|2DUR|1ZMB	16DUR|2FEWX|38AART|4ZMB|5aVULN|7RCR|9LWND
432	33321 62133	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|3aVULN|4DMG|5RPLT|6CDMG|7LIT|8RCR|9AART
433	46125 32231	   	161.58	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2BEXP|3FEWX|4DMG|5LEGI|6RCR|7RCVC|8CDMG|9AART
434	45236 12112	   	161.54	DCR|3VULN|1DMG|2CDMG|1ZMB	13aVULN|23CDMG|3BPWR|4FEWX|5BEXP|6ZMB|7DMG|8BELT|9RCR
435	41322 13431	   	161.48	DCR|3VULN|1AART|1DMG	19aVULN|2FEWX|36LHND|4DMG|5AART|7RCR|8BEXP
436	41322 43431	   	161.48	DCR|3VULN|1AART|1DMG	19aVULN|26FEWX|3LHND|4DMG|5AART|7RCR|8BEXP
437	43122 13431	   	161.48	DCR|3VULN|1AART|1DMG	19aVULN|26LHND|3FEWX|4DMG|5AART|7RCR|8BEXP
438	43122 43431	   	161.48	DCR|3VULN|1AART|1DMG	19aVULN|2LHND|36FEWX|4DMG|5AART|7RCR|8BEXP
439	56322 13331	   	161.48	DCR|3VULN|1AART|1DMG	16LHND|2BEXP|39aVULN|4DMG|5AART|7RCR|8FEWX
440	56322 23331	   	161.48	DCR|3VULN|1AART|1DMG	1LHND|26BEXP|39aVULN|4DMG|5AART|7RCR|8FEWX
441	31213 56252	   	161.47	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9CGEN|aRMIN
442	31213 56253	   	161.47	DCR|2AART|1DMG|1VULN|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9aCGEN
443	31213 56352	   	161.47	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|39AART|4DMG|5VULN|6FLTHEA|7RCR|8CGEN|aRMIN
444	31213 56353	   	161.47	DCR|2AART|1DMG|1VULN|1FLTHEA|1DUR	1DUR|2FEWX|39AART|4DMG|5VULN|6FLTHEA|7RCR|8aCGEN
445	31213 43222	   	161.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|26FEWX|38AART|4DMG|5VULN|7RCR|9MLV|aCDMG
446	45233 12112	   	161.44	DCR|3VULN|1DMG|2CDMG|1ZMB	13aVULN|23CDMG|3BPWR|4FEWX|5DUST|6ZMB|7DMG|8BELT|9RCR
447	61312 32213	   	161.44	ACR|4VULN|1AART|1ZMB	1ERES|2FEWX|3467VULN|5RCR|8ZMB|9RPLT|aAART
448	63112 32213	   	161.44	ACR|4VULN|1AART|1ZMB	1ERES|2467VULN|3FEWX|5RCR|8ZMB|9RPLT|aAART
449	65311 11112	   	161.44	ACR|4VULN|1DMG|1DUR	1ERES|2RCR|3489VULN|5FEWX|6DUR|7BEXP|aDMG
450	65316 11112	   	161.44	ACR|4VULN|1DMG|1DUR	1ERES|2RCR|3489VULN|5LHND|6DUR|7BEXP|aDMG
451	12163 13246	   	161.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMSP|3DMG|4BEXP|5RCR|6RMIN|79VULN|8CDMG|aAART
452	12163 23246	   	161.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMSP|3DMG|4BEXP|5RCR|6CGEN|79VULN|8CDMG|aAART
453	31213 56212	   	161.37	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9NUKE|aRMIN
454	31213 56213	   	161.37	DCR|2AART|1DMG|1VULN|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9NUKE|aCGEN
455	31213 56214	   	161.37	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9NUKE|aLIT
456	31213 56216	   	161.37	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2aFEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9NUKE
457	31213 56235	   	161.37	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9DUST|aBEXP
458	31213 56236	   	161.37	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9DUST|aMLV
459	31213 56242	   	161.37	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9TLV|aRMIN
460	31213 56243	   	161.37	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9TLV|aCGEN
461	65311 14112	   	161.34	ACR|4VULN|1DMG|1DUR	1ERES|2RCR|3489VULN|5FEWX|6DUR|7DUST|aDMG
462	65343 21111	   	161.34	ACR|4VULN|1DMG|1DUR	1ERES|2RCR|389aVULN|4DUR|5TLV|6BEXP|7DMG
463	31261 21436	   	161.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUR|2FEWX|35AART|4ZMB|6RCVC|7RCR|8DMG|9RPLT|aVULN
464	33126 21156	   	161.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DUR|2LWND|3FEWX|47DMG|5VULN|6ZMB|9RCR|aAART
465	65343 11111	   	161.24	ACR|4VULN|1DMG|1DUR	1ERES|2RCR|389aVULN|4DUR|5TLV|6DUST|7DMG
466	31261 21461	   	161.23	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUR|2FEWX|35AART|4ZMB|6RCVC|7RCR|8DMG|9VULN|aLEGI
467	31213 63251	 * 	161.21	DCR|3AART|1VULN|1DMG|3DUR	16aDUR|2FEWX|389AART|4DMG|5VULN|7RCR
468	31213 63661	   	161.16	DCR|2VULN|1AART|1DMG|2DUR	16DUR|2FEWX|3AART|4DMG|5aVULN|7RCR|8RCVC|9LWND
469	41223 11156	   	161.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|2FEWX|38DUR|47DMG|5ZMB|6DUST|9RCR|aAART
470	44212 22341	   	161.16	DCR|3VULN|1DMG|1FLTHEA|2DUR	135VULN|2LIT|4MLV|68DUR|7RCR|9DMG|aFLTHEA
471	41332 55221	   	161.15	DCR|5VULN|1AART	16789VULN|2FEWX|37LHND|467ERES|5AART|67BPWR|aRCR
472	43132 55221	   	161.15	DCR|5VULN|1AART	16789VULN|2LHND|37FEWX|467ERES|5AART|67BPWR|aRCR
473	41422 52313	   	161.11	DCR|2VULN|2DMG|1AART	15VULN|2FEWX|38LIT|45DMG|5BPWR|6RMIN|7RCR|9AART|aDMSP
474	65352 11231	   	161.07	ACR|3VULN|1AART|2DUR	19ERES|2RCR|39aVULN|4FEWX|5AART|6LHND|7RCVC|89DUR|9BPWR
475	34323 42162	   	161.07	ACR|3VULN|1AART|2DUR|1ZMB	19DUR|249LIT|3ZMB|5RCR|6FEWX|79aVULN|8AART|9BPWR
476	34323 62162	   	161.07	ACR|3VULN|1AART|2DUR|1ZMB	19DUR|249LIT|3ZMB|5RCR|6BEXP|79aVULN|8AART|9BPWR
477	44222 22341	   	161.06	DCR|3VULN|1DMG|1FLTHEA|2DUR	135VULN|2LIT|4ERES|68DUR|7RCR|9DMG|aFLTHEA
478	24312 23221	   	161.03	ACR|2VULN|2AART|1DMG|1DUR	1RMIN|2DUR|34VULN|5RCR|6MGNSTR|78AART|9CGEN|aDMG
479	24312 23263	   	161.03	ACR|2VULN|2AART|1DMG|1DUR	1RMIN|2DUR|34VULN|5RCR|6MGNSTR|78AART|9FEWX|aDMG
480	41422 62313	   	161.01	DCR|2VULN|2DMG|1AART	15VULN|2FEWX|38LIT|45DMG|5BPWR|6ERES|7RCR|9AART|aRPLT
481	24312 23233	   	160.93	ACR|2VULN|2AART|1DMG|1DUR	1RMIN|2DUR|34VULN|5RCR|6MGNSTR|78AART|9LEGI|aDMG
482	24312 23251	   	160.93	ACR|2VULN|2AART|1DMG|1DUR	1RMIN|2DUR|34VULN|5RCR|6MGNSTR|78AART|9TLV|aDMG
483	31213 56631	   	160.93	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|2FEWX|3AART|4DMG|5VULN|6FLTHEA|7RCR|8AIRHEL|9ZMB|aMLV
484	65311 32324	 * 	160.91	ACR|5VULN|1CDMG	1ERES|2RCR|34678VULN|5FEWX|9LWND|aCDMG
485	65311 32334	   	160.91	ACR|5VULN|1CDMG	1ERES|2RCR|34678VULN|5FEWX|9BEXP|aCDMG
486	65311 32341	   	160.91	ACR|5VULN|1CDMG	1ERES|2RCR|34678VULN|5FEWX|9CGEN|aCDMG
487	15221 35133	   	160.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2RMIN|3AART|48VULN|5CGEN|6MLV|7RCR|9DUR|aDMG
488	33341 22635	   	160.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|245LWND|39VULN|6RCR|7AART|8DMG|aASPD
489	31213 63151	   	160.86	DCR|2VULN|1AART|1DMG|2DUR	16DUR|2FEWX|3AART|4DMG|5aVULN|7RCR|8LWND|9RCVC
490	31213 56632	   	160.83	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1DUR|2FEWX|3AART|4DMG|5VULN|6FLTHEA|7RCR|8AIRHEL|9ZMB|aDUST
491	31213 56633	   	160.83	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1DUR|2FEWX|3AART|4DMG|5VULN|6FLTHEA|7RCR|8AIRHEL|9ZMB|aLEGI
492	31223 36151	   	160.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2FEWX|3AART|4CANHEL|58VULN|6ASPD|7RCR|9CGEN|aDMG
493	31223 36331	   	160.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2FEWX|3AART|4CANHEL|59VULN|6ASPD|7RCR|8CGEN|aDMG
494	31225 46331	   	160.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2FEWX|3AART|4CANHEL|5ASPD|69VULN|7RCR|8CGEN|aDMG
495	42115 42322	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2BELT|3CGEN|4LHND|6ZMB|7RCR|8DMG|9DUR|aAART
496	42315 42322	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2BELT|3MLV|4LHND|6ZMB|7RCR|8DMG|9DUR|aAART
497	31223 36111	   	160.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2FEWX|3AART|4CANHEL|58VULN|6ASPD|7RCR|9NUKE|aDMG
498	31223 36141	   	160.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2FEWX|3AART|4CANHEL|58VULN|6ASPD|7RCR|9TLV|aDMG
499	31225 46111	   	160.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2FEWX|3AART|4CANHEL|5ASPD|68VULN|7RCR|9NUKE|aDMG
500	43364 31111	   	160.70	ACR|4VULN|1DMG|1ZMB	189aVULN|2LHND|3TLV|4RCR|5DMG|6ZMB|7FEWX
