0	Index      	 *	Score 	Summary	Detail	
1	21425 21613	 * 	219.60	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2ZMB|39DMG|4MSLREG|5AART|68aVULN|7RCR
312	41432 31351	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3DMG|4AART|5TLV|6ASPD|7BELT|8RCR|9LIT|aCDMG
313	24231 26163	   	189.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6CGEN|7RCR|8TSLARM|9DMG|aVULN
314	24231 26261	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6CGEN|7RCR|8VULN|9DMG|aDUST
315	14131 46232	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2ASPD|3BEXP|4AART|5CDMG|6TLV|7RCR|8VULN|9DMG|aDUR
316	31462 42213	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1LHND|2ZMB|3aDMG|4MBVNT|58VULN|6ASPD|7RCR|9LWND
317	43216 41323	   	189.72	DCR|3VULN|2AART|1ZMB	14aVULN|2DUST|35AART|6MLV|7RCR|8ZMB|9FEWX
318	24231 35121	   	189.64	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	18DUR|2ASPD|38MLV|4AART|5CDMG|6AME|78VULN|8BPWR|9LWND|aRCR
319	24231 35131	   	189.64	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	18DUR|2ASPD|38MLV|4AART|5CDMG|6AME|78VULN|8BPWR|9LIT|aRCR
320	45242 33211	   	189.64	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|29LHND|38DUR|4DMG|5AART|6CDMG|78LWND|8BPWR|aRCR
321	45342 32211	   	189.64	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|29LHND|38LWND|4DMG|5AART|6CDMG|78DUR|8BPWR|aRCR
322	43216 61323	   	189.62	DCR|3VULN|2AART|1ZMB	14aVULN|2DUST|35AART|6TLV|7RCR|8ZMB|9FEWX
