0	Index      	 *	Score 	Summary	Detail	
1	26211 36521	 * 	202.90	ACR|4VULN|2AART|1DMG|1CDMG	1CDMG|2aAART|3589VULN|4RCR|6LHND|7DMG
334	26211 13213	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2AART|35VULN|4RCR|6MLV|7AIRHEL|8DMG|9DUR
335	26211 21213	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2AART|35VULN|4RCR|6MGNSTR|7ERES|8DMG|9DUR
336	26212 31552	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	17CDMG|2AART|38VULN|4RCR|5DUR|6ERES|9BELT|aDMG
337	26212 42623	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2AART|37VULN|4RCR|5DUR|6VENICY|8DMG|9CGEN
338	26212 66133	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	16CDMG|2AART|3aVULN|4RCR|5DUR|7DMG|8ERES|9LIT
339	25138 14471	   	174.84	DCR|3VULN|2DMG|2CDMG|2SELL	1aCDMG|2aDMG|35aVULN|4MBVNT|6RCR|79SELL|8DMSP|aBPWR
340	26211 11213	   	174.80	ACR|3VULN|1AART|2CDMG|1ZMB	19CDMG|2AART|359VULN|4RCR|6MLV|7LIT|89LWND|9BPWR|aZMB
341	26211 12613	   	174.80	ACR|3VULN|1AART|2CDMG|1ZMB	19CDMG|2AART|359VULN|4RCR|6MLV|7LWND|89LIT|9BPWR|aZMB
342	26211 16613	   	174.80	ACR|3VULN|1AART|2CDMG|1ZMB	19CDMG|2AART|359VULN|4RCR|6MLV|7LHND|89LIT|9BPWR|aZMB
343	26211 33613	   	174.80	ACR|3VULN|1AART|2CDMG|1ZMB	19CDMG|2AART|359VULN|4RCR|6LHND|7MLV|89LIT|9BPWR|aZMB
344	26211 52613	   	174.80	ACR|3VULN|1AART|2CDMG|1ZMB	19CDMG|2AART|359VULN|4RCR|6FEWX|7MLV|89LIT|9BPWR|aZMB
345	25123 26235	   	174.77	DCR|3VULN|2DMG|1CDMG|1ZMB|1SELL	1CDMG|26DMG|34aVULN|5ERES|7ZMB|8RCR|9SELL
346	24138 14521	   	174.77	DCR|4VULN|2CDMG|2DUR|1ZMB|1SELL	1aCDMG|2ZMB|359aVULN|4MBVNT|6RCR|7SELL|8aDUR|aBPWR
347	26211 36241	   	174.75	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|68LHND|7DMG|9RCVC
348	26215 33613	   	174.70	ACR|3VULN|1AART|2CDMG|1ZMB	19CDMG|2AART|379VULN|4RCR|5FEWX|6ERES|89LIT|9BPWR|aZMB
349	26423 33522	 * 	174.63	DCR|3VULN|1AART|2CDMG|1FLTHEA	1aCDMG|2AART|39aCGEN|4FEWX|5FLTHEA|67aVULN|8RCR|aBPWR
350	26433 33522	   	174.63	DCR|3VULN|1AART|2CDMG|1FLTHEA	1aCDMG|2AART|39aCGEN|4BEXP|5FLTHEA|67aVULN|8RCR|aBPWR
351	26623 33522	   	174.63	DCR|3VULN|1AART|2CDMG|1FLTHEA	1aCDMG|2AART|3aFEWX|49CGEN|5FLTHEA|67aVULN|8RCR|aBPWR
352	26211 35632	   	174.60	ACR|3VULN|1AART|2CDMG|1ZMB	19CDMG|2AART|35aVULN|4RCR|6LHND|7ZMB|8LIT
353	21122 16635	   	174.57	DCR|4VULN|1AART|1CDMG|1ZMB	1CDMG|2ERES|3479VULN|5DUST|6ZMB|8RCR|aAART
354	26211 14352	   	174.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|35VULN|4RCR|6MLV|7DLOT|8RCVC|9ZMB|aDMG
355	26213 62423	   	174.50	ACR|3VULN|1AART|2CDMG|1ZMB	16CDMG|2AART|39aVULN|4RCR|5DLOT|7LWND|8ZMB
356	25221 22635	   	174.47	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|26DMG|3CGEN|4BEXP|5RCVC|79VULN|8RCR|aAART
357	26212 65232	 * 	174.40	ACR|1AART|3CDMG|1VULN|1DMG|1ZMB|1DUR	169CDMG|2AART|3VULN|4RCR|5DUR|7ZMB|8LHND|aDMG
358	25121 14412	   	174.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2DMG|34VULN|58DUR|6ZMB|7AART|9RPLT|aRCR
359	25253 21413	 * 	174.17	DCR|2VULN|3CDMG|1AART|1DMG|1ASPD	157CDMG|2DMG|37CGEN|4BELT|67VULN|7BPWR|8RCR|9AART|aASPD
360	53332 34124	   	173.93	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1aZMB|2BEXP|3RCR|4aDUR|5DUST|6VULN|7aDMG|8AART|9LEGI|aBPWR
361	26211 31432	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AART|35VULN|4RCR|67LHND|8aDUR|9DMG
362	26211 62152	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AART|35VULN|4RCR|6aDUR|7MLV|8ERES|9DMG
363	26211 66112	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AART|35VULN|4RCR|69DUR|7DMG|8ERES|aLIT
364	26212 25232	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AART|3aVULN|4RCR|57DUR|6RPLT|8DMG|9TLV
365	26212 53152	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AART|37VULN|4RCR|5aDUR|6CGEN|8ERES|9DMG
366	26213 12166	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AART|3aVULN|4RCR|5DLOT|6BEXP|7DMG|89DUR
367	25123 16631	   	173.78	DCR|4VULN|1DMG|2CDMG|1DUR	1aCDMG|2DMG|3479VULN|5ERES|6DUR|8RCR
368	26213 22251	   	173.76	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	18CDMG|2AART|3VULN|4RCR|5DLOT|68DUR|78LWND|8BPWR|9ZMB|aDMG
369	26212 16226	   	173.74	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2AART|3VULN|4RCR|5DUR|6DUST|7RCVC|8FLTHEA|9DMG|aASPD
370	26211 66111	   	173.73	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AART|35VULN|4RCR|69DUR|7DMG|8aERES
371	26211 66113	   	173.73	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AART|35VULN|4RCR|69DUR|7DMG|8ERES|aCANHEL
372	26211 61211	 * 	173.67	ACR|2AART|2VULN|1CDMG|1FLTHEA|1DUR	1CDMG|2aAART|35VULN|4RCR|6DUR|79LHND|8FLTHEA
373	26211 61232	   	173.67	ACR|2AART|2VULN|1CDMG|1FLTHEA|1DUR	1CDMG|2aAART|35VULN|4RCR|6DUR|7LHND|8FLTHEA|9BELT
374	32662 32236	   	173.66	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUR|2CGEN|38DMG|47AART|5VULN|6MLV|9RCR|aCDMG
375	25123 14512	   	173.57	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|348VULN|5ERES|6DUR|7AART|9RPLT|aRCR
376	32662 21336	   	173.56	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|2CGEN|3DMG|46AART|57VULN|8TLV|9RCR|aCDMG
377	25138 14541	 * 	173.54	DCR|3VULN|1DMG|2CDMG|3DUR|1SELL	1aCDMG|2DMG|35aVULN|4MBVNT|6RCR|7SELL|89aDUR|aBPWR
378	25215 51333	 * 	173.48	ACR|2DMG|2AART|2CDMG|2ASPD|1DUR	17CDMG|27DMG|3CGEN|4DUR|5RCR|67ASPD|7BPWR|8LHND|9aAART
379	25138 27443	   	173.32	DCR|4VULN|2DMG|1CDMG	1CDMG|29DMG|3568VULN|4MBVNT|7RPLT|aRCR
380	25138 22228	   	173.31	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2DMG|356VULN|4MBVNT|79RCVC|8RCR|aAART
381	26211 23631	   	173.29	ACR|4VULN|1AART|1CDMG	1CDMG|2AART|357aVULN|4RCR|6MGNSTR|8RCVC|9LIT
382	24138 14641	   	173.26	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1CDMG|2ZMB|359VULN|4MBVNT|6RCR|7SELL|8AART|aDUR
383	25137 16313	   	173.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DMG|3aVULN|4MBVNT|5RCVC|6RCR|7ZMB|8LIT|9AART
384	25137 16314	   	173.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2aDMG|3VULN|4MBVNT|5RCVC|6RCR|7ZMB|8LIT|9AART
385	26211 24224	   	173.14	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|6MGNSTR|7CGEN|8DMG|9LWND
386	26211 24241	   	173.14	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|6MGNSTR|7CGEN|8DMG|9FEWX
387	26211 25224	   	173.14	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|6MGNSTR|7LHND|8DMG|9CGEN
388	26211 25261	   	173.14	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|6MGNSTR|7LHND|8DMG|9RMIN
389	26212 15233	   	173.12	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2AART|37VULN|4RCR|5DUR|6DUST|8FLTHEA|9LIT|aZMB
390	26211 13224	   	173.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|6MLV|7AIRHEL|8DMG|9LWND
391	26211 13241	   	173.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|6MLV|7AIRHEL|8DMG|9FEWX
392	26211 21224	   	173.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|6MGNSTR|7ERES|8DMG|9LWND
393	26211 21241	   	173.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|6MGNSTR|7ERES|8DMG|9FEWX
394	26211 22621	   	173.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|6MGNSTR|7DUST|8DMG|9CGEN
395	26211 22661	   	173.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aAART|35VULN|4RCR|6MGNSTR|7DUST|8DMG|9RMIN
396	25133 14641	   	172.98	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	15CDMG|2DMG|39VULN|4MBVNT|6RCR|7SELL|8AART|aDUR
397	25133 14651	   	172.98	DCR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	15CDMG|29DMG|3VULN|4MBVNT|6RCR|7SELL|8AART|aDUR
398	25261 11332	 * 	172.98	DCR|2DMG|1AART|2CDMG|3DUR|1ZMB	17CDMG|27DMG|3CGEN|4ZMB|57aDUR|6RCR|7BPWR|8LHND|9AART
399	25261 11432	   	172.98	DCR|2DMG|1AART|2CDMG|3DUR|1ZMB	17CDMG|27DMG|3CGEN|4ZMB|57aDUR|6RCR|7BPWR|8LWND|9AART
400	26213 52417	   	172.94	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|29AART|3aVULN|4RCR|5DLOT|6MBVNT|7DMG|8RMIN
401	26216 31522	 * 	172.94	ACR|2AART|2VULN|2CDMG|1FLTHEA	17CDMG|29AART|38VULN|4RCR|5LWND|6ERES|aFLTHEA
