0	Index      	 *	Score 	Summary	Detail	
1	11533 25152	 * 	237.53	DCR|4VULN|1AART|1ASPD|1DMG|1CDMG	1249VULN|3DMG|5ERES|6RCR|7ASPD|8AART|aCDMG
362	11115 23142	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9LHND|aLWND
363	11115 23143	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9LHND|aFEWX
364	11115 23144	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9LHND|aCGEN
365	11115 24131	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9CGEN|aFEWX
366	11115 24134	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9CGEN|aLHND
367	11115 24141	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9LHND|aLIT
368	11115 24142	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9LHND|aLWND
369	11115 24143	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9LHND|aFEWX
370	11115 24321	   	209.62	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7AART|8MLV|9ASPD|aFEWX
371	11115 24324	   	209.62	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7AART|8MLV|9ASPD|aLHND
372	11115 24621	   	209.62	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7AART|8CGEN|9ASPD|aFEWX
373	11115 25141	   	209.62	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7ASPD|8AART|9LHND|aLIT
374	11115 25142	   	209.62	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7ASPD|8AART|9LHND|aLWND
375	11115 25143	   	209.62	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7ASPD|8AART|9LHND|aFEWX
376	11563 12531	   	209.55	DCR|2VULN|2AART|2DMG|1CDMG	12VULN|36DMG|4LHND|5CDMG|79AART|8BEXP|aRCR
377	11563 13431	   	209.55	DCR|2VULN|2AART|2DMG|1CDMG	12VULN|36DMG|4LHND|5CDMG|7BEXP|89AART|aRCR
378	11111 22125	   	209.52	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUST|6RCR|7CGEN|8AART|9ASPD|aDUR
379	11111 23135	   	209.52	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUST|6RCR|7DMG|8AART|9CGEN|aDUR
380	11111 24135	   	209.52	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUST|6RCR|7AART|8DMG|9CGEN|aDUR
381	11111 24325	   	209.52	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUST|6RCR|7AART|8MLV|9ASPD|aDUR
382	11115 21121	   	209.52	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7TLV|8AART|9ASPD|aFEWX
383	11115 21124	   	209.52	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7TLV|8AART|9ASPD|aLHND
384	11115 22123	   	209.52	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7CGEN|8AART|9ASPD|aDUST
385	11115 22126	   	209.52	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7CGEN|8AART|9ASPD|aERES
386	11115 23133	   	209.52	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9CGEN|aDUST
387	11115 23136	   	209.52	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9CGEN|aERES
388	11115 23146	   	209.52	DCR|4VULN|1AART|1DMG|1DUR|1SELL	1234VULN|5DUR|6RCR|7DMG|8AART|9LHND|aSELL
389	11115 23651	   	209.52	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8ERES|9AART|aFEWX
390	11115 24133	   	209.52	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9CGEN|aDUST
391	11115 24136	   	209.52	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9CGEN|aERES
392	11115 24323	   	209.52	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7AART|8MLV|9ASPD|aDUST
393	11115 24326	   	209.52	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7AART|8MLV|9ASPD|aERES
394	11115 24623	   	209.52	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7AART|8CGEN|9ASPD|aDUST
395	11533 23433	   	209.48	DCR|3VULN|2DMG|1ASPD|1ZMB	124VULN|37DMG|5ERES|6RCR|8ZMB|9MSLREG|aASPD
396	11123 65611	   	209.47	DCR|4VULN|1AART|1DMG|1CDMG	1237VULN|4DUST|5AART|6LHND|8CDMG|9DMG|aRCR
397	45317 11341	   	209.46	DCR|3VULN|1MDPS|2DMG|2ASPD	1aASPD|2MDPS|369VULN|4MBVNT|56DMG|6BPWR|7LIT|8RCR
398	11111 21125	   	209.42	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUST|6RCR|7TLV|8AART|9ASPD|aDUR
399	11111 23655	   	209.42	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUST|6RCR|7DMG|8ERES|9AART|aDUR
400	11115 21123	   	209.42	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7TLV|8AART|9ASPD|aDUST
401	11115 21126	   	209.42	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7TLV|8AART|9ASPD|aERES
402	11115 23653	   	209.42	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8ERES|9AART|aDUST
403	11115 25131	   	209.42	DCR|4VULN|1AART|1ASPD|1DUR|1MSE	1234VULN|5DUR|6RCR|7ASPD|8AART|9MSE|aLIT
404	11115 25132	   	209.42	DCR|4VULN|1AART|1ASPD|1DUR|1MSE	1234VULN|5DUR|6RCR|7ASPD|8AART|9MSE|aLWND
405	11115 25133	   	209.42	DCR|4VULN|1AART|1ASPD|1DUR|1MSE	1234VULN|5DUR|6RCR|7ASPD|8AART|9MSE|aFEWX
406	11115 25134	   	209.42	DCR|4VULN|1AART|1ASPD|1DUR|1MSE	1234VULN|5DUR|6RCR|7ASPD|8AART|9MSE|aCGEN
407	11115 25135	   	209.42	DCR|5VULN|1AART|1ASPD|1DUR|1MSE	1234aVULN|5DUR|6RCR|7ASPD|8AART|9MSE
408	11115 25136	   	209.42	DCR|4VULN|1AART|1ASPD|1DUR|1SELL|1MSE	1234VULN|5DUR|6RCR|7ASPD|8AART|9MSE|aSELL
409	11532 12235	   	209.39	DCR|3VULN|2DMG|1AART|1ZMB	124VULN|36DMG|5RPLT|7AART|8RCR|9DMSP|aZMB
410	11131 34411	   	209.12	DCR|3VULN|2DMG|1AART|1DUR|1SELL	123VULN|4SELL|5DUR|6aDMG|7RCR|8AART|9CGEN
411	16233 14413	   	209.12	DCR|3VULN|2DMG|1AART|1DUR|1SELL	15aVULN|2SELL|3DUR|46DMG|7RCR|8AART|9CGEN
412	16233 14433	   	209.12	DCR|3VULN|2DMG|1AART|1DUR|1SELL	15aVULN|2SELL|3DUR|46DMG|7RCR|8AART|9DMSP
413	11115 24422	   	209.06	DCR|5VULN|1AART|2DUR	12349VULN|58DUR|6RCR|7AART|aBEXP
414	11115 24423	   	209.06	DCR|5VULN|1AART|2DUR	12349VULN|58DUR|6RCR|7AART|aFEWX
415	11111 24662	   	209.05	DCR|4VULN|1AART|1CDMG|1AAC|1DUR	1234VULN|5DUST|6RCR|7AART|8CDMG|9DUR|aAAC
416	11111 24624	   	209.00	DCR|4VULN|1AART|2CDMG	1234VULN|5DUST|6RCR|7AART|8aCDMG|9RMIN
417	11533 24111	   	208.67	DCR|3VULN|1AART|1DMG|1NUKE|1AAC	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9AAC|aFEWX
418	11533 24113	   	208.67	DCR|3VULN|1AART|1NUKE|1DMG|1AAC	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9AAC|aAME
419	11533 24114	   	208.67	DCR|3VULN|1AART|1DMG|1NUKE|1AAC	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9AAC|aLHND
420	11533 24115	   	208.67	DCR|3VULN|1AART|1DMG|1NUKE|1AAC|1DUR	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9AAC|aDUR
421	11533 24116	   	208.67	DCR|3VULN|1AART|1DMG|1NUKE|1AAC	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9AAC|aDUST
422	11533 24132	   	208.67	DCR|3VULN|1AART|1DMG|1NUKE|1AAC	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9CGEN|aAAC
423	11533 23443	   	208.38	DCR|3VULN|3DMG|2ZMB	124VULN|379DMG|5ERES|6RCR|8aZMB
424	11243 41522	   	208.31	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	125VULN|3LWND|4AART|6DMG|7DMSP|8RCR|9ASPD|aAAC
425	16232 16362	   	208.24	DCR|3VULN|3DMG|2DUR|1AAC|1SELL	178VULN|2SELL|37DUR|467DMG|5RCVC|7BPWR|9RCR|aAAC
426	11233 52621	   	208.22	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	126VULN|3LWND|4ZMB|5CDMG|7AART|8ASPD|9RMIN|aRCR
427	15343 52221	   	208.22	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	146VULN|2LWND|3ASPD|5CDMG|7AART|8ZMB|9RMIN|aRCR
428	41524 21222	 * 	208.21	DCR|1SPLARM|2VULN|2DMG|2ASPD|1SELL	1aASPD|2CGEN|3aDMG|4SPLARM|56VULN|7RCR|8SELL|9aBEXP|aBPWR
429	43524 21222	 * 	208.11	DCR|1SPLARM|2VULN|2DMG|2ASPD|1SELL	1aASPD|2ERES|3aDMG|4SPLARM|56VULN|7RCR|8SELL|9aBEXP|aBPWR
430	13542 32213	   	208.05	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	15aVULN|29CGEN|3CDMG|4ZMB|6DMG|7AART|8RCR
431	13542 32222	   	208.05	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	159VULN|2CGEN|3CDMG|4ZMB|6DMG|7AART|8RCR|aLHND
432	13542 32233	   	208.05	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	15aVULN|2CGEN|3CDMG|4ZMB|6DMG|7AART|8RCR|9MLV
433	13542 32243	   	208.05	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	15aVULN|2CGEN|3CDMG|4ZMB|6DMG|7AART|8RCR|9DMSP
434	13542 32226	   	207.95	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1MSE	159VULN|2CGEN|3CDMG|4ZMB|6DMG|7AART|8RCR|aMSE
435	11112 23624	   	207.95	DCR|5VULN|1DMG|1CDMG	1234aVULN|5LHND|6RCR|7DMG|8ERES|9CDMG
436	35233 62334	   	207.94	DCR|3VULN|2ASPD|1AART|1CDMG	1AELBLL|2LHND|38ASPD|469VULN|5CDMG|7AART|aRCR
437	11112 23554	   	207.94	DCR|4VULN|1ASPD|1DMG|1ZMB	1234VULN|5LHND|6RCR|7DMG|8FEWX|9ZMB|aASPD
438	11533 23245	   	207.90	DCR|3VULN|2DMG|1CDMG|1DUR	124VULN|37DMG|5ERES|6RCR|8DUR|9RMIN|aCDMG
439	11536 12161	   	207.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ASPD|6DUR|7CGEN|8AART|9RCR|aLIT
440	11536 12162	   	207.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ASPD|6DUR|7CGEN|8AART|9RCR|aLWND
441	11536 12163	   	207.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ASPD|6DUR|7CGEN|8AART|9RCR|aFEWX
442	11111 23554	   	207.84	DCR|4VULN|1ASPD|1DMG|1ZMB	1234VULN|5DUST|6RCR|7DMG|8FEWX|9ZMB|aASPD
443	13542 32231	   	207.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	15VULN|2CGEN|3CDMG|4ZMB|6aDMG|7AART|8RCR|9MLV
444	11131 34434	   	207.78	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	123VULN|4SELL|5DUR|6DMG|7RCR|8AART|9DMSP|aCDMG
445	11166 13161	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	123VULN|4NUKE|5ASPD|6DUR|7DMG|8AART|9RCR|aLIT
446	11166 13162	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	123VULN|4NUKE|5ASPD|6DUR|7DMG|8AART|9RCR|aLWND
447	11166 13163	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	123VULN|4NUKE|5ASPD|6DUR|7DMG|8AART|9RCR|aFEWX
448	11533 15161	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ERES|6DUR|7ASPD|8AART|9RCR|aLIT
449	11533 15162	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ERES|6DUR|7ASPD|8AART|9RCR|aLWND
450	11533 15163	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ERES|6DUR|7ASPD|8AART|9RCR|aFEWX
451	11536 11161	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ASPD|6DUR|7TLV|8AART|9RCR|aLIT
452	11536 11162	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ASPD|6DUR|7TLV|8AART|9RCR|aLWND
453	11536 11163	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ASPD|6DUR|7TLV|8AART|9RCR|aFEWX
454	11536 13161	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	124VULN|3DMG|5ASPD|6DUR|7NUKE|8AART|9RCR|aLIT
455	11536 13162	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	124VULN|3DMG|5ASPD|6DUR|7NUKE|8AART|9RCR|aLWND
456	11536 13163	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	124VULN|3DMG|5ASPD|6DUR|7NUKE|8AART|9RCR|aFEWX
457	11112 23112	   	207.69	DCR|4VULN|2AAC|1AART|1DMG	1234VULN|5LHND|6RCR|7DMG|8AART|9aAAC
458	11243 34612	   	207.69	DCR|4VULN|2AAC|1AART|1ASPD	1258VULN|3LWND|4AART|6RCR|7ASPD|9aAAC
459	11243 35112	   	207.69	DCR|4VULN|2AAC|1AART|1DMG	1257VULN|3LWND|4AART|6RCR|8DMG|9aAAC
460	11532 62235	   	207.65	DCR|4VULN|1AART|1DMG|1ZMB	1246VULN|3DMG|5RPLT|7AART|8RCR|9DMSP|aZMB
461	11443 35112	   	207.59	DCR|4VULN|2AAC|1AART|1DMG	1257VULN|3LEGI|4AART|6RCR|8DMG|9aAAC
462	11533 23214	   	207.55	DCR|3VULN|2DMG|1ASPD|1DUR	124VULN|37DMG|5ERES|6RCR|8DUR|9LHND|aASPD
463	11533 23224	   	207.55	DCR|3VULN|2DMG|1ASPD|1DUR	124VULN|37DMG|5ERES|6RCR|8DUR|9FEWX|aASPD
