0	Index      	 *	Score 	Summary	Detail	
1	16134 42321	 * 	202.07	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	189LHND|2BELT|39DMG|4DUR|5ZMB|69VULN|7RCR|9BPWR|aAART
318	31144 13224	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aLIT
319	31144 13225	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aBEXP
320	31144 13226	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aMLV
321	31144 13231	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9MLV|aFEWX
322	31144 13234	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9MLV|aLIT
323	31144 13235	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9MLV|aBEXP
324	31144 13236	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9aMLV
325	31144 13261	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9RMIN|aFEWX
326	22611 24234	   	175.94	DCR|2VULN|2ASPD|1DMG	1VENFST|2BEXP|38VULN|4aASPD|56DUST|7RCR|9DMG
327	22612 26131	   	175.94	DCR|2VULN|2ASPD|1DMG	1VENFST|2BEXP|38VULN|4aASPD|56ERES|7RCR|9DMG
328	22614 26133	   	175.94	DCR|2VULN|2ASPD|1DMG	1VENFST|2BEXP|38VULN|45ASPD|6ERES|7RCR|9DMG|aCANARM
329	63263 36212	 * 	175.90	ACR|1SPLARM|2DMG|2ASPD|1VULN|1CDMG	1CGEN|2RCR|3aDMG|4SPLARM|5VULN|6aLIT|7CDMG|8RCVC|9aASPD|aBPWR
330	43363 33422	 * 	175.87	ACR|3VULN|1MDPS|1AART|3DUR|1CDMG	178ERES|2RCR|368DUR|468VULN|5MDPS|68BPWR|9CDMG|aAART
331	11124 15263	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4LEGI|5ASPD|6RCR|8AART|9RMIN|aDUR
332	11134 15214	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4LWND|5ASPD|6RCR|8AART|9DUST|aDUR
333	11144 13212	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9DUST|aFEWX
334	11144 13232	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9MLV|aTLV
335	11144 13262	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9RMIN|aTLV
336	11165 13251	   	175.84	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1LHND|27VULN|3BELT|4AAC|5DUR|6RCR|8AART|9DMG|aFEWX
337	31124 15263	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4LEGI|5ASPD|6RCR|8AART|9RMIN|aDUR
338	31144 13212	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9DUST|aFEWX
339	31144 13232	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9MLV|aTLV
340	31144 13262	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9RMIN|aTLV
341	31165 13251	   	175.84	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1LWND|27VULN|3BELT|4AAC|5DUR|6RCR|8AART|9DMG|aFEWX
342	21224 26134	   	175.84	DCR|2VULN|2ASPD|1DMG	1VENFST|26ERES|38VULN|4DUST|59ASPD|7RCR|aDMG
343	11134 12521	   	175.80	DCR|2VULN|2CDMG|1ASPD|1DUR|1SELL	19LHND|29VULN|3BELT|4LWND|5ASPD|6RCR|79CDMG|8SELL|9BPWR|aDUR
344	11211 52364	   	175.79	DCR|2VULN|1AART|1ASPD|1CDMG	1LHND|28VULN|3LWND|4ERES|5CGEN|6CDMG|7AART|9ASPD|aRCR
345	12636 23235	 * 	175.77	DCR|2AART|1ASPD|1DMG|1CDMG	1LHND|2ERES|3aAART|4BELT|5DMG|6RCR|7CDMG|8AME|9ASPD
346	32636 23235	   	175.77	DCR|2AART|1ASPD|1DMG|1CDMG	1LWND|2ERES|3aAART|4BELT|5DMG|6RCR|7CDMG|8AME|9ASPD
347	11124 15214	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4LEGI|5ASPD|6RCR|8AART|9DUST|aDUR
348	11144 13211	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR|1MSE	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9DUST|aMSE
349	11144 13213	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9DUST|aERES
350	11144 13216	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9DUST|aMBVNT
351	11165 13252	   	175.74	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1LHND|27VULN|3BELT|4AAC|5DUR|6RCR|8AART|9DMG|aTLV
352	31124 15214	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4LEGI|5ASPD|6RCR|8AART|9DUST|aDUR
353	31144 13211	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR|1MSE	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9DUST|aMSE
354	31144 13213	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9DUST|aERES
355	31144 13216	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9DUST|aMBVNT
356	31165 13252	   	175.74	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1LWND|27VULN|3BELT|4AAC|5DUR|6RCR|8AART|9DMG|aTLV
357	11321 52364	 * 	175.69	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1LHND|28VULN|3TLV|4AAC|5LWND|6CDMG|7AART|9ASPD|aRCR
358	22633 11522	   	175.66	DCR|3VULN|1ASPD|1NUKE	1VENFST|2BEXP|345VULN|6MULFIG|7ASPD|8ERES|9RCR|aNUKE
359	22633 11523	   	175.66	DCR|3VULN|1ASPD|1DMG	1VENFST|2BEXP|345VULN|6MULFIG|7ASPD|8ERES|9RCR|aDMG
360	22633 11622	   	175.66	DCR|3VULN|1ASPD|1NUKE	1VENFST|2BEXP|345VULN|6MULFIG|7ASPD|8TLV|9RCR|aNUKE
361	22633 11623	   	175.66	DCR|3VULN|1ASPD|1DMG	1VENFST|2BEXP|345VULN|6MULFIG|7ASPD|8TLV|9RCR|aDMG
362	11561 12242	   	175.64	DCR|2VULN|1AART|1ASPD|1CDMG|1SELL	1LHND|24VULN|3SELL|5ASPD|6CDMG|7AART|89LWND|aRCR
363	42311 63613	 * 	175.63	DCR|2DMG|1VULN|1ASPD|3DUR	1ERES|237DUR|4ASPD|5LIT|6aDMG|8RCR|9VULN
364	21225 23346	   	175.59	DCR|2VULN|1AART|1ASPD|1CDMG	1VENFST|26ERES|35VULN|4DUST|7ASPD|8AART|9CDMG|aRCR
365	33333 42121	   	175.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	146LWND|2MLV|3CDMG|5VULN|7DMG|8AART|9ASPD|aRCR
366	63333 81134	   	175.57	ACR|2VULN|2AART|1DMG|1CDMG	1CGEN|2RCR|3MBVNT|4BEXP|59AART|6DMG|7aVULN|8CDMG
367	31561 12232	   	175.54	DCR|2VULN|1AART|1ASPD|1CDMG|1SELL	18LWND|24VULN|3SELL|5ASPD|6CDMG|7AART|9DUST|aRCR
368	31124 11542	   	175.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2VULN|3BELT|4LEGI|5ASPD|6RCR|7DUR|8DMG|9LHND|aAART
369	36132 13542	   	175.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2BELT|3DMG|4DUR|5LEGI|6RCR|7VULN|8ASPD|9LHND|aAART
370	63223 53162	   	175.51	ACR|2DMG|2ASPD|1VULN|1CDMG|1DUR	1CGEN|2RCR|38DMG|4DUST|5DUR|6CDMG|79ASPD|aVULN
371	46111 13411	   	175.50	DCR|2VULN|2DMG|1CDMG	1ERES|2LIT|3MLV|45DMG|6TLV|7RCR|8CDMG|9aVULN
372	61111 36511	   	175.48	DCR|2VULN|2ASPD|1CDMG|1SELL	1CGEN|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9CDMG|aVENFST
373	61111 36513	   	175.48	DCR|2VULN|2ASPD|1CDMG|1SELL	1CGEN|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9CDMG|aLHND
374	61111 36532	   	175.48	DCR|2VULN|2ASPD|1CDMG|1SELL	1CGEN|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9LHND|aCDMG
375	11561 12332	   	175.44	DCR|2VULN|1AART|1ASPD|1CDMG|1SELL	1LHND|24VULN|3SELL|5ASPD|6CDMG|7AART|89DUST|aRCR
376	31561 12532	   	175.44	DCR|2VULN|1AART|1ASPD|1CDMG|1SELL	1LWND|24VULN|3SELL|5ASPD|6CDMG|7AART|89DUST|aRCR
377	51461 12332	   	175.44	DCR|2VULN|1AART|1ASPD|1CDMG|1SELL	1SELL|24VULN|3LHND|5ASPD|6CDMG|7AART|89DUST|aRCR
378	52561 12332	   	175.44	DCR|2VULN|1AART|1ASPD|1CDMG|1SELL	1SELL|2LHND|34VULN|5ASPD|6CDMG|7AART|89DUST|aRCR
379	41111 36511	   	175.38	DCR|2VULN|2ASPD|1CDMG|1SELL	1ERES|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9CDMG|aVENFST
380	41111 36513	   	175.38	DCR|2VULN|2ASPD|1CDMG|1SELL	1ERES|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9CDMG|aLHND
381	41111 36532	   	175.38	DCR|2VULN|2ASPD|1CDMG|1SELL	1ERES|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9LHND|aCDMG
382	62223 52114	   	175.37	DCR|2VULN|1ASPD|1DMG|2DUR	1CGEN|25DUR|3DMG|4DUST|6ASPD|7RCR|8aVULN|9AELBLL
383	62223 52134	   	175.37	DCR|2VULN|1ASPD|1DMG|2DUR	1CGEN|25DUR|3DMG|4DUST|6ASPD|7RCR|8aVULN|9BEXP
384	62342 83734	   	175.31	DCR|3ASPD|2VULN|1DUR	17CGEN|2DUR|3MBVNT|47aASPD|5RPLT|67VULN|7BPWR|8RCR|9ERES
385	62372 13734	   	175.31	DCR|3ASPD|2VULN|1DUR	17CGEN|2DUR|3MBVNT|47VULN|5RPLT|67aASPD|7BPWR|8RCR|9ERES
386	62382 13734	   	175.31	DCR|3ASPD|2VULN|1DUR	17CGEN|2DUR|3MBVNT|4RPLT|57VULN|67aASPD|7BPWR|8RCR|9ERES
387	62232 26131	   	175.27	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR	1CGEN|28DUR|3DMG|4MDPS|5ERES|69VULN|7RCR|aASPD
388	11141 13442	   	175.24	DCR|3VULN|1ASPD|2DUR	1LHND|279VULN|3BELT|48DUR|5CGEN|6RCR|aASPD
389	31141 13442	   	175.24	DCR|3VULN|1ASPD|2DUR	1LWND|279VULN|3BELT|48DUR|5CGEN|6RCR|aASPD
390	31144 13315	   	175.24	DCR|3VULN|1ASPD|2DUR	1LWND|27aVULN|3BELT|49DUR|5ASPD|6RCR|8AELBLL
391	11144 12321	 * 	175.23	DCR|2ASPD|1VULN|1AART|2DUR	189LHND|2VULN|3BELT|49DUR|59ASPD|6RCR|7RMIN|9BPWR|aAART
392	63333 24381	   	175.23	ACR|3VULN|1AART|2CDMG|1ZMB	19CGEN|2RCR|3MBVNT|4BEXP|5AART|69CDMG|789VULN|9BPWR|aZMB
393	63333 35381	   	175.23	ACR|3VULN|1AART|2CDMG|1ZMB	19CGEN|2RCR|3MBVNT|4BEXP|5AART|689VULN|79CDMG|9BPWR|aZMB
394	66331 31523	 * 	175.20	DCR|2AART|2DMG|1ASPD	18CGEN|2LIT|35AART|48ERES|68DMG|7RCR|8BPWR|9RMIN|aASPD
395	31134 61321	   	175.20	DCR|2VULN|2DMG|2ZMB	148LWND|2aVULN|39BELT|58DMG|6RCR|78ZMB|8BPWR
396	31134 61352	   	175.20	DCR|2VULN|2DMG|2ZMB	148LWND|29VULN|3BELT|58DMG|6RCR|78ZMB|8BPWR|aCGEN
397	31134 61622	   	175.20	DCR|2VULN|2DMG|2ZMB	149LWND|28VULN|3BELT|59DMG|6RCR|79ZMB|9BPWR|aCGEN
398	63372 13514	 * 	175.18	ACR|3ASPD|2VULN|1DMG|1DUR	17CGEN|2RCR|3MBVNT|47VULN|5RPLT|67aASPD|7BPWR|8DUR|9DMG
399	63382 13514	   	175.18	ACR|3ASPD|2VULN|1DMG|1DUR	17CGEN|2RCR|3MBVNT|4RPLT|57VULN|67aASPD|7BPWR|8DUR|9DMG
400	46111 13413	   	175.18	DCR|2DMG|1VULN|1ASPD|1CDMG	1ERES|2LIT|3MLV|45DMG|6TLV|7RCR|8CDMG|9VULN|aASPD
401	11165 14321	 * 	175.13	DCR|2ASPD|1VULN|1AART|2DUR|1AAC	189LHND|2VULN|3BELT|4AAC|59DUR|6RCR|79ASPD|9BPWR|aAART
402	66331 31631	   	175.10	DCR|2AART|2DMG|1ASPD	19CGEN|2LIT|35AART|4ERES|6aDMG|7RCR|8ASPD
403	31134 61353	 * 	175.10	DCR|2VULN|2DMG|2ZMB|1AAC	148LWND|29VULN|3BELT|58DMG|6RCR|78ZMB|8BPWR|aAAC
404	31134 61623	   	175.10	DCR|2VULN|2DMG|2ZMB|1AAC	149LWND|28VULN|3BELT|59DMG|6RCR|79ZMB|9BPWR|aAAC
405	63372 34632	   	175.05	ACR|3VULN|2DMG|1ASPD	16CGEN|2RCR|3MBVNT|46aVULN|5RPLT|6BPWR|7ASPD|89DMG
406	63382 34632	   	175.05	ACR|3VULN|2DMG|1ASPD	16CGEN|2RCR|3MBVNT|4RPLT|56aVULN|6BPWR|7ASPD|89DMG
407	62114 11623	 * 	174.96	DCR|1AART|1VULN|1ASPD|1CDMG|2DUR|1AAC	13CGEN|26DUR|4ASPD|5AART|7RCR|8AAC|9VULN|aCDMG
408	31134 61362	   	174.95	DCR|2VULN|2DMG|2ZMB|1SELL	148LWND|2aVULN|3BELT|58DMG|6RCR|78ZMB|8BPWR|9SELL
409	22356 12333	   	174.92	DCR|2AART|2DMG|1VULN	1VENFST|2BEXP|3RPLT|45AART|6aDMG|7MLV|8VULN|9RCR
410	63372 13173	 * 	174.92	ACR|2VULN|2AART|2ASPD	17CGEN|2RCR|3MBVNT|47VULN|5RPLT|67ASPD|7BPWR|8RCVC|9aAART
411	63382 13173	   	174.92	ACR|2VULN|2AART|2ASPD	17CGEN|2RCR|3MBVNT|4RPLT|57VULN|67ASPD|7BPWR|8RCVC|9aAART
412	62114 11251	 * 	174.88	DCR|2AART|1VULN|1ASPD|2DUR	13CGEN|26DUR|4ASPD|59AART|7RCR|8LWND|aVULN
413	26513 42133	 * 	174.86	DCR|3VULN|1AART|2DUR	1VENFST|25DUR|3CANSTR|4AART|67aVULN|8RCR|9BEXP
414	62313 72381	 * 	174.86	DCR|1VULN|1AART|1DMG|1CDMG|2DUR	1CGEN|24DUR|3MBVNT|5VULN|6ERES|7RCR|8CDMG|9AART|aDMG
415	62314 52381	   	174.86	DCR|1VULN|1AART|1DMG|1CDMG|2DUR	1CGEN|24DUR|3MBVNT|5ERES|6VULN|7RCR|8CDMG|9AART|aDMG
416	46333 61131	   	174.82	DCR|2AART|2DMG|1VULN	147ERES|27LIT|35AART|67DMG|7BPWR|8BEXP|9RCR|aVULN
417	46333 61231	   	174.82	DCR|2AART|2DMG|1VULN	147ERES|27LIT|35AART|67DMG|7BPWR|8LHND|9RCR|aVULN
418	63313 31884	   	174.80	ACR|3VULN|1AART|2CDMG|1DUR	19CGEN|2RCR|3MBVNT|4DUR|5AART|69aVULN|7RCVC|89CDMG|9BPWR
419	62114 11361	   	174.78	DCR|2AART|1VULN|1ASPD|2DUR	13CGEN|26DUR|4ASPD|59AART|7RCR|8DUST|aVULN
420	11134 26623	   	174.75	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1LHND|26VULN|3BELT|4LWND|5ASPD|7CDMG|8RCR|9ZMB|aDUR
421	25121 36422	   	174.73	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	1VENFST|2CDMG|3BEXP|4RCVC|5VULN|6ZMB|7RCR|8ASPD|9LWND|aAART
422	25121 36612	   	174.73	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB	1VENFST|2CDMG|3BEXP|4RCVC|5VULN|6ZMB|7RCR|8LHND|9DMG|aAART
423	25321 36422	   	174.73	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	1VENFST|2CDMG|3FEWX|4RCVC|5VULN|6ZMB|7RCR|8ASPD|9LWND|aAART
424	25321 36612	   	174.73	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB	1VENFST|2CDMG|3FEWX|4RCVC|5VULN|6ZMB|7RCR|8LHND|9DMG|aAART
425	63263 36312	   	174.72	ACR|1SPLARM|2DMG|2ASPD|1VULN|1CDMG	18CGEN|2RCR|3aDMG|4SPLARM|5VULN|6aLIT|7CDMG|9aASPD|aBPWR
426	11124 26623	   	174.65	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1LHND|26VULN|3BELT|4LEGI|5ASPD|7CDMG|8RCR|9ZMB|aDUR
427	31124 26623	   	174.65	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1LWND|26VULN|3BELT|4LEGI|5ASPD|7CDMG|8RCR|9ZMB|aDUR
428	25122 15512	   	174.55	DCR|2VULN|1AART|2CDMG|1DUR	17VENFST|27CDMG|3BEXP|4RCVC|5DUR|67VULN|7BPWR|8AART|9DUST|aRCR
429	25222 15422	   	174.55	DCR|2VULN|1AART|2CDMG|1DUR	17VENFST|27CDMG|3LHND|4RCVC|5DUR|67VULN|7BPWR|8LEGI|9AART|aRCR
430	25222 15612	   	174.55	DCR|2VULN|1AART|2CDMG|1DUR	17VENFST|27CDMG|3LHND|4RCVC|5DUR|67VULN|7BPWR|8AART|9DUST|aRCR
431	25322 15512	   	174.55	DCR|2VULN|1AART|2CDMG|1DUR	17VENFST|27CDMG|3FEWX|4RCVC|5DUR|67VULN|7BPWR|8AART|9DUST|aRCR
432	63373 21161	   	174.42	ACR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3MBVNT|46VULN|5DUR|7CDMG|8DMG|9ZMB|aASPD
433	31633 25252	   	174.36	DCR|2VULN|2AART|1CDMG	1LWND|27VULN|3RPLT|49AART|5RCVC|6CDMG|8MLV|aRCR
434	11633 25432	   	174.26	DCR|2VULN|2AART|1CDMG	1LHND|27VULN|3RPLT|48AART|5RCVC|6CDMG|9ERES|aRCR
435	11633 26532	   	174.26	DCR|2VULN|2AART|1CDMG	1LHND|28VULN|3RPLT|47AART|5RCVC|6CDMG|9ERES|aRCR
436	31633 25432	   	174.26	DCR|2VULN|2AART|1CDMG	1LWND|27VULN|3RPLT|48AART|5RCVC|6CDMG|9ERES|aRCR
437	31633 26532	   	174.26	DCR|2VULN|2AART|1CDMG	1LWND|28VULN|3RPLT|47AART|5RCVC|6CDMG|9ERES|aRCR
438	63333 24385	   	174.25	ACR|3VULN|1MDPS|1AART|2CDMG	19CGEN|2RCR|3MBVNT|4BEXP|5AART|69CDMG|789VULN|9BPWR|aMDPS
439	31144 21125	   	174.23	DCR|3VULN|1ASPD|1ZMB|1DUR	1LWND|26aVULN|3BELT|4DUR|5ASPD|7ZMB|8DUST|9RCR
440	31134 61242	   	174.16	DCR|2VULN|1ASPD|1DMG|1ZMB	14LWND|29VULN|3BELT|5DMG|6RCR|7ZMB|8ERES|aASPD
441	63313 32343	   	174.15	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3MBVNT|4DUR|5aAART|68VULN|7CDMG|9ZMB
442	31124 12615	   	174.13	DCR|2VULN|2ASPD|1CDMG	1LWND|28VULN|3BELT|4LEGI|5aASPD|6RCR|7CDMG|9ERES
443	11233 55332	 * 	174.06	DCR|1SPLARM|2VULN|1AART|1DMG	1LHND|25VULN|3LWND|4RPLT|6SPLARM|7DUST|8DMG|9AART|aRCR
444	33634 36333	   	174.06	DCR|1SPLARM|2VULN|1AART|1DMG	1LWND|2MLV|3AART|4BELT|57VULN|6SPLARM|8DMG|9MBVNT|aRCR
445	31121 12626	   	174.06	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|28VULN|3BELT|4LEGI|5CGEN|6RCR|7CDMG|9ZMB|aAART
446	11613 55332	   	173.96	DCR|1SPLARM|2VULN|1AART|1DMG	1LHND|25VULN|3RPLT|4LEGI|6SPLARM|7DUST|8DMG|9AART|aRCR
447	31613 55332	   	173.96	DCR|1SPLARM|2VULN|1AART|1DMG	1LWND|25VULN|3RPLT|4LEGI|6SPLARM|7DUST|8DMG|9AART|aRCR
448	31126 12626	   	173.96	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|28VULN|3BELT|4LEGI|5TLV|6RCR|7CDMG|9ZMB|aAART
449	51135 36233	 * 	173.95	DCR|3DMG|1MDPS|1VULN|1AART|1AAC|1SELL	1SELL|2VULN|3AIRARM|4AAC|5MDPS|6AART|78aDMG|9RCR
450	22633 11416	 * 	173.94	DCR|3VULN|1ASPD|1CDMG	1VENFST|2BEXP|345VULN|6MULFIG|7ASPD|8RCR|9RPLT|aCDMG
451	32636 23233	 * 	173.91	DCR|2ASPD|1AART|1DMG|1CDMG	1LWND|2ERES|3AART|4BELT|5DMG|6RCR|7CDMG|8AME|9aASPD
452	31623 32342	 * 	173.84	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1LWND|25VULN|3RPLT|4BEXP|6MDPS|7RCR|8DUR|9AART|aASPD
453	23261 15125	   	173.84	DCR|2VULN|1AART|1DMG|1DUR	1VENFST|2CGEN|3aVULN|4DUR|5DUST|6AART|7RCR|8LWND|9DMG
454	63313 27541	   	173.83	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3MBVNT|4DUR|57AART|6CDMG|8VULN|9ZMB|aDMG
455	63313 61131	   	173.83	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3MBVNT|4DUR|59AART|6ZMB|7VULN|8CDMG|aDMG
456	32636 23133	   	173.81	DCR|2ASPD|1AART|1DMG|1CDMG	1LWND|2ERES|3AART|4BELT|5DMG|6RCR|7CDMG|8TLV|9aASPD
457	46312 11326	   	173.77	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2LIT|3AART|4ZMB|5DMG|6RCVC|7RCR|8AME|9CDMG|aVULN
458	66312 11126	   	173.77	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2LIT|3AART|4ZMB|5DMG|6RCVC|7RCR|8ERES|9CDMG|aVULN
459	66312 11326	   	173.77	DCR|1AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1CGEN|2LIT|3AART|4ZMB|5DMG|6RCVC|7RCR|8AAC|9CDMG|aVULN
460	66331 31621	   	173.77	DCR|2AART|1ASPD|1DMG|1CDMG	1CGEN|2LIT|35AART|4ERES|6DMG|7RCR|8ASPD|9CDMG|aBEXP
461	62232 26236	   	173.74	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1CGEN|2DUR|3DMG|4MDPS|5ERES|69VULN|7RCR|8AELBLL|aAART
462	21261 15125	   	173.74	DCR|2VULN|1AART|1DMG|1DUR	1VENFST|2ERES|3aVULN|4DUR|5DUST|6AART|7RCR|8LWND|9DMG
463	64334 11424	   	173.74	DCR|3VULN|1ASPD|1CDMG	1CGEN|2CDMG|3BELT|45aVULN|6MBVNT|7ERES|8RCR|9ASPD
464	12636 23533	   	173.74	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB	18LHND|2ERES|3AART|4BELT|5DMG|6RCR|7CDMG|9VULN|aZMB
465	63372 13273	   	173.74	ACR|2VULN|2AART|2ASPD	178CGEN|2RCR|3MBVNT|47VULN|5RPLT|67ASPD|7BPWR|9aAART
466	63382 13273	   	173.74	ACR|2VULN|2AART|2ASPD	178CGEN|2RCR|3MBVNT|4RPLT|57VULN|67ASPD|7BPWR|9aAART
467	23235 16312	   	173.70	DCR|2VULN|1AART|1DMG|1DUR|1SELL	1VENFST|2CGEN|35VULN|4LWND|6SELL|7RCR|8DUR|9DMG|aAART
468	23235 16432	   	173.70	DCR|2VULN|1AART|1ASPD|1DUR|1SELL	1VENFST|2CGEN|35VULN|4LWND|6SELL|7RCR|8ASPD|9DUR|aAART
469	22634 16312	   	173.70	DCR|2VULN|1AART|1DMG|1DUR|1SELL	1VENFST|2BEXP|34VULN|5CGEN|6SELL|7RCR|8DUR|9DMG|aAART
470	66331 31622	   	173.67	DCR|2AART|1ASPD|1DMG|1CDMG	1CGEN|2LIT|35AART|4ERES|6DMG|7RCR|8ASPD|9CDMG|aDUST
471	66331 31623	   	173.67	DCR|2AART|1ASPD|1DMG|1CDMG	1CGEN|2LIT|35AART|4ERES|6DMG|7RCR|8ASPD|9CDMG|aLEGI
472	63263 21325	   	173.65	ACR|1SPLARM|3DMG|1VULN|1AART|1ZMB	1CGEN|2RCR|379DMG|4SPLARM|5VULN|6ERES|8AART|aZMB
473	12636 23334	   	173.64	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	1LHND|2ERES|3AART|4BELT|5DMG|6RCR|7CDMG|8AAC|9VULN|aZMB
474	32636 23334	   	173.64	DCR|1AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1LWND|2ERES|3AART|4BELT|5DMG|6RCR|7CDMG|8AAC|9VULN|aZMB
475	22165 15331	   	173.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1VENFST|2BEXP|3AME|4DUR|5VULN|6AART|7RCR|8LIT|9DMG|aASPD
476	26622 15331	   	173.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1VENFST|2DUR|3VULN|4BEXP|5AME|6AART|7RCR|8LIT|9DMG|aASPD
477	23225 16312	   	173.60	DCR|2VULN|1AART|1DMG|1DUR|1SELL	1VENFST|2CGEN|35VULN|4DUST|6SELL|7RCR|8DUR|9DMG|aAART
478	31124 12626	   	173.56	DCR|2VULN|1ASPD|1CDMG|2ZMB	1LWND|28VULN|3BELT|4LEGI|5ASPD|6RCR|7CDMG|9aZMB
