0	Index      	 *	Score 	Summary	Detail	
1	22323 61435	 * 	211.69	ACR|4VULN|1AART|3ZMB|3ASPD	1AART|2RCR|38aZMB|48aASPD|5LHND|6ERES|789aVULN|8aBPWR
335	22556 23112	   	182.14	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|358BEXP|45VULN|5BPWR|6LHND|7aDMG|9ZMB
336	22621 23452	   	182.14	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|38VULN|4DUST|5aRMIN|68CGEN|78DMG|8BPWR|9ZMB
337	22621 23453	   	182.14	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|38VULN|4DUST|5RMIN|68CGEN|78DMG|8BPWR|9ZMB|aLWND
338	22356 21226	 * 	182.12	ACR|2AART|1VULN|2CDMG|1DMG|2ZMB	14AART|2RCR|38ZMB|5aCDMG|6VULN|7DMG|9LHND
339	22621 23424	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|38VULN|49DUST|5RMIN|68CGEN|78DMG|8BPWR|aZMB
340	22356 12523	   	182.02	ACR|2AART|1VULN|2CDMG|1DMG|2ZMB	14AART|2RCR|38ZMB|58CDMG|678TLV|8BPWR|9DMG|aVULN
341	22366 21122	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8BEXP|aFEWX
342	22366 21123	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8BEXP|aLHND
343	22366 21124	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8BEXP|aLIT
344	22366 21132	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7aDMG|8BEXP|9MLV
345	22366 21133	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7DMG|8BEXP|9MLV
346	22366 21162	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7aDMG|8BEXP|9CGEN
347	22366 21163	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7DMG|8BEXP|9CGEN
348	22366 21322	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8LHND|aFEWX
349	22366 21323	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8aLHND
350	22366 21324	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8LHND|aLIT
351	22366 21332	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7aDMG|8LHND|9MLV
352	22366 21333	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7DMG|8LHND|9MLV
353	22366 21362	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7aDMG|8LHND|9CGEN
354	22366 21363	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7DMG|8LHND|9CGEN
355	22366 21412	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|68VULN|7DMG|9CGEN|aLWND
356	22366 21413	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|68VULN|7DMG|9CGEN|aRPLT
357	22366 21422	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|68VULN|7DMG|9LHND|aFEWX
358	22366 21423	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|68VULN|7DMG|9aLHND
359	22366 21522	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8LWND|aFEWX
360	22366 21523	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8LWND|aLHND
361	22366 21532	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7aDMG|8LWND|9MLV
362	22366 21533	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7DMG|8LWND|9MLV
363	22366 22122	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7MLV|8BEXP|9aDMG
364	22366 22123	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7MLV|8BEXP|9DMG
365	22366 22522	   	181.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7MLV|8LWND|9aDMG
366	22366 22523	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7MLV|8LWND|9DMG
367	22366 25122	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|68VULN|7FEWX|9LHND|aDMG
368	22363 24211	 * 	181.93	ACR|2VULN|1AART|3ZMB|2CDMG	1AART|2RCR|345ZMB|6BELT|7aLHND|8aVULN|9aCDMG|aBPWR
369	22363 25211	   	181.93	ACR|2VULN|1AART|3ZMB|2CDMG	1AART|2RCR|345ZMB|6BELT|7aBEXP|8aVULN|9aCDMG|aBPWR
370	22362 11114	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5TLV|67VULN|8CDMG|9CGEN|aDMG
371	22362 42422	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5TLV|6FEWX|7CDMG|8VULN|9aDMG
372	22362 42423	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5TLV|6FEWX|7CDMG|8aVULN|9DMG
373	22362 52422	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5TLV|6LHND|7CDMG|8VULN|9aDMG
374	22362 52423	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5TLV|6LHND|7CDMG|8aVULN|9DMG
375	22366 21121	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8BEXP|aDUST
376	22366 21125	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8BEXP|aERES
377	22366 21152	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7aDMG|8BEXP|9TLV
378	22366 21153	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7DMG|8BEXP|9TLV
379	22366 21321	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8LHND|aDUST
380	22366 21325	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8LHND|aERES
381	22366 21352	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7aDMG|8LHND|9TLV
382	22366 21353	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7DMG|8LHND|9TLV
383	22366 21421	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|68VULN|7DMG|9LHND|aDUST
384	22366 21432	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|68VULN|7DMG|9TLV|aLWND
385	22366 21433	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|68VULN|7DMG|9TLV|aRPLT
386	22366 21521	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8LWND|aDUST
387	22366 21622	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8DUST|aFEWX
388	22366 21623	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|79DMG|8DUST|aLHND
389	22366 21632	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7aDMG|8DUST|9MLV
390	22366 21633	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7DMG|8DUST|9MLV
391	22366 22322	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7MLV|8LEGI|9aDMG
392	22366 22323	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7MLV|8LEGI|9DMG
393	22366 22622	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7MLV|8DUST|9aDMG
394	22366 22623	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7MLV|8DUST|9DMG
395	22366 23122	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7ERES|8BEXP|9aDMG
396	22366 23123	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7ERES|8BEXP|9DMG
397	22366 23522	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7ERES|8LWND|9aDMG
398	22366 23523	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7ERES|8LWND|9DMG
399	22366 24122	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|68VULN|7MBVNT|9LHND|aDMG
400	22366 24142	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|68VULN|7MBVNT|9FEWX|aDMG
401	22366 24422	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7MBVNT|89DMG|aFEWX
402	22366 24423	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7MBVNT|89DMG|aLHND
403	22366 24432	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7MBVNT|8aDMG|9MLV
404	22366 24433	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7MBVNT|8DMG|9MLV
405	22366 25222	   	181.85	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7FEWX|8TLV|9aDMG
406	22366 25223	   	181.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7FEWX|8TLV|9DMG
407	22363 15334	   	181.83	ACR|2VULN|1AART|3ZMB|1DMG	1AART|2RCR|345ZMB|6RPLT|7LIT|8DMG|9aVULN
408	22366 23322	   	181.75	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7ERES|8LEGI|9aDMG
409	22366 23323	   	181.75	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7ERES|8LEGI|9DMG
410	22366 23622	   	181.75	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7ERES|8DUST|9aDMG
411	22366 23623	   	181.75	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7ERES|8DUST|9DMG
412	22366 24222	   	181.75	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6VULN|7MBVNT|8TLV|9aDMG
413	22366 24223	   	181.75	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|34ZMB|5CDMG|6aVULN|7MBVNT|8TLV|9DMG
414	24121 41121	 * 	181.73	DCR|3AART|2VULN|2ZMB|1CDMG|1DUR	134AART|27ZMB|5DUR|6RCR|8aVULN|9CDMG
