0	Index      	 *	Score 	Summary	Detail	
1	21154 11234	 * 	208.86	DCR|3DMG|2VULN|2AART	1FEWX|26VULN|35AART|467DMG|6BPWR|8TLV|9ERES|aRCR
299	51131 53316	   	183.75	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1aDUST|29aVULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8aTLV|aBPWR
300	51135 53113	   	183.75	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1DUST|279VULN|3AART|4MDPS|5TLV|6RCR|8ZMB|aDUR
301	35131 42322	   	183.73	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3VULN|4aASPD|5TLV|6DMG|7ZMB|8AART|9BEXP
302	35131 42342	   	183.73	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3VULN|4aASPD|5TLV|6DMG|7ZMB|8AART|9FEWX
303	21352 63326	   	183.71	DCR|2VULN|2AART|1DMG	1FEWX|28VULN|3MULFIG|4DMG|5RPLT|6RCR|7aAART|9BELT
304	11334 44111	   	183.69	DCR|2VULN|2ASPD|1DMG|2DUR	1ERES|29DUR|3LHND|4LWND|59VULN|6DMG|79ASPD|8MBVNT|9BPWR|aRCR
305	21125 35314	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1FEWX|29VULN|3AART|4CGEN|5DUST|6RCR|7ASPD|8MBVNT|aCDMG
306	21135 51112	   	183.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC	1FEWX|2aVULN|3AART|4MDPS|5AAC|6RCR|7ASPD|8CDMG|9AME
307	21135 51123	   	183.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC	1FEWX|2aVULN|3AART|4MDPS|5AAC|6RCR|7ASPD|8CDMG|9BEXP
308	51133 51123	   	183.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1DUST|2aVULN|3AART|4MDPS|5AME|6RCR|7ASPD|8CDMG|9FEWX
309	51133 51134	   	183.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1DUST|2aVULN|3AART|4MDPS|5AME|6RCR|7ASPD|8CDMG|9LHND
310	51122 23514	   	183.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2VULN|3AART|4CGEN|5TLV|6CDMG|7ASPD|8DUR|9DMG|aRCR
311	16613 32253	   	183.66	ACR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1ERES|2CDMG|3LIT|4RCR|5ASPD|6AART|7ZMB|89aVULN
312	35631 21242	 * 	183.66	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|3FEWX|4VULN|5RMIN|6DUR|7DMG|89AART|aASPD
313	21153 15512	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|29VULN|3AART|4DMG|5DUST|6LHND|7ASPD|8RCR|aLWND
314	21153 25512	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|29VULN|3AART|4DMG|5DUST|6aLWND|7ASPD|8RCR
315	21153 25513	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1aFEWX|29VULN|3AART|4DMG|5DUST|6LWND|7ASPD|8RCR
316	35131 42214	   	183.60	ACR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1CDMG|2RCR|38VULN|4ASPD|59TLV|6aDMG|7ZMB
317	51135 51112	   	183.59	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1DUST|2aVULN|3AART|4MDPS|5TLV|6RCR|7ASPD|8CDMG|9AME
318	51135 51123	   	183.59	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1DUST|2aVULN|3AART|4MDPS|5TLV|6RCR|7ASPD|8CDMG|9BEXP
319	35116 21242	   	183.56	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2RCR|3VULN|4AAC|5FEWX|6DUR|7DMG|89AART|aASPD
320	35632 21242	   	183.56	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2RCR|3FEWX|4VULN|5AAC|6DUR|7DMG|89AART|aASPD
321	34332 42623	   	183.53	DCR|2VULN|2AART|2CDMG	1aCDMG|239CGEN|4aVULN|5aLIT|67AART|8RCR|aBPWR
322	21153 15511	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	1FEWX|29VULN|3AART|4DMG|5DUST|6LHND|7ASPD|8RCR|aMSE
323	21153 15533	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2aVULN|3AART|4DMG|5DUST|6LHND|7ASPD|8RCR|9ERES
324	21153 25511	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	1FEWX|29VULN|3AART|4DMG|5DUST|6LWND|7ASPD|8RCR|aMSE
325	21153 25533	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2aVULN|3AART|4DMG|5DUST|6LWND|7ASPD|8RCR|9ERES
326	22321 36515	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1FEWX|2AAC|3AART|4DMG|59VULN|6DUST|7BEXP|8RCR|aASPD
327	22324 31515	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1FEWX|2AAC|3AART|4DMG|5LHND|6DUST|79VULN|8RCR|aASPD
328	21352 62142	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1FEWX|2VULN|3MULFIG|47DMG|5RPLT|6RCR|8ZMB|9DUR|aAART
329	34661 23312	 * 	183.37	DCR|3VULN|2CDMG|1ASPD	14CDMG|2CGEN|3LIT|5ASPD|69aVULN|7RCR|8MLV
330	21135 51114	   	183.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1FEWX|2VULN|3AART|4MDPS|5AAC|6RCR|7ASPD|8CDMG|9AME|aDMG
331	21135 51152	   	183.37	DCR|1MDPS|1VULN|1AART|1ASPD|1NUKE|1CDMG|1AAC	1FEWX|2VULN|3AART|4MDPS|5AAC|6RCR|7ASPD|8CDMG|9BELT|aNUKE
332	33635 33335	   	183.28	DCR|2ASPD|1AART|1VULN|1CDMG|2DUR	1CDMG|2LHND|3BEXP|48ASPD|5AART|6VULN|79DUR|aRCR
333	16661 23312	   	183.27	DCR|3VULN|2CDMG|1ASPD	1ERES|24CDMG|3LIT|5ASPD|69aVULN|7RCR|8MLV
334	21143 36341	   	183.24	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1SPLREG	1FEWX|2VULN|3AART|4SPLREG|5RCVC|6RCR|7DMG|8AELBLL|9CDMG|aZMB
335	21131 51623	   	183.23	DCR|1MDPS|2ASPD|1VULN|1AART|2ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|59ZMB|6RCR|78ASPD|aDUR
336	35115 22116	 * 	183.20	ACR|2VULN|2AART|2CDMG|1DMG|1AAC	17CDMG|2RCR|37VULN|4AAC|5aAART|67VENFST|7BPWR|8CGEN|9DMG
337	21143 36242	   	183.14	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SPLREG	1FEWX|2VULN|3AART|4SPLREG|5RCVC|6RCR|7DMG|8ERES|9CDMG|aZMB
338	35512 31241	   	183.06	ACR|4VULN|3ZMB|2CDMG	17CDMG|2RCR|379ZMB|4MLV|5LHND|678aVULN|7BPWR
339	35513 31241	   	183.06	ACR|4VULN|3ZMB|2CDMG	17CDMG|2RCR|379ZMB|4MLV|5LWND|678aVULN|7BPWR
340	35131 42315	   	183.06	ACR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2RCR|3VULN|4ASPD|5TLV|6DMG|7ZMB|8AART|9aDUR
341	35135 24111	 * 	182.99	ACR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1AAC	1CDMG|2RCR|37VULN|4ASPD|5AART|6VENFST|8CGEN|9NUKE|aAAC
342	21633 53121	   	182.97	DCR|3VULN|1ASPD|1DMG	1FEWX|28aVULN|3RCVC|4RPLT|5DUST|6DMG|7RCR|9ASPD
343	35521 31241	   	182.96	ACR|4VULN|3ZMB|2CDMG	17CDMG|2RCR|379ZMB|4LWND|5TLV|678aVULN|7BPWR
344	35531 31214	   	182.93	ACR|3VULN|2CDMG|1DMG|2ZMB|1DUR	17CDMG|2RCR|37ZMB|4DUR|59TLV|678VULN|7BPWR|aDMG
345	35135 22612	   	182.92	ACR|2ASPD|1VULN|1AART|2CDMG|2ZMB|1DUR	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8DUR|9aZMB
346	21143 35612	   	182.91	DCR|2VULN|2AART|1DUR|1SPLREG	1FEWX|2aVULN|38AART|4SPLREG|57RCVC|6RCR|9DUR
347	35131 42221	 * 	182.90	ACR|2VULN|1MDPS|2CDMG|1ASPD|1DMG|1ZMB	19CDMG|2RCR|38VULN|4ASPD|5TLV|6DMG|7ZMB|aMDPS
348	25223 62421	 * 	182.89	DCR|4VULN|1AART	1FEWX|2RCVC|3BEXP|4568VULN|7RCR|9DUST|aAART
349	35134 12224	   	182.89	ACR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|38VULN|49ASPD|5RCVC|6BEXP|7ZMB|aDMG
350	21141 36135	   	182.88	DCR|2VULN|1AART|1DMG|1DUR|1SPLREG	15aFEWX|28VULN|3AART|4SPLREG|6RCR|7DMG|9DUR
351	21141 36136	   	182.88	DCR|2VULN|1AART|1DMG|1DUR|1SPLREG	15FEWX|28VULN|3AART|4SPLREG|6RCR|7DMG|9DUR|aLWND
352	34661 23212	 * 	182.81	DCR|2DMG|1VULN|2CDMG|1ASPD	14CDMG|2CGEN|3LIT|5ASPD|6VULN|7RCR|8RPLT|9aDMG
353	21141 36131	   	182.78	DCR|2VULN|1AART|1DMG|1DUR|1SPLREG|1MSE	15FEWX|28VULN|3AART|4SPLREG|6RCR|7DMG|9DUR|aMSE
354	21141 36132	   	182.78	DCR|2VULN|1AART|1DMG|1DUR|1SPLREG	15FEWX|28VULN|3AART|4SPLREG|6RCR|7DMG|9DUR|aTLV
355	21141 36133	   	182.78	DCR|2VULN|1AART|1DMG|1DUR|1SPLREG	15FEWX|28VULN|3AART|4SPLREG|6RCR|7DMG|9DUR|aDUST
356	21141 36134	   	182.78	DCR|2VULN|1AART|1DMG|1DUR|1SPLREG	15FEWX|28VULN|3AART|4SPLREG|6RCR|7DMG|9DUR|aLEGI
357	21141 36231	   	182.78	DCR|2VULN|1AART|1DMG|1DUR|1SPLREG	15FEWX|2aVULN|3AART|4SPLREG|6RCR|7DMG|8ERES|9DUR
358	35135 22111	   	182.74	ACR|2ASPD|1AART|1VULN|2CDMG|1NUKE|1AAC	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8CGEN|9NUKE|aAAC
359	33151 33515	 * 	182.73	DCR|3VULN|2CDMG|1DMG|1SELL	19CDMG|2LHND|34aVULN|5SELL|6DMG|7RCVC|8RCR
360	16661 23212	   	182.71	DCR|2DMG|1VULN|2CDMG|1ASPD	1ERES|24CDMG|3LIT|5ASPD|6VULN|7RCR|8RPLT|9aDMG
361	21141 35622	   	182.53	DCR|2VULN|2AART|1ZMB|1SPLREG	15FEWX|2aVULN|38AART|4SPLREG|6RCR|7RCVC|9ZMB
362	33542 21511	   	182.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2LHND|3ZMB|4ASPD|56CGEN|78VULN|9DMG|aRCR
363	35132 42224	   	182.46	ACR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|38VULN|49ASPD|5LHND|6RCVC|7ZMB|aDMG
364	35133 42224	   	182.46	ACR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|38VULN|49ASPD|5LWND|6RCVC|7ZMB|aDMG
365	21143 42512	   	182.45	DCR|1VULN|1AART|1DMG|1CDMG|2ZMB|1SPLREG	1FEWX|2VULN|3AART|4SPLREG|5RCVC|6DMG|7CDMG|8RCR|9aZMB
366	35131 42314	   	182.45	ACR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3VULN|4ASPD|5TLV|6DMG|7ZMB|8AART|9DUR|aMDPS
367	41335 13215	   	182.39	ACR|3DMG|2VULN|2CDMG|3RCVC	126RCVC|39aDMG|4RCR|5LWND|7aCDMG|8aVULN|aBPWR
368	21141 35241	   	182.38	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1SPLREG	15FEWX|2VULN|3AART|4SPLREG|6RCR|7RCVC|8DMG|9CDMG|aZMB
369	16343 31511	   	182.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2CDMG|3DUST|4ASPD|5ZMB|6AELBLL|78VULN|9DMG|aRCR
370	31522 51533	   	182.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2DMSP|3ZMB|4DMG|5CGEN|6FEWX|78aVULN|9RCR
371	21132 25513	   	182.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	15FEWX|29VULN|3AART|4MDPS|6ZMB|7ASPD|8RCR|aDUR
372	22324 41523	   	182.18	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1FEWX|2AAC|3AART|4DMG|5LHND|6DUR|7aVULN|8RCR|9ZMB
373	33116 24611	 * 	182.16	DCR|2VULN|2ASPD|2CDMG|1AAC|1DUR	19CDMG|2LHND|39VULN|4AAC|5FEWX|6DUR|79ASPD|8RPLT|9BPWR|aRCR
374	36112 24611	   	182.16	DCR|2VULN|2ASPD|2CDMG|1AAC|1DUR	19CDMG|2LWND|39VULN|4AAC|5LHND|6DUR|79ASPD|8RPLT|9BPWR|aRCR
375	35135 13112	   	182.12	ACR|2VULN|2ASPD|1AART|1CDMG|1DUR	1CDMG|2RCR|37VULN|4aASPD|5AART|6LHND|8CGEN|9DUR
376	35135 13312	   	182.12	ACR|2VULN|2ASPD|1AART|1CDMG|1DUR	1CDMG|2RCR|37VULN|4aASPD|5AART|6LHND|8AME|9DUR
377	35135 13412	   	182.12	ACR|2VULN|2ASPD|1AART|1CDMG|1DUR	1CDMG|2RCR|37VULN|4aASPD|5AART|6LHND|8MLV|9DUR
378	33352 34334	   	182.11	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1AAC	1CDMG|2LHND|3LWND|4VULN|5AAC|69AART|7RCR|8ASPD|aMDPS
379	36112 34334	   	182.11	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1AAC	1CDMG|2LWND|3VULN|4AAC|5LHND|69AART|7RCR|8ASPD|aMDPS
380	35131 51224	   	182.11	ACR|3VULN|3CDMG|1ASPD|2DUR	179CDMG|2RCR|378VULN|4ASPD|5TLV|67DUR|7BPWR|aRCVC
381	22321 33523	   	182.08	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1FEWX|2AAC|3AART|4DMG|5aVULN|6DUST|7DUR|8RCR|9ZMB
382	22321 45523	   	182.08	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1FEWX|2AAC|3AART|4DMG|5aVULN|6DUR|7DUST|8RCR|9ZMB
383	22322 31523	   	182.08	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1FEWX|2AAC|3AART|4DMG|5DUR|6DUST|7aVULN|8RCR|9ZMB
384	33132 64611	   	182.06	DCR|2VULN|2ASPD|2CDMG|1AAC|1DUR	19CDMG|2LHND|39VULN|4DUR|5AAC|6DUST|79ASPD|8RPLT|9BPWR|aRCR
385	21131 51113	   	182.05	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7ASPD|8CDMG|9AME|aDUR
386	21131 51156	   	182.05	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7ASPD|8CDMG|9BELT|aDUR
387	21131 53351	   	182.05	DCR|1MDPS|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8ASPD|9CDMG|aLHND
388	21131 53352	   	182.05	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8ASPD|9CDMG|aLWND
389	21131 53355	   	182.05	DCR|1MDPS|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8ASPD|9CDMG|aLIT
390	21131 53356	   	182.05	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8ASPD|9CDMG|aRPLT
391	35131 32312	   	182.02	ACR|2VULN|2ASPD|1AART|1CDMG|1DUR	1CDMG|2RCR|36VULN|4aASPD|5TLV|7LHND|8AART|9DUR
392	35131 35312	   	182.02	ACR|2VULN|2ASPD|1AART|1CDMG|1DUR	1CDMG|2RCR|36VULN|4aASPD|5TLV|7LWND|8AART|9DUR
393	35131 56322	   	182.02	ACR|2VULN|2ASPD|1AART|1CDMG|1DUR	1CDMG|2RCR|37VULN|4aASPD|5TLV|6DUR|8AART|9BEXP
394	35131 56332	   	182.02	ACR|2VULN|2ASPD|1AART|1CDMG|1DUR	1CDMG|2RCR|37VULN|4aASPD|5TLV|6DUR|8AART|9LHND
395	35331 36312	   	182.02	ACR|2VULN|2ASPD|1AART|1CDMG|1DUR	1CDMG|2RCR|3LWND|4aASPD|5TLV|67VULN|8AART|9DUR
396	35355 12121	   	182.02	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|3LWND|48aVULN|5DUR|6LHND|7DMG|9ASPD
397	35625 32121	   	182.02	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|3FEWX|4LHND|5DUR|68aVULN|7DMG|9ASPD
398	35635 12121	   	182.02	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|3FEWX|48aVULN|5DUR|6LHND|7DMG|9ASPD
399	35635 22121	   	182.02	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|3FEWX|48aVULN|5DUR|6LWND|7DMG|9ASPD
400	33115 34334	   	182.01	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1AAC	1CDMG|2LHND|3VULN|4AAC|5LEGI|69AART|7RCR|8ASPD|aMDPS
401	35131 51411	 * 	182.01	ACR|2VULN|2CDMG|1ASPD|1DMG|3DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|678DUR|7BPWR|9BEXP|aDMG
402	51131 53363	   	181.99	DCR|2VULN|2AART|1MDPS|1ZMB|1DUR	1DUST|2aVULN|39AART|4MDPS|5ZMB|6RCR|7DUR|8TLV
403	21125 35131	   	181.96	DCR|2VULN|2ASPD|1AART	19FEWX|29VULN|3AART|4CGEN|5DUST|6RCR|79ASPD|8RPLT|9BPWR|aLWND
404	21125 35133	   	181.96	DCR|2VULN|2ASPD|1AART	19FEWX|29VULN|3AART|4CGEN|5DUST|6RCR|79ASPD|8RPLT|9BPWR|aMLV
405	21125 35134	   	181.96	DCR|2VULN|2ASPD|1AART	19aFEWX|29VULN|3AART|4CGEN|5DUST|6RCR|79ASPD|8RPLT|9BPWR
406	51131 51113	   	181.95	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUST|2VULN|3AART|4MDPS|5ZMB|6RCR|7ASPD|8CDMG|9AME|aDUR
407	21131 51134	   	181.95	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7ASPD|8CDMG|9TSLARM|aDUR
408	21131 51144	   	181.95	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7ASPD|8CDMG|9BASFIG|aDUR
409	51131 31344	   	181.93	DCR|2VULN|2AART|1MDPS|1CDMG|1ZMB	1DUST|27VULN|39AART|4MDPS|5ZMB|6TLV|8CDMG|aRCR
410	35131 16312	   	181.92	ACR|2VULN|2ASPD|1AART|1CDMG|1DUR	1CDMG|2RCR|37VULN|4aASPD|5TLV|6DUST|8AART|9DUR
411	35131 36612	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|369VULN|4ASPD|5TLV|7DMG|8DUR|aCGEN
412	35131 36613	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|369VULN|4ASPD|5TLV|7DMG|8DUR|aLWND
413	35131 36622	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|36aVULN|4ASPD|5TLV|7DMG|8DUR|9LIT
414	35131 41612	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|379VULN|4ASPD|5TLV|6DMG|8DUR|aCGEN
415	35131 41613	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|379VULN|4ASPD|5TLV|6DMG|8DUR|aLWND
416	35131 41622	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|37aVULN|4ASPD|5TLV|6DMG|8DUR|9LIT
417	35125 12121	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|38aVULN|4LEGI|5DUR|6LHND|7DMG|9ASPD
418	35125 22121	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|38aVULN|4LEGI|5DUR|6LWND|7DMG|9ASPD
419	35143 12121	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|38aVULN|4DUR|5DUST|6LHND|7DMG|9ASPD
420	35143 22121	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|38aVULN|4DUR|5DUST|6LWND|7DMG|9ASPD
421	35633 62121	   	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|3FEWX|48aVULN|5DUST|6DUR|7DMG|9ASPD
422	21226 55211	   	181.92	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|29VULN|3CGEN|4DUR|5MBVNT|69DMG|7ASPD|89LHND|9BPWR|aRCR
423	21125 35136	   	181.86	DCR|2VULN|2ASPD|1AART	19FEWX|29VULN|3AART|4CGEN|5DUST|6RCR|79ASPD|8RPLT|9BPWR|aERES
424	35131 42225	   	181.85	ACR|2VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	19CDMG|2RCR|38VULN|4ASPD|5TLV|6DMG|7ZMB|aDUR
425	51131 51134	   	181.85	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUST|2VULN|3AART|4MDPS|5ZMB|6RCR|7ASPD|8CDMG|9TSLARM|aDUR
426	35131 36611	   	181.82	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|369VULN|4ASPD|5TLV|7DMG|8DUR|aDUST
427	35131 41611	   	181.82	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|379VULN|4ASPD|5TLV|6DMG|8DUR|aDUST
428	31531 23344	   	181.81	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1ZMB	1CDMG|2DMSP|3ZMB|4VULN|5BEXP|6MDPS|79AART|8ASPD|aRCR
429	35135 11315	   	181.80	ACR|2ASPD|1AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|48ASPD|5AART|6LHND|7FEWX|9DMG|aDUR
430	35135 12315	   	181.80	ACR|2ASPD|1AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|48ASPD|5AART|6LHND|7BEXP|9DMG|aDUR
431	35135 35312	   	181.80	ACR|2ASPD|1AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|4aASPD|5AART|6CGEN|7DUR|8RMIN|9DMG
432	35335 13315	   	181.80	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3LWND|48ASPD|5AART|6LHND|7VULN|9DMG|aDUR
433	33352 34312	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1CDMG|2LHND|3LWND|4aVULN|5AAC|6AART|7RCR|8ASPD|9FEWX
434	36112 34312	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1CDMG|2LWND|3aVULN|4AAC|5LHND|6AART|7RCR|8ASPD|9FEWX
435	36162 34312	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1CDMG|2LWND|3aVULN|4LHND|5AAC|6AART|7RCR|8ASPD|9FEWX
436	51124 61322	 * 	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2VULN|35AART|4CGEN|6DMG|7DUR|8RPLT|9RCR|aCDMG
437	51154 21322	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2VULN|35AART|4DMG|6CGEN|7DUR|8RPLT|9RCR|aCDMG
438	51154 31322	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2VULN|35AART|4DMG|6MLV|7DUR|8RPLT|9RCR|aCDMG
439	35131 51222	   	181.78	ACR|3VULN|3CDMG|1ASPD|2DUR	179CDMG|2RCR|378VULN|4ASPD|5TLV|67DUR|7BPWR|aLIT
440	35131 51223	   	181.78	ACR|3VULN|3CDMG|1ASPD|2DUR	179CDMG|2RCR|378VULN|4ASPD|5TLV|67DUR|7BPWR|aFEWX
441	22321 33526	   	181.76	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1FEWX|2AAC|3AART|4DMG|5VULN|6DUST|7DUR|8RCR|9ZMB|aASPD
442	22322 31526	   	181.76	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1FEWX|2AAC|3AART|4DMG|5DUR|6DUST|7VULN|8RCR|9ZMB|aASPD
443	33151 36532	   	181.76	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1CDMG|2LHND|34VULN|5SELL|69DMG|7DUR|8RCR|aLIT
444	33151 36533	   	181.76	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1CDMG|2LHND|34VULN|5SELL|69DMG|7DUR|8RCR|aBEXP
445	21125 33315	   	181.76	DCR|2VULN|2ASPD|1AART	1FEWX|29VULN|3AART|4CGEN|5DUST|6RCR|7BEXP|8aASPD
446	35131 45312	   	181.70	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|4aASPD|5TLV|6DMG|7AME|8AART|9DUR
447	35115 33312	   	181.70	ACR|2ASPD|1AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1CDMG|2RCR|3VULN|4AAC|5AART|6CGEN|7aASPD|8DUR|9DMG
448	35131 65312	   	181.70	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|4aASPD|5TLV|6AART|7DUR|8RMIN|9DMG
449	35135 31512	   	181.70	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|4aASPD|5AART|6CGEN|7ERES|8DUR|9DMG
