0	Index      	 *	Score 	Summary	Detail	
1	42111 11321	 * 	219.77	DCR|3VULN|1SPLARM|1MDPS|1AART|2DUR	14DUR|268VULN|3LIT|5AART|7RCR|9SPLARM|aMDPS
329	36121 51334	   	191.58	DCR|3VULN|2CDMG|1ASPD|1DUR	1LWND|2ASPD|3DUR|48aVULN|59CDMG|6ERES|7RCR
330	42511 11334	   	191.58	DCR|3VULN|2CDMG|1DMG|1DUR	1DUR|28aVULN|3DUST|4MLV|59CDMG|6DMG|7RCR
331	61131 11334	   	191.58	DCR|3VULN|2CDMG|1DMG|1AAC|1DUR	1AAC|28aVULN|3DUR|4LWND|59CDMG|6DMG|7RCR
332	62121 11334	   	191.58	DCR|3VULN|2CDMG|1DMG|1AAC|1DUR	1AAC|2FEWX|3DUR|48aVULN|59CDMG|6DMG|7RCR
333	63135 16232	   	191.58	DCR|3VULN|1AART|1DMG|1AAC|1DUR	1AAC|2CGEN|3DUST|4AART|5DMG|68aVULN|7RCR|9DUR
334	64133 16232	   	191.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1AAC|2ASPD|3DUST|4AART|5CGEN|68aVULN|7RCR|9DUR
335	31661 14332	   	191.55	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|24AART|36VULN|5ERES|7RCVC|8RCR|9DMG|aZMB
336	61123 66222	   	191.53	DCR|3VULN|2ASPD|2DUR|1AAC	1AAC|248VULN|39DUR|58TLV|68ASPD|7RCR|8BPWR|aRMIN
337	24214 32315	   	191.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1BEXP|27DMG|3MULFIG|4DUST|5CDMG|6RCR|8VULN|9aASPD
338	42111 11323	   	191.48	DCR|3VULN|1SPLARM|1AART|2DUR	14DUR|268VULN|3LIT|5AART|7RCR|9SPLARM|aAME
339	42111 11324	   	191.48	DCR|3VULN|1SPLARM|1AART|2DUR	14DUR|268VULN|3LIT|5AART|7RCR|9SPLARM|aCGEN
340	42111 11325	   	191.48	DCR|3VULN|1SPLARM|1AART|2DUR	14DUR|268VULN|3aLIT|5AART|7RCR|9SPLARM
341	42111 11326	   	191.48	DCR|3VULN|1SPLARM|1AART|2DUR	14DUR|268VULN|3LIT|5AART|7RCR|9SPLARM|aBEXP
342	61126 43232	 * 	191.48	DCR|3VULN|1MDPS|1AART|1DMG|1AAC|1DUR	1AAC|24aVULN|3DUR|5MDPS|6DMG|7RCR|8AART|9TLV
343	64131 16232	   	191.48	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1AAC|2ASPD|3DUST|4AART|5ERES|68aVULN|7RCR|9DUR
344	42111 11165	   	191.45	DCR|2VULN|2AART|1CDMG|2DUR	14DUR|26VULN|3LIT|59AART|7RCR|8LWND|aCDMG
345	62122 11363	   	191.43	DCR|3VULN|1AART|1DMG|1AAC|1DUR|1SELL	1AAC|2FEWX|3DUR|48aVULN|5SELL|6DMG|7RCR|9AART
346	24123 31165	   	191.43	DCR|2VULN|2DMG|1AART|1AAC|1DUR	1BEXP|29DMG|3DUR|46VULN|5LWND|7RCR|8AAC|aAART
347	64231 12613	 * 	191.43	DCR|2SPLARM|2ASPD|1VULN|1AART|1DMG|1AAC	1AAC|24ASPD|34SPLARM|4BPWR|59FEWX|6RCR|7VULN|8AART|aDMG
348	16132 63331	   	191.42	DCR|2VULN|2CDMG|1AART|1DMG	19RPLT|2AART|3aCDMG|4aLIT|5DMG|6RCR|7ERES|8aVULN|aBPWR
349	42111 11322	   	191.38	DCR|3VULN|1SPLARM|1AART|2DUR|1MSE	14DUR|268VULN|3LIT|5AART|7RCR|9SPLARM|aMSE
350	15342 47436	 * 	191.35	DCR|2AART|2DMG|1ASPD|1CDMG	1RPLT|2MBVNT|3CDMG|4FEWX|5aDMG|68AART|7RCR|9ASPD
351	64231 12632	   	191.33	DCR|2SPLARM|2ASPD|1AART|1VULN|1DMG|1AAC	1AAC|24ASPD|34SPLARM|4BPWR|5FEWX|6RCR|7VULN|8AART|9ERES|aDMG
352	14421 11263	   	191.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1RPLT|27DMG|3MSLFST|4AME|5AART|6RCR|8ZMB|9VULN|aCDMG
353	31631 63136	   	191.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1LWND|2AART|3VULN|4CDMG|5DUST|6RCR|7aDMG|8MLV|9ZMB
354	24123 41325	   	191.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1BEXP|26DMG|3DUR|4VULN|5LWND|7RCR|8ASPD|9BELT|aAART
355	64231 12531	   	191.19	DCR|2SPLARM|3ASPD|2VULN|1AAC	1AAC|248ASPD|34SPLARM|48BPWR|58FEWX|6RCR|78VULN|9LHND|aLWND
356	64231 12532	   	191.19	DCR|2SPLARM|3ASPD|2VULN|1AAC	1AAC|248ASPD|34SPLARM|48BPWR|58FEWX|6RCR|78VULN|9LHND|aDMSP
357	64231 12251	   	191.09	DCR|2SPLARM|3ASPD|2VULN|1AAC	1AAC|249ASPD|34SPLARM|49BPWR|59FEWX|6RCR|79VULN|8DLOT|aAME
358	64231 12253	   	191.09	DCR|2SPLARM|3ASPD|2VULN|1AAC	1AAC|249ASPD|34SPLARM|49BPWR|59FEWX|6RCR|79VULN|8DLOT|aRPLT
359	64231 12533	   	191.09	DCR|2SPLARM|3ASPD|2VULN|1AAC	1AAC|248ASPD|34SPLARM|48BPWR|58FEWX|6RCR|78VULN|9LHND|aBASARM
360	46321 11353	   	191.09	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|2RMIN|3LWND|48aVULN|5CDMG|6DMG|7RCR|9ERES
361	64111 42212	   	190.99	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|2ZMB	1AAC|26ASPD|3DUST|4MLV|56ZMB|6BPWR|7VULN|8RCR|9AART|aDMG
362	64321 42212	   	190.99	DCR|2ASPD|1VULN|1AART|1DMG|2ZMB|1AAC	1AAC|26ASPD|3CGEN|4DUST|56ZMB|6BPWR|7VULN|8RCR|9AART|aDMG
363	61121 36211	   	190.96	DCR|3VULN|1MDPS|1NUKE|2DUR|1AAC|2ZMB	1AAC|248VULN|38DUR|58ZMB|6RMIN|7RCR|8BPWR|9NUKE|aMDPS
364	61121 36212	   	190.96	DCR|3VULN|1NUKE|2DUR|1AAC|2ZMB	1AAC|248VULN|38DUR|58ZMB|6RMIN|7RCR|8BPWR|9NUKE|aLHND
365	61121 36213	   	190.96	DCR|3VULN|1NUKE|2DUR|1AAC|2ZMB	1AAC|248VULN|38DUR|58ZMB|6RMIN|7RCR|8BPWR|9NUKE|aLWND
366	61121 36214	   	190.96	DCR|3VULN|1NUKE|2DUR|1AAC|2ZMB	1AAC|248VULN|38DUR|58ZMB|6RMIN|7RCR|8BPWR|9NUKE|aCGEN
367	61121 36216	   	190.96	DCR|3VULN|1NUKE|2DUR|1AAC|2ZMB	1AAC|248VULN|38DUR|58ZMB|6RMIN|7RCR|8BPWR|9NUKE|aRPLT
368	26121 15361	   	190.81	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|4VULN|5CDMG|6DMG|7SPLREG|8MLV|9AART|aRCR
369	42141 11315	   	190.75	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|268VULN|3LIT|4RCVC|5AART|7RCR|9DUST|aCDMG
370	64212 13523	 * 	190.68	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3SPLARM|45LHND|6RCR|7DMG|8VULN|9CDMG|aAART
371	16313 13535	 * 	190.65	DCR|2VULN|2AART|1ASPD	1RPLT|28AART|3FEWX|4BELT|5RMIN|6RCR|79VULN|aASPD
372	36321 11632	   	190.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|29ASPD|3FEWX|4VULN|5CDMG|6DMG|7RCR|8ZMB|aDUR
373	26121 11314	   	190.64	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|48VULN|5CDMG|6DMG|7RCR|9RMIN|aLWND
374	26121 11316	   	190.64	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|48VULN|5CDMG|6DMG|7RCR|9RMIN|aRPLT
375	36121 11314	   	190.64	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|48VULN|5CDMG|6DMG|7RCR|9RMIN|aLHND
376	36121 11316	   	190.64	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|48VULN|5CDMG|6DMG|7RCR|9RMIN|aRPLT
377	36321 11312	   	190.64	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3FEWX|48VULN|5CDMG|6DMG|7RCR|9RMIN|aDUR
378	26121 11311	   	190.54	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|48VULN|5CDMG|6DMG|7RCR|9RMIN|aDUST
379	26121 11313	   	190.54	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|48VULN|5CDMG|6DMG|7RCR|9RMIN|aERES
380	36121 11311	   	190.54	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|48VULN|5CDMG|6DMG|7RCR|9RMIN|aDUST
381	36121 11313	   	190.54	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|48VULN|5CDMG|6DMG|7RCR|9RMIN|aERES
382	15322 72172	   	190.46	DCR|2DMG|1VULN|2CDMG|1ASPD|2DUR	1RPLT|2MBVNT|39CDMG|4VULN|59DMG|6ASPD|7CGEN|89DUR|9BPWR|aRCR
383	42141 11231	   	190.45	DCR|4VULN|1AART|1DUR	1DUR|269aVULN|3LIT|4RCVC|5AART|7RCR|8AELBLL
384	42141 11333	   	190.45	DCR|4VULN|1AART|1DUR	1DUR|2689VULN|3LIT|4RCVC|5AART|7RCR|aLWND
385	42141 11335	   	190.45	DCR|4VULN|1AART|1DUR	1DUR|2689VULN|3LIT|4RCVC|5AART|7RCR|aBEXP
386	62121 11364	   	190.42	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2FEWX|3DUR|48VULN|5CDMG|6DMG|7RCR|9AART|aRCVC
387	16114 23131	   	190.36	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2AART|3CDMG|48VULN|5DMG|6RMIN|7BELT|9RCR|aDUR
388	42141 11332	   	190.35	DCR|4VULN|1AART|1DUR	1DUR|2689VULN|3LIT|4RCVC|5AART|7RCR|aERES
389	42141 11334	   	190.35	DCR|4VULN|1AART|1DUR	1DUR|2689VULN|3LIT|4RCVC|5AART|7RCR|aDUST
390	42141 11336	   	190.35	DCR|4VULN|1AART|1DUR	1DUR|2689VULN|3LIT|4RCVC|5AART|7RCR|aMBVNT
391	31436 43333	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2AART|3CDMG|4AME|5DMG|6aVULN|7ZMB|8RCR|9MLV
392	31663 12324	   	190.15	DCR|3VULN|2AART|1DUR	17LWND|24AART|367VULN|57CGEN|7BPWR|8RCR|9DUR|aRMIN
393	31131 65135	   	190.13	DCR|2VULN|2AART|1CDMG|1ZMB	1LWND|28AART|3LHND|4CDMG|5DUST|6RCR|7aVULN|9ZMB
394	31436 43313	   	190.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2AART|3CDMG|4AME|5DMG|6aVULN|7ZMB|8RCR|9TLV
395	15322 47271	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2MBVNT|3CDMG|49VULN|5DMG|6DUR|7RCR|8AART|aLWND
396	34121 31145	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3DUR|4aVULN|5CDMG|6MLV|7RCR|8TLV|9AART
397	42331 11345	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2aVULN|3LWND|4TLV|5CDMG|6DMG|7RCR|8MLV|9AART
398	62121 11463	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|28FEWX|3DUR|4aVULN|5CDMG|6DMG|7RCR|9AART
399	62121 11663	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2FEWX|3DUR|4aVULN|5CDMG|6DMG|7RCR|8DMSP|9AART
400	42311 11145	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2aVULN|3LWND|4MLV|5CDMG|6DMG|7RCR|8TLV|9AART
401	31663 16332	   	190.05	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|24AART|36VULN|57CGEN|8RCR|9DMG|aZMB
402	15322 47232	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2MBVNT|3CDMG|4aVULN|5DMG|6DUR|7RCR|8AART|9TLV
403	15322 47274	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2MBVNT|3CDMG|49VULN|5DMG|6DUR|7RCR|8AART|aDUST
404	42511 11322	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3DUST|4MLV|5CDMG|6DMG|7RCR|9TLV|aAART
405	42511 11352	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3DUST|4MLV|5CDMG|6DMG|7RCR|9ERES|aAART
406	42552 31322	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3DUST|4CDMG|5DMG|6MLV|7RCR|9TLV|aAART
407	42553 11322	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3DUST|4CDMG|5MLV|6DMG|7RCR|9TLV|aAART
408	44262 31322	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3CGEN|4DUST|5CDMG|68VULN|7RCR|9TLV|aAART
409	61131 11145	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2aVULN|3DUR|4LWND|5CDMG|6DMG|7RCR|8TLV|9AART
410	62121 11361	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2FEWX|3DUR|48VULN|5CDMG|6DMG|7RCR|9AART|aERES
411	62121 11362	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR|1MSE	1AAC|2FEWX|3DUR|48VULN|5CDMG|6DMG|7RCR|9AART|aMSE
412	16112 26225	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2AART|3CDMG|48VULN|56DUST|7RCR|9DUR|aDMG
413	63135 16233	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2CGEN|3DUST|4AART|5DMG|68VULN|7RCR|9DUR|aCDMG
414	64133 16233	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1AAC|2ASPD|3DUST|4AART|5CGEN|68VULN|7RCR|9DUR|aCDMG
415	61223 66233	   	189.96	DCR|3VULN|2ASPD|1CDMG|1AAC	1AAC|238VULN|38BPWR|4DUST|58TLV|68ASPD|7RCR|9BEXP|aCDMG
416	31661 12324	   	189.95	DCR|3VULN|2AART|1DUR	17LWND|24AART|367VULN|57ERES|7BPWR|8RCR|9DUR|aRMIN
417	16112 66222	   	189.90	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|2AART|3CDMG|48aVULN|5DUST|6RCVC|7RCR|9DUR
418	64131 16233	   	189.89	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1AAC|2ASPD|3DUST|4AART|5ERES|68VULN|7RCR|9DUR|aCDMG
419	26214 33161	 * 	189.89	DCR|1MDPS|2ASPD|1VULN|1AART|2CDMG	18BEXP|28ASPD|3MULFIG|4DUST|58CDMG|6RCR|7AART|8BPWR|9VULN|aMDPS
420	26121 11411	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9RPLT|aAART
421	26121 11443	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9MULFIG|aAART
422	36121 11411	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9RPLT|aAART
423	36121 11431	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9AART|aDMSP
424	36121 11432	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9AART|aLIT
425	36121 11434	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9AART|aLHND
426	36121 11436	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9AART|aCGEN
427	36121 11462	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9AME|aAART
428	62122 11365	   	189.85	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR|1SELL	1AAC|2FEWX|3DUR|48VULN|5SELL|6DMG|7RCR|9AART|aCDMG
429	65132 47432	   	189.85	DCR|3DMG|1VULN|1AART|1AAC|2ZMB	1AAC|2MBVNT|379DMG|4AART|57ZMB|67BASARM|7BPWR|8RCR|aVULN
430	31661 13332	   	189.85	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|24AART|36VULN|57ERES|8RCR|9DMG|aZMB
431	61126 43222	 * 	189.82	DCR|2VULN|2AART|1MDPS|1DMG|1AAC|1DUR	1AAC|24VULN|3DUR|5MDPS|6DMG|7RCR|8aAART|9LIT
432	31131 65136	   	189.81	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|28AART|3LHND|4CDMG|5DUST|6RCR|7VULN|9ZMB|aDMG
433	31133 63533	   	189.81	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2aAART|3LHND|4CDMG|5VULN|6RCR|7DMG|8DUST|9ZMB
434	61123 26261	   	189.79	DCR|4VULN|3ZMB|1AAC|1DUR	1AAC|2489VULN|3DUR|589TLV|689ZMB|7RCR|89BPWR|aLHND
435	61123 26262	   	189.79	DCR|4VULN|3ZMB|1AAC|1DUR	1AAC|2489VULN|3DUR|589TLV|689ZMB|7RCR|89BPWR|aBEXP
436	26121 11122	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8TLV|9LWND|aAART
437	26131 11211	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|4DUST|5CDMG|6DMG|7RCR|8VULN|9RPLT|aAART
438	26131 11243	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|4DUST|5CDMG|6DMG|7RCR|8VULN|9MULFIG|aAART
439	26136 41211	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3DUR|4DUST|5DMG|6CDMG|7RCR|8VULN|9RPLT|aAART
440	36121 11141	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1aLWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8TLV|9AART
441	36121 11143	   	189.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8TLV|9AART|aCGEN
442	36121 11162	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8TLV|9FEWX|aAART
443	36121 11422	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9ERES|aAART
444	36121 11433	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9AART|aLEGI
445	36121 11435	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8FEWX|9AART|aMSE
446	36131 11211	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4DUST|5CDMG|6DMG|7RCR|8VULN|9RPLT|aAART
447	36131 11231	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4DUST|5CDMG|6DMG|7RCR|8VULN|9AART|aDMSP
448	36131 11232	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4DUST|5CDMG|6DMG|7RCR|8VULN|9AART|aLIT
449	36131 11234	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4DUST|5CDMG|6DMG|7RCR|8VULN|9AART|aLHND
450	36131 11236	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4DUST|5CDMG|6DMG|7RCR|8VULN|9AART|aCGEN
451	36131 11262	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4DUST|5CDMG|6DMG|7RCR|8VULN|9AME|aAART
452	36331 11252	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3FEWX|4DUST|5CDMG|6DMG|7RCR|8VULN|9DUR|aAART
