0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35233 13842	8	 * 	273.33	DCR|4VULN|3DUR|3TLV	17aDUR|2DUST|37aTLV|479aVULN|5MBVNT|6DLOT|7aBPWR|8RCR
327	32234 31131	9	   	247.46	DCR|3VULN|2TLV|2DUR	17DUR|2ZMB|3MBVNT|478VULN|57TLV|6BELT|7BPWR|9RCR|aLIT
328	32234 31136	10	   	247.46	DCR|3VULN|2TLV|2DUR	17DUR|2ZMB|3MBVNT|478VULN|57TLV|6BELT|7BPWR|9RCR|aASPD
329	42284 31131	9	   	247.46	DCR|3VULN|2TLV|2DUR	178VULN|2ZMB|3MBVNT|47DUR|57TLV|6BELT|7BPWR|9RCR|aLIT
330	42284 31136	10	   	247.46	DCR|3VULN|2TLV|2DUR	178VULN|2ZMB|3MBVNT|47DUR|57TLV|6BELT|7BPWR|9RCR|aASPD
331	42234 41522	7	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	14aVULN|2aZMB|3MBVNT|5TLV|6DUST|7aDMG|8RCR|9AART|aBPWR
332	42244 61522	7	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	16aVULN|2aZMB|3MBVNT|4DUST|5TLV|7aDMG|8RCR|9AART|aBPWR
333	42332 51522	7	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	14aVULN|2aZMB|3DUST|5MBVNT|6TLV|7aDMG|8RCR|9AART|aBPWR
334	35433 13611	9	   	247.35	DCR|4VULN|3DUR	168DUR|28DUST|3458VULN|7RPLT|8BPWR|9RCR|aLIT
335	35433 13612	10	   	247.35	DCR|4VULN|3DUR	168DUR|28DUST|3458VULN|7RPLT|8BPWR|9RCR|aLIT
336	42284 41522	7	   	247.19	DCR|2VULN|2DMG|2TLV|1DUR|1AART	1aVULN|2aZMB|3MBVNT|4DUR|56TLV|7aDMG|8RCR|9AART|aBPWR
337	43631 62331	5	 * 	247.04	ACR|4VULN|2TLV|1DMG|2ASPD|1CDMG	1457VULN|27ASPD|3RCR|67TLV|7BPWR|8DMG|9BEXP|aCDMG
338	62631 62331	5	   	247.04	ACR|4VULN|2TLV|1DMG|2ASPD|1CDMG	17ASPD|2457VULN|3RCR|67TLV|7BPWR|8DMG|9BEXP|aCDMG
339	43631 62321	5	   	246.94	ACR|4VULN|2TLV|1DMG|2ASPD|1CDMG	1457VULN|27ASPD|3RCR|67TLV|7BPWR|8DMG|9DUST|aCDMG
340	62631 62321	5	   	246.94	ACR|4VULN|2TLV|1DMG|2ASPD|1CDMG	17ASPD|2457VULN|3RCR|67TLV|7BPWR|8DMG|9DUST|aCDMG
341	33135 21451	4	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|456VULN|5BPWR|7DMG|8BEXP|9CDMG|aRCR
342	33135 21451	5	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|456VULN|5BPWR|7DMG|8BEXP|9CDMG|aRCR
343	33135 24111	4	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|456VULN|5BPWR|7CDMG|8LWND|9DMG|aRCR
344	33135 24111	5	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|456VULN|5BPWR|7CDMG|8LWND|9DMG|aRCR
345	33135 24411	4	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|456VULN|5BPWR|7CDMG|8LHND|9DMG|aRCR
346	33135 24411	5	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|456VULN|5BPWR|7CDMG|8LHND|9DMG|aRCR
347	33135 16611	4	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|458VULN|5BPWR|6LHND|7CDMG|9DMG|aRCR
348	33135 16611	5	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|458VULN|5BPWR|6LHND|7CDMG|9DMG|aRCR
349	33135 23611	7	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|458VULN|5BPWR|6LWND|7CDMG|9DMG|aRCR
350	33135 26611	6	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|458VULN|5BPWR|6LWND|7CDMG|9DMG|aRCR
351	33135 36611	4	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|458VULN|5BPWR|6LWND|7CDMG|9DMG|aRCR
352	33135 36611	5	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2ASPD|3FEWX|458VULN|5BPWR|6LWND|7CDMG|9DMG|aRCR
353	43335 23611	7	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	158VULN|2ASPD|3LHND|45DUR|5BPWR|6LWND|7CDMG|9DMG|aRCR
354	32251 41124	2	 * 	246.71	DCR|2VULN|3DMG|3DUR	148DUR|28ZMB|358DMG|6BBNT|7RCR|8BPWR|9aVULN
355	41412 33334	8	   	246.53	DCR|3VULN|2TLV|1DUR|1CDMG	134VULN|24FEWX|4BPWR|5aTLV|6CDMG|7ASPD|8RCR|9DUR
356	41231 33334	8	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	145VULN|2FEWX|3aTLV|6CDMG|7ASPD|8RCR|9DUR
357	44231 33334	8	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	145VULN|2BEXP|3aTLV|6CDMG|7ASPD|8RCR|9DUR
358	45231 33334	8	   	246.33	DCR|3VULN|2TLV|1DUR|1CDMG	145VULN|2DUST|3aTLV|6CDMG|7ASPD|8RCR|9DUR
359	31423 13423	5	   	246.21	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1DUR|24FEWX|34aVULN|4BPWR|5BELT|6DMG|7RCR|8AART|9TLV
360	41411 23423	10	   	246.21	DCR|3VULN|1TLV|1DMG|1DUR|1AART	134VULN|248FEWX|4BPWR|5AART|6DMG|7DUR|9RCR|aTLV
361	31251 44332	10	   	246.19	DCR|3VULN|1TLV|2ASPD|1DUR|1CDMG	1DUR|2FEWX|3TLV|4CDMG|57ASPD|6RCR|89aVULN
362	41251 13253	8	   	246.18	DCR|2VULN|2TLV|2DUR|1CDMG|1AART	1aVULN|2FEWX|3aTLV|4CDMG|5ASPD|6aDUR|7RCR|8RMIN|9AART|aBPWR
363	31433 13423	5	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1DUR|2FEWX|34aVULN|5BELT|6DMG|7RCR|8AART|9TLV
364	33331 66231	10	 * 	246.03	DCR|3DUR|1VULN|1TLV|1DMG|2CDMG|2ASPD	147DUR|27ASPD|3LHND|5VULN|67CDMG|7BPWR|8RCR|9DMG|aTLV
365	43253 15322	1	   	246.00	DCR|3VULN|2DMG|1DUR|1AART	15aVULN|2ASPD|3aDMG|4DUR|6MLV|7RCR|8aFEWX|9AART|aBPWR
366	43253 15322	2	   	246.00	DCR|3VULN|2DMG|1DUR|1AART	15aVULN|2ASPD|3aDMG|4DUR|6MLV|7RCR|8aFEWX|9AART|aBPWR
367	45231 12353	5	   	245.62	DCR|4VULN|2TLV|1DUR	1457VULN|2DUST|37TLV|67CGEN|7BPWR|8ZMB|9DUR|aRCR
368	33621 34234	9	 * 	245.55	ACR|3VULN|3DUR|1TLV|3ASPD|1AART	19aDUR|29aASPD|3RCR|4LHND|5AART|6TLV|7BELT|89aVULN|9aBPWR
369	41232 47163	5	   	245.42	DCR|4VULN|2TLV|1DUR	1478VULN|2FEWX|36TLV|5MBVNT|9DUR|aRCR
370	44232 41163	7	   	245.42	DCR|4VULN|2TLV|1DUR	1478VULN|2BEXP|36TLV|5MBVNT|9DUR|aRCR
371	44232 41213	9	   	245.42	DCR|4VULN|2TLV|1DUR	1479VULN|2BEXP|36TLV|5MBVNT|8DUR|aRCR
372	42631 36321	9	 * 	245.37	ACR|4VULN|1TLV|1DMG|2CDMG|1DUR	1457VULN|27ZMB|3RCR|67CDMG|7BPWR|8TLV|9DMG|aDUR
373	43631 62121	5	 * 	245.32	ACR|5VULN|2TLV|2ASPD|1CDMG	1457aVULN|27ASPD|3RCR|67TLV|7BPWR|8LHND|9CDMG
374	62631 62121	5	   	245.32	ACR|5VULN|2TLV|2ASPD|1CDMG	17ASPD|2457aVULN|3RCR|67TLV|7BPWR|8LHND|9CDMG
375	31231 34842	8	   	245.12	DCR|2VULN|3DUR|2TLV|2AART	15aDUR|2FEWX|3aTLV|4aVULN|6MBVNT|79AART|8RCR|aBPWR
376	34231 34842	8	   	245.12	DCR|2VULN|3DUR|2TLV|2AART	15aDUR|2BEXP|3aTLV|4aVULN|6MBVNT|79AART|8RCR|aBPWR
377	34233 74842	8	   	245.12	DCR|2VULN|3DUR|2TLV|2AART	16aDUR|2BEXP|3aTLV|4aVULN|5MBVNT|79AART|8RCR|aBPWR
378	36124 12116	8	   	244.90	DCR|2VULN|3DMG|1TLV|1DUR	1DUR|2BELT|35DUST|459DMG|5BPWR|6RCR|7TLV|8aVULN
379	36124 12316	7	   	244.90	DCR|2VULN|3DMG|1TLV|1DUR	1DUR|2BELT|35DUST|459DMG|5BPWR|6RCR|7TLV|8aVULN
380	36126 12116	8	   	244.90	DCR|2VULN|3DMG|1TLV|1DUR	1DUR|2BELT|3DUST|459DMG|6RCR|7TLV|8aVULN
381	36126 12316	7	   	244.90	DCR|2VULN|3DMG|1TLV|1DUR	1DUR|2BELT|3DUST|459DMG|6RCR|7TLV|8aVULN
382	13112 34534	1	   	244.90	DCR|2VULN|3DMG|1TLV|2ASPD	1RPLT|24VULN|379DMG|56ASPD|8RCR|aTLV
383	26311 32451	5	   	244.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1BEXP|26LIT|3DUR|4TLV|569VULN|6BPWR|7CDMG|8DUST|aRCR
384	31423 13341	5	   	244.86	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|24FEWX|348VULN|4BPWR|5BELT|6DMG|7RCR|9TLV|aLIT
385	33635 41322	7	 * 	244.85	ACR|3VULN|2DUR|1TLV|1DMG|2ASPD|1AART	1aDUR|25ASPD|3RCR|45aVULN|5aBPWR|6TLV|7DMG|8aFEWX|9AART
386	23635 41122	7	   	244.85	ACR|3VULN|2DUR|1TLV|1DMG|2ASPD|1AART	1aBEXP|25ASPD|3RCR|45aVULN|5aBPWR|6TLV|7DMG|8aDUR|9AART
387	42238 12832	10	   	244.85	DCR|4VULN|1DMG|1DUR|1CDMG	149aVULN|2ZMB|3MBVNT|5DMG|6DUR|7RCR|8CDMG
388	31416 32334	9	   	244.82	DCR|3VULN|2DUR|1TLV|1CDMG	18DUR|28FEWX|359VULN|4CDMG|6RCR|78LHND|8BPWR|aTLV
389	41411 22411	6	   	244.77	DCR|4VULN|1DMG|2CDMG|1AART	1348VULN|24FEWX|4BPWR|5AART|6DMG|7RCR|9aCDMG
390	31433 13341	5	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|2FEWX|348VULN|5BELT|6DMG|7RCR|9TLV|aLIT
391	41233 43353	4	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	149VULN|2FEWX|3TLV|5LIT|6RPLT|7DMG|8RCR|aDUR
392	41221 13354	10	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	17aVULN|27FEWX|3TLV|4LHND|57DUR|6DLOT|7BPWR|8CDMG|9RCR
393	34213 61162	10	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	17DUR|27BEXP|3TLV|4ERES|578VULN|6BELT|7BPWR|9RCR|aCDMG
394	41251 13532	10	   	244.66	DCR|3VULN|1TLV|2CDMG|1DUR	19aVULN|2FEWX|3TLV|48CDMG|5ASPD|6DUR|7RCR
395	42234 84237	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	14aVULN|2ZMB|3MBVNT|5TLV|6LIT|7DMG|8DUR|9RCR
396	43251 25221	1	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	16aVULN|2ASPD|3DMG|4DUR|5CGEN|7RCR|8ERES|9TLV
397	43251 25221	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	16aVULN|2ASPD|3DMG|4DUR|5CGEN|7RCR|8ERES|9TLV
398	62251 25221	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|26aVULN|3DMG|4DUR|5CGEN|7RCR|8ERES|9TLV
399	43632 51122	7	   	244.65	ACR|3VULN|2DUR|1TLV|1DMG|2ASPD|1AART	14aVULN|2aASPD|3RCR|5MBVNT|6TLV|7DMG|8aDUR|9AART|aBPWR
400	62632 51122	7	   	244.65	ACR|3VULN|2DUR|1TLV|1DMG|2ASPD|1AART	1aASPD|24aVULN|3RCR|5MBVNT|6TLV|7DMG|8aDUR|9AART|aBPWR
401	31422 32165	6	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	1DUR|245FEWX|34aVULN|4BPWR|6RCR|79TLV|8DMG
402	34135 43121	9	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	15DUR|2BEXP|3ZMB|459VULN|5BPWR|6TLV|7RCR|8DUST|aCDMG
403	41253 33321	10	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	189VULN|2FEWX|3TLV|4CDMG|5RPLT|6RCR|7aDUR
404	41311 22413	5	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	148aVULN|24FEWX|3RCVC|4BPWR|5AART|6TLV|7RCR|9CDMG
405	41411 22412	5	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	1348VULN|24FEWX|4BPWR|5AART|6TLV|7RCR|9CDMG|aZMB
406	41511 22413	5	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	148aVULN|24FEWX|3DMSP|4BPWR|5AART|6TLV|7RCR|9CDMG
407	13232 13344	10	   	244.60	DCR|3VULN|3DUR|1TLV	1RPLT|289BEXP|3DMSP|489VULN|589DUR|6RCVC|7RCR|89BPWR|aTLV
408	15232 13344	10	   	244.60	DCR|3VULN|3DUR|1TLV	1RPLT|289FEWX|3DMSP|489VULN|589DUR|6RCVC|7RCR|89BPWR|aTLV
409	41221 12353	9	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	17aVULN|2FEWX|3aTLV|4LHND|5DUR|6DLOT|8aCDMG|9RCR|aBPWR
410	44221 12353	9	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	17aVULN|2BEXP|3aTLV|4LHND|5DUR|6DLOT|8aCDMG|9RCR|aBPWR
411	42234 16348	7	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	14aVULN|2ZMB|3MBVNT|5aTLV|6DUR|7CGEN|8RCR|9aCDMG|aBPWR
412	42234 17348	6	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	14aVULN|2ZMB|3MBVNT|5aTLV|6DUR|7CGEN|8RCR|9aCDMG|aBPWR
413	35213 61162	10	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	17DUR|27DUST|3TLV|4ERES|578VULN|6BELT|7BPWR|9RCR|aCDMG
414	41412 31522	9	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	1348VULN|24FEWX|4BPWR|5TLV|6CDMG|7AART|9MBVNT|aRCR
415	41231 31522	9	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1458VULN|2FEWX|3TLV|6CDMG|7AART|9MBVNT|aRCR
416	41232 24512	5	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1468VULN|2FEWX|3TLV|5MBVNT|7AART|9CDMG|aRCR
417	44231 31522	9	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1458VULN|2BEXP|3TLV|6CDMG|7AART|9MBVNT|aRCR
418	44232 24512	5	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1468VULN|2BEXP|3TLV|5MBVNT|7AART|9CDMG|aRCR
419	31423 13424	5	   	244.38	DCR|2VULN|2TLV|2DUR|1DMG|1AART	1aDUR|24aFEWX|34VULN|4aBPWR|5BELT|6DMG|7RCR|8AART|9aTLV
420	45231 31522	9	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	1458VULN|2DUST|3TLV|6CDMG|7AART|9MBVNT|aRCR
421	45232 24512	5	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	1468VULN|2DUST|3TLV|5MBVNT|7AART|9CDMG|aRCR
422	34423 13111	10	   	244.30	DCR|3VULN|3DUR|1TLV	168DUR|24BEXP|345VULN|4BPWR|7RPLT|9RCR|aTLV
423	34213 61161	10	   	244.30	DCR|3VULN|3DUR|1TLV	17aDUR|27BEXP|3TLV|4ERES|578VULN|6BELT|7BPWR|9RCR
424	34213 61162	9	   	244.30	DCR|3VULN|3DUR|1TLV	17aDUR|27BEXP|3TLV|4ERES|578VULN|6BELT|7BPWR|9RCR
425	41416 13111	10	   	244.30	DCR|3VULN|3DUR|1TLV	134VULN|24FEWX|4BPWR|568DUR|7RPLT|9RCR|aTLV
426	31433 13424	5	   	244.28	DCR|2VULN|2TLV|2DUR|1DMG|1AART	1aDUR|2aFEWX|34VULN|5BELT|6DMG|7RCR|8AART|9aTLV|aBPWR
427	34135 43121	10	   	244.20	DCR|3VULN|3DUR|1TLV	15aDUR|2BEXP|3ZMB|459VULN|5BPWR|6TLV|7RCR|8DUST
428	34433 13111	10	   	244.20	DCR|3VULN|3DUR|1TLV	168DUR|2BEXP|345VULN|7RPLT|9RCR|aTLV
429	31462 32311	10	   	244.16	DCR|3VULN|3DUR|1TLV|1SELL	158DUR|2FEWX|389VULN|4SELL|6RCR|78LHND|8BPWR|aTLV
430	31462 35311	10	   	244.16	DCR|3VULN|3DUR|1TLV|1SELL	158DUR|2FEWX|389VULN|4SELL|6RCR|78BEXP|8BPWR|aTLV
431	34462 32311	10	   	244.16	DCR|3VULN|3DUR|1TLV|1SELL	158DUR|2BEXP|389VULN|4SELL|6RCR|78LHND|8BPWR|aTLV
432	31231 32464	7	   	244.10	DCR|3VULN|3DUR|1TLV	157DUR|2FEWX|3TLV|49aVULN|6MBVNT|8RCR
433	34231 32464	7	   	244.10	DCR|3VULN|3DUR|1TLV	157DUR|2BEXP|3TLV|49aVULN|6MBVNT|8RCR
434	34231 36464	6	   	244.10	DCR|3VULN|3DUR|1TLV	157DUR|2BEXP|3TLV|49aVULN|6MBVNT|8RCR
435	34233 72464	7	   	244.10	DCR|3VULN|3DUR|1TLV	167DUR|2BEXP|3TLV|49aVULN|5MBVNT|8RCR
436	31412 34136	6	 * 	244.10	DCR|3VULN|3DUR|3CDMG	15aDUR|2FEWX|39aVULN|48aCDMG|6RCR|7TBNT|aBPWR
437	35213 61161	10	   	244.10	DCR|3VULN|3DUR|1TLV	17aDUR|27DUST|3TLV|4ERES|578VULN|6BELT|7BPWR|9RCR
438	35213 61162	9	   	244.10	DCR|3VULN|3DUR|1TLV	17aDUR|27DUST|3TLV|4ERES|578VULN|6BELT|7BPWR|9RCR
439	35423 13111	10	   	244.10	DCR|3VULN|3DUR|1TLV	168DUR|24DUST|345VULN|4BPWR|7RPLT|9RCR|aTLV
440	35433 13111	10	   	244.10	DCR|3VULN|3DUR|1TLV	168DUR|2DUST|345VULN|7RPLT|9RCR|aTLV
441	31233 13844	8	   	244.08	DCR|2VULN|2TLV|2DUR|1DMG|1AART	17DUR|2FEWX|37TLV|47VULN|5MBVNT|6DLOT|7BPWR|8RCR|9AART|aDMG
442	34233 13844	8	   	244.08	DCR|2VULN|2TLV|2DUR|1DMG|1AART	17DUR|2BEXP|37TLV|47VULN|5MBVNT|6DLOT|7BPWR|8RCR|9AART|aDMG
443	35462 32311	10	   	244.06	DCR|3VULN|3DUR|1TLV|1SELL	158DUR|2DUST|389VULN|4SELL|6RCR|78LHND|8BPWR|aTLV
444	12162 13235	2	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1RPLT|2ERES|3aVULN|4CGEN|5BEXP|6aDMG|7TLV|8aDUR|9RCR|aBPWR
445	16162 13235	1	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1RPLT|2ERES|3aVULN|4CGEN|5BEXP|6aDMG|7TLV|8aDUR|9RCR|aBPWR
446	46333 11134	8	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	14VULN|2BELT|3RPLT|56DMG|7RCR|8aDUR|9TLV
447	32234 84141	5	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	18DUR|2ZMB|3MBVNT|4aVULN|5TLV|67DMG|9RCR
448	32234 84571	5	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	19DUR|2ZMB|3MBVNT|4aVULN|5TLV|67DMG|8RCR
449	42238 12348	10	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	14VULN|2ZMB|3MBVNT|5aDMG|68DUR|7RCR|9TLV
450	42284 84141	5	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1aVULN|2ZMB|3MBVNT|48DUR|5TLV|67DMG|9RCR
451	33131 31553	10	   	243.79	DCR|4VULN|2DUR|1AART	18DUR|2ASPD|3FEWX|467aVULN|5AART|9RCR
452	62233 15122	2	   	243.74	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1aASPD|25VULN|3aDMG|4BEXP|6MLV|7RCR|8aDUR|9AART|aBPWR
453	62243 15122	2	   	243.74	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1aASPD|25VULN|3aDMG|4FEWX|6MLV|7RCR|8aDUR|9AART|aBPWR
454	33135 66231	9	   	243.73	DCR|2VULN|3DUR|1DMG|1CDMG	157DUR|2ASPD|3FEWX|45VULN|5BPWR|6CDMG|8RCR|9DMG|aLIT
455	33135 66232	10	   	243.73	DCR|2VULN|3DUR|1DMG|1CDMG	157DUR|2ASPD|3FEWX|45VULN|5BPWR|6CDMG|8RCR|9DMG|aLIT
456	62211 25122	2	   	243.64	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1aASPD|26VULN|3aDMG|4ERES|5BEXP|7RCR|8aDUR|9AART|aBPWR
457	62236 25122	2	   	243.64	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1aASPD|26VULN|3aDMG|4BEXP|5ERES|7RCR|8aDUR|9AART|aBPWR
458	62631 36321	8	 * 	243.45	ACR|5VULN|1TLV|2CDMG|2ASPD	17ASPD|2457aVULN|3RCR|67CDMG|7BPWR|8TLV|9LEGI
459	43631 36321	8	   	243.45	ACR|5VULN|1TLV|2CDMG|2ASPD	1457aVULN|27ASPD|3RCR|67CDMG|7BPWR|8TLV|9LEGI
460	42231 43618	5	   	243.41	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	145VULN|2ZMB|3MBVNT|6TLV|7CDMG|8RCR|9DMG|aAART
