0	Index      	 *	Score 	Summary	Detail	
1	65333 12333	 * 	202.51	DCR|2AART|2VULN|2DMG|1CDMG|1ZMB	18DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|aCDMG
328	31113 26163	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3FEWX|4ZMB|57VULN|6RCR|8CDMG|9AART|aDMG
329	31212 26163	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|37VULN|4ZMB|5FEWX|6RCR|8CDMG|9AART|aDMG
330	65336 12332	   	177.42	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|25BEXP|3ZMB|4AART|6RCR|79VULN|aLIT
331	66322 16122	   	177.41	DCR|3DMG|1AART|1VULN|1ASPD|1DUR|1SELL	137DMG|2ASPD|4DUR|5AART|6RCR|8DUST|9SELL|aVULN
332	62114 34338	   	177.39	ACR|3DMG|2VULN|1AART	18aDMG|27ERES|39VULN|4AART|5RCR|6MBVNT
333	52314 42113	   	177.33	DCR|2DMG|1AART|1VULN|3DUR|2ZMB	13aDUR|2LEGI|4AART|5aZMB|6VULN|7RCR|8DUST|9aDMG|aBPWR
334	65336 12331	   	177.32	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|25BEXP|3ZMB|4AART|6RCR|79VULN|aERES
335	22232 64313	   	177.22	DCR|3VULN|2DMG|1AART|1SELL	1SELL|27DMG|39BEXP|4AART|57CGEN|67aVULN|7BPWR|8RCR
336	22232 64343	   	177.22	DCR|3VULN|2DMG|1AART|1SELL	1SELL|27DMG|3BEXP|4AART|57CGEN|67aVULN|7BPWR|8RCR|9RCVC
337	22235 34313	   	177.22	DCR|3VULN|2DMG|1AART|1SELL	1SELL|27DMG|39BEXP|4AART|57aVULN|67MLV|7BPWR|8RCR
338	22235 34343	   	177.22	DCR|3VULN|2DMG|1AART|1SELL	1SELL|27DMG|3BEXP|4AART|57aVULN|67MLV|7BPWR|8RCR|9RCVC
339	22235 44313	   	177.22	DCR|3VULN|2DMG|1AART|1SELL	1SELL|27DMG|39BEXP|4AART|57aVULN|67CGEN|7BPWR|8RCR
340	13126 22215	   	177.14	ACR|3VULN|2AART|1CDMG|1ZMB	13DUST|26AART|47aVULN|5RCR|8ZMB|9CDMG
341	62113 43353	   	177.13	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1DUR	18DMG|28ERES|3VULN|4AART|5DUR|6RMIN|78CDMG|8BPWR|9ZMB|aRCR
342	65312 12421	   	177.02	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2aBEXP|3ZMB|4DMSP|5AART|6RCR|79VULN|8aLIT|aBPWR
343	33322 12321	   	176.98	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1SELL	1BEXP|2AART|3CDMG|4SELL|5aASPD|6RCR|79VULN|8DMG
344	66322 32217	 * 	176.96	DCR|3DMG|1AART|3DUR|2ZMB|1ASPD	13aDMG|2ASPD|46aDUR|5AART|7MBVNT|8RCR|9aZMB|aBPWR
345	61232 23423	   	176.91	DCR|4VULN|1DMG|1CDMG|1ASPD|1DUR	1DMG|245aVULN|3FEWX|6DUR|7RCR|8CDMG|9ASPD
346	65312 12332	   	176.82	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2BEXP|3ZMB|4DMSP|5AART|6RCR|79VULN|aLIT
347	65312 12331	   	176.72	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2BEXP|3ZMB|4DMSP|5AART|6RCR|79VULN|aERES
348	65312 12334	   	176.72	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2BEXP|3ZMB|4DMSP|5AART|6RCR|79VULN|aDUST
349	65312 12336	   	176.72	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2BEXP|3ZMB|4DMSP|5AART|6RCR|79VULN|aMBVNT
350	53333 12364	   	176.71	DCR|3DMG|1AART|1VULN|2DUR	15DUR|28aDMG|3CGEN|4AART|6RCR|7VULN|9BEXP
351	53333 13334	   	176.71	DCR|3DMG|1AART|1VULN|2DUR	15DUR|28aDMG|3CGEN|4AART|6RCR|7BEXP|9VULN
352	53333 14334	   	176.71	DCR|3DMG|1AART|1VULN|2DUR	15DUR|28aDMG|3CGEN|4AART|6RCR|7LHND|9VULN
353	53333 15334	   	176.71	DCR|3DMG|1AART|1VULN|2DUR	15DUR|28aDMG|3CGEN|4AART|6RCR|7LWND|9VULN
354	63333 12364	   	176.71	DCR|3DMG|1AART|1VULN|2DUR	18aDMG|25DUR|3CGEN|4AART|6RCR|7VULN|9BEXP
355	63333 13334	   	176.71	DCR|3DMG|1AART|1VULN|2DUR	18aDMG|25DUR|3CGEN|4AART|6RCR|7BEXP|9VULN
356	63333 14334	   	176.71	DCR|3DMG|1AART|1VULN|2DUR	18aDMG|25DUR|3CGEN|4AART|6RCR|7LHND|9VULN
357	63333 15334	   	176.71	DCR|3DMG|1AART|1VULN|2DUR	18aDMG|25DUR|3CGEN|4AART|6RCR|7LWND|9VULN
358	13126 31268	   	176.68	ACR|2VULN|2DMG|1AART|1CDMG	13aDUST|2AART|4aVULN|5RCR|6MBVNT|7CDMG|8LWND|9aDMG|aBPWR
359	33333 33142	   	176.53	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1BEXP|26AART|3CDMG|47DMG|5ZMB|8CGEN|9VULN|aRCR
360	53332 42412	   	176.45	DCR|2VULN|2DMG|1AART|2DUR	19DUR|29DMG|3CGEN|4AART|5MLV|69VULN|7RCR|8RPLT|9BPWR|aFEWX
361	53332 42413	   	176.45	DCR|2VULN|2DMG|1AART|2DUR	19DUR|29DMG|3CGEN|4AART|5MLV|69VULN|7RCR|8RPLT|9BPWR|aLHND
362	63332 42412	   	176.45	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29DUR|3CGEN|4AART|5MLV|69VULN|7RCR|8RPLT|9BPWR|aFEWX
363	63332 42413	   	176.45	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29DUR|3CGEN|4AART|5MLV|69VULN|7RCR|8RPLT|9BPWR|aLHND
364	61312 32412	   	176.45	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29VULN|3CGEN|4AART|5MLV|69DUR|7RCR|8RPLT|9BPWR|aFEWX
365	61312 32413	   	176.45	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29VULN|3CGEN|4AART|5MLV|69DUR|7RCR|8RPLT|9BPWR|aLHND
366	61312 32415	   	176.45	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29VULN|3CGEN|4AART|5MLV|69DUR|7RCR|8RPLT|9BPWR|aLSRICY
367	61314 31136	   	176.38	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	18DMG|2VULN|3CGEN|4aAART|5RCR|6MBVNT|7CDMG|9DUR
368	53332 42411	   	176.35	DCR|2VULN|2DMG|1AART|2DUR	19DUR|29DMG|3CGEN|4AART|5MLV|69VULN|7RCR|8RPLT|9BPWR|aMBVNT
369	61412 32412	   	176.35	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29VULN|3ERES|4AART|5MLV|69DUR|7RCR|8RPLT|9BPWR|aFEWX
370	61412 32413	   	176.35	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29VULN|3ERES|4AART|5MLV|69DUR|7RCR|8RPLT|9BPWR|aLHND
371	63332 42411	   	176.35	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29DUR|3CGEN|4AART|5MLV|69VULN|7RCR|8RPLT|9BPWR|aMBVNT
372	61312 32411	   	176.35	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29VULN|3CGEN|4AART|5MLV|69DUR|7RCR|8RPLT|9BPWR|aMBVNT
373	63331 13363	   	176.32	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1DMG|2aDUR|3CGEN|4AART|5LIT|6aVULN|7BASICY|8RCR|9aCDMG|aBPWR
374	62114 31136	   	176.28	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	18DMG|2ERES|3VULN|4aAART|5RCR|6MBVNT|7CDMG|9DUR
375	61412 32411	   	176.25	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29VULN|3ERES|4AART|5MLV|69DUR|7RCR|8RPLT|9BPWR|aMBVNT
376	62112 32416	   	176.25	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29ERES|3aVULN|4AART|5MLV|69DUR|7RCR|8RPLT|9BPWR
377	51361 13334	   	176.11	DCR|3DMG|1AART|1VULN|2DUR	12DUR|38aDMG|4CGEN|5AART|6RCR|7BEXP|9VULN
378	51321 12364	   	176.01	DCR|3DMG|1AART|1VULN|2DUR	12DUR|38aDMG|4TLV|5AART|6RCR|7VULN|9BEXP
379	51321 13334	   	176.01	DCR|3DMG|1AART|1VULN|2DUR	12DUR|38aDMG|4TLV|5AART|6RCR|7BEXP|9VULN
380	51321 14334	   	176.01	DCR|3DMG|1AART|1VULN|2DUR	12DUR|38aDMG|4TLV|5AART|6RCR|7LHND|9VULN
381	51321 15334	   	176.01	DCR|3DMG|1AART|1VULN|2DUR	12DUR|38aDMG|4TLV|5AART|6RCR|7LWND|9VULN
382	51331 14334	   	176.01	DCR|3DMG|1AART|1VULN|2DUR	12DUR|38aDMG|4ERES|5AART|6RCR|7LHND|9VULN
383	51331 15334	   	176.01	DCR|3DMG|1AART|1VULN|2DUR	12DUR|38aDMG|4ERES|5AART|6RCR|7LWND|9VULN
384	61413 22522	 * 	175.92	DCR|3AART|2VULN|1DMG|1DUR|1ASPD	1DMG|29VULN|3ERES|46aAART|5DUR|7RCR|8ASPD
385	62113 22522	   	175.92	DCR|3AART|2VULN|1DMG|1DUR|1ASPD	1DMG|2ERES|39VULN|46aAART|5DUR|7RCR|8ASPD
386	62321 16163	   	175.91	DCR|3DMG|1AART|1VULN|2DUR	137DMG|2ERES|49DUR|5AART|6RCR|8DUST|aVULN
387	62321 62633	   	175.90	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	13DMG|2ERES|4aDUR|5AART|6ZMB|7RCR|8ASPD|9VULN
388	62112 42521	   	175.86	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DMG|2ERES|369VULN|4AART|5MLV|7RCR|8DUR|aASPD
389	61232 43413	   	175.86	DCR|5VULN|1DMG|1CDMG	1DMG|2459aVULN|3FEWX|6LHND|7RCR|8CDMG
390	61232 63413	   	175.86	DCR|5VULN|1DMG|1CDMG	1DMG|2459aVULN|3FEWX|6LWND|7RCR|8CDMG
391	61314 11621	   	175.81	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	18DMG|29VULN|3CGEN|4AART|5RCR|6TLV|7DUR|aASPD
392	62114 51231	   	175.78	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2ERES|3aVULN|4AART|5RCR|6LWND|7CDMG|8aCGEN|9RPLT|aBPWR
393	61314 33447	   	175.78	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|28VULN|38CGEN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9RCVC|aCDMG
394	61314 53112	   	175.78	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|29VULN|3CGEN|4AART|5RCR|6LWND|7RPLT|89ASPD|9BPWR|aFEWX
395	61314 53113	   	175.78	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|29VULN|3CGEN|4AART|5RCR|6LWND|7RPLT|89ASPD|9BPWR|aLHND
396	21236 12523	   	175.76	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1SELL|2ZMB|3BEXP|4AART|5CDMG|6RCR|79aVULN|8ASPD
397	61232 13413	   	175.76	DCR|5VULN|1DMG|1CDMG	1DMG|2459aVULN|3FEWX|6LEGI|7RCR|8CDMG
398	61632 13413	   	175.76	DCR|5VULN|1DMG|1CDMG	1DMG|2459aVULN|3BEXP|6LEGI|7RCR|8CDMG
399	66322 12121	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8aBEXP|9CDMG
400	66322 12122	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8BEXP|9CDMG|aFEWX
401	66322 12123	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8BEXP|9CDMG|aRMIN
402	66322 12413	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8LIT|9RCVC|aCDMG
403	66322 12621	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8FEWX|9CDMG|aBEXP
404	66322 12622	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8FEWX|9CDMG|aLIT
405	66322 12623	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8FEWX|9CDMG|aRPLT
406	66322 13123	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7BEXP|8FEWX|9CDMG|aVULN
407	62114 11621	   	175.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	18DMG|2ERES|39VULN|4AART|5RCR|6TLV|7DUR|aASPD
408	61414 31241	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|29VULN|3ERES|4AART|5RCR|6MBVNT|7CDMG|89CGEN|9BPWR|aFEWX
409	61414 31243	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|29VULN|3ERES|4AART|5RCR|6MBVNT|7CDMG|89CGEN|9BPWR|aRCVC
410	61314 33437	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|28VULN|38CGEN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9DUST|aCDMG
411	61314 43112	   	175.68	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|29VULN|3CGEN|4AART|5RCR|6DUST|7RPLT|89ASPD|9BPWR|aBELT
412	61314 53111	   	175.68	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|29VULN|3CGEN|4AART|5RCR|6LWND|7RPLT|89ASPD|9BPWR|aMBVNT
413	63633 23215	 * 	175.66	DCR|3VULN|3DMG|1DUR	15aDMG|2DUR|38aBEXP|49aVULN|6RCVC|7RCR|aBPWR
414	66322 12221	   	175.65	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8DUST|9CDMG|aBEXP
415	66322 12222	   	175.65	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8DUST|9CDMG|aLIT
416	66322 12223	   	175.65	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8DUST|9CDMG|aRPLT
417	66322 12336	   	175.65	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8NUKE|9CGEN|aFLTHEA
418	62321 12636	   	175.65	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR|1ASPD	13DMG|2ERES|4DUR|5AART|6RCR|7RMIN|8ASPD|9VULN|aFLTHEA
419	62321 11625	 * 	175.65	DCR|3DMG|2AART|1CDMG|1DUR	138DMG|27ERES|4DUR|5aAART|6RCR|9CDMG
420	61311 36352	   	175.62	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1aDMG|2VULN|3CGEN|4AART|5LIT|6FLTHEA|7DUR|8RCR|9ZMB
421	61314 31171	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|29VULN|3CGEN|4AART|5RCR|6MBVNT|7CDMG|aFEWX
422	61314 31172	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|29VULN|3CGEN|4AART|5RCR|6MBVNT|7CDMG|aBEXP
423	61314 31173	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|29VULN|3CGEN|4AART|5RCR|6MBVNT|7CDMG|aRMIN
424	62114 31248	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|29ERES|3aVULN|4AART|5RCR|6MBVNT|7CDMG|89CGEN|9BPWR
425	62114 33111	   	175.58	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7aRPLT|89ASPD|9BPWR
426	62114 33112	   	175.58	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7RPLT|89ASPD|9BPWR|aFEWX
427	62114 33114	   	175.58	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7RPLT|89ASPD|9BPWR|aBEXP
428	62114 33118	   	175.58	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7RPLT|89ASPD|9BPWR|aLWND
429	62114 33447	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|28ERES|38VULN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9RCVC|aCDMG
430	62114 63112	   	175.58	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|2ERES|39VULN|4AART|5RCR|6LEGI|7RPLT|89ASPD|9BPWR|aFEWX
431	62114 63113	   	175.58	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|2ERES|39VULN|4AART|5RCR|6LEGI|7RPLT|89ASPD|9BPWR|aLHND
432	61314 14333	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|29VULN|3CGEN|4AART|5RCR|6TLV|7RMIN|aCDMG
433	61314 43111	   	175.58	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|29VULN|3CGEN|4AART|5RCR|6DUST|7RPLT|89ASPD|9BPWR|aMBVNT
434	61314 43113	   	175.58	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|29VULN|3CGEN|4AART|5RCR|6DUST|7RPLT|89ASPD|9BPWR|aERES
435	65333 12316	 * 	175.55	DCR|3AART|2DMG|1VULN|1ZMB	18DMG|2BEXP|3ZMB|45aAART|6RCR|7VULN|9RPLT
436	12333 13415	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	1DUST|2ZMB|3RPLT|4RCR|5aAART|6VULN|78DMG|9DUR
437	61314 16121	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|28VULN|3CGEN|4AART|5RCR|6TLV|7BASHEA|aCDMG
438	61314 31174	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|29VULN|3CGEN|4AART|5RCR|6MBVNT|7CDMG|aDUST
439	62114 31171	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7CDMG|aFEWX
440	62114 31172	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7CDMG|aBEXP
441	62114 31173	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7CDMG|aRMIN
442	62114 33116	   	175.48	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7RPLT|89ASPD|9BPWR|aDUST
443	62114 33437	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|28ERES|38VULN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9DUST|aCDMG
444	62114 63111	   	175.48	ACR|2VULN|2DMG|1AART|2ASPD	19DMG|2ERES|39VULN|4AART|5RCR|6LEGI|7RPLT|89ASPD|9BPWR|aMBVNT
445	13452 42332	   	175.41	DCR|3DMG|1AART|1VULN|2DUR	19DUST|2AART|39DUR|4TLV|5FEWX|689DMG|7RCR|9BPWR|aVULN
446	62114 16121	   	175.38	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2ERES|38VULN|4AART|5RCR|6TLV|7BASHEA|aCDMG
447	62114 31174	   	175.38	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7CDMG|aDUST
448	61416 22333	   	175.36	DCR|2AART|2VULN|2DMG	18DMG|29VULN|3ERES|46AART|5BEXP|7RCR|aLHND
449	62116 22333	   	175.36	DCR|2AART|2VULN|2DMG	18DMG|2ERES|39VULN|46AART|5BEXP|7RCR|aLHND
450	65333 12153	 * 	175.33	DCR|2AART|2DMG|1VULN|2ZMB	1aDMG|2BEXP|3aZMB|45AART|6RCR|7VULN|8FEWX|9aLHND|aBPWR
451	65333 12163	   	175.33	DCR|2AART|2DMG|1VULN|2ZMB	1aDMG|2BEXP|3aZMB|45AART|6RCR|7VULN|8FEWX|9aLWND|aBPWR
452	61316 22212	   	175.33	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|27VULN|3CGEN|46AART|5BEXP|8ZMB|9CDMG|aRCR
453	61316 26212	   	175.33	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|2VULN|3CGEN|46AART|5BEXP|8ZMB|9CDMG|aRCR
454	15312 12333	   	175.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|2ASPD|3ZMB|4DMSP|5AART|6RCR|789VULN|aCDMG
455	61311 32332	   	175.26	DCR|2VULN|2DMG|1AART|1FLTHEA	1aDMG|29VULN|3CGEN|4AART|5LIT|6FLTHEA|7FEWX|8RCR
456	61232 23415	   	175.26	DCR|4VULN|1DMG|1CDMG|2DUR	1DMG|2459VULN|3FEWX|6aDUR|7RCR|8CDMG
457	61416 22331	   	175.26	DCR|2AART|2VULN|2DMG	18DMG|29VULN|3aERES|46AART|5BEXP|7RCR
458	62116 22331	   	175.26	DCR|2AART|2VULN|2DMG	18DMG|2aERES|39VULN|46AART|5BEXP|7RCR
459	62116 22334	   	175.26	DCR|2AART|2VULN|2DMG	18DMG|2ERES|39VULN|46AART|5BEXP|7RCR|aDUST
460	62116 22336	   	175.26	DCR|2AART|2VULN|2DMG	18DMG|2ERES|39VULN|46AART|5BEXP|7RCR|aMBVNT
461	65333 12253	   	175.23	DCR|2AART|2DMG|1VULN|2ZMB	1aDMG|2BEXP|3aZMB|45AART|6RCR|7VULN|8DUST|9aLHND|aBPWR
462	65333 12263	   	175.23	DCR|2AART|2DMG|1VULN|2ZMB	1aDMG|2BEXP|3aZMB|45AART|6RCR|7VULN|8DUST|9aLWND|aBPWR
463	62341 14333	   	175.23	DCR|3DMG|2AART|1VULN	138DMG|2ERES|4LWND|59AART|6RCR|7LHND|aVULN
464	62116 26212	   	175.23	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|2ERES|3VULN|46AART|5BEXP|8ZMB|9CDMG|aRCR
465	15352 12333	   	175.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	14DUST|2ASPD|3ZMB|5AART|6RCR|789VULN|aCDMG
466	62321 11623	   	175.21	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	138DMG|27ERES|4DUR|5AART|6RCR|9CDMG|aZMB
467	41616 22321	   	175.16	ACR|2AART|2VULN|1DMG|2DUR|1ASPD	13LHND|23DUR|3BPWR|46AART|5RCR|79VULN|8DMG|aASPD
468	61311 33315	   	175.16	DCR|2VULN|2DMG|1AART|1FLTHEA	19DMG|2aVULN|3CGEN|4AART|5LIT|6FLTHEA|7DUST|8RCR
469	22236 78243	   	175.12	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1SELL|2aDMG|3aBEXP|4AART|5MBVNT|6FEWX|7CDMG|8RCR|9aVULN|aBPWR
470	61416 22332	   	175.12	DCR|2AART|2VULN|2DMG|1SELL	18DMG|29VULN|3ERES|46AART|5BEXP|7RCR|aSELL
471	62116 22332	   	175.12	DCR|2AART|2VULN|2DMG|1SELL	18DMG|2ERES|39VULN|46AART|5BEXP|7RCR|aSELL
472	65312 12134	   	175.08	DCR|3DMG|1AART|1VULN|1ZMB	19aDMG|29BEXP|3ZMB|4DMSP|5AART|6RCR|7VULN|89FEWX|9BPWR
473	41316 22321	   	175.06	ACR|2AART|2VULN|1DMG|2DUR|1ASPD	1LHND|23DUR|46AART|5RCR|79VULN|8DMG|aASPD
474	52316 22321	   	174.96	ACR|2AART|2VULN|1DMG|2DUR|1ASPD	13DUR|2LEGI|46AART|5RCR|79VULN|8DMG|aASPD
475	52616 22321	   	174.96	ACR|2AART|2VULN|1DMG|2DUR|1ASPD	13DUR|2LEGI|3BPWR|46AART|5RCR|79VULN|8DMG|aASPD
476	32333 14414	 * 	174.95	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	19BEXP|29ZMB|3RPLT|4RCR|5AART|6VULN|7CGEN|89DMG|9BPWR|aCDMG
477	32333 14415	 * 	174.95	ACR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	19BEXP|29ZMB|3RPLT|4RCR|5AART|6VULN|7CGEN|89DMG|9BPWR|aFLTHEA
478	65312 12234	   	174.88	DCR|3DMG|1AART|1VULN|1ZMB	19aDMG|29BEXP|3ZMB|4DMSP|5AART|6RCR|7VULN|89DUST|9BPWR
479	62321 62335	   	174.87	DCR|2AART|2DMG|1VULN|1ZMB|1DUR|1SELL	13DMG|2ERES|4DUR|59AART|6ZMB|7RCR|8SELL|aVULN
480	32333 13422	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	1BEXP|2ZMB|3RPLT|4RCR|5AART|6aVULN|78DMG|9FEWX
481	32333 13436	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	1BEXP|2ZMB|3RPLT|4RCR|5AART|6aVULN|78DMG|9RMIN
482	12333 14414	   	174.75	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	19DUST|29ZMB|3RPLT|4RCR|5AART|6VULN|7CGEN|89DMG|9BPWR|aCDMG
483	12333 14415	   	174.75	ACR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	19DUST|29ZMB|3RPLT|4RCR|5AART|6VULN|7CGEN|89DMG|9BPWR|aFLTHEA
484	12333 13422	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|3RPLT|4RCR|5AART|6aVULN|78DMG|9FEWX
485	12333 13436	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|3RPLT|4RCR|5AART|6aVULN|78DMG|9RMIN
486	32333 13356	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1BEXP|2ZMB|3RPLT|4RCR|5AART|6aVULN|79DMG|8BASICY
487	32333 13462	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1BEXP|2ZMB|3RPLT|4RCR|5AART|6aVULN|78DMG|9MBVNT
488	32333 13556	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1BEXP|2ZMB|3RPLT|4RCR|5AART|6aVULN|79DMG|8SNIHEL
489	53333 12316	   	174.71	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	15DUR|28DMG|3CGEN|4AART|6RCR|7VULN|9RPLT|aCDMG
490	53333 12366	   	174.71	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	15DUR|28DMG|3CGEN|4AART|6RCR|7VULN|9BEXP|aFLTHEA
491	63333 12316	   	174.71	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	18DMG|25DUR|3CGEN|4AART|6RCR|7VULN|9RPLT|aCDMG
