0	Index      	 *	Score 	Summary	Detail	
1	53421 43113	 * 	183.61	DCR|3DMG|2AART|2VULN	1248LHND|348DMG|48BPWR|59AART|6RCVC|78VULN|aRCR
325	51231 32863	   	161.08	DCR|2DMG|1AART|1VULN|1CDMG	18LHND|2AART|3MBVNT|49DMG|5VULN|6ERES|7RCR|aCDMG
326	51231 32883	   	161.08	DCR|2VULN|1AART|1DMG|1CDMG	18LHND|2AART|3MBVNT|4DMG|59VULN|6ERES|7RCR|aCDMG
327	51233 82447	   	161.08	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2AART|3MBVNT|49DMG|5DUST|6CGEN|7RCR|8VULN|aCDMG
328	51233 32156	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	19LHND|2AART|3MBVNT|49DMG|5DUST|6ERES|7RCR|89ASPD|9BPWR|aVULN
329	51321 22133	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	1LHND|2AART|38DMG|4DUST|5VULN|6aASPD|7RCR|9RMIN
330	51321 22142	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	1LHND|2AART|38DMG|4DUST|5VULN|6aASPD|7RCR|9LWND
331	51361 22112	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	1LHND|2AART|38DMG|4LWND|5VULN|6aASPD|7RCR|9DUST
332	51421 22133	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	1LHND|2AART|3aASPD|4DUST|5VULN|68DMG|7RCR|9RMIN
333	51421 22142	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	1LHND|2AART|3aASPD|4DUST|5VULN|68DMG|7RCR|9LWND
334	51461 22112	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	1LHND|2AART|3aASPD|4LWND|5VULN|68DMG|7RCR|9DUST
335	41133 12422	   	161.00	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|68VULN|7LWND|9AART|aMLV
336	41133 12424	   	161.00	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|68VULN|7LWND|9AART|aRCVC
337	51342 43221	   	160.93	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2AART|38DMG|4LIT|5ERES|6RCR|7VULN|9RPLT|aZMB
338	41133 12425	   	160.90	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|68VULN|7LWND|9AART|aDUST
339	41133 13525	   	160.90	ACR|2DMG|1AART|1VULN|2ZMB	17TLV|24ZMB|3RCR|5aDMG|6VULN|8FEWX|9AART
340	51322 42532	   	160.88	DCR|3VULN|1AART|1DMG	17LHND|2AART|3DMG|47DUST|5RPLT|67aVULN|7BPWR|8RCR|9BEXP
341	41121 13522	   	160.87	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5RMIN|6aVULN|7ASPD|8DMG|9DUR
342	41121 13314	   	160.87	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5RMIN|68VULN|7ASPD|9DMG|aDUR
343	41121 13325	   	160.87	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5RMIN|68VULN|7ASPD|9DUR|aDMG
344	41124 13325	   	160.87	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5MLV|68VULN|7ASPD|9DUR|aDMG
345	41431 35313	 * 	160.77	DCR|2AART|3ZMB|1VULN|1DMG	1TLV|267ZMB|3DMG|4RCVC|59AART|8VULN|aRCR
346	21311 45142	 * 	160.77	DCR|2AART|2DMG|2CDMG	1aBEXP|2DMSP|37AART|4aCDMG|5LSRHEA|6RCR|8ERES|9aDMG|aBPWR
347	41122 43236	   	160.64	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5aVULN|6FLTHEA|7DMG|8BEXP|9MLV
348	41122 43336	   	160.64	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5aVULN|6FLTHEA|7DMG|8LWND|9MLV
349	41122 43353	   	160.64	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5aVULN|6FLTHEA|7DMG|8LWND|9RCVC
350	41122 43361	   	160.64	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5VULN|6FLTHEA|79DMG|8LWND|aRCVC
351	41122 43523	   	160.64	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5aVULN|6FLTHEA|7DMG|89FEWX
352	41122 43362	   	160.54	ACR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5VULN|6FLTHEA|79DMG|8LWND|aERES
353	41133 11653	   	160.40	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|69VULN|7MLV|8LIT|aAART
354	41133 11663	   	160.40	ACR|2DMG|1AART|1VULN|2ZMB	1TLV|24ZMB|3RCR|59DMG|6VULN|7MLV|8LIT|aAART
355	51121 65113	 * 	160.40	DCR|2AART|2VULN|3ZMB	138LHND|29AART|48VULN|5RCVC|678ZMB|8BPWR|aRCR
356	41131 22126	   	160.32	ACR|4VULN|3ZMB	15TLV|245ZMB|3RCR|5BPWR|679aVULN|8ERES
357	33215 63523	   	160.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	12LIT|3CDMG|4VULN|5LSRHEA|6ASPD|7AART|8aDMG|9RCR
358	41122 25314	   	160.25	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|47CDMG|58VULN|6FEWX|9DMG|aDUR
359	41122 25325	   	160.25	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|47CDMG|58VULN|6FEWX|9DUR|aDMG
360	41122 35325	   	160.25	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|47CDMG|58VULN|6LHND|9DUR|aDMG
361	41122 65211	   	160.25	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|46CDMG|57VULN|8DUR|9DMG|aMLV
362	41122 65212	   	160.25	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|46CDMG|57VULN|8DUR|9DMG|aLWND
363	41122 15216	   	160.25	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4aCDMG|57VULN|6RCVC|8DUR|9DMG
364	41122 62314	   	160.15	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|46CDMG|58VULN|7DUST|9DMG|aDUR
365	41122 62325	   	160.15	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|46CDMG|58VULN|7DUST|9DUR|aDMG
366	43141 16222	   	160.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|2LEGI|35VULN|4AART|6DMG|7RCR|8DUR|9LHND|aASPD
367	41123 16325	   	160.07	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5AART|6aDMG|7LIT|8ASPD|9FEWX
368	41123 26115	   	160.07	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|5AART|6LWND|7BELT|8DUR|9aVULN
369	41133 32116	   	160.07	ACR|3DMG|3ZMB|1CDMG	179TLV|247ZMB|3RCR|579DMG|6LEGI|79BPWR|89LWND|aCDMG
370	41125 41332	   	160.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|5DUR|6CANHEL|7LWND|8VULN|9AART|aDMG
371	41113 11231	   	160.02	ACR|2VULN|2AART|2ZMB|1ASPD	17TLV|27ZMB|3RCR|4LWND|5CGEN|67VULN|7BPWR|89AART|aASPD
372	33324 64111	   	159.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	12LIT|3DMG|49VULN|5RCR|6ZMB|7DMSP|8AART|aDUR
373	41123 12153	   	159.97	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	17TLV|2ZMB|3RCR|4CDMG|5AART|69DMG|8RPLT|aDUR
374	41123 13462	   	159.97	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|5AART|69DMG|7ERES|8RCVC|aDUR
375	41121 44112	 * 	159.97	ACR|2DMG|3CDMG|2ASPD|1ZMB|1DUR	17aTLV|2ZMB|3RCR|47aCDMG|5RMIN|67ASPD|7aBPWR|8DUR|9aDMG
376	21422 16112	   	159.93	DCR|3DMG|1VULN|1CDMG|1ZMB	14BEXP|2DMSP|349DMG|4BPWR|5VULN|6TLV|7RCR|8CDMG|aZMB
377	41163 11231	   	159.92	ACR|2VULN|2AART|2ZMB|1ASPD	17TLV|27ZMB|3RCR|4ERES|5LHND|67VULN|7BPWR|89AART|aASPD
378	41114 26211	   	159.89	ACR|3VULN|1DMG|2ZMB|1DUR	17TLV|27ZMB|3RCR|4LWND|5DUR|67aVULN|7BPWR|8DMG|9CGEN
379	41114 26222	   	159.89	ACR|3VULN|1DMG|2ZMB|1DUR	17TLV|27ZMB|3RCR|4LWND|5DUR|679VULN|7BPWR|8DMG|aRPLT
380	41114 26223	   	159.89	ACR|3VULN|1DMG|2ZMB|1DUR	17TLV|27ZMB|3RCR|4LWND|5DUR|679VULN|7BPWR|8DMG|aCGEN
381	41123 13262	   	159.87	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|5AART|69DMG|78ERES|aDUR
382	33316 15123	 * 	159.87	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	125LIT|35DMG|4AART|5BPWR|6ZMB|7aASPD|8CDMG|9RCR
383	51352 22315	   	159.87	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LHND|2AART|3DMG|4RPLT|5DUR|6RCR|7LSRREG|8CDMG|9VULN|aASPD
384	51361 16331	 * 	159.86	DCR|2DMG|1AART|1VULN|2DUR	1LHND|2AART|3aDMG|4LWND|5VULN|6LIT|7RCR|89DUR
385	41114 26231	   	159.79	ACR|3VULN|1DMG|2ZMB|1DUR	17TLV|27ZMB|3RCR|4LWND|5DUR|67aVULN|7BPWR|8DMG|9ERES
386	41132 13226	   	159.79	ACR|3VULN|1DMG|2ZMB|1DUR	1TLV|24ZMB|3RCR|5LWND|69aVULN|7DUR|8DMG
387	41133 16162	   	159.79	ACR|3VULN|1DMG|2ZMB|1DUR	1TLV|24ZMB|3RCR|5DMG|69aVULN|7DUR|8RPLT
388	41133 16326	   	159.79	ACR|3VULN|1DMG|2ZMB|1DUR	1TLV|24ZMB|3RCR|5DMG|69aVULN|7DUR|8LWND
389	41134 12226	   	159.79	ACR|3VULN|1DMG|2ZMB|1DUR	1TLV|24ZMB|3RCR|5DUR|69aVULN|7LWND|8DMG
390	41136 13226	   	159.79	ACR|3VULN|1DMG|2ZMB|1DUR	1TLV|24ZMB|3RCR|5LHND|69aVULN|7DUR|8DMG
391	43141 16344	   	159.78	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2LEGI|35VULN|4AART|6DMG|7RCR|8MBVNT|9RMIN|aCDMG
392	51321 16331	   	159.76	DCR|2DMG|1AART|1VULN|2DUR	1LHND|2AART|3aDMG|4DUST|5VULN|6LIT|7RCR|89DUR
393	51324 26331	   	159.76	DCR|2DMG|1AART|1VULN|2DUR	1LHND|2AART|3aDMG|4DUST|5LIT|6VULN|7RCR|89DUR
394	41131 22326	 * 	159.73	ACR|3VULN|3ZMB|1CDMG|1SELL	15TLV|245ZMB|3RCR|5BPWR|67aVULN|8SELL|9CDMG
395	41123 16263	   	159.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|2aZMB|3RCR|4CDMG|5AART|6DMG|7aLIT|8VULN|9aCGEN|aBPWR
396	41114 26221	   	159.65	ACR|3VULN|1DMG|2ZMB|1DUR|1SELL	17TLV|27ZMB|3RCR|4LWND|5DUR|679VULN|7BPWR|8DMG|aSELL
397	33324 53214	   	159.63	ACR|2VULN|2DMG|1AART	127LIT|3aDMG|46VULN|5RCR|8AART|9CGEN
398	32146 14321	   	159.59	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1LIT|2ERES|3DUR|49VULN|5ASPD|67DMG|8RCR|aZMB
399	41123 21332	   	159.55	ACR|2VULN|1AART|2CDMG|1ZMB	1aTLV|2ZMB|3RCR|4aCDMG|5AART|6LWND|7RCVC|8LHND|9aVULN|aBPWR
400	33324 51124	   	159.53	ACR|2VULN|2DMG|1AART	129LIT|3aDMG|46VULN|5RCR|7ERES|8AART
401	41123 11532	   	159.46	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|2aZMB|3RCR|4CDMG|5AART|6DMG|7aLWND|8VULN|9aERES|aBPWR
402	41123 15162	   	159.46	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|29ZMB|3RCR|4CDMG|5AART|6DMG|7CGEN|8BELT|aVULN
403	41123 16234	   	159.46	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|2aZMB|3RCR|4CDMG|5AART|6DMG|7LIT|8VULN|9FEWX
404	23135 23351	 * 	159.46	DCR|2DMG|3ZMB|1VULN|1CDMG	19BEXP|249ZMB|3VULN|5BELT|6CGEN|79DMG|8RCR|9BPWR|aCDMG
405	41123 14151	   	159.45	ACR|2DMG|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|69DMG|8RPLT|aCGEN
406	41123 14224	   	159.45	ACR|2DMG|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6aDMG|8RMIN|9LWND
407	41123 14235	   	159.45	ACR|2DMG|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6aDMG|8RMIN|9RPLT
408	41123 14324	   	159.45	ACR|2DMG|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6aDMG|8MLV|9BEXP
409	41123 14334	   	159.45	ACR|2DMG|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6aDMG|8MLV|9LWND
410	41123 22231	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|48CDMG|5AART|6LWND|79VULN|aFEWX
411	41123 22233	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|48CDMG|5AART|6LWND|79VULN|aBEXP
412	41123 62231	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|48CDMG|5AART|6LHND|79VULN|aFEWX
413	41123 62233	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|48CDMG|5AART|6LHND|79VULN|aBEXP
414	41123 62262	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|48CDMG|5AART|69LHND|7aVULN
415	41123 24632	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	18aTLV|2ZMB|3RCR|4aCDMG|5AART|6LWND|7BEXP|9aVULN|aBPWR
416	41123 25632	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	18aTLV|2ZMB|3RCR|4aCDMG|5AART|6LWND|7FEWX|9aVULN|aBPWR
417	41123 31132	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	1aTLV|2ZMB|3RCR|4aCDMG|5AART|6ERES|7LWND|8RMIN|9aVULN|aBPWR
418	41123 36332	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	1aTLV|2ZMB|3RCR|4aCDMG|5AART|6ERES|7RMIN|8FEWX|9aVULN|aBPWR
419	41123 36632	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	1aTLV|2ZMB|3RCR|4aCDMG|5AART|6ERES|7RMIN|8LWND|9aVULN|aBPWR
420	51361 62131	   	159.43	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1LHND|2aAART|3DMG|4LWND|5VULN|6ZMB|7RCR|8ASPD|9MLV
421	43141 11511	   	159.38	DCR|3VULN|1AART|1DMG	17TLV|2LEGI|359VULN|4AART|6DMG|8RCR|aCGEN
422	41123 14135	   	159.35	ACR|2DMG|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6aDMG|8RPLT|9ERES
423	41123 14152	   	159.35	ACR|2DMG|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|69DMG|8RPLT|aDUST
424	41123 22235	   	159.35	ACR|2VULN|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|48CDMG|5AART|6LWND|79VULN|aLSRHEA
425	41123 22636	   	159.35	ACR|2VULN|1AART|2CDMG|1ZMB	18TLV|2ZMB|3RCR|4aCDMG|5AART|6LWND|79VULN
426	41123 22652	   	159.35	ACR|2VULN|1AART|2CDMG|1ZMB	18TLV|2ZMB|3RCR|49CDMG|5AART|6LWND|7aVULN
427	41123 62235	   	159.35	ACR|2VULN|1AART|2CDMG|1ZMB	1TLV|2ZMB|3RCR|48CDMG|5AART|6LHND|79VULN|aLSRHEA
428	43141 11512	   	159.28	DCR|3VULN|1AART|1DMG	17TLV|2LEGI|359VULN|4AART|6DMG|8RCR|aDUST
429	41123 12631	   	159.26	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	17TLV|2aZMB|3RCR|4CDMG|5AART|6DMG|8AIRHEL|9VULN
430	36221 45331	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2CDMG|3DMG|4BELT|5VULN|6AART|7RCR|8DUR|9CGEN|aZMB
431	32234 43221	   	159.03	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2ERES|3LEGI|48DMG|5AART|6RCR|7VULN|9RPLT|aZMB
432	32234 43261	   	159.03	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2ERES|3LEGI|48DMG|5AART|6RCR|7VULN|9ZMB|aCGEN
433	32234 43263	   	159.03	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2ERES|3LEGI|48DMG|5AART|6RCR|7VULN|9ZMB|aLWND
434	32234 43531	   	159.03	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2ERES|3LEGI|4aDMG|5AART|6RCR|7VULN|8FEWX|9ZMB
435	41131 23363	 * 	159.02	ACR|3ZMB|1VULN|1DMG|2ASPD|2DUR	159TLV|245ZMB|3RCR|59BPWR|6VULN|79ASPD|89DUR|aDMG
436	51353 52313	 * 	158.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|29AART|3DMG|4RPLT|5RCVC|6CDMG|7ZMB|8VULN|aRCR
437	32234 43431	   	158.93	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2ERES|3LEGI|4aDMG|5AART|6RCR|7VULN|8DUST|9ZMB
438	36221 45221	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3DMG|4BELT|59VULN|6AART|7RCR|8aRCVC
439	36221 45223	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3DMG|4BELT|59VULN|6AART|7RCR|8RCVC|aBEXP
440	51233 82445	   	158.87	DCR|2AART|2DMG|1VULN	1LHND|2aAART|3MBVNT|49DMG|5DUST|6CGEN|7RCR|8VULN
441	51361 33523	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	19LHND|2AART|3DMG|4LWND|57VULN|6ERES|8RCR|aCDMG
442	36221 45222	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3DMG|4BELT|59VULN|6AART|7RCR|8RCVC|aDUST
443	51231 12828	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2AART|3MBVNT|4DMG|59VULN|6LIT|7LWND|8RCR|aCDMG
444	51312 13513	   	158.78	DCR|2DMG|1AART|1VULN|1CDMG	14LHND|2AART|36DMG|5BEXP|7TLV|8RCR|9VULN|aCDMG
445	53121 43113	   	158.70	DCR|2AART|2VULN|3ZMB	1248LHND|348ZMB|48BPWR|59AART|6RCVC|78VULN|aRCR
446	51323 13513	   	158.58	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2AART|36DMG|45DUST|7TLV|8RCR|9VULN|aCDMG
447	51326 16113	   	158.53	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2AART|3aDMG|4DUST|5BEXP|6LIT|7RCR|8VULN|9ZMB
448	51363 16113	   	158.53	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2AART|3aDMG|4LWND|5DUST|6LIT|7RCR|8VULN|9ZMB
449	21366 35323	   	158.48	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2DMSP|3AART|4SNIHEL|5RCR|6ZMB|789VULN|aDUR
450	43141 16223	   	158.46	DCR|2VULN|1AART|1DMG|2DUR	1TLV|2LEGI|35VULN|4AART|6DMG|7RCR|8aDUR|9LHND
451	51242 82448	   	158.43	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2AART|3MBVNT|4DUST|5ZMB|6CGEN|7RCR|8VULN|9aDMG
452	51321 16613	   	158.43	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2AART|3aDMG|4DUST|5VULN|6LIT|7RCR|8LEGI|9ZMB
453	32135 33353	   	158.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	15LIT|2ERES|3DUR|45DMG|5BPWR|6ZMB|7VULN|8RCR|9CGEN|aAART
454	51361 42312	   	158.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|3DMG|4LWND|58VULN|6MLV|7ZMB|9DUR|aRCR
455	25422 42232	   	158.36	DCR|2DMG|2AART|1CDMG|1ZMB	124BEXP|24BPWR|34DMG|5ZMB|6LIT|79AART|8RCR|aCDMG
456	23156 32226	   	158.30	ACR|4VULN|1DMG|1ZMB	1BEXP|2ZMB|379aVULN|4LWND|5RCR|6TLV|8DMG
457	32143 14353	   	158.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2ERES|3DUR|4VULN|5ZMB|67DMG|8RCR|9CGEN|aAART
458	51321 43262	   	158.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|3DMG|4DUST|57VULN|6MLV|8DUR|9ZMB|aRCR
459	51361 33262	   	158.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|3DMG|4LWND|57VULN|6ERES|8DUR|9ZMB|aRCR
460	51321 42612	   	158.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|3DMG|4DUST|58VULN|6MLV|7ZMB|9DUR|aRCR
461	51321 32612	   	158.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|3DMG|4DUST|58VULN|6ERES|7ZMB|9DUR|aRCR
462	51321 33262	   	158.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|3DMG|4DUST|57VULN|6ERES|8DUR|9ZMB|aRCR
463	53124 63113	   	158.10	DCR|2VULN|2AART|3ZMB	1248LHND|348ZMB|48BPWR|5RCVC|69AART|78VULN|aRCR
464	51322 33643	   	158.01	DCR|2VULN|2DMG|1AART	18LHND|2AART|38DMG|4DUST|5RPLT|6ERES|78VULN|8BPWR|9LWND|aRCR
465	51322 33653	   	158.01	DCR|2VULN|2DMG|1AART	18LHND|2AART|38DMG|4DUST|5RPLT|6ERES|78VULN|8BPWR|9BEXP|aRCR
466	41122 25132	 * 	157.83	ACR|3CDMG|1AART|1VULN|2DUR|1ZMB	1aTLV|2ZMB|3RCR|47aCDMG|5VULN|6FEWX|8aDUR|9AART|aBPWR
467	36242 12116	   	157.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2CDMG|3DMG|4DUR|58VULN|6TLV|7AART|9ERES|aRCR
468	36242 12316	   	157.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2CDMG|38DMG|4DUR|5VULN|6TLV|7AART|9ERES|aRCR
469	51231 15172	   	157.81	DCR|2VULN|2DMG|1AART	1LHND|2AART|3MBVNT|48DMG|59VULN|6LIT|7AIRHEL|aRCR
470	41133 53161	   	157.79	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1TLV|24ZMB|3RCR|5DMG|6CGEN|7DUR|8CDMG|9aVULN
471	51352 23234	   	157.76	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1LHND|27AART|3DMG|4RPLT|5DUR|6RCR|8VULN|9BEXP|aASPD
472	41122 62132	   	157.73	ACR|3CDMG|1AART|1VULN|2DUR|1ZMB	1aTLV|2ZMB|3RCR|46aCDMG|5VULN|7DUST|8aDUR|9AART|aBPWR
473	33324 53253	   	157.70	ACR|3VULN|1AART|1DMG	127LIT|3DMG|46aVULN|5RCR|8AART|9BELT
474	33324 24115	   	157.70	ACR|3VULN|1AART|1DMG	12LIT|3DMG|49aVULN|5RCR|6RMIN|7DMSP|8AART
475	41122 15423	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ZMB|3RCR|4CDMG|57VULN|6RCVC|8ASPD|9AART|aRMIN
476	41122 16422	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5aVULN|67RCVC|8ASPD|9AART
477	41131 22255	   	157.67	ACR|2VULN|3ZMB|1DMG|1ASPD	15TLV|245ZMB|3RCR|5BPWR|67VULN|8DMG|9RPLT|aASPD
478	41133 32541	   	157.67	ACR|2DMG|3ZMB|1VULN|1ASPD	17TLV|247ZMB|3RCR|57DMG|6LEGI|7BPWR|8VULN|9ASPD|aBEXP
479	41133 32543	   	157.67	ACR|2DMG|3ZMB|1VULN|1ASPD	17TLV|247ZMB|3RCR|57DMG|6LEGI|7BPWR|8VULN|9ASPD|aCGEN
480	41133 12415	   	157.67	ACR|2VULN|3ZMB|1DMG|1ASPD	1TLV|24aZMB|3RCR|5DMG|68VULN|7LWND|9ASPD
481	41133 21313	   	157.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6LWND|7MLV|8AART|9VULN|aCDMG
482	41133 23313	   	157.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6LWND|7CGEN|8AART|9VULN|aCDMG
483	41133 52313	   	157.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6CGEN|7LHND|8AART|9VULN|aCDMG
484	41133 61313	   	157.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6LHND|7MLV|8AART|9VULN|aCDMG
485	41133 63313	   	157.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6LHND|7CGEN|8AART|9VULN|aCDMG
486	33324 11115	   	157.60	ACR|3VULN|1AART|1DMG	12LIT|3DMG|49aVULN|5RCR|6DMSP|7ERES|8AART
487	33324 51113	   	157.60	ACR|3VULN|1AART|1DMG	12LIT|3DMG|469VULN|5RCR|7ERES|8AART|aCGEN
488	33324 51116	   	157.60	ACR|3VULN|1AART|1DMG	12aLIT|3DMG|469VULN|5RCR|7ERES|8AART
