0	Index      	 *	Score 	Summary	Detail	
1	22535 12622	 * 	192.74	ACR|3VULN|3DMG|1AART	1CGEN|25aDMG|367VULN|4RCR|8LWND|9AART
365	52214 11233	   	166.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2DMG|3LHND|45AART|6CDMG|7VULN|8ASPD|9RCR|aZMB
366	52214 12633	   	166.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2DMG|3LHND|45AART|6CDMG|7ASPD|8VULN|9RCR|aZMB
367	22534 34331	   	166.93	ACR|3VULN|2DMG|2ASPD	16aCGEN|28DMG|39aVULN|4RCR|5aASPD|7LEGI|aBPWR
368	65235 13231	   	166.93	ACR|3VULN|2DMG|1FLTHEA	1FEWX|28DMG|3BEXP|4RCR|567VULN|9DMSP|aFLTHEA
369	22535 12235	   	166.83	ACR|3VULN|2DMG|1CDMG	1CGEN|25DMG|367VULN|4RCR|8TLV|9LIT|aCDMG
370	65135 13231	   	166.83	ACR|3VULN|2DMG|1FLTHEA	1FEWX|28DMG|3DUST|4RCR|567VULN|9DMSP|aFLTHEA
371	22535 31236	   	166.83	ACR|3VULN|2DMG|1CDMG	1CGEN|25DMG|389VULN|4RCR|6ERES|7BEXP|aCDMG
372	52235 13236	   	166.83	ACR|3VULN|2DMG|1CDMG	1ERES|25DMG|3LHND|4RCR|689VULN|7CGEN|aCDMG
373	22511 11436	   	166.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2DMG|38VULN|4AART|5BEXP|6DUR|7ASPD|9CDMG|aRCR
374	15235 15121	 * 	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8TLV|9aZMB
375	22535 33237	   	166.73	ACR|3VULN|2DMG|1CDMG	1CGEN|25DMG|389VULN|4RCR|6ERES|7MBVNT|aCDMG
376	52535 12221	   	166.73	ACR|3VULN|2DMG|2ASPD	1ERES|25DMG|367VULN|4RCR|89ASPD|aCGEN
377	52235 52231	   	166.73	ACR|3DMG|2VULN|2ASPD	16aERES|25aDMG|3LHND|4RCR|79VULN|8aASPD|aBPWR
378	22314 32536	   	166.73	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2DMG|3MLV|458VULN|6LHND|7AART|9CDMG|aRCR
379	22114 11635	   	166.72	DCR|2AART|2VULN|1DMG|1CDMG	1CGEN|2DMG|3LWND|45AART|6CDMG|7aVULN|8MLV|9RCR
380	22512 21436	   	166.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2DMG|38VULN|4AART|5DUR|6DUST|7ASPD|9CDMG|aRCR
381	15135 15121	   	166.64	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|2DMG|3DUST|4RCR|56VULN|7AART|8TLV|9aZMB
382	52535 12223	   	166.63	ACR|3VULN|2DMG|2ASPD	1aERES|25DMG|367VULN|4RCR|89ASPD
383	52535 32222	   	166.63	ACR|3VULN|2DMG|2ASPD	16ERES|25DMG|37aVULN|4RCR|89ASPD
384	22314 12536	   	166.63	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2DMG|3MLV|458VULN|6LEGI|7AART|9CDMG|aRCR
385	22531 36226	   	166.44	ACR|3VULN|1AART|1DMG|1ASPD	157CGEN|2DMG|37aVULN|4RCR|67ERES|7BPWR|8ASPD|9AART
386	52533 13251	   	166.42	ACR|3DMG|1VULN|2CDMG|1ZMB|1SELL	1aERES|27aDMG|3VULN|4RCR|5RMIN|6ZMB|8SELL|9aCDMG|aBPWR
387	13224 36522	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2BEXP|3CDMG|4RPLT|5LIT|6RCR|7aDMG|8VULN|9AART
388	22531 15226	   	166.34	ACR|3VULN|1AART|1DMG|1ASPD	15CGEN|2DMG|36aVULN|4RCR|7TLV|8ASPD|9AART
389	22535 34222	   	166.34	ACR|3DMG|1AART|1VULN|1ASPD	1CGEN|25aDMG|3VULN|4RCR|6ERES|7DMSP|8ASPD|9AART
390	13212 41326	 * 	166.31	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2BEXP|35CDMG|4RCR|68AART|7ERES|9VULN|aDMG
391	22513 35133	   	166.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2DMG|38VULN|4AART|5MLV|6LWND|7CDMG|9RCR|aZMB
392	22513 55133	   	166.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2DMG|38VULN|4AART|5MLV|6LHND|7CDMG|9RCR|aZMB
393	22513 55333	   	166.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|28DMG|3VULN|4AART|5MLV|6LHND|7CDMG|9RCR|aZMB
394	52535 33222	   	166.24	ACR|3DMG|1AART|1VULN|1ASPD	16ERES|25aDMG|3VULN|4RCR|7CGEN|8ASPD|9AART
395	11222 15523	   	166.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	15DUR|2DUST|3CDMG|4RPLT|6RCR|7AART|8DMG|9ZMB|aVULN
396	13213 64236	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2BEXP|3CDMG|4RCR|5ERES|6AART|7FEWX|8aVULN|9DMG
397	11213 61236	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DUST|3CDMG|4RCR|5ERES|6AART|7BEXP|8aVULN|9DMG
398	13213 62236	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2BEXP|3CDMG|4RCR|5ERES|6AART|7DUST|8aVULN|9DMG
399	22533 41161	 * 	165.99	ACR|2DMG|2FLTHEA|1VULN|2ASPD|2DUR	1CGEN|2aDMG|3VULN|4RCR|57DUR|6aASPD|8FEWX|9aFLTHEA|aBPWR
400	65235 13223	   	165.89	ACR|3VULN|2DMG|1ZMB	1FEWX|28DMG|3BEXP|4RCR|567VULN|9RCVC|aZMB
401	15236 16213	   	165.89	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2DMG|3BEXP|4RCR|5DUST|6VULN|7AART|8ASPD|9CDMG|aZMB
402	65135 13223	   	165.79	ACR|3VULN|2DMG|1ZMB	1FEWX|28DMG|3DUST|4RCR|567VULN|9RCVC|aZMB
403	15312 63623	   	165.72	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	15DUR|2DMG|3CGEN|4AART|6LHND|7RCR|8VULN|9ZMB|aCDMG
404	22212 13623	   	165.72	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	1CGEN|2DMG|3LHND|4AART|56DUR|7RCR|8VULN|9ZMB|aCDMG
405	15312 63532	 * 	165.70	DCR|3DMG|2AART|2DUR	15DUR|28aDMG|3CGEN|49AART|6LHND|7RCR
406	22212 13532	   	165.70	DCR|3DMG|2AART|2DUR	1CGEN|28aDMG|3LHND|49AART|56DUR|7RCR
407	15235 15222	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8RPLT|9CGEN|aCDMG
408	22233 35364	 * 	165.63	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1CGEN|2DMG|3LHND|4RCR|5DUR|6BEXP|7AART|8aVULN|9FLTHEA
409	22533 35163	   	165.63	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1CGEN|2DMG|3aVULN|4RCR|5DUR|6BEXP|7AART|8FEWX|9FLTHEA
410	52212 13623	   	165.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|2DMG|3LHND|4AART|56DUR|7RCR|8VULN|9ZMB|aCDMG
411	15335 32111	   	165.62	ACR|3DMG|2VULN|2DUR	1aDUR|25aDMG|38CGEN|4RCR|6TLV|7DMSP|9aVULN|aBPWR
412	52212 13532	   	165.60	DCR|3DMG|2AART|2DUR	1ERES|28aDMG|3LHND|49AART|56DUR|7RCR
413	15135 15222	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3DUST|4RCR|56VULN|7AART|8RPLT|9CGEN|aCDMG
414	15235 15111	   	165.53	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8TLV|9FLTHEA|aLWND
415	15235 11321	   	165.52	ACR|3VULN|2DMG|2DUR	17DUR|28DMG|3BEXP|4RCR|56aVULN|9BELT
416	15235 11332	   	165.52	ACR|3VULN|2DMG|2DUR	17DUR|28DMG|3BEXP|4RCR|569VULN|aFEWX
417	15335 12331	   	165.52	ACR|3DMG|2VULN|2DUR	1aDUR|25aDMG|3CGEN|4RCR|69VULN|7DMSP|8aERES|aBPWR
418	15335 13331	   	165.52	ACR|3DMG|2VULN|2DUR	1aDUR|25aDMG|37CGEN|4RCR|69VULN|8aERES|aBPWR
419	15535 11221	   	165.52	ACR|3VULN|2DMG|2DUR	17DUR|28DMG|3FEWX|4RCR|56aVULN|9BELT
420	15535 11232	   	165.52	ACR|3VULN|2DMG|2DUR	17DUR|28DMG|3aFEWX|4RCR|569VULN
421	15535 11233	   	165.52	ACR|3VULN|2DMG|2DUR	17DUR|28DMG|3FEWX|4RCR|569VULN|aLWND
422	52532 21231	   	165.52	ACR|3VULN|2DMG|2DUR	1aERES|2aDMG|389VULN|4RCR|57DUR|6aCGEN|aBPWR
423	15235 62333	   	165.52	ACR|3VULN|2DMG|2DUR	16DUR|28DMG|3BEXP|4RCR|59aVULN|7DMSP
424	61212 42523	 * 	165.51	ACR|2VULN|1AART|1DMG|2CDMG	1FEWX|2DUST|35CDMG|4RCR|6AART|7DMSP|8DMG|9aVULN
425	15154 23211	   	165.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19DUR|2DMG|3DUST|4aVULN|5LIT|6RCR|7ASPD|8AART
426	15135 15111	   	165.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2DMG|3DUST|4RCR|56VULN|7AART|8TLV|9FLTHEA|aLWND
427	15235 15112	   	165.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8TLV|9FLTHEA|aDUST
428	15235 15113	   	165.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8TLV|9FLTHEA|aERES
429	15131 25533	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|28DMG|3DUST|4RCR|5RMIN|6ERES|7AART|9CDMG|aVULN
430	15131 35533	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|28DMG|3DUST|4RCR|5RMIN|6TLV|7AART|9CDMG|aVULN
431	16235 15333	   	165.42	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|56VULN|7AART|8RCVC|9CDMG|aZMB
432	12212 23126	   	165.42	ACR|2DMG|3CDMG|1VULN|2DUR|1ASPD	1aDUR|29LWND|35aCDMG|4RCR|6VULN|7ASPD|8aDMG|aBPWR
433	15135 11321	   	165.42	ACR|3VULN|2DMG|2DUR	17DUR|28DMG|3DUST|4RCR|56aVULN|9BELT
434	15135 11332	   	165.42	ACR|3VULN|2DMG|2DUR	17DUR|28DMG|3DUST|4RCR|569VULN|aFEWX
435	15135 11336	   	165.42	ACR|3VULN|2DMG|2DUR	17DUR|28DMG|3DUST|4RCR|569VULN|aCGEN
436	15135 62333	   	165.42	ACR|3VULN|2DMG|2DUR	16DUR|28DMG|3DUST|4RCR|59aVULN|7DMSP
437	15235 11334	   	165.42	ACR|3VULN|2DMG|2DUR	17DUR|28DMG|3BEXP|4RCR|569VULN|aDUST
438	52532 32322	   	165.42	ACR|3VULN|2DMG|2DUR	18aERES|26DMG|39aVULN|4RCR|5aDUR|7DMSP|aBPWR
439	15314 12422	   	165.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3CGEN|45AART|6CDMG|7ASPD|8RCR|9VULN|aRPLT
440	16235 22633	   	165.39	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|5VULN|6CDMG|7LHND|8AART|9DMG|aZMB
441	15135 15113	   	165.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2DMG|3DUST|4RCR|56VULN|7AART|8TLV|9FLTHEA|aERES
442	15135 11334	   	165.32	ACR|3VULN|2DMG|2DUR	17DUR|28DMG|3aDUST|4RCR|569VULN
443	15314 12421	   	165.31	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3CGEN|45AART|6CDMG|7ASPD|8RCR|9VULN|aDUST
444	15235 13142	   	165.16	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|29DMG|3BEXP|4RCR|56VULN|7CDMG|8ASPD|aRMIN
445	15235 13143	   	165.16	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|29DMG|3aBEXP|4RCR|56VULN|7CDMG|8ASPD
446	16235 13142	   	165.16	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|56VULN|7CDMG|89DMG|aRMIN
447	16235 13143	   	165.16	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3aBEXP|4RCR|56VULN|7CDMG|89DMG
448	22533 33366	   	165.16	ACR|2VULN|2DMG|1FLTHEA|1ASPD|1DUR	1CGEN|2aDMG|38VULN|4RCR|5DUR|6BEXP|7ASPD|9FLTHEA
449	22533 42336	   	165.16	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CGEN|28DMG|39VULN|4RCR|5DUR|6ASPD|7DMSP|aCDMG
450	15135 13142	   	165.06	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|29DMG|3DUST|4RCR|56VULN|7CDMG|8ASPD|aRMIN
451	15135 13143	   	165.06	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|29DMG|3DUST|4RCR|56VULN|7CDMG|8ASPD|aBEXP
452	15235 13141	   	165.06	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|29DMG|3BEXP|4RCR|56VULN|7CDMG|8ASPD|aMBVNT
453	15235 24223	   	165.06	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1DUR|29DMG|3BEXP|4RCR|5aVULN|6CDMG|7AIRHEA|8ASPD
454	16135 13142	   	165.06	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3DUST|4RCR|56VULN|7CDMG|89DMG|aRMIN
455	16135 13143	   	165.06	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3DUST|4RCR|56VULN|7CDMG|89DMG|aBEXP
456	16235 13141	   	165.06	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|56VULN|7CDMG|89DMG|aMBVNT
457	15235 21153	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3BEXP|4RCR|5aVULN|6CDMG|7CGEN|8AART|9MLV
458	15235 22631	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|29DMG|3BEXP|4RCR|5VULN|6CDMG|7LHND|8AART|aCGEN
459	15235 22632	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|29DMG|3BEXP|4RCR|5VULN|6CDMG|7aLHND|8AART
460	15235 22633	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|29DMG|3BEXP|4RCR|5VULN|6CDMG|7LHND|8AART|aMLV
461	22533 34153	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DMG|3aVULN|4RCR|5DUR|6BEXP|7CDMG|8AART|9MLV
462	15312 15326	   	165.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	15DUR|28DMG|3CGEN|4AART|6CDMG|7TLV|9VULN|aRCR
463	63531 13253	   	164.98	ACR|4VULN|2DMG	1FEWX|2BEXP|367aVULN|4MLV|5RCR|89DMG
464	15135 24223	   	164.96	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1DUR|29DMG|3DUST|4RCR|5aVULN|6CDMG|7AIRHEA|8ASPD
465	15135 13141	   	164.96	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|29DMG|3DUST|4RCR|56VULN|7CDMG|8ASPD|aMBVNT
466	16135 13141	   	164.96	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3DUST|4RCR|56VULN|7CDMG|89DMG|aMBVNT
467	15135 21153	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3DUST|4RCR|5aVULN|6CDMG|7CGEN|8AART|9MLV
468	12213 33636	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|3CDMG|4RCR|5ERES|6aVULN|7BEXP|8AART|9DMG
469	13213 32636	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2BEXP|3CDMG|4RCR|5ERES|6aVULN|7LHND|8AART|9DMG
470	15235 21114	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3BEXP|4RCR|5aVULN|6CDMG|7CGEN|8AART|9LSRHEA
471	22533 34114	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DMG|3aVULN|4RCR|5DUR|6BEXP|7CDMG|8AART|9LSRHEA
472	15235 15321	   	164.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3aBEXP|4RCR|56VULN|7AART|8RCVC|9ZMB
473	15235 15323	   	164.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8RCVC|9ZMB|aLIT
474	61531 13253	   	164.88	ACR|4VULN|2DMG	1FEWX|2DUST|367aVULN|4MLV|5RCR|89DMG
475	13326 16624	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|23BEXP|4MBVNT|58DMG|6RCR|7AART|9ZMB|aVULN
476	13363 16624	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|23BEXP|48DMG|5MBVNT|6RCR|7AART|9ZMB|aVULN
477	15213 16624	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|28DMG|3BEXP|4DMSP|5MBVNT|6RCR|7AART|9ZMB|aVULN
478	15135 21114	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3DUST|4RCR|5aVULN|6CDMG|7CGEN|8AART|9LSRHEA
479	22212 63536	   	164.81	DCR|2AART|2DMG|1VULN|1DUR	1CGEN|28DMG|36LHND|49AART|5DUR|7RCR|aVULN
480	15135 15321	   	164.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3DUST|4RCR|56VULN|7AART|8RCVC|9ZMB|aBEXP
481	15135 15323	   	164.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3DUST|4RCR|56VULN|7AART|8RCVC|9ZMB|aRPLT
482	15235 15322	   	164.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8RCVC|9ZMB|aMBVNT
483	22533 35216	 * 	164.79	ACR|2AART|1DMG|1VULN|1FLTHEA|2DUR	1CGEN|2DMG|3VULN|4RCR|5aDUR|6BEXP|78AART|9FLTHEA
484	15113 16624	   	164.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|28DMG|3DUST|4DMSP|5MBVNT|6RCR|7AART|9ZMB|aVULN
485	15533 11216	   	164.67	ACR|2VULN|2DMG|2ZMB|2DUR|1SELL	1aDUR|2aDMG|35FEWX|4RCR|67ZMB|8SELL|9aVULN|aBPWR
486	22512 33421	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DMG|38VULN|4AART|5DUR|6MLV|7RCR|9BEXP|aZMB
487	22512 33431	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DMG|38VULN|4AART|5DUR|6MLV|7RCR|9FEWX|aZMB
488	22512 33461	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DMG|38VULN|4AART|5DUR|6MLV|7RCR|9LHND|aZMB
489	22513 13421	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DMG|38VULN|4AART|5MLV|6DUR|7RCR|9BEXP|aZMB
490	22513 13431	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DMG|38VULN|4AART|5MLV|6DUR|7RCR|9FEWX|aZMB
491	22513 13461	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DMG|38VULN|4AART|5MLV|6DUR|7RCR|9LHND|aZMB
492	15235 24332	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3BEXP|4RCR|5aVULN|6CDMG|7AIRHEA|8LHND|9AART
493	22535 14132	   	164.29	ACR|3VULN|2DMG|1ZMB	1CGEN|25DMG|369VULN|4RCR|7BEXP|8LHND|aZMB
494	22235 14153	   	164.29	ACR|3DMG|2VULN|1ZMB	1CGEN|259DMG|3LHND|4RCR|68VULN|7MGNSTR|aZMB
495	22235 14333	   	164.29	ACR|3DMG|2VULN|1ZMB	1CGEN|258DMG|3LHND|4RCR|69VULN|7MGNSTR|aZMB
496	22535 24333	   	164.29	ACR|3DMG|2VULN|1ZMB	1CGEN|258DMG|39VULN|4RCR|6LHND|7MGNSTR|aZMB
497	65235 13233	   	164.29	ACR|3VULN|2DMG|1ZMB	1FEWX|28DMG|3BEXP|4RCR|567VULN|9DMSP|aZMB
498	22512 33416	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DMG|38VULN|4AART|5DUR|6MLV|7RCR|9SNIHEL|aZMB
499	22513 13416	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DMG|38VULN|4AART|5MLV|6DUR|7RCR|9SNIHEL|aZMB
500	15135 24332	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3DUST|4RCR|5aVULN|6CDMG|7AIRHEA|8LHND|9AART
501	22214 15326	   	164.22	DCR|2AART|2DMG|1VULN|1CDMG	1CGEN|28DMG|3LHND|45AART|6CDMG|7TLV|9VULN|aRCR
502	22533 43438	 * 	164.19	ACR|2DMG|1AART|1VULN|2ASPD|1DUR|1SELL	1aCGEN|2aDMG|3VULN|4RCR|5DUR|6aASPD|7MBVNT|8SELL|9AART|aBPWR
503	22235 11312	   	164.19	ACR|3DMG|2VULN|1ZMB	1CGEN|258DMG|3LHND|4RCR|6aVULN|7ZMB|9ERES
504	22535 21312	   	164.19	ACR|3DMG|2VULN|1ZMB	1CGEN|258DMG|3aVULN|4RCR|6LHND|7ZMB|9ERES
505	65135 13233	   	164.19	ACR|3VULN|2DMG|1ZMB	1FEWX|28DMG|3DUST|4RCR|567VULN|9DMSP|aZMB
506	52235 14333	   	164.19	ACR|3DMG|2VULN|1ZMB	1ERES|258DMG|3LHND|4RCR|69VULN|7MGNSTR|aZMB
507	52531 11631	 * 	164.10	ACR|3VULN|1DMG|2ZMB|2ASPD	1aERES|2DMG|39aVULN|4RCR|5CGEN|67ZMB|8aASPD|aBPWR
508	52533 13326	   	164.09	ACR|3VULN|2DMG|1ZMB	18ERES|27DMG|39aVULN|4RCR|5RMIN|6ZMB
509	22155 12522	   	164.08	DCR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3LWND|4FEWX|6VULN|7AART|9ZMB|aRCR
510	22255 12522	   	164.08	DCR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3LHND|4FEWX|6VULN|7AART|9ZMB|aRCR
511	22625 12522	   	164.08	DCR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3FEWX|4LWND|6VULN|7AART|9ZMB|aRCR
512	12213 63536	 * 	164.07	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	178DUR|2LWND|38CDMG|4RCR|58ERES|6AART|8BPWR|9DMG|aVULN
513	52633 13216	   	164.04	ACR|3DMG|2VULN|1ZMB|1SELL	1aERES|27aDMG|3FEWX|4RCR|5RMIN|6ZMB|8SELL|9aVULN|aBPWR
514	12211 66135	   	164.03	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3CDMG|4RCR|5CGEN|6AART|7RCVC|89aVULN
515	52533 11322	 * 	163.98	ACR|3VULN|3ZMB|1DMG	18aERES|2DMG|39aVULN|4RCR|5RMIN|67aZMB|aBPWR
516	12222 15523	   	163.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|3CDMG|4RPLT|5RCVC|6RCR|7AART|8DMG|9ZMB|aVULN
517	11533 31661	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2DUST|38VULN|4BEXP|5CDMG|7DMG|9RCR|aAART
518	11534 13261	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUR|2DUST|36VULN|4BEXP|5DMG|7CDMG|9RCR|aAART
519	13521 13112	   	163.77	ACR|3VULN|2ASPD|1CDMG|2DUR|1ZMB	19DUR|2BEXP|369VULN|4TLV|5RCR|7CDMG|89ASPD|9BPWR|aZMB
520	22533 34141	   	163.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CGEN|2DMG|3VULN|4RCR|59DUR|6BEXP|7CDMG|8AART|aZMB
521	15235 21141	   	163.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2DMG|3BEXP|4RCR|5VULN|6CDMG|7CGEN|8AART|aZMB
522	15331 33436	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|35CGEN|4RCR|6TLV|7CDMG|89VULN|aAART
523	15335 33423	   	163.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|25DMG|3CGEN|4RCR|6TLV|7CDMG|8VULN|9LIT|aAART
524	11212 41323	 * 	163.73	ACR|2VULN|2AART|2CDMG|1DUR	1DUR|2DUST|35CDMG|4RCR|68AART|7ERES|9aVULN
525	11212 45323	   	163.73	ACR|2VULN|2AART|2CDMG|1DUR	1DUR|2DUST|35CDMG|4RCR|68AART|7TLV|9aVULN
526	13215 21533	   	163.71	ACR|2VULN|2DMG|1CDMG|2DUR	18DUR|268BEXP|3CDMG|4RCR|5FEWX|78DMG|8BPWR|9aVULN
527	16233 13331	   	163.67	ACR|4VULN|1DMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|5FEWX|679aVULN|8DMG
528	16235 12335	   	163.67	ACR|4VULN|1DMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|569aVULN|7DMSP|8DMG
529	16235 16331	   	163.67	ACR|4VULN|1DMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|569aVULN|7FEWX|8DMG
530	66232 13331	   	163.67	ACR|4VULN|1DMG|1ASPD|1DUR	1FEWX|2ASPD|3BEXP|4RCR|5DUR|679aVULN|8DMG
