0	Index      	 *	Score 	Summary	Detail	
1	42211 53353	 * 	232.43	DCR|3ASPD|2VULN|2DMG|1AART	19DMG|28VULN|3AART|49aASPD|5BELT|6RCR|79DUST|9BPWR
340	31263 34242	   	203.91	DCR|3VULN|2ASPD|1CDMG|2DUR	19DUR|2AELBLL|39ASPD|4CDMG|5AME|689VULN|7RCR|9BPWR|aLHND
341	62133 26126	   	203.86	DCR|2VULN|1MDPS|2ASPD|1AART|1ZMB|1DUR	16VULN|23ASPD|4AME|5AART|7ZMB|8DUR|9RCR|aMDPS
342	42234 45226	   	203.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9AME|aASPD
343	42234 45236	   	203.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9CGEN|aASPD
344	42234 45261	   	203.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9LWND|aASPD
345	42234 45281	   	203.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9FEWX|aASPD
346	31263 34241	   	203.81	DCR|3VULN|2ASPD|1CDMG|2DUR	19DUR|2AELBLL|39ASPD|4CDMG|5AME|689VULN|7RCR|9BPWR|aTLV
347	42211 52531	   	203.78	DCR|2VULN|2AART|1ASPD|1DMG	1DMG|29VULN|38AART|4ASPD|5BELT|6RCR|7LHND|aRMIN
348	42211 52533	   	203.78	DCR|2VULN|2AART|1ASPD|1DMG	1DMG|29VULN|38AART|4ASPD|5BELT|6RCR|7LHND|aFEWX
349	42211 56131	   	203.78	DCR|2VULN|2AART|1ASPD|1DMG	1DMG|29VULN|37AART|4ASPD|5BELT|6RCR|8LWND|aRMIN
350	42211 56133	   	203.78	DCR|2VULN|2AART|1ASPD|1DMG	1DMG|29VULN|37AART|4ASPD|5BELT|6RCR|8LWND|aFEWX
351	42234 41512	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMG|28VULN|3AART|4MBVNT|5CDMG|6RCR|7AAC|9ASPD|aRPLT
352	42234 41513	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMG|28VULN|3AART|4MBVNT|5CDMG|6RCR|7AAC|9ASPD|aCGEN
353	42234 41514	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMG|28VULN|3AART|4MBVNT|5CDMG|6RCR|7AAC|9ASPD|aAME
354	42234 41531	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMG|28VULN|3AART|4MBVNT|5CDMG|6RCR|7AAC|9CGEN|aASPD
355	42234 41551	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMG|28VULN|3AART|4MBVNT|5CDMG|6RCR|7AAC|9MLV|aASPD
356	42234 45241	   	203.75	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9NUKE|aERES
357	42234 45242	   	203.75	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9NUKE|aLWND
358	42234 45243	   	203.75	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9NUKE|aDUST
359	42234 45244	   	203.75	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1MSE	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9NUKE|aMSE
360	42234 45245	   	203.75	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9NUKE|aRCVC
361	42234 45246	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9NUKE|aASPD
362	42234 45247	   	203.75	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8AELBLL|9NUKE|aBEXP
363	42234 45312	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9ASPD|aRPLT
364	42234 45313	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9ASPD|aCGEN
365	42234 45314	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9ASPD|aAME
366	42234 45331	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9CGEN|aASPD
367	42234 45351	   	203.75	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9MLV|aASPD
368	41111 52316	   	203.68	DCR|2VULN|2AART|1ASPD|1DMG	1DMG|2DUST|3ASPD|4BELT|59AART|6RCR|7LHND|8aVULN
369	42211 52532	   	203.68	DCR|2VULN|2AART|1ASPD|1DMG	1DMG|29VULN|38AART|4ASPD|5BELT|6RCR|7LHND|aDUST
370	42211 56132	   	203.68	DCR|2VULN|2AART|1ASPD|1DMG	1DMG|29VULN|37AART|4ASPD|5BELT|6RCR|8LWND|aDUST
371	33212 31214	   	203.66	DCR|2VULN|2ASPD|1AART|1CDMG|2DUR	17DUR|26ERES|3AART|47ASPD|57VULN|7BPWR|8CGEN|9CDMG|aRCR
372	33216 21214	   	203.66	DCR|2VULN|2ASPD|1AART|1CDMG|2DUR	17DUR|25ERES|3AART|47ASPD|67VULN|7BPWR|8CGEN|9CDMG|aRCR
373	42234 41521	   	203.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMG|28VULN|3AART|4MBVNT|5CDMG|6RCR|7AAC|9ERES|aASPD
374	42234 41571	   	203.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMG|28VULN|3AART|4MBVNT|5CDMG|6RCR|7AAC|9TLV|aASPD
375	42234 44221	   	203.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|28VULN|3AART|4MBVNT|5CDMG|6RCR|79DUST|aASPD
376	42234 45321	   	203.65	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9ERES|aASPD
377	42234 45322	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9ERES|aFEWX
378	42234 45323	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9ERES|aTLV
379	42234 45324	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9ERES|aDUST
380	42234 45325	   	203.65	DCR|3VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27aVULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9ERES
381	42234 45326	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1ZMB	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9ERES|aZMB
382	42234 45327	   	203.65	DCR|2VULN|2AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3aAART|4MBVNT|5CDMG|6RCR|8NUKE|9ERES
383	42234 45328	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9ERES|aCGEN
384	42234 45332	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9CGEN|aFEWX
385	42234 45333	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9CGEN|aTLV
386	42234 45334	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9CGEN|aDUST
387	42234 45335	   	203.65	DCR|3VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27aVULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9CGEN
388	42234 45336	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1ZMB	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9CGEN|aZMB
389	42234 45337	   	203.65	DCR|2VULN|2AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3aAART|4MBVNT|5CDMG|6RCR|8NUKE|9CGEN
390	42234 45338	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9aCGEN
391	42234 45341	   	203.65	DCR|3VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27aVULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9LIT
392	42234 45342	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9LIT|aAME
393	42234 45343	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9LIT|aRMIN
394	42234 45344	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9LIT|aLHND
395	42234 45345	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9aLIT
396	42234 45346	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1MSE	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9LIT|aMSE
397	42234 45347	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9LIT|aLWND
398	42234 45348	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9LIT|aBEXP
399	42234 45352	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9MLV|aFEWX
400	42234 45353	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9MLV|aTLV
401	42234 45354	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9MLV|aDUST
402	42234 45361	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9BEXP|aFEWX
403	42234 45362	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9BEXP|aLHND
404	42234 45363	   	203.65	DCR|2VULN|2AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3aAART|4MBVNT|5CDMG|6RCR|8NUKE|9BEXP
405	42234 45364	   	203.65	DCR|3VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27aVULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9BEXP
406	42234 45371	   	203.65	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9TLV|aASPD
407	42234 45372	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9TLV|aFEWX
408	42234 45373	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9aTLV
409	42234 45374	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9TLV|aAELBLL
410	42234 45381	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1MSE	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9MSE|aFEWX
411	42234 45382	   	203.65	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1MSE	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9MSE|aLHND
412	42234 45383	   	203.65	DCR|2VULN|2AART|1DMG|1NUKE|1CDMG|1MSE	1DMG|27VULN|3aAART|4MBVNT|5CDMG|6RCR|8NUKE|9MSE
413	42234 45384	   	203.65	DCR|3VULN|1AART|1DMG|1NUKE|1CDMG|1MSE	1DMG|27aVULN|3AART|4MBVNT|5CDMG|6RCR|8NUKE|9MSE
414	42242 24131	   	203.62	DCR|4VULN|1AART|1DMG|1DUR	1DMG|2568VULN|3AART|47CGEN|9RCR|aDUR
415	66223 24131	   	203.62	DCR|4VULN|1AART|1ASPD|1DUR	1268VULN|3ASPD|47CGEN|5AART|9RCR|aDUR
416	42252 13431	   	203.52	DCR|4VULN|1AART|1DMG|1DUR	1DMG|2578VULN|3AART|4AME|6MBVNT|9RCR|aDUR
417	66233 13431	   	203.52	DCR|4VULN|1AART|1ASPD|1DUR	1278VULN|3ASPD|4AME|5AART|6MBVNT|9RCR|aDUR
418	42222 13431	   	203.42	DCR|4VULN|1AART|1DMG|1DUR	1DMG|2578VULN|3AART|4ERES|6MBVNT|9RCR|aDUR
419	42122 36622	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	19DMG|2aVULN|3ASPD|4LWND|5LIT|6FEWX|7RCR|8AART
420	62222 36622	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|2ASPD|39DMG|4LWND|5LIT|6FEWX|7RCR|8AART
421	45213 84214	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2FEWX|3AART|4ASPD|5MBVNT|6aVULN|7RCR|9LHND
422	41213 64244	   	203.09	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2DUST|3AART|4ASPD|5MBVNT|6LWND|7RCR|9aVULN
423	41213 84214	   	203.09	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2DUST|3AART|4ASPD|5MBVNT|6aVULN|7RCR|9LHND
424	41213 84224	   	203.09	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2DUST|3AART|4ASPD|5MBVNT|6aVULN|7RCR|9FEWX
425	41213 84234	   	203.09	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2DUST|3AART|4ASPD|5MBVNT|6aVULN|7RCR|9LWND
426	42221 63316	   	202.97	DCR|2AART|1VULN|2CDMG|1ASPD|1DMG	1DMG|2VULN|3aAART|4ERES|5FEWX|67CDMG|8RCR|9ASPD
427	42234 48318	   	202.85	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC|1ZMB	1DMG|2VULN|3AART|4MBVNT|58CDMG|6RCR|7ZMB|9ASPD|aAAC
428	42142 33332	   	202.76	DCR|3ASPD|2VULN|2DMG	17DMG|25VULN|347ASPD|67CGEN|7BPWR|8MBVNT|9RCR|aLIT
429	42142 33334	   	202.76	DCR|3ASPD|2VULN|2DMG	17DMG|25VULN|347ASPD|67CGEN|7BPWR|8MBVNT|9RCR|aRMIN
430	42142 33336	   	202.76	DCR|3ASPD|2VULN|2DMG	17DMG|25VULN|347ASPD|67CGEN|7BPWR|8MBVNT|9RCR|aLWND
431	42142 33337	   	202.76	DCR|3ASPD|2VULN|2DMG	17DMG|25VULN|347ASPD|67CGEN|7BPWR|8MBVNT|9RCR|aBEXP
432	42142 33338	   	202.76	DCR|3ASPD|2VULN|2DMG	17DMG|25VULN|347ASPD|67CGEN|7BPWR|8MBVNT|9RCR|aRPLT
433	42142 33331	   	202.66	DCR|3ASPD|2VULN|2DMG	17DMG|25VULN|347ASPD|67CGEN|7BPWR|8MBVNT|9RCR|aERES
