0	Index      	 *	Score 	Summary	Detail	Bounty	
1	13142 43531	 * 	271.14	橙4易伤2等级2时间	1挖青2a等级3平台467a易伤5额外掉落8核9a时间a序列升级	6
409	52162 12261	   	246.01	橙3易伤1等级1伤害1时间1全技能	1低血量敌人2全技能3时间489易伤5伤害6赏金邻近7等级a核	5
410	12214 23161	   	246.00	橙3易伤2伤害1等级	1挖青236易伤4等级5雷电7敌人爆炸8a伤害9核	10
411	21242 13332	   	245.93	橙3易伤2时间1等级2雷电	19最后敌人239易伤46时间5掉矿79雷电8核9序列升级a等级	6
412	12213 61162	   	245.91	橙3易伤1等级1伤害1时间1全技能	1挖青23a易伤4等级5双倍物品6全技能7时间8伤害9核	9
413	31354 22135	   	245.91	橙3易伤1等级1伤害1时间1全技能	1掉矿256易伤3时间4全技能7伤害8核9赏金邻近a等级	1
414	32354 22135	   	245.91	橙3易伤1等级1伤害1时间1全技能	1掉矿256易伤3时间4全技能7伤害8核9赏金邻近a等级	2
415	12243 12433	 * 	245.88	橙4易伤2时间2暴击	1挖青239a易伤4a时间5基地爆炸6低血量敌人7核8a暴击a序列升级	5
416	12243 36433	   	245.88	橙4易伤2时间2暴击	1挖青239a易伤4a时间5基地爆炸6敌人爆炸7核8a暴击a序列升级	7
417	12245 12433	   	245.88	橙4易伤2时间2暴击	1挖青239a易伤4a时间5敌人爆炸6低血量敌人7核8a暴击a序列升级	5
418	15215 12433	   	245.88	橙4易伤2时间2暴击	1挖青2a时间359a易伤4敌人爆炸6低血量敌人7核8a暴击a序列升级	4
419	15235 12433	   	245.88	橙4易伤2时间2暴击	1挖青2a时间359a易伤4基地爆炸6低血量敌人7核8a暴击a序列升级	3
420	12323 55231	   	245.86	橙2易伤2等级2伤害1暴击	1挖青2a易伤3敌人爆炸4a等级5暴击6额外掉落7策反8核9a伤害a序列升级	7
421	12323 55631	   	245.86	橙2易伤2等级2伤害1暴击	1挖青2a易伤3敌人爆炸4a等级5暴击6额外掉落7策反8核9a伤害a序列升级	8
422	12162 55231	   	245.86	橙2易伤2等级2伤害1暴击	1挖青2a易伤3暴击4a等级5基地爆炸6额外掉落7策反8核9a伤害a序列升级	7
423	12211 54332	   	245.83	橙3易伤2时间1等级2雷电	1挖青269易伤3掉矿4立即金币59雷电79时间8核9序列升级a等级	2
424	12111 31233	   	245.78	橙4易伤2时间2暴击	1挖青289a易伤3a暴击4挖尘5低血量敌人6a时间7核a序列升级	8
425	12111 31243	   	245.78	橙4易伤2时间2暴击	1挖青289a易伤3a暴击4挖尘5低血量敌人6a时间7核a序列升级	9
426	12111 31333	   	245.78	橙4易伤2时间2暴击	1挖青289a易伤3a暴击4挖尘5低血量敌人6a时间7核a序列升级	7
427	12243 52433	   	245.78	橙4易伤2时间2暴击	1挖青239a易伤4a时间5基地爆炸6挖尘7核8a暴击a序列升级	5
428	12244 12433	   	245.78	橙4易伤2时间2暴击	1挖青239a易伤4a时间5挖尘6低血量敌人7核8a暴击a序列升级	4
429	21221 58325	 * 	245.78	橙4易伤2时间1伤害	1最后敌人2379易伤46时间5加一8伤害a核	3
430	12124 22416	   	245.76	橙2易伤2等级2伤害1暴击	1挖青28易伤3暴击48伤害5矿等6掉矿78等级8序列升级9最后敌人a核	10
431	12124 22436	   	245.76	橙2易伤2等级2伤害1暴击	1挖青28易伤3暴击48伤害5矿等6掉矿78等级8序列升级9低血量敌人a核	10
432	51252 63311	   	245.75	橙4易伤1等级1时间	1低血量敌人2389易伤4随机矿5等级6核7时间a攻速	10
433	51252 63312	   	245.75	橙4易伤1等级1时间	1低血量敌人2389易伤4随机矿5等级6核7时间a雷电	10
434	51252 63332	   	245.75	橙4易伤1等级1时间	1低血量敌人238a易伤4随机矿5等级6核7时间9雷电	8
435	12251 34332	   	245.73	橙3易伤2时间1等级2雷电	1挖青239易伤46掉矿59雷电79时间8核9序列升级a等级	3
436	12163 34424	   	245.66	橙2易伤2等级2伤害1暴击	1挖青2a易伤3暴击4a等级5加一6随机矿7赏金邻近8a伤害9核a序列升级	5
437	23515 63322	   	245.56	橙2易伤2等级2时间1伤害	1a最后敌人27时间3立即金币4a等级5矿等6核8伤害9a易伤a序列升级	7
438	21216 65112	   	245.46	橙2易伤2等级2时间1伤害	19最后敌人23易伤49等级5敌人爆炸6核7掉矿89时间9序列升级a伤害	10
439	26614 31131	   	245.36	橙3易伤2等级1时间1全技能	149最后敌人2平台349易伤49序列升级5时间6全技能7低血量敌人89等级a核	6
440	26614 33131	   	245.36	橙3易伤2等级1时间1全技能	149最后敌人2平台349易伤49序列升级5时间6全技能7低血量敌人89等级a核	7
441	13268 17341	   	245.36	橙2易伤2等级2时间1伤害	1挖青27等级39双倍矿4加一57易伤67时间7序列升级8伤害a核	9
442	13344 63322	   	245.26	橙2易伤2等级2时间1伤害	1挖青2a等级3a掉矿47时间5立即金币6核8伤害9a易伤a序列升级	7
443	21163 36421	   	245.26	橙3易伤2等级3暴击	18最后敌人278易伤356暴击48等级8序列升级9核a双倍物品	4
444	13342 63322	   	245.16	橙2易伤2等级2时间1伤害	1挖青2a等级35a掉矿47时间6核8伤害9a易伤a序列升级	7
445	13342 63522	   	245.16	橙2易伤2等级2时间1伤害	1挖青2a等级35a掉矿47时间6核8伤害9a易伤a序列升级	8
446	13343 15432	   	245.16	橙2易伤2等级2时间1伤害	1挖青2a等级39a掉矿46时间5伤害7核8a易伤a序列升级	9
447	13343 62622	 * 	245.16	橙2易伤3等级2时间1伤害	1挖青27a等级3a掉矿48时间5伤害6核9a易伤a序列升级	6
448	13343 65222	   	245.16	橙2易伤2等级2时间1伤害	1挖青2a等级37a掉矿48时间5伤害6核9a易伤a序列升级	8
449	12163 35522	   	245.16	橙3易伤2等级3暴击	1挖青28a易伤356暴击48等级7核8序列升级9最后敌人	4
450	12211 41526	   	245.16	橙3易伤2等级3暴击	1挖青238易伤48等级5平台68a暴击7加一8序列升级9核	7
451	51232 13562	   	245.06	橙3易伤2等级1时间1全技能	1低血量敌人237易伤4立即金币5全技能6时间8a等级9核	9
452	35384 28111	   	244.86	橙3易伤2等级1时间1全技能	17掉矿2加一3时间478易伤5赏金邻近67等级7序列升级9全技能a核	2
453	23126 51251	   	244.80	橙2易伤3时间2伤害1暴击	19最后敌人267时间3暴击49伤害59易伤8核9序列升级a基地爆炸	7
454	12123 35872	   	244.80	橙2易伤3伤害3暴击1时间	1挖青29易伤389暴击469伤害5加一7核9序列升级a时间	10
455	12123 38356	   	244.80	橙2易伤3伤害3暴击1时间	1挖青28易伤378暴击468伤害5加一8序列升级9时间a核	10
456	12126 61325	 * 	244.80	橙3易伤2时间1伤害2暴击	1挖青258易伤38暴击4伤害6挖尘78时间8序列升级9最后敌人a核	10
457	23265 21631	   	244.76	橙3易伤1等级1伤害1时间	1最后敌人2时间39a易伤4伤害5平台6雷电7等级8核	10
458	22553 52122	   	244.72	橙3易伤1等级1伤害2雷电1全技能	1最后敌人2全技能38雷电479易伤5伤害6核a等级	2
459	23126 51253	   	244.70	橙2易伤3时间2伤害1暴击	19最后敌人267时间3暴击49伤害59易伤8核9序列升级a掉矿	7
460	21213 22155	   	244.66	橙3易伤1等级1伤害1时间	1最后敌人236易伤4等级5双倍物品7伤害8核9雷电a时间	5
461	51213 22155	   	244.66	橙3易伤1等级1伤害1时间	1低血量敌人236易伤4等级5双倍物品7伤害8核9雷电a时间	5
462	23212 32414	   	244.62	橙2易伤2等级1伤害1时间1暴击	168最后敌人2时间38易伤4敌人爆炸5伤害78等级8序列升级9暴击a核	5
463	23242 32414	   	244.62	橙2易伤2等级1伤害1时间1暴击	168最后敌人2时间38易伤4低血量敌人5伤害78等级8序列升级9暴击a核	5
464	23126 51234	   	244.60	橙2易伤3时间2伤害1暴击	1最后敌人267时间3暴击4a伤害59易伤8核	7
465	12213 22155	   	244.56	橙3易伤1等级1伤害1时间	1挖青236易伤4等级5双倍物品7伤害8核9雷电a时间	5
466	21242 63333	   	244.53	橙5易伤1时间2雷电	19最后敌人2369a易伤4时间5掉矿79雷电8核9序列升级	5
467	21255 63333	   	244.53	橙5易伤1时间2雷电	19最后敌人2369a易伤4掉矿5时间79雷电8核9序列升级	3
468	12316 12414	   	244.52	橙2易伤2等级1伤害1时间1暴击	1挖青28易伤348敌人爆炸5伤害6时间78等级8序列升级9暴击a核	6
469	21232 35123	   	244.50	橙4易伤1等级1暴击1全技能	1最后敌人2379易伤4立即金币5全技能6暴击8等级a核	10
470	21232 56316	   	244.50	橙4易伤1等级1暴击1全技能	1最后敌人239a易伤4全技能5随机矿6暴击7等级8核	3
471	21126 22522	   	244.42	橙2易伤2等级1伤害1时间1暴击	1最后敌人25易伤3暴击4伤害6a等级7时间8平台9核	5
472	51126 16322	   	244.42	橙2易伤2等级1伤害1时间1暴击	1低血量敌人25易伤3暴击4伤害6时间7a等级8平台9核	5
473	51126 26322	   	244.42	橙2易伤2等级1伤害1时间1暴击	1低血量敌人25易伤3暴击4伤害6a等级7时间8平台9核	5
474	15261 23161	   	244.41	橙3易伤1等级1伤害1时间1卖塔	1挖青2时间39a易伤4伤害5卖塔6雷电7核8等级	7
475	12232 35123	   	244.40	橙4易伤1等级1暴击1全技能	1挖青2379易伤4立即金币5全技能6暴击8等级a核	10
476	21216 16252	   	244.40	橙3易伤3时间1等级	17最后敌人237易伤4等级5敌人爆炸678时间7序列升级9低血量敌人a核	10
477	31314 25623	   	244.38	橙3易伤2时间1等级1暴击1卖塔	1掉矿257易伤35时间4立即金币5序列升级6卖塔8核9等级a暴击	1
478	32314 25623	   	244.38	橙3易伤2时间1等级1暴击1卖塔	1掉矿257易伤35时间4立即金币5序列升级6卖塔8核9等级a暴击	2
479	12126 16322	   	244.32	橙2易伤2等级1伤害1时间1暴击	1挖青25易伤3暴击4伤害6时间7a等级8平台9核	5
480	12126 25322	   	244.32	橙2易伤2等级1伤害1时间1暴击	1挖青25易伤3暴击4伤害6a等级7时间8平台9核	5
481	12211 33622	   	244.32	橙2易伤2等级1伤害1时间1暴击	1挖青23易伤4a等级5平台6伤害7时间8暴击9核	8
482	52162 23253	   	244.31	橙2易伤2时间1等级1伤害1全技能	1低血量敌人2全技能36时间49易伤5伤害7雷电8核a等级	7
483	12216 16252	   	244.30	橙3易伤3时间1等级	1挖青237易伤4等级57敌人爆炸678时间7序列升级9低血量敌人a核	10
484	13343 62362	   	244.22	橙2易伤2等级1伤害1时间1暴击	1挖青29等级3掉矿4时间5伤害6核7暴击8a易伤	7
485	13343 62362	   	244.22	橙2易伤2等级1伤害1时间1暴击	1挖青29等级3掉矿4时间5伤害6核7暴击8a易伤	8
486	21243 53313	   	244.16	橙5易伤2时间	1最后敌人2369a易伤47时间5基地爆炸8核	9
487	51243 53313	   	244.16	橙5易伤2时间	1低血量敌人2369a易伤47时间5基地爆炸8核	9
488	21242 66213	   	244.10	橙3易伤3时间1等级	1最后敌人23a易伤478时间5掉矿6核9等级	10
489	51123 52511	   	244.06	橙3易伤3雷电1伤害1时间1暴击	178低血量敌人278易伤3暴击4伤害5加一678雷电78序列升级9时间a核	4
490	51123 52511	   	244.06	橙3易伤3雷电1伤害1时间1暴击	178低血量敌人278易伤3暴击4伤害5加一678雷电78序列升级9时间a核	3
491	51123 52511	   	244.06	橙3易伤3雷电1伤害1时间1暴击	178低血量敌人278易伤3暴击4伤害5加一678雷电78序列升级9时间a核	5
492	12243 53313	   	244.06	橙5易伤2时间	1挖青2369a易伤47时间5基地爆炸8核	9
493	32252 63532	   	244.03	橙2易伤2伤害2时间1等级	1掉矿2a易伤3双倍矿4低血量敌人5等级6核7a时间8最后敌人9a伤害a序列升级	10
494	12242 66213	   	244.00	橙3易伤3时间1等级	1挖青23a易伤478时间5掉矿6核9等级	10
495	12363 24523	   	243.99	橙3易伤2伤害2攻速1时间	1挖青278易伤3敌人爆炸48伤害5加一68攻速8序列升级9核a时间	5
496	32352 63532	   	243.93	橙2易伤2伤害2时间1等级	13掉矿2a易伤4低血量敌人5等级6核7a时间8最后敌人9a伤害a序列升级	10
497	23261 63252	   	243.89	橙2易伤2伤害2时间1等级1卖塔	167最后敌人29时间39易伤49伤害5卖塔8核9序列升级a等级	7
498	33612 13362	   	243.83	橙2易伤2伤害2时间1等级	12a掉矿37时间4a易伤5等级6基地爆炸8核9a伤害a序列升级	9
499	33612 53362	   	243.83	橙2易伤2伤害2时间1等级	12a掉矿37时间4a易伤5等级6低血量敌人8核9a伤害a序列升级	9
500	12216 66133	   	243.81	橙3易伤2等级1时间	1挖青237易伤47等级57敌人爆炸6核7序列升级8基地爆炸9时间a雷电	7
501	12216 66223	   	243.81	橙3易伤2等级1时间	1挖青237易伤47等级57敌人爆炸6核7序列升级8时间9基地爆炸a雷电	9
502	21215 11461	   	243.81	橙3易伤2等级1时间	1最后敌人235易伤45等级5序列升级6攻速7随机矿8时间9策反a核	6
503	21215 16512	   	243.81	橙3易伤2等级1时间	1最后敌人235易伤45等级5序列升级6攻速7平台8额外掉落9核a时间	8
504	12215 11461	   	243.71	橙3易伤2等级1时间	1挖青235易伤45等级5序列升级6攻速7随机矿8时间9策反a核	6
505	12215 16512	   	243.71	橙3易伤2等级1时间	1挖青235易伤45等级5序列升级6攻速7平台8额外掉落9核a时间	8
506	21215 12461	   	243.71	橙3易伤2等级1时间	1最后敌人235易伤45等级5序列升级6攻速7时间8掉矿9策反a核	6
507	21215 31363	   	243.71	橙3易伤2等级1时间	1最后敌人235易伤45等级5序列升级6掉矿7敌人爆炸8核9攻速a时间	8
508	21215 62333	   	243.71	橙3易伤2等级1时间	1最后敌人235易伤45等级5序列升级6随机矿7挖尘8核9雷电a时间	8
509	21215 62353	   	243.71	橙3易伤2等级1时间	1最后敌人235易伤45等级5序列升级6随机矿7挖尘8核9雷电a时间	9
510	51215 62333	   	243.71	橙3易伤2等级1时间	1低血量敌人235易伤45等级5序列升级6随机矿7挖尘8核9雷电a时间	8
511	12215 12461	   	243.61	橙3易伤2等级1时间	1挖青235易伤45等级5序列升级6攻速7时间8掉矿9策反a核	6
512	12215 62333	   	243.61	橙3易伤2等级1时间	1挖青235易伤45等级5序列升级6随机矿7挖尘8核9雷电a时间	8
513	12215 62353	   	243.61	橙3易伤2等级1时间	1挖青235易伤45等级5序列升级6随机矿7挖尘8核9雷电a时间	9
514	13268 37243	   	243.61	橙3易伤2等级1时间	1挖青27等级3双倍矿4加一579易伤6核7序列升级8时间a雷电	9
515	21215 32333	   	243.61	橙3易伤2等级1时间	1最后敌人235易伤45等级5序列升级6掉矿7挖尘8核9雷电a时间	8
516	21215 32353	   	243.61	橙3易伤2等级1时间	1最后敌人235易伤45等级5序列升级6掉矿7挖尘8核9雷电a时间	9
517	21215 32363	   	243.61	橙3易伤2等级1时间	1最后敌人235易伤45等级5序列升级6掉矿7挖尘8核9攻速a时间	8
518	51362 13131	   	243.46	橙2易伤2等级2时间1全技能	1低血量敌人2a易伤3敌人爆炸4雷电5a等级6金币生成7a时间8全技能9核a序列升级	6
519	51362 15331	   	243.46	橙2易伤2等级2时间1全技能	1低血量敌人2a易伤3敌人爆炸4雷电5a等级6金币生成7全技能8a时间9核a序列升级	6
520	51362 53131	   	243.46	橙2易伤2等级2时间1全技能	1低血量敌人2a易伤3敌人爆炸4雷电5a等级6矿等7a时间8全技能9核a序列升级	6
521	51462 13131	   	243.46	橙2易伤2等级2时间1全技能	1低血量敌人2a易伤3基地爆炸4雷电5a等级6金币生成7a时间8全技能9核a序列升级	6
522	21211 11264	   	243.38	橙2易伤1等级1伤害1时间1暴击1全技能	1最后敌人23易伤4等级5雷电6全技能7伤害8核9时间a暴击	4
523	21214 11264	   	243.38	橙2易伤1等级1伤害1时间1暴击1全技能	1最后敌人23易伤4等级5雷电6全技能7伤害8核9时间a暴击	5
524	51211 11264	   	243.38	橙2易伤1等级1伤害1时间1暴击1全技能	1低血量敌人23易伤4等级5雷电6全技能7伤害8核9时间a暴击	4
525	12162 23311	   	243.36	橙3易伤1等级2暴击2雷电	1挖青28a易伤38暴击4等级5基地爆炸68雷电7核8序列升级9攻速	9
526	12211 11264	   	243.28	橙2易伤1等级1伤害1时间1暴击1全技能	1挖青23易伤4等级5雷电6全技能7伤害8核9时间a暴击	4
527	12214 11264	   	243.28	橙2易伤1等级1伤害1时间1暴击1全技能	1挖青23易伤4等级5雷电6全技能7伤害8核9时间a暴击	5
528	22315 22414	   	243.27	橙3易伤1等级1伤害1暴击1全技能1卖塔	1最后敌人2全技能3暴击469易伤5卖塔7伤害8等级a核	3
529	22325 22414	   	243.27	橙3易伤1等级1伤害1暴击1全技能1卖塔	1最后敌人2全技能3暴击469易伤5卖塔7伤害8等级a核	4
530	32144 32131	   	243.26	橙2易伤2等级2时间1全技能	18掉矿27易伤3平台48等级58时间6全技能8序列升级9雷电a核	9
531	22552 33232	   	243.22	橙2等级1易伤2伤害1时间2雷电1全技能	1最后敌人2全技能3a雷电4易伤5时间6a等级7基地爆炸8a伤害9核a序列升级	2
532	52552 33232	   	243.22	橙2等级1易伤2伤害1时间2雷电1全技能	1低血量敌人2全技能3a雷电4易伤5时间6a等级7基地爆炸8a伤害9核a序列升级	2
533	15253 23314	   	243.19	橙2易伤2时间1等级2雷电1暴击	1挖青28时间38易伤4矿等5暴击68雷电7核8序列升级9攻速a等级	10
534	21256 33312	   	243.15	橙4易伤1等级1暴击	1最后敌人2367易伤4随机矿5暴击8核9攻速a等级	8
535	51256 33312	   	243.15	橙4易伤1等级1暴击	1低血量敌人2367易伤4随机矿5暴击8核9攻速a等级	8
536	15233 23314	   	243.09	橙2易伤2时间1等级2雷电1暴击	1挖青28时间38易伤4掉矿5暴击68雷电7核8序列升级9攻速a等级	10
537	12256 33312	   	243.05	橙4易伤1等级1暴击	1挖青2367易伤4随机矿5暴击8核9攻速a等级	8
538	23263 27416	   	242.90	橙2易伤2伤害1等级1时间1暴击	1最后敌人2时间39易伤48伤害5加一6暴击7核a等级	10
539	23263 27418	   	242.90	橙2易伤2伤害1等级1时间1暴击	1最后敌人2时间39易伤48伤害5加一6暴击7核a等级	9
540	21125 31144	   	242.90	橙2易伤2伤害1等级1时间1暴击	1最后敌人26易伤3暴击45伤害7赏金邻近8核9时间a等级	6
541	21125 33144	   	242.90	橙2易伤2伤害1等级1时间1暴击	1最后敌人26易伤3暴击45伤害7赏金塔8核9时间a等级	6
542	12321 23341	   	242.89	橙2易伤2等级1伤害2雷电1暴击1卖塔	1挖青28易伤3敌人爆炸48等级5卖塔68雷电7核8序列升级9暴击a伤害	10
543	51261 33333	   	242.85	橙4易伤1时间1暴击1全技能	1低血量敌人237a易伤4雷电5全技能6核8暴击9时间	9
544	12123 35337	   	242.80	橙2易伤2伤害1等级1时间1暴击	1挖青28易伤3暴击46伤害5加一7核9等级a时间	7
545	12123 35416	   	242.80	橙2易伤2伤害1等级1时间1暴击	1挖青29易伤3暴击46伤害5加一7核8时间a等级	10
546	12123 35418	   	242.80	橙2易伤2伤害1等级1时间1暴击	1挖青29易伤3暴击46伤害5加一7核8时间a等级	9
547	12125 31144	   	242.80	橙2易伤2伤害1等级1时间1暴击	1挖青26易伤3暴击45伤害7赏金邻近8核9时间a等级	6
548	12125 33144	   	242.80	橙2易伤2伤害1等级1时间1暴击	1挖青26易伤3暴击45伤害7赏金塔8核9时间a等级	6
549	12145 12421	   	242.79	橙2易伤2等级1伤害2暴击	1挖青28易伤38暴击4攻速5伤害6平台78等级8序列升级9核a双倍物品	6
550	15263 12428	   	242.75	橙2等级1易伤2伤害2时间1全技能	1挖青2a时间3易伤4a伤害5加一6a等级7随机矿8核9全技能a序列升级	5
551	21261 33225	   	242.71	橙3易伤3时间2雷电1全技能	19最后敌人237易伤49雷电5全技能6核89a时间9序列升级	8
552	51261 33225	   	242.71	橙3易伤3时间2雷电1全技能	19低血量敌人237易伤49雷电5全技能6核89a时间9序列升级	8
553	12561 33225	   	242.61	橙3易伤3时间2雷电1全技能	1挖青279易伤3立即金币49雷电5全技能6核89a时间9序列升级	8
554	32423 31332	   	242.52	橙3易伤2伤害2时间	1掉矿27a易伤3金币生成4基地爆炸5a伤害6核8最后敌人9a时间a序列升级	6
555	32423 31432	   	242.52	橙3易伤2伤害2时间	1掉矿27a易伤3金币生成4基地爆炸5a伤害6核8敌人爆炸9a时间a序列升级	6
556	21222 66432	   	242.52	橙3易伤2伤害2时间	1最后敌人23a易伤4基地爆炸5掉矿6核7a时间8金币生成9a伤害a序列升级	9
557	21222 66432	   	242.52	橙3易伤2伤害2时间	1最后敌人23a易伤4基地爆炸5掉矿6核7a时间8金币生成9a伤害a序列升级	10
558	21215 62333	   	242.46	橙3易伤2等级1暴击1全技能	1最后敌人235易伤45等级5序列升级6随机矿7挖尘8核9暴击a全技能	10
559	21232 56315	   	242.46	橙3易伤2等级1暴击1全技能	1最后敌人239易伤4全技能5随机矿6暴击7a等级8核	3
560	21163 36623	   	242.39	橙3易伤1等级3暴击1时间	1最后敌人278易伤356暴击4等级9核a时间	4
561	12215 62333	   	242.36	橙3易伤2等级1暴击1全技能	1挖青235易伤45等级5序列升级6随机矿7挖尘8核9暴击a全技能	10
562	21215 32333	   	242.36	橙3易伤2等级1暴击1全技能	1最后敌人235易伤45等级5序列升级6掉矿7挖尘8核9暴击a全技能	10
563	13412 35316	   	242.36	橙3易伤2等级1暴击1全技能	1挖青24等级3金币生成5全技能6暴击79a易伤8核	7
564	32365 33311	   	242.32	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级6核79时间89伤害a策反	4
565	32365 33314	   	242.32	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级6核79时间89伤害a低血量敌人	4
566	32366 18311	   	242.32	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级69时间7核89伤害a策反	6
567	32366 18314	   	242.32	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级69时间7核89伤害a低血量敌人	6
568	32366 33311	   	242.32	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级6核79时间89伤害a策反	5
569	32366 33314	   	242.32	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级6核79时间89伤害a低血量敌人	5
570	32214 33353	   	242.32	橙3易伤2等级2雷电	1掉矿246易伤3双倍矿56等级6序列升级7a雷电8攻速9核	4
571	13312 54316	   	242.26	橙3易伤2等级1暴击1全技能	1挖青24等级3掉矿5全技能69a易伤7暴击8核	7
572	13312 35316	   	242.26	橙3易伤2等级1暴击1全技能	1挖青24等级3掉矿5全技能6暴击79a易伤8核	7
573	13312 36316	   	242.26	橙3易伤2等级1暴击1全技能	1挖青24等级3掉矿5全技能6暴击79a易伤8核	6
574	32365 33312	   	242.22	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级6核79时间89伤害a赏金邻近	4
575	32366 18312	   	242.22	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级69时间7核89伤害a赏金邻近	6
576	32366 33312	   	242.22	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级6核79时间89伤害a赏金邻近	5
577	32314 33353	   	242.22	橙3易伤2等级2雷电	13掉矿246易伤56等级6序列升级7a雷电8攻速9核	4
578	12123 35372	   	242.20	橙2易伤3伤害1等级1暴击	1挖青28易伤3暴击469伤害5加一7核a等级	7
579	12321 23311	   	242.17	橙3易伤2等级2雷电1卖塔	1挖青28a易伤3敌人爆炸48等级5卖塔68雷电7核8序列升级9攻速	9
580	12212 25264	   	242.12	橙3易伤2等级1暴击1全技能1卖塔	1挖青237易伤45等级6卖塔8暴击9全技能a核	5
581	32365 33313	   	242.08	橙3易伤2伤害2时间1卖塔	135掉矿259易伤4加一59序列升级6核79时间89伤害a卖塔	4
582	32366 18313	   	242.08	橙3易伤2伤害2时间1卖塔	135掉矿259易伤4加一59序列升级69时间7核89伤害a卖塔	6
583	32366 33313	   	242.08	橙3易伤2伤害2时间1卖塔	135掉矿259易伤4加一59序列升级6核79时间89伤害a卖塔	5
584	11126 23161	   	242.06	橙3易伤1等级1伤害1暴击	1挖青2基地爆炸3暴击4伤害59a易伤6雷电7核8等级	7
585	12122 23161	   	242.06	橙3易伤1等级1伤害1暴击	1挖青29a易伤3暴击4伤害5敌人爆炸6雷电7核8等级	7
586	12214 23162	   	242.06	橙3易伤1等级1伤害1暴击	1挖青236易伤4等级5雷电7敌人爆炸8伤害9核a暴击	10
587	13141 34231	   	241.87	橙2易伤2等级2伤害1全技能	1挖青29等级3平台49易伤59伤害6全技能7随机矿8核9序列升级a最后敌人	6
588	13141 34232	   	241.87	橙2易伤2等级2伤害1全技能	1挖青29等级3平台49易伤59伤害6全技能7随机矿8核9序列升级a基地爆炸	6
589	13141 34234	   	241.87	橙2易伤2等级2伤害1全技能	1挖青29等级3平台49易伤59伤害6全技能7随机矿8核9序列升级a矿等	6
590	21261 33335	   	241.87	橙3易伤1伤害1时间1暴击1全技能	1最后敌人237易伤4雷电5全技能6核8暴击9伤害a时间	10
591	12463 12428	   	241.77	橙2易伤2等级2伤害1全技能	1挖青2a易伤3基地爆炸4a伤害5加一6a等级7随机矿8核9全技能a序列升级	5
592	12316 32415	   	241.77	橙2易伤2等级2伤害1全技能	1挖青28易伤34敌人爆炸58伤害6核78等级8序列升级9赏金邻近a全技能	6
593	12336 32415	   	241.77	橙2易伤2等级2伤害1全技能	1挖青28易伤3敌人爆炸4立即金币58伤害6核78等级8序列升级9赏金邻近a全技能	6
594	13141 34233	   	241.77	橙2易伤2等级2伤害1全技能	1挖青29等级3平台49易伤59伤害6全技能7随机矿8核9序列升级a赏金邻近	6
595	13141 34235	   	241.77	橙2易伤2等级2伤害1全技能	1挖青29等级3平台49易伤59伤害6全技能7随机矿8核9序列升级a赏金塔	6
596	12261 33335	   	241.77	橙3易伤1伤害1时间1暴击1全技能	1挖青237易伤4雷电5全技能6核8暴击9伤害a时间	10
597	15253 23311	   	241.68	橙3易伤2时间2雷电1暴击	1挖青28时间38a易伤4矿等5暴击68雷电7核8序列升级9攻速	9
598	12123 22128	   	241.60	橙2易伤2伤害1等级2雷电1暴击	1挖青27易伤3暴击47伤害5加一67雷电7序列升级8立即金币9核a等级	6
599	12123 52128	   	241.60	橙2易伤2伤害1等级2雷电1暴击	1挖青27易伤3暴击47伤害5加一67雷电7序列升级8立即金币9核a等级	5
600	12123 52128	   	241.60	橙2易伤2伤害1等级2雷电1暴击	1挖青27易伤3暴击47伤害5加一67雷电7序列升级8立即金币9核a等级	4
601	12123 27528	   	241.60	橙2易伤2伤害1等级2雷电1暴击	1挖青28易伤3暴击48伤害5加一68雷电7立即金币8序列升级9核a等级	7
602	12134 41162	   	241.59	橙3易伤2伤害1时间1暴击	1挖青29a易伤3暴击49最后敌人5时间6基地爆炸79伤害8核9序列升级	6
603	15233 23311	   	241.58	橙3易伤2时间2雷电1暴击	1挖青28时间38a易伤4掉矿5暴击68雷电7核8序列升级9攻速	9
604	22166 26123	   	241.41	橙3易伤3时间1暴击1全技能	1最后敌人2全技能356时间459易伤5序列升级7暴击8平台a核	6
605	23126 47412	   	241.39	橙3易伤2伤害1时间1暴击	1最后敌人2时间3暴击48伤害59a易伤6加一7核	9
606	23263 27412	   	241.39	橙3易伤2伤害1时间1暴击	1最后敌人2时间39a易伤48伤害5加一6暴击7核	9
607	12363 24526	   	241.39	橙3易伤2伤害2攻速1暴击	1挖青278易伤3敌人爆炸48伤害5加一68攻速8序列升级9核a暴击	5
608	12123 54872	   	241.37	橙2易伤2伤害1等级2暴击	1挖青28易伤38暴击48伤害5加一6平台7核8序列升级9攻速a等级	7
609	12123 35412	   	241.29	橙3易伤2伤害1时间1暴击	1挖青29a易伤3暴击46伤害5加一7核8时间	9
610	15263 27412	   	241.29	橙3易伤2伤害1时间1暴击	1挖青2时间39a易伤48伤害5加一6暴击7核	9
