0	Index      	 *	Score 	Summary	Detail	
1	43651 24134	 * 	180.76	DCR|2VULN|2DMG|1AART|1CDMG	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9aVULN
334	31132 13163	   	158.95	ACR|2VULN|1AART|1DMG|1ZMB	1LEGI|2AART|3LIT|4RCR|59VULN|6FEWX|7LWND|8DMG|aZMB
335	52214 21235	   	158.88	DCR|3DMG|1AART|1VULN	1LIT|2ERES|36aDMG|4TLV|5AART|7VULN|8RCR|9RCVC
336	52234 21215	   	158.88	DCR|3DMG|1AART|1VULN	1LIT|29ERES|36aDMG|4CGEN|5AART|7VULN|8RCR
337	31132 61163	   	158.85	ACR|2VULN|1AART|1DMG|1ZMB	1LEGI|2AART|3LIT|4RCR|59VULN|6LWND|7DUST|8DMG|aZMB
338	53231 43114	   	158.83	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|2MLV|38AART|4ZMB|5DMG|6ASPD|7RCR|9RMIN|aVULN
339	53231 43124	   	158.83	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|2MLV|38AART|4ZMB|5DMG|6ASPD|7RCR|9BEXP|aVULN
340	52214 21215	   	158.78	DCR|3DMG|1AART|1VULN	1LIT|29ERES|36aDMG|4TLV|5AART|7VULN|8RCR
341	31156 51223	   	158.78	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2AART|36LIT|45DMG|7VULN|8RCR|9LHND|aCDMG
342	43651 24113	   	158.77	DCR|3DMG|1AART|1CDMG	17LWND|27LIT|3AART|47aDMG|5MBVNT|6RCR|7BPWR|8CDMG|9FEWX
343	31622 62115	 * 	158.76	DCR|2AART|2VULN|1FLTHEA|1ZMB	1LEGI|27AART|3LWND|48VULN|5FLTHEA|6RPLT|9RCR|aZMB
344	43633 31213	   	158.73	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1LWND|2LIT|3AART|4RCR|5SELL|6DUR|7CDMG|89VULN|aZMB
345	56231 12118	   	158.73	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|2ASPD|3aAART|4ZMB|5DMG|6LWND|7RCR|8MBVNT|9VULN
346	32151 34222	 * 	158.70	ACR|3VULN|1AART|3ASPD	1LEGI|2aLHND|38aVULN|479ASPD|5RCR|6AART|aBPWR
347	36352 15313	   	158.62	DCR|3VULN|1AART|1DMG|1DUR	1LEGI|235VULN|4LIT|6DUR|7DMG|8MBVNT|9AART|aRCR
348	32151 34223	   	158.60	ACR|3VULN|1AART|3ASPD	1LEGI|2LHND|38aVULN|479ASPD|5RCR|6AART
349	16331 41222	   	158.57	DCR|3VULN|1AART|1CDMG	157ERES|27aVULN|3AART|47BEXP|6RCR|7BPWR|8CDMG|9RCVC
350	16331 41253	   	158.57	DCR|3VULN|1AART|1CDMG	157ERES|27aVULN|3AART|47BEXP|6RCR|7BPWR|8CDMG|9RPLT
351	16351 41232	   	158.57	DCR|3VULN|1AART|1CDMG	157ERES|27aVULN|3AART|47LWND|6RCR|7BPWR|8CDMG|9RCVC
352	56231 12513	   	158.55	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|5aDMG|6LWND|7RCR|8CDMG|9FEWX
353	56233 22133	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59VULN|6MLV|7RCR|8CDMG|aLWND
354	56233 22135	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59VULN|6MLV|7RCR|8CDMG|aBEXP
355	56233 22136	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59VULN|6MLV|7RCR|8CDMG|aRPLT
356	56233 22213	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59VULN|6MLV|7RCR|8FEWX|aCDMG
357	56233 22413	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59VULN|6MLV|7RCR|8LWND|aCDMG
358	36327 23264	 * 	158.52	DCR|4VULN|1DMG|1DUR	1LEGI|2359VULN|4MBVNT|6RCR|7LIT|8DUR|aDMG
359	36327 28313	   	158.52	DCR|4VULN|1DMG|1ASPD	1LEGI|2357VULN|4MBVNT|6RCR|8DMSP|9ASPD|aDMG
360	16362 12431	   	158.50	DCR|3VULN|2AART|1DUR	1ERES|27aVULN|36AART|4LIT|5FEWX|8RCR|9DUR
361	16363 12431	   	158.50	DCR|3VULN|2AART|1DUR	1ERES|27aVULN|36AART|4LIT|5LWND|8RCR|9DUR
362	31132 33412	 * 	158.50	ACR|2AART|2VULN|2DUR|1ASPD	1LEGI|28AART|3LIT|4RCR|59VULN|6ASPD|7aDUR
363	31132 33451	   	158.50	ACR|2AART|2VULN|2DUR|1ASPD	1LEGI|28AART|3LIT|4RCR|5aVULN|6ASPD|79DUR
364	56233 22131	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59VULN|6MLV|7RCR|8CDMG|aERES
365	56233 42213	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59VULN|6ERES|7RCR|8FEWX|aCDMG
366	16361 12231	   	158.40	DCR|3VULN|2AART|1DUR	1ERES|27aVULN|36AART|4LIT|5MBVNT|8RCR|9DUR
367	31156 21151	   	158.38	DCR|3DMG|1AART|1VULN	1LEGI|2AART|37LIT|456DMG|8RPLT|9RCR|aVULN
368	56233 42131	   	158.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59VULN|6aERES|7RCR|8CDMG
369	36336 24222	 * 	158.35	4VULN|2DMG|3ZMB|1AART	1LEGI|235aVULN|4LWND|67aZMB|8aDMG|9AART|aBPWR
370	43632 11163	   	158.35	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|2LIT|3AART|4RCR|59VULN|6FEWX|7DUST|8DMG|aZMB
371	43653 21223	   	158.28	DCR|2DMG|1AART|1VULN|1CDMG	15LWND|2LIT|3AART|46DMG|7VULN|8RCR|9LHND|aCDMG
372	16313 43233	   	158.27	DCR|2AART|2VULN|1DMG	1ERES|25VULN|36AART|4CGEN|7RCR|8TLV|9RPLT|aDMG
373	31151 24761	 * 	158.25	DCR|2DMG|3ZMB|1AART	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|89aZMB
374	36513 13532	   	158.22	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1SELL	1LEGI|2aVULN|3SELL|47ASPD|5CDMG|6AART|8ZMB|9RCR
375	56233 42133	   	158.21	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1LIT|2ASPD|3AART|4ZMB|59VULN|6ERES|7RCR|8CDMG|aSELL
376	56233 22343	   	158.17	DCR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1LIT|2ASPD|3AART|4aZMB|5VULN|6MLV|7RCR|8DUR|9DMG
377	16227 42436	   	158.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|25VULN|3ZMB|4MBVNT|6DMG|7BEXP|8RCR|9DUR|aAART
378	56233 23221	   	158.16	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57aVULN|6MLV|8RCR|9LHND
379	56233 23234	   	158.16	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57aVULN|6MLV|8RCR|9RMIN
380	56233 23251	   	158.16	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57aVULN|6MLV|8RCR|9LWND
381	53226 22331	   	158.08	DCR|3VULN|1AART|1DMG	18LIT|28MLV|3AART|4FEWX|5DMG|6RMIN|78aVULN|8BPWR|9RCR
382	16366 22223	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|27VULN|3AART|4LIT|5DMG|6MLV|8RCR|9MBVNT|aCDMG
383	16227 41436	   	158.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|25VULN|3ZMB|4MBVNT|6DMG|7DUST|8RCR|9DUR|aAART
384	16313 23231	   	158.06	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|25aVULN|3AART|4CGEN|6LIT|7ZMB|8RCR|9DUR
385	53233 42231	   	158.06	DCR|3VULN|1AART|1ZMB|1DUR	1LIT|2MLV|3AART|4ZMB|57aVULN|6ERES|8RCR|9DUR
386	56233 23214	   	158.06	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57aVULN|6MLV|8RCR|9ERES
387	31132 33353	   	158.06	ACR|2VULN|1AART|2DUR|1ZMB|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|79DUR|aZMB
388	31132 33364	   	158.06	ACR|2VULN|1AART|2DUR|1ZMB|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7aDUR|9ZMB
389	31132 33613	   	158.06	ACR|2VULN|1AART|2DUR|1ZMB|1ASPD	1LEGI|2AART|3LIT|4RCR|59VULN|6ASPD|78DUR|aZMB
390	43632 33412	   	158.00	ACR|2AART|2VULN|2DUR|1ASPD	1LWND|2LIT|38AART|4RCR|59VULN|6ASPD|7aDUR
391	55233 42231	   	157.96	DCR|3VULN|1AART|1ZMB|1DUR	1LIT|2TLV|3AART|4ZMB|57aVULN|6ERES|8RCR|9DUR
392	56233 43221	   	157.96	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57aVULN|6ERES|8RCR|9MBVNT
393	11324 11421	   	157.93	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1ERES|2BELT|3AART|4CDMG|57DMG|6LWND|8RCR|9SELL|aVULN
394	11326 51421	   	157.93	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1ERES|2BELT|3AART|4CDMG|5LHND|67DMG|8RCR|9SELL|aVULN
395	55226 22331	   	157.88	DCR|3VULN|1AART|1DMG	18LIT|28TLV|3AART|4FEWX|5DMG|6RMIN|78aVULN|8BPWR|9RCR
396	33151 43511	   	157.88	ACR|4VULN|1AART|1ASPD	1LEGI|2DUST|367aVULN|4ASPD|5RCR|8LIT|9AART
397	42151 14113	 * 	157.82	ACR|3DMG|2VULN|1ASPD	19LWND|2DUST|39VULN|4ASPD|5RCR|6ERES|7RPLT|89aDMG|9BPWR
398	61511 13363	   	157.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2RPLT|3AART|4LWND|59VULN|6ZMB|7DMG|8MLV|aRCR
399	61531 13363	   	157.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2RPLT|3AART|4LHND|59VULN|6ZMB|7DMG|8RMIN|aRCR
400	36321 53821	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LEGI|23VULN|4MBVNT|5RPLT|6RCR|7CDMG|8AART|9ZMB|aASPD
401	61531 13263	   	157.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2RPLT|3AART|4LHND|59VULN|6ZMB|7DMG|8ERES|aRCR
402	36336 26222	 * 	157.65	5VULN|2DMG|1AART|2ZMB	1LEGI|2357aVULN|4LWND|6aZMB|8aDMG|9AART|aBPWR
403	12514 62131	 * 	157.58	ACR|3VULN|2DMG|1DUR|1SELL	18ERES|2RCVC|3SELL|4CGEN|5RCR|68aVULN|78DMG|8BPWR|9DUR
404	43632 33613	   	157.56	ACR|2VULN|1AART|2DUR|1ZMB|1ASPD	1LWND|2LIT|3AART|4RCR|59VULN|6ASPD|78DUR|aZMB
405	41413 41312	   	157.50	DCR|3DMG|2VULN|1ASPD	1LWND|2RPLT|36VULN|46aDMG|5RCVC|6BPWR|7ASPD|8RCR|9FEWX
406	41413 41332	   	157.50	DCR|3DMG|2VULN|1ASPD	1LWND|2RPLT|36VULN|46aDMG|5RCVC|6BPWR|7ASPD|8RCR|9BEXP
407	33151 43513	   	157.42	ACR|3VULN|1AART|1CDMG|1ASPD	1LEGI|2DUST|367VULN|4ASPD|5RCR|8LIT|9AART|aCDMG
408	31132 31311	   	157.41	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2AART|37LIT|4RCR|59aVULN|6ASPD|8DUR
409	31132 33314	   	157.41	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|589VULN|6ASPD|7DUR|aBEXP
410	31132 33316	   	157.41	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|589VULN|6ASPD|7DUR|aDMSP
411	31132 32312	   	157.41	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|589VULN|6ASPD|7LHND|aDUR
412	16424 31312	   	157.40	DCR|3DMG|2VULN|1ASPD	1ERES|25VULN|35aDMG|4RPLT|5BPWR|6MLV|7ASPD|8RCR|9FEWX
413	16424 31332	   	157.40	DCR|3DMG|2VULN|1ASPD	1ERES|25VULN|35aDMG|4RPLT|5BPWR|6MLV|7ASPD|8RCR|9BEXP
414	35113 41312	   	157.40	DCR|3DMG|2VULN|1ASPD	1LEGI|2RPLT|36VULN|46aDMG|5RCVC|6BPWR|7ASPD|8RCR|9FEWX
415	35113 41332	   	157.40	DCR|3DMG|2VULN|1ASPD	1LEGI|2RPLT|36VULN|46aDMG|5RCVC|6BPWR|7ASPD|8RCR|9BEXP
416	43353 11411	   	157.38	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1LWND|2LIT|37aVULN|4DUR|5RCR|6CDMG|8SELL|9AART
417	16221 58114	   	157.35	DCR|2VULN|2DMG|1ZMB|1DUR	19ERES|29VULN|3ZMB|4MBVNT|5RPLT|6RCR|7DUST|89DMG|9BPWR|aDUR
418	36211 23131	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ZMB|7RMIN|8RCR|9DMG|aDUR
419	36211 23133	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ZMB|7RMIN|8RCR|9DMG|aASPD
420	36211 26161	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ZMB|7DMG|8RCR|9CGEN|aDUR
421	36211 26163	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ZMB|7DMG|8RCR|9CGEN|aASPD
422	31132 34161	   	157.31	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|58aVULN|6ASPD|7CANHEL|9DUR
423	35113 41362	   	157.30	DCR|3DMG|2VULN|1ASPD	1LEGI|2RPLT|36VULN|46aDMG|5RCVC|6BPWR|7ASPD|8RCR|9DUST
424	46411 23331	   	157.30	DCR|3VULN|2DMG|1DUR	1LWND|23DMG|4DUR|5BEXP|67aVULN|8RCR|9DUST
425	11322 51433	 * 	157.28	DCR|2DMG|1AART|1CDMG|2DUR|1ASPD	1ERES|2BELT|3AART|4CDMG|59DUR|67DMG|8RCR|aASPD
426	11324 35433	   	157.28	DCR|2DMG|1AART|1CDMG|2DUR|1ASPD	1ERES|2BELT|3AART|4CDMG|56DMG|79DUR|8RCR|aASPD
427	16236 23213	   	157.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|25VULN|3ZMB|4LWND|6RCR|7LIT|8ASPD|9AART|aCDMG
428	31134 22132	 * 	157.25	ACR|3AART|2VULN|1CDMG	1LEGI|25aAART|3LIT|4RCR|6MLV|79VULN|8CDMG
429	36211 25131	   	157.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ZMB|7ERES|8RCR|9DMG|aDUR
430	36327 71444	   	157.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1LEGI|235VULN|4MBVNT|6ZMB|7DUST|8RCR|9DMG|aCDMG
431	31134 62132	   	157.15	ACR|3AART|2VULN|1CDMG	1LEGI|25aAART|3LIT|4RCR|6TLV|79VULN|8CDMG
432	31136 12132	   	157.15	ACR|3AART|2VULN|1CDMG	1LEGI|26aAART|3LIT|4RCR|5TLV|79VULN|8CDMG
433	56233 22312	   	157.14	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59VULN|6MLV|7RCR|8aDUR
434	56233 22351	   	157.14	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|5aVULN|6MLV|7RCR|89DUR
435	66223 51233	   	157.14	DCR|2DMG|1AART|2DUR|1ZMB|1ASPD	1aDUR|29DMG|3ZMB|4RPLT|5MGNLIT|6RCR|7AART|8ASPD
436	32151 35423	   	157.12	ACR|3VULN|2AART|1ASPD	1LEGI|2LHND|37aVULN|4ASPD|5RCR|69AART|8RMIN
437	31131 42132	   	157.09	ACR|3VULN|1AART|1CDMG	1LEGI|2AART|3LIT|4RCR|5RCVC|6ERES|79aVULN|8CDMG
438	32151 34531	   	157.05	ACR|1AART|1DMG|1VULN|2ASPD|1ZMB|1DUR	1LEGI|2LHND|3VULN|47ASPD|5RCR|6AART|8ZMB|9DUR|aDMG
439	56233 42312	   	157.04	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59VULN|6ERES|7RCR|8aDUR
440	32151 35431	   	157.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2LHND|37VULN|4ASPD|5RCR|6AART|8RMIN|9DUR|aDMG
441	32151 32323	   	157.02	ACR|3VULN|2AART|1ASPD	1LEGI|2LHND|38aVULN|4ASPD|5RCR|69AART|7ERES
442	32151 35216	   	157.02	ACR|3VULN|2AART|1ASPD	1LEGI|2LHND|378VULN|4ASPD|5RCR|6aAART|9CANHEL
443	43362 11222	 * 	157.01	DCR|4VULN|3DUR|1CDMG	19aLWND|2LIT|379aVULN|4CDMG|5LHND|69aDUR|8RCR|9aBPWR
444	36513 23611	   	157.01	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1LEGI|2aVULN|3SELL|4ASPD|5CDMG|6RCR|7LIT|8ZMB|9AART
445	32111 56141	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2LHND|39VULN|4CDMG|5AART|6RMIN|7DMG|8RCR|aLWND
446	32111 56143	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2LHND|39VULN|4CDMG|5AART|6RMIN|7DMG|8RCR|aFEWX
447	36211 56131	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2VULN|3FEWX|4CDMG|5AART|6RMIN|79DMG|8RCR|aLWND
448	36211 56133	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2VULN|3aFEWX|4CDMG|5AART|6RMIN|79DMG|8RCR
449	42111 56133	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	19LWND|2DUST|3VULN|4CDMG|5AART|6RMIN|7aDMG|8RCR
450	52234 21253	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|36DMG|4CGEN|5AART|7VULN|8RCR|9LWND|aCDMG
451	12253 36222	   	156.96	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2RCVC|37VULN|4ZMB|58DMG|6BEXP|9RCR|aCDMG
452	36316 13531	   	156.96	DCR|4VULN|1AART|1ASPD	1LEGI|235aVULN|4FEWX|6AART|7ASPD|8LIT|9RCR
453	31132 66431	 * 	156.94	ACR|3VULN|1AART|1FLTHEA|1SELL	1LEGI|2AART|3LIT|4RCR|59aVULN|6LWND|7FLTHEA|8SELL
454	31133 21211	   	156.94	ACR|3VULN|1AART|1CDMG|1SELL	1LEGI|2AART|3LIT|4RCR|5SELL|6LWND|7CDMG|89aVULN
455	31133 31211	   	156.94	ACR|3VULN|1AART|1CDMG|1SELL	1LEGI|2AART|3LIT|4RCR|5SELL|6LHND|7CDMG|89aVULN
456	32151 32331	   	156.92	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2LHND|38VULN|4ASPD|5RCR|6AART|7ERES|9DUR|aDMG
457	43632 31311	   	156.91	ACR|3VULN|1AART|1DUR|1ASPD	1LWND|27LIT|3AART|4RCR|59aVULN|6ASPD|8DUR
458	43632 33111	   	156.91	ACR|3VULN|1AART|1DUR|1ASPD	18LWND|2LIT|3AART|4RCR|59aVULN|6ASPD|7DUR
459	43632 35311	   	156.91	ACR|3VULN|1AART|1DUR|1ASPD	17LWND|2LIT|3AART|4RCR|59aVULN|6ASPD|8DUR
460	56253 31311	   	156.91	ACR|3VULN|1AART|1DUR|1ASPD	17LIT|2ASPD|3AART|4RCR|5LWND|69aVULN|8DUR
461	56253 33111	   	156.91	ACR|3VULN|1AART|1DUR|1ASPD	1LIT|2ASPD|3AART|4RCR|58LWND|69aVULN|7DUR
462	31151 21135	   	156.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2AART|37LIT|4DMG|5MBVNT|6RCR|8CDMG|9VULN|aZMB
463	33111 56141	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2DUST|39VULN|4CDMG|5AART|6RMIN|7DMG|8RCR|aLWND
464	33111 56143	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2DUST|39VULN|4CDMG|5AART|6RMIN|7DMG|8RCR|aFEWX
465	52214 21253	   	156.88	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|36DMG|4TLV|5AART|7VULN|8RCR|9LWND|aCDMG
466	52234 21223	   	156.88	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|36DMG|4CGEN|5AART|7VULN|8RCR|9MBVNT|aCDMG
467	31151 24214	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8FEWX|9VULN|aDUR
468	31151 24311	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9VULN|aRPLT
469	31151 24312	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9VULN|aBEXP
470	31151 24313	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9VULN|aRMIN
471	31151 24318	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9VULN|aRCVC
472	31151 24418	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8BEXP|9VULN|aDUR
473	31151 24514	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8LWND|9VULN|aDUR
474	16331 41235	   	156.79	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	157ERES|27VULN|3AART|47BEXP|6RCR|7BPWR|8CDMG|9DUR|aASPD
475	52234 21513	   	156.78	DCR|3DMG|1AART|1VULN	1aLIT|2ERES|36aDMG|4CGEN|5AART|7VULN|8aMLV|9RCR|aBPWR
476	52214 21223	   	156.78	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|36DMG|4TLV|5AART|7VULN|8RCR|9MBVNT|aCDMG
477	53252 33413	   	156.77	ACR|2AART|2VULN|1ZMB|1DUR	1LIT|2MLV|38AART|4RCR|5FEWX|69VULN|7DUR|aZMB
478	31151 23312	   	156.76	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4DMG|5MBVNT|6RCR|7DUR|8aVULN|9CGEN
479	31151 23325	   	156.76	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4DMG|5MBVNT|6RCR|7DUR|8aVULN|9BEXP
480	31151 23335	   	156.76	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4DMG|5MBVNT|6RCR|7DUR|8aVULN|9LHND
481	31151 23365	   	156.76	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4DMG|5MBVNT|6RCR|7DUR|8aVULN|9LWND
482	31151 24315	   	156.76	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9VULN|aERES
483	31151 24317	   	156.76	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9VULN|aNUKE
484	31151 24376	   	156.76	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9TLV|aVULN
485	31151 21351	   	156.76	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|49DMG|5MBVNT|6RCR|8DUR|aVULN
486	31151 23175	   	156.76	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4DMG|5MBVNT|6RCR|7DUR|8LWND|9aVULN
487	31151 23645	   	156.76	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4DMG|5MBVNT|6RCR|7DUR|8BEXP|9aVULN
488	31151 23751	   	156.76	DCR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|3LIT|49DMG|5MBVNT|6RCR|7DUR|8DMSP|aVULN
489	46222 43223	   	156.75	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|28DMG|3ZMB|4RPLT|5BEXP|6RCR|7CDMG|9DUR|aAART
490	43634 22132	   	156.75	ACR|3AART|2VULN|1CDMG	1LWND|2LIT|35aAART|4RCR|6MLV|79VULN|8CDMG
491	53253 12132	   	156.75	ACR|3AART|2VULN|1CDMG	1LIT|2MLV|36aAART|4RCR|5LWND|79VULN|8CDMG
492	36211 26121	   	156.70	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	1LEGI|2VULN|3FEWX|49CDMG|5AART|6ZMB|7DMG|8RCR|aLWND
493	36211 26123	   	156.70	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1LEGI|2VULN|3aFEWX|49CDMG|5AART|6ZMB|7DMG|8RCR
494	36211 26124	   	156.70	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1LEGI|2VULN|3FEWX|49CDMG|5AART|6ZMB|7DMG|8RCR|aCGEN
495	36211 26125	   	156.70	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1LEGI|2VULN|3FEWX|49CDMG|5AART|6ZMB|7DMG|8RCR|aRCVC
496	36211 26151	   	156.70	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	1LEGI|2VULN|3FEWX|4aCDMG|5AART|6ZMB|7DMG|8RCR|9LHND
497	32151 32242	   	156.69	ACR|2DMG|1AART|1VULN|2ASPD	1LEGI|2aLHND|3VULN|4aASPD|5RCR|6AART|7ERES|8DUST|9aDMG|aBPWR
498	32151 34231	   	156.69	ACR|2VULN|1AART|1DMG|2ASPD	1LEGI|2LHND|38VULN|47ASPD|5RCR|6AART|9DMG|aRMIN
