0	Index      	 *	Score 	Summary	Detail	
1	21213 16434	 * 	196.09	ACR|4VULN|2DMG|1AART	1AART|257aVULN|3DLOT|4RCR|6LHND|8aLWND|9aDMG|aBPWR
326	21423 66312	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4CDMG|5FEWX|7DMG|8MLV|9RCR|aRPLT
327	21416 11136	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|23VULN|3BPWR|4MBVNT|5LHND|6LSRHEA|7RCR|8ZMB|9DMG|aCDMG
328	21342 21313	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|26VULN|3ERES|4RPLT|5RMIN|7RCR|8DUR|9aDMG
329	21344 21223	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	1AART|26VULN|3ERES|4RPLT|5aDMG|7RCR|8CGEN|9ASPD
330	21344 21314	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|26VULN|3ERES|4RPLT|59DMG|7RCR|8DUR|aCGEN
331	21344 21315	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|26VULN|3ERES|4RPLT|59DMG|7RCR|8DUR|aMLV
332	21344 21343	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|26VULN|3ERES|4RPLT|5aDMG|7RCR|8DUR|9LHND
333	21662 11332	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2aVULN|3CANHEL|4LHND|5CGEN|6ASPD|7RCR|89DMG
334	25262 11332	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2BASHEA|3aVULN|4LHND|5CGEN|6ASPD|7RCR|89DMG
335	21423 66212	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4CDMG|5FEWX|7DMG|8ERES|9RCR|aRPLT
336	21423 66311	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4CDMG|5FEWX|7DMG|8MLV|9RCR|aVENICY
337	21421 36533	   	172.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|23VULN|3BPWR|49CDMG|5MLV|6DUR|7DUST|8RCR|aDMG
338	21442 11533	   	172.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|23VULN|3BPWR|4DUST|5CGEN|69CDMG|7DUR|8RCR|aDMG
339	21442 33533	   	172.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|23VULN|3BPWR|4DUST|5CGEN|6DUR|79CDMG|8RCR|aDMG
340	21421 35362	   	172.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|3BPWR|4CDMG|5MLV|6DUR|7DMG|8ZMB|9RPLT|aRCR
341	21632 11332	   	172.58	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1AART|2VULN|3CANHEL|49ASPD|5DUST|68DMG|7RCR|aZMB
342	25232 11332	   	172.58	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1AART|2BASHEA|3VULN|49ASPD|5DUST|68DMG|7RCR|aZMB
343	21344 21316	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|26VULN|3aERES|4RPLT|59DMG|7RCR|8DUR
344	21344 21363	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|26VULN|3ERES|4RPLT|5aDMG|7RCR|8DUR|9TLV
345	21632 11352	   	172.55	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2aVULN|3CANHEL|4ASPD|5DUST|68DMG|7RCR|9CGEN
346	25232 11352	   	172.55	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2BASHEA|3aVULN|4ASPD|5DUST|68DMG|7RCR|9CGEN
347	21213 36434	   	172.54	ACR|4VULN|2DMG|1AART|1MSE	1AART|257aVULN|3DLOT|4RCR|6MSE|8aLWND|9aDMG|aBPWR
348	21213 36534	   	172.54	ACR|4VULN|2DMG|1AART|1MSE	1AART|257aVULN|3DLOT|4RCR|6MSE|8aLHND|9aDMG|aBPWR
349	21423 66211	   	172.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4CDMG|5FEWX|7DMG|8ERES|9RCR|aVENICY
350	21412 16326	   	172.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|23aVULN|3BPWR|4MBVNT|5CGEN|6CDMG|7DMG|8ERES|9RCR
351	21362 14533	   	172.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|27VULN|3ERES|4DUST|5DUR|69CDMG|8RCR|aDMG
352	21365 11533	   	172.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|25VULN|3ERES|4DUST|69CDMG|7DUR|8RCR|aDMG
353	21365 33533	   	172.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|25VULN|3ERES|4DUST|6DUR|79CDMG|8RCR|aDMG
354	21422 36533	   	172.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|23VULN|3BPWR|49CDMG|5ERES|6DUR|7DUST|8RCR|aDMG
355	21632 11322	   	172.45	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2aVULN|3CANHEL|4ASPD|5DUST|68DMG|7RCR|9TLV
356	25232 11322	   	172.45	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2BASHEA|3aVULN|4ASPD|5DUST|68DMG|7RCR|9TLV
357	21213 16234	   	172.44	ACR|4VULN|2DMG|1AART|2MSE	1AART|257aVULN|3DLOT|4RCR|6LHND|8aMSE|9aDMG|aBPWR
358	21211 51142	   	172.43	ACR|2AART|2VULN|1DMG|2DUR	1aAART|29VULN|3DLOT|4RCR|5RPLT|6DMG|79MLV|89DUR|9BPWR
359	21413 68432	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	1AART|236VULN|3BPWR|4MBVNT|5BELT|7DMG|8RCR|9LHND|aZMB
360	21418 41841	   	172.35	DCR|4VULN|1AART|2DUR	1AART|235aVULN|3aBPWR|4MBVNT|6RCR|7TLV|8aDUR|9aBASHEA
361	21418 43841	   	172.35	DCR|4VULN|1AART|2DUR	1AART|235aVULN|3aBPWR|4MBVNT|6RCR|7ERES|8aDUR|9aBASHEA
362	21418 48423	   	172.07	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8CGEN|9ZMB|aRCVC
363	21531 15311	   	172.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2VULN|3BEXP|4ERES|5RCR|6CDMG|79DMG|8aDUR
364	24631 15311	   	172.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2LWND|3VULN|4ERES|5RCR|6CDMG|79DMG|8aDUR
365	21418 48241	   	172.00	DCR|3VULN|1AART|1CDMG|2DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8aDUR|9FEWX
366	21418 41323	   	171.97	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8CDMG|9ZMB|aRCVC
367	21418 43323	   	171.97	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8CDMG|9ZMB|aRCVC
368	21418 48323	   	171.97	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ERES|9ZMB|aRCVC
369	21165 13113	   	171.93	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|25VULN|38ASPD|4LHND|6CDMG|7DMG|9RCR|aRCVC
370	21361 15311	   	171.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2VULN|3ERES|4DUST|5RCR|6CDMG|79DMG|8aDUR
371	34311 36152	   	171.91	DCR|3VULN|1AART|1DMG|2DUR	17DUST|26DUR|37LHND|4AART|57aVULN|7BPWR|8RCR|9DMG
372	21418 41384	   	171.90	DCR|3VULN|1AART|1CDMG|2DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8CDMG|9aDUR
373	21418 43344	   	171.90	DCR|3VULN|1AART|1CDMG|2DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8CDMG|9aDUR
374	21418 48231	   	171.90	DCR|3VULN|1AART|1CDMG|2DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8aDUR|9DUST
375	21418 48344	   	171.90	DCR|3VULN|1AART|1CDMG|2DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ERES|9aDUR
376	21213 16132	   	171.89	ACR|4VULN|1AART|1CDMG	1AART|257aVULN|3DLOT|4RCR|6LHND|8RPLT|9CDMG
377	21321 22632	   	171.87	DCR|4VULN|2AART	1aAART|2589VULN|3ERES|49LIT|6RCR|79LHND|9BPWR
378	21335 41463	   	171.82	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27VULN|3ERES|4ZMB|5aDMG|6MBVNT|8RPLT|9RCR
379	21161 23353	   	171.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	16AART|2VULN|3ASPD|4LHND|5RCR|7CDMG|8FEWX|9ZMB|aDMG
380	21161 23653	   	171.70	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	16AART|2VULN|3ASPD|4LHND|5RCR|7CDMG|8LWND|9ZMB|aDMG
381	24161 21353	   	171.70	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	16AART|2LWND|3ASPD|4LHND|5RCR|7VULN|8CDMG|9ZMB|aDMG
382	21161 24353	   	171.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	16AART|2VULN|3ASPD|4LHND|5RCR|7FEWX|8CDMG|9ZMB|aDMG
383	21431 24283	   	171.66	DCR|3VULN|2AART|1CDMG|1DUR	18AART|235VULN|3BPWR|4RCVC|6DUR|7MBVNT|9CDMG|aRCR
384	21161 23253	   	171.60	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	16AART|2VULN|3ASPD|4LHND|5RCR|7CDMG|8DUST|9ZMB|aDMG
385	23161 21353	   	171.60	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	16AART|2ASPD|3DUST|4LHND|5RCR|7VULN|8CDMG|9ZMB|aDMG
386	21431 53231	   	171.57	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4RCVC|6LIT|7RCR|8LHND|9ZMB|aCDMG
387	21431 53631	   	171.57	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4RCVC|6LIT|7RCR|8LWND|9ZMB|aCDMG
388	21161 21161	   	171.57	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	16AART|27VULN|3ASPD|4LHND|5RCR|8LWND|9DUR|aDMG
389	21418 41222	   	171.57	DCR|4VULN|2AART	1aAART|2359VULN|3BPWR|4MBVNT|6RCR|7TLV|8BELT
390	21418 43222	   	171.57	DCR|4VULN|2AART	1aAART|2359VULN|3BPWR|4MBVNT|6RCR|7ERES|8BELT
391	21431 53331	   	171.47	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4RCVC|6LIT|7RCR|8DUST|9ZMB|aCDMG
392	21215 33324	   	171.42	ACR|3VULN|1AART|2ZMB|2DUR	1AART|27aVULN|3DLOT|4RCR|58ZMB|6aDUR|9aBEXP|aBPWR
393	21433 25152	   	171.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|3BPWR|4RCVC|5LEGI|6LHND|7DUR|8RCR|9DMG
394	21212 61451	   	171.42	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	19AART|28VULN|3DLOT|4RCR|5DUR|6CDMG|7CANSTR|aZMB
395	21321 22634	   	171.42	DCR|4VULN|1AART|1ZMB	1AART|2589VULN|3ERES|49LIT|6RCR|79LHND|9BPWR|aZMB
396	21436 35313	   	171.32	DCR|2VULN|2DMG|1AART	1AART|23VULN|3BPWR|4RCVC|5FEWX|6RCR|7BEXP|8RPLT|9aDMG
397	21551 21363	   	171.24	ACR|2AART|2VULN|1DMG|1CDMG	16AART|27VULN|3BEXP|4CGEN|5RCR|8CDMG|9MBVNT|aDMG
398	22161 21533	   	171.24	ACR|2AART|2VULN|1DMG|1CDMG	16AART|2CGEN|3DUST|4LHND|5RCR|78VULN|9CDMG|aDMG
399	21215 33354	   	171.22	ACR|3VULN|1AART|2ZMB|2DUR	1AART|27aVULN|3DLOT|4RCR|58ZMB|6aDUR|9aDUST|aBPWR
400	21215 43314	   	171.22	ACR|3VULN|1AART|2ZMB|2DUR	1AART|27aVULN|3DLOT|4RCR|58ZMB|6aDUST|9aDUR|aBPWR
401	21321 21634	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|2589VULN|3ERES|49LIT|6RCR|79DUST|9BPWR|aZMB
402	21321 22625	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|258aVULN|3ERES|4LIT|6RCR|7LHND|9ZMB
403	21418 42832	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|2358VULN|3BPWR|4MBVNT|6RCR|7LWND|9ZMB|aCGEN
404	21418 42833	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|2358VULN|3BPWR|4MBVNT|6RCR|7LWND|9ZMB|aMLV
405	21418 42842	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|2358VULN|3BPWR|4MBVNT|6RCR|7LWND|9BEXP|aZMB
406	21418 44534	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|235aVULN|3BPWR|4MBVNT|6RCR|78LHND|9ZMB
407	21436 34313	   	171.22	DCR|2VULN|2DMG|1AART	1AART|23VULN|3BPWR|4RCVC|5FEWX|6RCR|7LEGI|8RPLT|9aDMG
408	21121 13212	   	171.21	DCR|3VULN|2AART|2ASPD	19AART|25aVULN|38ASPD|4LIT|6RCR|7RPLT
409	21121 16512	   	171.21	DCR|3VULN|2AART|2ASPD	19AART|258VULN|37ASPD|4LIT|6RCR|aLHND
410	21121 16516	   	171.21	DCR|3VULN|2AART|2ASPD	19AART|258VULN|37ASPD|4LIT|6RCR|aBEXP
411	21418 42344	   	171.21	DCR|3VULN|2AART|1CDMG	1aAART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RPLT|9CDMG
412	21418 44344	   	171.21	DCR|3VULN|2AART|1CDMG	1aAART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RPLT|9CDMG
413	21418 44824	   	171.21	DCR|3VULN|2AART|1CDMG	1aAART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8CDMG|9RPLT
414	21414 13423	   	171.21	DCR|4VULN|1AART|1CDMG|1ASPD	1AART|2389VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7ASPD|aRCR
415	21531 21363	   	171.14	ACR|2AART|2VULN|1DMG|1CDMG	16AART|27VULN|3BEXP|4ERES|5RCR|8CDMG|9MBVNT|aDMG
416	21213 26415	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6DUR|8LWND|9CGEN|aDMG
417	21213 26436	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6DUR|89LWND|aDMG
418	21213 26515	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6DUR|8LHND|9CGEN|aDMG
419	21213 26532	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6DUR|8LHND|9LWND|aDMG
420	21213 16422	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6LHND|8LWND|9DUR|aDMG
421	21213 52415	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6CGEN|8BEXP|9DUR|aDMG
422	21213 52615	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6CGEN|8LHND|9DUR|aDMG
423	21213 53215	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|258VULN|3DLOT|4RCR|6CGEN|7LHND|9DUR|aDMG
424	21213 62415	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6RMIN|8BEXP|9DUR|aDMG
425	21213 62615	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6RMIN|8LHND|9DUR|aDMG
426	21213 63215	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|258VULN|3DLOT|4RCR|6RMIN|7LHND|9DUR|aDMG
427	24213 13215	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|2LWND|3DLOT|4RCR|578VULN|6CGEN|9DUR|aDMG
428	21321 21625	   	171.12	DCR|4VULN|1AART|1ZMB	1AART|258aVULN|3ERES|4LIT|6RCR|7DUST|9ZMB
429	21121 16511	   	171.11	DCR|3VULN|2AART|2ASPD	19AART|258VULN|37ASPD|4LIT|6RCR|aLEGI
430	21418 45344	   	171.11	DCR|3VULN|2AART|1CDMG	1aAART|235VULN|3BPWR|4MBVNT|6RCR|7LEGI|8RPLT|9CDMG
431	21361 21363	   	171.04	ACR|2AART|2VULN|1DMG|1CDMG	16AART|27VULN|3ERES|4DUST|5RCR|8CDMG|9MBVNT|aDMG
432	21211 54122	   	171.04	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3DLOT|4RCR|5RPLT|6aDMG|7CDMG|8RCVC|9DUR
433	21213 26351	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6DUR|8SNIHEL|9DMG|aLWND
434	21213 26353	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6DUR|8SNIHEL|9DMG|aFEWX
435	21213 26354	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6DUR|8SNIHEL|9DMG|aLIT
436	21213 26356	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6DUR|8SNIHEL|9DMG|aBEXP
437	21213 12215	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1AART|258VULN|3DLOT|4RCR|6LHND|7TLV|9DUR|aDMG
438	21213 15215	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1AART|258VULN|3DLOT|4RCR|6LHND|7ERES|9DUR|aDMG
439	21213 16615	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6LHND|8ERES|9DUR|aDMG
440	21213 62215	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6RMIN|8DUST|9DUR|aDMG
441	21216 13215	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1AART|278VULN|3DLOT|4RCR|5DUST|6CGEN|9DUR|aDMG
442	21418 47212	   	171.00	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8BELT|9DUR|aZMB
443	21418 47441	   	171.00	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8RPLT|9ZMB|aDUR
444	21211 53526	   	171.00	ACR|2AART|2VULN|1DMG|1ZMB	17AART|2aVULN|3DLOT|4RCR|5RPLT|6DMG|8DMSP|9ZMB
445	21162 13365	   	170.95	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2aVULN|3ASPD|4LHND|5DUR|6CDMG|7DMG|8BELT|9RCR
446	21414 13838	   	170.95	DCR|3VULN|2AART|1CDMG|1ASPD	18AART|23aVULN|3BPWR|4MBVNT|5RMIN|6CDMG|7ASPD|9RCR
447	21423 62323	   	170.95	DCR|3VULN|2AART|1CDMG|1DUR	17AART|236VULN|3BPWR|4CDMG|5FEWX|8ERES|9RCR|aDUR
448	21213 26352	   	170.94	ACR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3DLOT|4RCR|6DUR|8SNIHEL|9DMG|aDUST
449	21212 64326	   	170.94	ACR|3VULN|1AART|2CDMG|1DUR	1AART|27aVULN|3DLOT|4RCR|5DUR|68CDMG|9LEGI
450	21215 43125	   	170.90	ACR|2AART|2VULN|1DMG|1ZMB	18AART|27VULN|3DLOT|4RCR|5ZMB|6DUST|9LWND|aDMG
451	21215 43252	   	170.90	ACR|2AART|2VULN|1DMG|1ZMB	1aAART|27VULN|3DLOT|4RCR|5ZMB|6DUST|8RPLT|9DMG
452	21321 26234	   	170.87	DCR|3VULN|1AART|2ASPD|1ZMB	1AART|259VULN|3ERES|49LIT|6RCR|79ASPD|8RMIN|9BPWR|aZMB
453	33136 52521	 * 	170.85	ACR|3VULN|2DMG|2CDMG	1DUST|24aVULN|3CGEN|5RCR|6AIRHEA|7aCDMG|8LIT|9aDMG|aBPWR
454	25262 11331	   	170.82	DCR|3DMG|1AART|1VULN|1ASPD	1AART|2aBASHEA|3VULN|4aLHND|5CGEN|6ASPD|7RCR|89aDMG|aBPWR
455	21531 15253	   	170.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3BEXP|4ERES|5RCR|6CDMG|7aDMG|8CGEN|9ZMB
456	21121 16225	   	170.77	DCR|3VULN|1AART|2ASPD|1ZMB	1AART|25aVULN|37ASPD|4LIT|6RCR|8ZMB|9FEWX
457	21121 16265	   	170.77	DCR|3VULN|1AART|2ASPD|1ZMB	1AART|25aVULN|37ASPD|4LIT|6RCR|8ZMB|9LHND
458	21121 16425	   	170.77	DCR|3VULN|1AART|2ASPD|1ZMB	1AART|25aVULN|37ASPD|4LIT|6RCR|8FEWX|9ZMB
459	21121 16525	   	170.77	DCR|3VULN|1AART|2ASPD|1ZMB	1AART|258VULN|37ASPD|49LIT|6RCR|aZMB
460	21418 42346	   	170.77	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RPLT|9CDMG|aZMB
461	21418 44346	   	170.77	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RPLT|9CDMG|aZMB
462	21418 48422	   	170.77	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8CGEN|9ZMB|aRPLT
463	21163 11333	   	170.72	DCR|3DMG|1AART|1VULN|1ASPD	1AART|2VULN|3ASPD|4LHND|5RMIN|6LSRHEA|7RCR|89aDMG
464	21344 21334	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|269VULN|3ERES|4RPLT|5DMG|7RCR|8DUR|aCGEN
465	21344 21335	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|269VULN|3ERES|4RPLT|5DMG|7RCR|8DUR|aMLV
466	21344 21341	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|26aVULN|3ERES|4RPLT|5DMG|7RCR|8DUR|9LHND
467	21361 15253	   	170.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3ERES|4DUST|5RCR|6CDMG|7aDMG|8CGEN|9ZMB
468	21213 42322	   	170.69	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9BEXP|aCDMG
469	21213 42362	   	170.69	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9CDMG|aBEXP
470	21213 42363	   	170.69	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9CDMG|aBELT
471	21213 42366	   	170.69	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9CDMG|aLWND
472	21213 52414	   	170.67	ACR|4VULN|1AART|2DUR	1AART|257aVULN|3DLOT|4RCR|6CGEN|8aBEXP|9aDUR|aBPWR
473	21213 52614	   	170.67	ACR|4VULN|1AART|2DUR	1AART|257aVULN|3DLOT|4RCR|6CGEN|8aLHND|9aDUR|aBPWR
474	21213 53214	   	170.67	ACR|4VULN|1AART|2DUR	1AART|258aVULN|3DLOT|4RCR|6CGEN|7aLHND|9aDUR|aBPWR
475	21213 62414	   	170.67	ACR|4VULN|1AART|2DUR	1AART|257aVULN|3DLOT|4RCR|6RMIN|8aBEXP|9aDUR|aBPWR
476	21213 62614	   	170.67	ACR|4VULN|1AART|2DUR	1AART|257aVULN|3DLOT|4RCR|6RMIN|8aLHND|9aDUR|aBPWR
477	21213 63214	   	170.67	ACR|4VULN|1AART|2DUR	1AART|258aVULN|3DLOT|4RCR|6RMIN|7aLHND|9aDUR|aBPWR
478	21121 16125	   	170.67	DCR|3VULN|1AART|2ASPD|1ZMB	1AART|25aVULN|37ASPD|4LIT|6RCR|8DUST|9ZMB
479	21418 41322	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8CDMG|9ZMB|aRPLT
480	21418 41325	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8CDMG|9ZMB|aCGEN
481	21418 41326	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8CDMG|9ZMB|aLHND
482	21418 41327	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8CDMG|9ZMB|aLIT
483	21418 43322	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8CDMG|9ZMB|aRPLT
484	21418 43325	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8CDMG|9ZMB|aCGEN
485	21418 43326	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8CDMG|9ZMB|aLHND
486	21418 43327	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8CDMG|9ZMB|aLIT
487	21418 48322	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ERES|9ZMB|aRPLT
488	21418 48421	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8CGEN|9ZMB|aVENICY
489	21418 48424	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8CGEN|9ZMB|aDUST
490	21165 13112	   	170.63	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|25VULN|38ASPD|4LHND|6CDMG|7DMG|9RCR|aRPLT
491	21165 13114	   	170.63	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|25VULN|38ASPD|4LHND|6CDMG|7DMG|9RCR|aCGEN
492	21165 13115	   	170.63	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|25VULN|38ASPD|4aLHND|6CDMG|7DMG|9RCR
493	21233 56215	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|258VULN|3DLOT|4DUST|6CGEN|7RCR|9DUR|aDMG
494	21344 21336	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|269VULN|3aERES|4RPLT|5DMG|7RCR|8DUR
