0	Index      	 *	Score 	Summary	Detail	
1	63612 31621	 * 	192.73	DCR|4VULN|1AART|1DMG|1CDMG	1589VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|aCDMG
322	63328 52423	 * 	165.32	DCR|3VULN|2DMG|2ZMB	16aVULN|2MBVNT|3CANSTR|4RPLT|5aZMB|7RMIN|8RCR|9aDMG|aBPWR
323	33124 71535	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3CGEN|468VULN|5DMG|7RCR|9DUR|aAART
324	33324 71535	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3MLV|468VULN|5DMG|7RCR|9DUR|aAART
325	13441 68344	   	165.31	DCR|2AART|2DMG|1VULN|1DUR	19DUST|2MBVNT|36AART|4DUR|59FEWX|7RCR|89DMG|9BPWR|aVULN
326	24223 62243	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LIT|2BEXP|3AART|4RCR|5CANHEL|6DMG|7aVULN|8ZMB|9ASPD
327	41223 62243	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2LIT|3AART|4RCR|5CANHEL|6DMG|7aVULN|8ZMB|9ASPD
328	62311 11561	 * 	165.28	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|5BPWR|6ASPD|7DMG|9DUR|aCDMG
329	62321 11451	 * 	165.28	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD|1SELL	158VULN|2SELL|3RCR|45DUST|5BPWR|6ASPD|7DMG|9DUR|aCDMG
330	33677 22124	 * 	165.25	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD	1LHND|2MBVNT|3AART|47ASPD|58CDMG|6RCR|9VULN|aDMG
331	33224 41535	   	165.22	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3ERES|468VULN|5DMG|7RCR|9DUR|aAART
332	63214 41535	   	165.22	DCR|3VULN|1AART|1DMG|1DUR	168VULN|2MBVNT|3ERES|4LHND|5DMG|7RCR|9DUR|aAART
333	13472 13456	   	165.21	DCR|2AART|2DMG|1VULN|1ASPD	1DUST|2MBVNT|38AART|4ASPD|5VULN|6aDMG|7RCR|9CGEN
334	13472 13466	   	165.21	DCR|2AART|2DMG|1VULN|1ASPD	1DUST|2MBVNT|38AART|4ASPD|5VULN|6aDMG|7RCR|9MLV
335	63642 28322	   	165.21	DCR|2AART|2VULN|1DMG|1DUR	1aVULN|2MBVNT|35AART|4DUR|6DUST|7RCR|8DMG|9BEXP
336	62341 23336	 * 	165.17	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUR|5BPWR|6LWND|7ASPD|8aCDMG|9AART
337	32314 43185	 * 	165.15	ACR|3DMG|1VULN|2ASPD|1CDMG|1SELL	18LHND|2SELL|3RCR|4MBVNT|5CDMG|689DMG|78ASPD|8BPWR|aVULN
338	13472 13426	   	165.11	DCR|2AART|2DMG|1VULN|1ASPD	1DUST|2MBVNT|38AART|4ASPD|5VULN|6aDMG|7RCR|9ERES
339	63321 42623	   	165.10	DCR|3VULN|2DMG|2DUR	18aVULN|2MBVNT|3CANSTR|4RPLT|5aDUR|6DMSP|7RCR|9aDMG|aBPWR
340	63324 52623	   	165.10	DCR|3VULN|2DMG|2DUR	18aVULN|2MBVNT|3CANSTR|4RPLT|5RCVC|6aDUR|7RCR|9aDMG|aBPWR
341	62321 31323	 * 	165.05	ACR|3VULN|1DMG|2ASPD|1CDMG|1SELL	158VULN|2SELL|3RCR|458DUST|58BPWR|6RMIN|78ASPD|9DMG|aCDMG
342	63616 31344	 * 	165.05	DCR|3AART|2VULN|1DMG	1aVULN|2MBVNT|359AART|4MLV|6RCR|7DMG|8BEXP
343	12346 34212	   	165.04	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1DUST|2SELL|3RCR|4DUR|5aVULN|6DMG|7AART|8MLV|9ZMB
344	63612 31181	   	164.98	DCR|3VULN|1AART|1DMG	159VULN|2MBVNT|3AART|4aMLV|6RCR|7DMG|8CGEN
345	63612 31642	   	164.98	DCR|3VULN|1AART|1DMG	158VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|9LHND|aRCVC
346	63612 33712	   	164.98	DCR|3VULN|1AART|1DMG	159VULN|2MBVNT|3AART|4MLV|6RCR|7RCVC|8CGEN|aDMG
347	63612 36412	   	164.98	DCR|3VULN|1AART|1DMG	15aVULN|2MBVNT|3AART|4MLV|6RCR|7RPLT|8DMG|9RMIN
348	16323 63335	 * 	164.94	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1DUST|2CGEN|3DUR|4VULN|5RCR|6AART|79ZMB|8aDMG
349	51333 63335	   	164.94	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1CGEN|2VULN|3DUR|4DUST|5RCR|6AART|79ZMB|8aDMG
350	11225 61163	 * 	164.93	ACR|2VULN|2DMG|1AART	1DUST|27LIT|3AART|4RCR|5RMIN|69VULN|8aDMG
351	22225 61163	   	164.93	ACR|2VULN|2DMG|1AART	17LIT|2DUST|3AART|4RCR|5RMIN|69VULN|8aDMG
352	63612 31182	   	164.88	DCR|3VULN|1AART|1DMG	159VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|8CGEN|aNUKE
353	63612 31184	   	164.88	DCR|3VULN|1AART|1DMG	159VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|8CGEN|aAIRHEA
354	63612 31611	   	164.88	DCR|3VULN|1AART|1DMG	158VULN|2MBVNT|3AART|4aMLV|6RCR|7DMG|9ERES
355	63612 31641	   	164.88	DCR|3VULN|1AART|1DMG	158VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|9LHND|aERES
356	63612 36442	   	164.88	DCR|3VULN|1AART|1DMG	15aVULN|2MBVNT|3AART|4MLV|6RCR|7RPLT|8DMG|9ERES
357	63432 42581	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2MBVNT|3LIT|4ZMB|5LWND|6RCR|7AART|9DMG|aDUR
358	43472 73332	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2MBVNT|3AART|4ASPD|5aVULN|6ZMB|7RCR|8FEWX|9DMG
359	63622 13232	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aVULN|2MBVNT|3AART|4FEWX|5ZMB|6ASPD|7RCR|8BEXP|9DMG
360	62111 44362	   	164.85	DCR|3VULN|2DMG|2DUR|1SELL	158VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|9aDUR
361	62114 44311	   	164.85	DCR|3DMG|2VULN|2DUR|1SELL	18VULN|2SELL|3RMIN|458DMG|6MBVNT|7RCR|8BPWR|9aDUR
362	11226 61163	   	164.83	ACR|2VULN|2DMG|1AART	1DUST|27LIT|3AART|4RCR|5ERES|69VULN|8aDMG
363	22226 61163	   	164.83	ACR|2VULN|2DMG|1AART	17LIT|2DUST|3AART|4RCR|5ERES|69VULN|8aDMG
364	63612 31612	   	164.78	DCR|3VULN|1AART|1DMG	158VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|9ERES|aNUKE
365	63612 31614	   	164.78	DCR|3VULN|1AART|1DMG	158VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|9ERES|aAIRHEA
366	43472 73132	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2MBVNT|3AART|4ASPD|5aVULN|6ZMB|7RCR|8DUST|9DMG
367	63622 13132	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aVULN|2MBVNT|3AART|4FEWX|5ZMB|6ASPD|7RCR|8DUST|9DMG
368	11223 62144	   	164.73	ACR|2VULN|2DMG|1AART	18DUST|2LIT|3AART|4RCR|5CANHEL|69DMG|7aVULN
369	11223 63144	   	164.73	ACR|2VULN|2DMG|1AART	17DUST|2LIT|3AART|4RCR|5CANHEL|69DMG|8aVULN
370	22223 62144	   	164.73	ACR|2VULN|2DMG|1AART	1LIT|28DUST|3AART|4RCR|5CANHEL|69DMG|7aVULN
371	22223 63144	   	164.73	ACR|2VULN|2DMG|1AART	1LIT|27DUST|3AART|4RCR|5CANHEL|69DMG|8aVULN
372	12336 31463	   	164.69	ACR|2VULN|2DMG|1AART|1SELL	1DUST|2SELL|3RCR|4LWND|58VULN|6aDMG|7AART|9MLV
373	62312 61443	   	164.69	ACR|2VULN|2DMG|1AART|1SELL	19VULN|2SELL|3RCR|4MBVNT|5MLV|6LWND|7AART|8aDMG
374	62315 61443	   	164.69	ACR|2VULN|2DMG|1AART|1SELL	19VULN|2SELL|3RCR|4MBVNT|5CGEN|6LWND|7AART|8aDMG
375	62341 16332	   	164.67	ACR|2VULN|1AART|1DMG|2DUR|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|7RPLT|8LIT|9DMG|aAART
376	51345 21323	   	164.61	DCR|2VULN|2DMG|3DUR|1CDMG	1CGEN|24VULN|346DUR|4BPWR|5CDMG|79DMG|8RCR|aRMIN
377	62313 61443	   	164.59	ACR|2VULN|2DMG|1AART|1SELL	19VULN|2SELL|3RCR|4MBVNT|5TLV|6LWND|7AART|8aDMG
378	43721 11328	   	164.57	DCR|4VULN|2DMG	1BEXP|2MBVNT|3RPLT|469aVULN|56DMG|6BPWR|7DMSP|8RCR
379	43721 13328	   	164.57	DCR|4VULN|2DMG	17BEXP|2MBVNT|3RPLT|469aVULN|56DMG|6BPWR|8RCR
380	43721 16321	   	164.57	DCR|4VULN|2DMG	1BEXP|2MBVNT|3RPLT|4679VULN|56DMG|6BPWR|8RCR|aRMIN
381	43721 16344	   	164.57	DCR|4VULN|2DMG	1BEXP|2MBVNT|3RPLT|467aVULN|56DMG|6BPWR|8RCR|9LHND
382	63664 14314	 * 	164.47	DCR|4VULN|1AART|2ZMB	1589VULN|2MBVNT|3AART|457LIT|59BPWR|69ZMB|aRCR
383	62341 11316	   	164.47	ACR|2VULN|1AART|1DMG|2DUR|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|7DMG|8MBVNT|9ERES|aAART
384	62341 11346	   	164.47	ACR|2VULN|1AART|1DMG|2DUR|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|7DMG|8MBVNT|9NUKE|aAART
385	43721 16323	   	164.47	DCR|4VULN|2DMG	1BEXP|2MBVNT|3RPLT|4679VULN|56DMG|6BPWR|8RCR|aDUST
386	32331 16531	   	164.45	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD|1SELL	1LHND|2SELL|3RCR|4LWND|5FLTHEA|6AART|7VULN|8ASPD|9DMG|aCDMG
387	62363 25123	 * 	164.44	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	17VULN|2SELL|3RCR|4CDMG|5RCVC|69DMG|8RMIN|aZMB
388	62316 51423	 * 	164.37	ACR|2VULN|2AART|1CDMG|2DUR|1SELL	1aVULN|2SELL|3RCR|4MBVNT|5CDMG|68DUR|79AART
389	56321 63232	   	164.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3DUR|4VULN|5DUST|6AART|7ZMB|8LIT|9DMG|aCDMG
390	12317 38634	 * 	164.34	ACR|2VULN|2DMG|1FLTHEA|1ZMB|1SELL	18DUST|2SELL|3RCR|4MBVNT|58VULN|68DMG|7RPLT|8BPWR|9ZMB|aFLTHEA
391	42317 36341	 * 	164.34	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1BEXP|2SELL|3RCR|4MBVNT|57VULN|69DMG|8ZMB|aCDMG
392	62314 38634	 * 	164.34	ACR|2VULN|2DMG|1FLTHEA|1ZMB|1SELL	18VULN|2SELL|3RCR|4MBVNT|58DUST|68DMG|7RPLT|8BPWR|9ZMB|aFLTHEA
393	34323 14343	 * 	164.03	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LHND|2MLV|3DUR|4VULN|5RCR|6ASPD|7aAART|8DMG|9CDMG
394	36323 14343	   	164.03	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LHND|2CGEN|3DUR|4VULN|5RCR|6ASPD|7aAART|8DMG|9CDMG
395	51313 14343	   	164.03	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1CGEN|2VULN|3DUR|4LHND|5RCR|6ASPD|7aAART|8DMG|9CDMG
396	52323 14343	   	164.03	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1CGEN|2LWND|3DUR|4VULN|5RCR|6ASPD|7aAART|8DMG|9CDMG
397	63243 75312	   	163.91	DCR|3VULN|2DMG|1CDMG	16aVULN|2MBVNT|3ERES|4RMIN|59DMG|7CDMG|8RCR
398	56322 11323	 * 	163.82	ACR|3VULN|2AART|1DUR	1CGEN|2RCR|3DUR|45aVULN|68BEXP|79AART
399	56322 11523	   	163.82	ACR|3VULN|2AART|1DUR	1CGEN|2RCR|3DUR|45aVULN|6BEXP|79AART|8DMSP
400	63662 33313	   	163.80	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	17VULN|2MBVNT|3AART|4LIT|57DUR|67CDMG|7BPWR|8RCR|9ASPD|aLWND
401	63662 33323	   	163.80	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	17VULN|2MBVNT|3AART|4LIT|57DUR|67CDMG|7BPWR|8RCR|9FEWX|aASPD
402	63122 28641	   	163.77	DCR|3VULN|2DMG|1ZMB	149VULN|2MBVNT|3CGEN|5RCVC|69DMG|7RCR|89ERES|9BPWR|aZMB
403	14323 61342	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2MLV|3DUR|4aVULN|5RCR|6AART|7CGEN|8DMG|9CDMG
404	56322 31523	   	163.72	ACR|3VULN|2AART|1DUR	1CGEN|2RCR|3DUR|45aVULN|6DUST|79AART|8DMSP
405	56323 21523	   	163.72	ACR|3VULN|2AART|1DUR	1CGEN|2RCR|3DUR|49aVULN|5RMIN|6ERES|78AART
406	63662 33312	   	163.70	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	17VULN|2MBVNT|3AART|4LIT|57DUR|67CDMG|7BPWR|8RCR|9ASPD|aTLV
407	63371 17432	   	163.67	DCR|3VULN|2DMG|1ZMB	159VULN|2MBVNT|39CANSTR|4ERES|6BEXP|7RCR|89DMG|9BPWR|aZMB
408	66521 31113	   	163.65	DCR|3VULN|1AART|2DUR|1ZMB	179VULN|29DUR|3AART|4BEXP|5FEWX|69LWND|8RCR|9BPWR|aZMB
409	62341 11222	 * 	163.63	ACR|3VULN|1DMG|2ASPD|2DUR|1SELL	15aVULN|2SELL|3RCR|45DUR|5BPWR|69ASPD|7DMG|8ERES
410	62111 44374	   	163.62	DCR|3VULN|2DMG|1ZMB|1SELL	158VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|9FEWX|aZMB
411	56322 31623	   	163.62	ACR|3VULN|2AART|1DUR	1CGEN|2RCR|3DUR|45aVULN|68DUST|79AART
412	62216 41513	   	163.57	DCR|3VULN|3DMG|1SELL	17aVULN|2SELL|367CGEN|47aDMG|5MBVNT|7aBPWR|8aERES|9RCR
413	63371 37432	   	163.57	DCR|3VULN|2DMG|1ZMB	159VULN|2MBVNT|39CANSTR|4ERES|6DUST|7RCR|89DMG|9BPWR|aZMB
414	63662 33311	   	163.55	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD|1SELL	17VULN|2MBVNT|3AART|4LIT|57DUR|67CDMG|7BPWR|8RCR|9ASPD|aSELL
415	51361 63322	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2aVULN|3DUR|4RCR|5DUST|6AART|7ZMB|8DMG|9BEXP
416	32364 61132	   	163.38	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1LHND|2SELL|3RCR|4CDMG|5RPLT|69aVULN|7AART|8DUR
417	11224 11562	 * 	163.28	ACR|2AART|2VULN|1CDMG|1ZMB	1DUST|2LIT|35AART|4RCR|6ZMB|7TLV|89VULN|aCDMG
418	22224 11562	   	163.28	ACR|2AART|2VULN|1CDMG|1ZMB	1LIT|2DUST|35AART|4RCR|6ZMB|7TLV|89VULN|aCDMG
419	62311 11636	   	163.24	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	15VULN|2SELL|3RCR|4MBVNT|5BPWR|6ASPD|7DMG|8ZMB|9LWND|aAART
420	62311 17246	   	163.24	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	15VULN|2SELL|3RCR|4MBVNT|5BPWR|6ASPD|7ZMB|8FEWX|9DMG|aAART
421	62311 17446	   	163.24	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	15VULN|2SELL|3RCR|4MBVNT|5BPWR|6ASPD|7ZMB|8LWND|9DMG|aAART
422	62321 11535	   	163.24	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUST|5BPWR|6ASPD|7DMG|8ZMB|9LWND|aAART
423	32346 31632	 * 	163.24	ACR|3VULN|1AART|2ASPD|1DUR|2SELL	19LHND|28SELL|3RCR|4DUR|59aVULN|69ASPD|7AART|9BPWR
424	63612 31464	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	15VULN|2MBVNT|3AART|49MLV|6RCR|7DMG|8DUR|aASPD
425	63612 37113	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	15VULN|2MBVNT|3AART|4MLV|6RCR|7LIT|8DMG|9DUR|aASPD
426	34223 14342	   	163.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2MLV|3DUST|4aVULN|5RCR|6ASPD|7AART|8DMG|9CDMG
427	36223 14342	   	163.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2CGEN|3DUST|4aVULN|5RCR|6ASPD|7AART|8DMG|9CDMG
428	51213 14342	   	163.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2aVULN|3DUST|4LHND|5RCR|6ASPD|7AART|8DMG|9CDMG
429	52223 14342	   	163.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2LWND|3DUST|4aVULN|5RCR|6ASPD|7AART|8DMG|9CDMG
430	63126 11744	 * 	163.07	DCR|4VULN|3CDMG|2ZMB	1479VULN|2MBVNT|3CGEN|578CDMG|67ZMB|7BPWR|aRCR
431	63122 62153	   	163.07	DCR|4VULN|1AART|1CDMG	146aVULN|2MBVNT|3CGEN|5RCVC|7AART|8CDMG|9RCR
432	51322 25134	   	163.02	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|247VULN|3DUR|59RCVC|6DMG|8RCR|aAART
433	51362 11135	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|25VULN|3DUR|4RCR|6BEXP|7AART|8FEWX|9ZMB|aDMG
434	63612 36414	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2MBVNT|3AART|4MLV|6RCR|7RPLT|8DMG|9RMIN|aCDMG
435	63222 62153	   	162.97	DCR|4VULN|1AART|1CDMG	146aVULN|2MBVNT|3ERES|5RCVC|7AART|8CDMG|9RCR
436	63662 33331	 * 	162.90	DCR|2VULN|1AART|3CDMG|2DUR	17VULN|2MBVNT|3AART|4LIT|57DUR|679CDMG|7BPWR|8RCR|aFEWX
437	63662 33332	   	162.90	DCR|2VULN|1AART|3CDMG|2DUR	17VULN|2MBVNT|3AART|4LIT|57DUR|679CDMG|7BPWR|8RCR|aRMIN
438	63662 33334	   	162.90	DCR|2VULN|1AART|3CDMG|2DUR	17VULN|2MBVNT|3AART|4LIT|57DUR|679CDMG|7BPWR|8RCR|aBEXP
439	63612 31154	   	162.88	DCR|2VULN|1AART|1DMG|2ASPD	15VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|8CGEN|9aASPD
440	63612 32438	   	162.86	DCR|3VULN|1AART|1ZMB|1DUR	15aVULN|2MBVNT|3AART|4MLV|6RCR|7LHND|8DUR|9ZMB
441	42336 31232	 * 	162.85	ACR|3VULN|1AART|1DMG|1SELL	1BEXP|2SELL|3RCR|4LWND|59aVULN|6DMG|7AART|8LHND
442	42336 31412	 * 	162.85	ACR|3VULN|1AART|1DMG|1SELL	1BEXP|2SELL|3RCR|4LWND|58aVULN|6DMG|7AART|9FEWX
443	11223 62114	 * 	162.80	ACR|3VULN|1AART|1DMG	18DUST|2LIT|3AART|4RCR|5CANHEL|6DMG|79aVULN
444	11223 63114	   	162.80	ACR|3VULN|1AART|1DMG	17DUST|2LIT|3AART|4RCR|5CANHEL|6DMG|89aVULN
445	22223 62114	   	162.80	ACR|3VULN|1AART|1DMG	1LIT|28DUST|3AART|4RCR|5CANHEL|6DMG|79aVULN
446	22223 63114	   	162.80	ACR|3VULN|1AART|1DMG	1LIT|27DUST|3AART|4RCR|5CANHEL|6DMG|89aVULN
447	63662 33333	   	162.80	DCR|2VULN|1AART|3CDMG|2DUR	17VULN|2MBVNT|3AART|4LIT|57DUR|679CDMG|7BPWR|8RCR|aDUST
448	63612 34438	   	162.76	DCR|3VULN|1AART|1ZMB|1DUR	15aVULN|2MBVNT|3AART|4MLV|6RCR|7LEGI|8DUR|9ZMB
449	12333 34432	   	162.75	ACR|3VULN|1AART|1DMG|1SELL	1DUST|2SELL|3RCR|4LWND|5BEXP|6DMG|7AART|89aVULN
450	12336 31232	   	162.75	ACR|3VULN|1AART|1DMG|1SELL	1DUST|2SELL|3RCR|4LWND|59aVULN|6DMG|7AART|8LHND
451	12336 31412	   	162.75	ACR|3VULN|1AART|1DMG|1SELL	1DUST|2SELL|3RCR|4LWND|58aVULN|6DMG|7AART|9FEWX
452	32313 35532	   	162.75	ACR|3VULN|1AART|1DMG|1SELL	1LHND|2SELL|3RCR|4MBVNT|5BEXP|6DMG|7AART|89aVULN
453	32323 34432	   	162.75	ACR|3VULN|1AART|1DMG|1SELL	1LHND|2SELL|3RCR|4DUST|5BEXP|6DMG|7AART|89aVULN
454	42317 35232	   	162.75	ACR|3VULN|1AART|1DMG|1SELL	1BEXP|2SELL|3RCR|4MBVNT|59aVULN|6DMG|7AART|8LHND
455	42317 35432	   	162.75	ACR|3VULN|1AART|1DMG|1SELL	1BEXP|2SELL|3RCR|4MBVNT|59aVULN|6DMG|7AART|8LWND
456	42326 34232	   	162.75	ACR|3VULN|1AART|1DMG|1SELL	1BEXP|2SELL|3RCR|4DUST|59aVULN|6DMG|7AART|8LHND
457	42332 34432	   	162.75	ACR|3VULN|1AART|1DMG|1SELL	1BEXP|2SELL|3RCR|4LWND|5DUST|6DMG|7AART|89aVULN
458	42336 31432	   	162.75	ACR|3VULN|1AART|1DMG|1SELL	1BEXP|2SELL|3RCR|4LWND|58aVULN|6DMG|7AART|9DUST
459	62352 11511	   	162.73	ACR|3DMG|1VULN|1ZMB|1DUR|1ASPD|1SELL	1VULN|2SELL|3RCR|4CGEN|5ASPD|679DMG|8DUR|aZMB
