0	Index      	 *	Score 	Summary	Detail	
1	13133 34336	 * 	199.51	DCR|3VULN|3DMG|3ZMB	19aDMG|2BEXP|39aZMB|4FEWX|5DUST|6RCR|7MBVNT|89aVULN|9aBPWR
324	34144 23133	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|27BEXP|345VULN|6AART|8RCR|9MLV|aDMG
325	32144 23153	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|235VULN|47BEXP|6AART|8RCR|9ERES|aDMG
326	52125 26241	   	172.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1MBVNT|24CDMG|35VULN|6AART|7RCR|8CGEN|9DMG|aDUR
327	52125 26433	 * 	172.03	DCR|3VULN|2AART|2CDMG	1MBVNT|24CDMG|359VULN|6aAART|7RCR|8LSRHEA
328	11354 13351	   	172.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2CDMG|3DUR|4ZMB|5aVULN|6AART|7LWND|8LHND|9RCR
329	11342 64313	   	172.01	DCR|2VULN|2DMG|2CDMG|2DUR	19DMG|2aCDMG|39DUR|4RMIN|5BEXP|6RCR|7MLV|89VULN|9BPWR
330	52821 23742	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5LSRICY|6aVULN|7MLV|8DMG|9ZMB
331	52821 25114	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5LSRICY|67VULN|8ZMB|9RMIN|aDMG
332	52822 27341	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5ZMB|6FEWX|7DMG|8LHND|9aVULN
333	52822 28141	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5ZMB|6FEWX|7BEXP|8DMG|9aVULN
334	52824 11833	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|57LIT|6ZMB|89DMG|aVULN
335	52824 44135	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5LIT|68VULN|7BEXP|9DMG|aZMB
336	11354 12351	   	171.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2CDMG|3DUR|4ZMB|5aVULN|6AART|7LEGI|8LHND|9RCR
337	11342 66313	   	171.91	DCR|2VULN|2DMG|2CDMG|2DUR	19DMG|2aCDMG|39DUR|4RMIN|5BEXP|6RCR|7ERES|89VULN|9BPWR
338	52822 23141	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5ZMB|6FEWX|7DUST|8DMG|9aVULN
339	52822 37241	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5ZMB|6DUST|7DMG|8BEXP|9aVULN
340	52822 37341	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5ZMB|6DUST|7DMG|8LHND|9aVULN
341	52822 38141	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5ZMB|6DUST|7BEXP|8DMG|9aVULN
342	52822 53141	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5ZMB|6BEXP|7DUST|8DMG|9aVULN
343	52822 73141	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5ZMB|6LHND|7DUST|8DMG|9aVULN
344	52824 43135	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3AART|4RCR|5LIT|68VULN|7DUST|9DMG|aZMB
345	34333 13552	   	171.76	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2aBEXP|3CGEN|4DUST|5aDMG|6AART|7LWND|8aVULN|9RCR|aBPWR
346	52174 24137	   	171.60	DCR|3VULN|1AART|2CDMG|1DMG|1SELL	1MBVNT|26CDMG|356VULN|4SELL|6BPWR|7DMG|8LIT|9AART|aRCR
347	33124 25362	   	171.52	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	14CDMG|2DUR|359VULN|6AART|7ZMB|8FEWX|aRCR
348	11112 25144	   	171.39	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	13DMG|28CDMG|4CGEN|5LWND|6AART|7ZMB|9RCR|aVULN
349	11135 25141	   	171.39	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	13DMG|28CDMG|4RMIN|5VULN|6AART|7ZMB|9RCR|aFEWX
350	11135 25142	   	171.39	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	13DMG|28CDMG|4RMIN|5VULN|6AART|7ZMB|9RCR|aCGEN
351	32142 25143	   	171.39	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	18CDMG|23VULN|45BEXP|6AART|7ZMB|9RCR|aDMG
352	11135 25143	   	171.29	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	13DMG|28CDMG|4RMIN|5VULN|6AART|7ZMB|9RCR|aNUKE
353	31134 25143	   	171.29	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	18CDMG|2DUST|35VULN|4DMSP|6AART|7ZMB|9RCR|aDMG
354	55144 22118	   	171.21	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1MBVNT|2MLV|3ZMB|4AART|5ASPD|6VULN|7RCR|89DMG|aDUR
355	55144 22438	   	171.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2MLV|3ZMB|4AART|5ASPD|68VULN|7RCR|9DMG|aDUR
356	58141 43373	   	171.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2DMG|3ZMB|4AART|5aVULN|6LIT|7RCR|8DUR|9ASPD
357	11352 61432	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3DUR|4ZMB|5aBEXP|6RCR|89VULN
358	11352 61433	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3DUR|4ZMB|5BEXP|6RCR|89VULN|aLIT
359	31114 25143	   	171.19	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	18CDMG|24DUST|35VULN|6AART|7ZMB|9RCR|aDMG
360	53341 32135	   	171.18	DCR|2AART|2VULN|1DMG|1ZMB	1MBVNT|23BEXP|4aAART|59VULN|6RCR|7ZMB|8DMG
361	58144 45332	   	171.11	DCR|3DMG|1AART|1CDMG|1ZMB|1ASPD	1MBVNT|279DMG|3ZMB|4AART|5ASPD|6LWND|8RCR|aCDMG
362	11113 42542	   	171.05	DCR|3DMG|2VULN|1CDMG|1DUR	135DMG|2CDMG|4CGEN|6DUR|7aVULN|8RCR|9RPLT
363	11113 42561	   	171.05	DCR|3DMG|2VULN|1CDMG|1DUR	135DMG|2CDMG|4CGEN|6DUR|79VULN|8RCR|aLHND
364	11133 42542	   	171.05	DCR|3DMG|2VULN|1CDMG|1DUR	135DMG|2CDMG|4RMIN|6DUR|7aVULN|8RCR|9RPLT
365	11133 42561	   	171.05	DCR|3DMG|2VULN|1CDMG|1DUR	135DMG|2CDMG|4RMIN|6DUR|79VULN|8RCR|aLHND
366	11113 14515	   	171.03	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2CDMG|47CGEN|6AART|8VULN|9RCR|aRCVC
367	58472 14241	   	171.02	DCR|3DMG|2VULN|1AART|1SELL	1MBVNT|259DMG|3SELL|45VULN|5BPWR|6AART|7BEXP|8LHND|aRCR
368	58338 32314	   	170.98	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1MBVNT|2DMG|39LIT|4AART|5aVULN|6FLTHEA|7RCR|8ZMB
369	58338 32321	   	170.98	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MBVNT|29DMG|3LIT|4AART|5VULN|6FLTHEA|7RCR|8ZMB|aBELT
370	58338 32323	   	170.98	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MBVNT|29DMG|3LIT|4AART|5VULN|6FLTHEA|7RCR|8ZMB|aLHND
371	58338 32341	   	170.98	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1MBVNT|2DMG|3LIT|4AART|59VULN|6FLTHEA|7RCR|8ZMB|aBELT
372	58338 32343	   	170.98	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1MBVNT|2DMG|3LIT|4AART|59VULN|6FLTHEA|7RCR|8ZMB|aLHND
373	57153 33121	 * 	170.97	DCR|2AART|3ZMB|1VULN|1DMG	1MBVNT|235ZMB|48AART|6RCR|7LIT|9VULN|aDMG
374	11113 42524	   	170.95	DCR|3DMG|2VULN|1CDMG|1DUR	135DMG|2CDMG|4CGEN|6DUR|7aVULN|8RCR|9ERES
375	11113 42562	   	170.95	DCR|3DMG|2VULN|1CDMG|1DUR	135DMG|2CDMG|4CGEN|6DUR|79VULN|8RCR|aCANHEL
376	11113 42563	   	170.95	DCR|3DMG|2VULN|1CDMG|1DUR	135DMG|2CDMG|4CGEN|6DUR|79VULN|8RCR|aERES
377	11133 42524	   	170.95	DCR|3DMG|2VULN|1CDMG|1DUR	135DMG|2CDMG|4RMIN|6DUR|7aVULN|8RCR|9ERES
378	11133 42562	   	170.95	DCR|3DMG|2VULN|1CDMG|1DUR	135DMG|2CDMG|4RMIN|6DUR|79VULN|8RCR|aBASICY
379	11133 42563	   	170.95	DCR|3DMG|2VULN|1CDMG|1DUR	135DMG|2CDMG|4RMIN|6DUR|79VULN|8RCR|aERES
380	52361 27314	 * 	170.95	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1MBVNT|2CDMG|3CGEN|4RCR|5NUKE|6FLTHEA|78VULN|9AART|aDMG
381	52452 38433	   	170.92	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1MBVNT|27CDMG|3FEWX|47VULN|5AART|67DUR|7BPWR|8LIT|9DMG|aRCR
382	58338 32322	   	170.88	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MBVNT|29DMG|3LIT|4AART|5VULN|6FLTHEA|7RCR|8ZMB|aDUST
383	58338 32342	   	170.88	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1MBVNT|2DMG|3LIT|4AART|59VULN|6FLTHEA|7RCR|8ZMB|aDUST
384	32344 22362	   	170.73	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|259VULN|3RCVC|4BEXP|6AART|7DMG|8FEWX|aRCR
385	32343 13562	   	170.73	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|289VULN|3RCVC|4BEXP|5DMG|6AART|7FEWX|aRCR
386	32133 46623	 * 	170.72	DCR|3VULN|1DMG|2ZMB|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|58ZMB|6LSRICY|7RCR|aDMG
387	55144 15342	   	170.72	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1MBVNT|2aMLV|3aZMB|4AART|5ASPD|6RCR|7DMG|8RPLT|9aVULN|aBPWR
388	32314 22362	   	170.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|259VULN|3RCVC|4LEGI|6AART|7DMG|8FEWX|aRCR
389	52162 11435	   	170.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|3aVULN|4DUR|5AART|6RCR|7BEXP|8RCVC|9DMG
390	52162 13435	   	170.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|3aVULN|4DUR|5AART|6RCR|7LHND|8RCVC|9DMG
391	57151 14121	   	170.52	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1MBVNT|23ZMB|4AART|5aVULN|6RCR|7RPLT|8DMG|9DUR
392	33144 25322	   	170.50	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|29DUR|345VULN|6AART|7ZMB|8FEWX|aRCR
393	52824 48231	   	170.46	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1MBVNT|2CDMG|3AART|4RCR|5LIT|679VULN|8ASPD|aDUR
394	52821 25212	   	170.46	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1MBVNT|2CDMG|3AART|4RCR|5LSRICY|67aVULN|8DUR|9ASPD
395	53228 42472	   	170.45	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|29BEXP|3RMIN|4MLV|5AART|69DMG|7RCR|89VULN|9BPWR|aASPD
396	52821 33722	   	170.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|3AART|4RCR|5LSRICY|6RCVC|7DMG|8aVULN|9DUR
397	52821 28122	   	170.32	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|37AART|4RCR|5LSRICY|6aVULN|8ZMB|9DUR
398	52821 28242	   	170.32	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|37AART|4RCR|5LSRICY|6aVULN|8DUR|9ZMB
399	13433 33435	   	170.32	DCR|3DMG|2VULN|2ZMB	18aDMG|28BEXP|3LEGI|4aZMB|5DUST|6RCR|78VULN|8aBPWR|9aLWND
400	14424 11222	   	170.32	DCR|3VULN|2DMG|2ZMB	17DMG|2BELT|3RMIN|47MLV|578VULN|6RCR|7BPWR|9aZMB
401	32333 46423	   	170.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|289VULN|3RCVC|4ASPD|5ZMB|6LSRICY|7RCR|aDMG
402	11142 34333	   	170.22	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|2CDMG|4RPLT|5LHND|6aAART|7RCR|8DUST|9VULN
403	11143 53324	   	170.22	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|2CDMG|4RPLT|5CGEN|6aAART|7RCR|8TLV|9VULN
404	33124 22322	   	170.22	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	14CDMG|29DUR|35VULN|6AART|7DMG|8FEWX|aRCR
405	12233 33455	   	170.22	DCR|3VULN|2DMG|2ZMB	18DMG|2LHND|38LWND|49ZMB|5DUST|6RCR|78aVULN|8BPWR
406	13233 33455	   	170.22	DCR|3VULN|2DMG|2ZMB	18DMG|2BEXP|38LWND|49ZMB|5DUST|6RCR|78aVULN|8BPWR
407	12133 33421	   	170.12	DCR|3DMG|2VULN|2ZMB	18aDMG|2LHND|38ZMB|4FEWX|5DUST|6RCR|78VULN|8BPWR|9BASICY
408	13133 33421	   	170.12	DCR|3DMG|2VULN|2ZMB	18aDMG|2BEXP|38ZMB|4FEWX|5DUST|6RCR|78VULN|8BPWR|9BASICY
409	13133 34332	   	170.12	DCR|3VULN|2DMG|2ZMB	19DMG|2BEXP|39ZMB|4FEWX|5DUST|6RCR|7MBVNT|89aVULN|9BPWR
410	57351 14121	   	170.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2ZMB|3RCVC|4AART|5aVULN|6RCR|7RPLT|8DMG|9DUR
411	53474 32381	 * 	170.07	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BEXP|3DUR|4RCR|5LIT|6AART|79VULN|8aDMG
412	52162 14136	   	170.02	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2CDMG|3VULN|4DUR|5AART|6RCR|7RMIN|89DMG|aRCVC
413	33141 36531	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3469VULN|5MLV|7RCR|8DMG|aRPLT
414	33141 36532	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3469VULN|5MLV|7RCR|8DMG|aCGEN
415	33141 36533	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3469VULN|5MLV|7RCR|8DMG|aLIT
416	33143 36531	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3469VULN|5CGEN|7RCR|8DMG|aRPLT
417	33143 36533	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3469VULN|5CGEN|7RCR|8DMG|aLIT
418	58338 32121	   	169.92	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR|1ASPD	1MBVNT|2DMG|3LIT|4AART|5VULN|6FLTHEA|7RCR|8DUR|9ASPD|aCDMG
419	52864 14132	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2CDMG|3AART|4VULN|5DUR|6RCR|7RMIN|89DMG|aMLV
420	52864 14134	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2CDMG|3AART|4VULN|5DUR|6RCR|7RMIN|89DMG|aBEXP
421	52864 14143	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|3AART|4aVULN|5DUR|6RCR|7RMIN|8DMG|9RPLT
422	11143 53223	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2CDMG|4RPLT|5CGEN|6AART|7RCR|8ZMB|9VULN|aLHND
423	11143 53225	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2CDMG|4RPLT|5CGEN|6AART|7RCR|8ZMB|9VULN|aBEXP
424	13311 63515	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|27BEXP|3LIT|4ZMB|57DUST|6RCR|7BPWR|8CDMG|9VULN|aAART
425	33143 36532	   	169.87	DCR|4VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3469VULN|5CGEN|7RCR|8DMG|aERES
426	11142 34522	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2CDMG|4RPLT|5LHND|6AART|7RCR|8BASHEA|9ZMB|aVULN
427	11143 53221	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2CDMG|4RPLT|5CGEN|6AART|7RCR|8ZMB|9VULN|aLEGI
428	11143 53226	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2CDMG|4RPLT|5CGEN|6AART|7RCR|8ZMB|9VULN|aERES
429	11113 14512	   	169.73	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2CDMG|47CGEN|6AART|8VULN|9RCR|aMLV
430	11113 14513	   	169.73	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2CDMG|47CGEN|6AART|8VULN|9RCR|aRPLT
431	11113 14514	   	169.73	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2CDMG|47CGEN|6AART|8VULN|9RCR|aBELT
432	32142 22541	   	169.73	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|238VULN|45BEXP|6AART|7DMG|9RCR|aFEWX
433	32142 22542	   	169.73	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|238VULN|45BEXP|6AART|7DMG|9RCR|aCGEN
434	52823 84412	 * 	169.68	ACR|1AART|1VULN|3ASPD|1DMG|2CDMG	1MBVNT|27CDMG|3AART|4RCR|57aASPD|6RPLT|7BPWR|8VULN|9DMG
435	11133 62533	   	169.63	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2CDMG|4RMIN|6BEXP|7VULN|8RCR|9DUST|aAART
436	11161 43444	   	169.63	DCR|3DMG|1AART|1VULN|1CDMG	139DMG|2CDMG|4DMSP|5LIT|6MBVNT|7VULN|8RCR|aAART
437	31134 22541	   	169.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2DUST|358VULN|4DMSP|6AART|7DMG|9RCR|aFEWX
438	31134 22542	   	169.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2DUST|358VULN|4DMSP|6AART|7DMG|9RCR|aCGEN
439	32142 22543	   	169.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|238VULN|45BEXP|6AART|7DMG|9RCR|aNUKE
440	32133 22315	   	169.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|23VULN|4ASPD|5ZMB|6AART|7DMG|8FEWX|9BELT|aRCR
441	32133 22615	   	169.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|23VULN|4ASPD|5ZMB|6AART|7DMG|8BEXP|9BELT|aRCR
442	32333 25321	   	169.57	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2VULN|3RCVC|4ASPD|5ZMB|6AART|7RCR|8BEXP|9DMG|aDUR
443	32143 16362	   	169.53	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|239VULN|4BEXP|5DMG|6AART|7RCVC|8FEWX|aRCR
444	31114 22541	   	169.53	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|24DUST|358VULN|6AART|7DMG|9RCR|aFEWX
445	31114 22542	   	169.53	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|24DUST|358VULN|6AART|7DMG|9RCR|aCGEN
446	31134 22543	   	169.53	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2DUST|358VULN|4DMSP|6AART|7DMG|9RCR|aNUKE
