0	Index      	 *	Score 	Summary	Detail	
1	11346 24527	 * 	184.79	DCR|2VULN|2AART|1DMG|2FLTHEA|1CDMG	18VULN|28DUST|3MBVNT|4CDMG|5DMG|68FLTHEA|7aAART|8BPWR|9RCR
323	15341 31445	   	157.71	DCR|2VULN|2DMG|1AART	17VULN|2BEXP|3MBVNT|45DMG|6TLV|8RCR|9DUST|aAART
324	15341 31465	   	157.71	DCR|2VULN|2DMG|1AART	17VULN|2BEXP|3MBVNT|45DMG|6TLV|8RCR|9LEGI|aAART
325	11388 31411	   	157.68	DCR|4VULN|2CDMG|1ZMB	147aVULN|2aDUST|3MBVNT|5ZMB|6TLV|8RCR|9aCDMG|aBPWR
326	33223 64212	   	157.68	DCR|2VULN|1AART|1DMG|1CDMG	13BELT|2DMSP|4aVULN|5MLV|6CDMG|7RCR|8AART|9DMG
327	33226 64212	   	157.68	DCR|2VULN|1AART|1DMG|1CDMG	13BELT|2DMSP|4aVULN|5CGEN|6CDMG|7RCR|8AART|9DMG
328	33234 54212	   	157.68	DCR|2VULN|1AART|1DMG|1CDMG	13BELT|2DMSP|4MLV|5CDMG|6aVULN|7RCR|8AART|9DMG
329	13163 52621	 * 	157.67	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	18VULN|2ZMB|3LHND|49DUR|5RCR|6CDMG|7LIT|aAART
330	23311 52342	   	157.66	DCR|3ZMB|1AART|1DMG|1VULN|1DUR	13LHND|238ZMB|3BPWR|4DUR|5VULN|6DMG|7AART|9RCR|aFEWX
331	23311 52345	   	157.66	DCR|3ZMB|1AART|1DMG|1VULN|1DUR	13LHND|238ZMB|3BPWR|4DUR|5VULN|6DMG|7AART|9RCR|aRMIN
332	13361 35162	   	157.66	DCR|2AART|2VULN|1CDMG|1ZMB	1aVULN|2ZMB|3LWND|48AART|5LIT|6CGEN|7CDMG|9RCR
333	13361 25133	   	157.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3LWND|48AART|5LIT|6ERES|7CDMG|9DMG|aRCR
334	13213 12113	   	157.63	DCR|3VULN|1DMG|2ASPD|1ZMB	19aVULN|2ZMB|3aASPD|4LWND|5RPLT|6DMG|7aLIT|8RCR|aBPWR
335	13243 12113	   	157.63	DCR|3VULN|1DMG|2ASPD|1ZMB	19aVULN|2ZMB|3aASPD|4BEXP|5RPLT|6DMG|7aLIT|8RCR|aBPWR
336	13263 12113	   	157.63	DCR|3VULN|1DMG|2ASPD|1ZMB	19aVULN|2ZMB|3aASPD|4FEWX|5RPLT|6DMG|7aLIT|8RCR|aBPWR
337	11346 67434	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	19VULN|2DUST|3MBVNT|4CDMG|56DMG|7RCR|8MGNSTR|aDUR
338	14341 67234	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	19VULN|2FEWX|3MBVNT|45DMG|6AIRHEA|7RCR|8CDMG|aDUR
339	11344 66214	 * 	157.58	DCR|2VULN|1AART|2CDMG|1FLTHEA	1aVULN|2DUST|3MBVNT|4aCDMG|5MGNLIT|6FLTHEA|7RCR|8AART|9aLHND|aBPWR
340	33225 64212	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	13BELT|2DMSP|4aVULN|5TLV|6CDMG|7RCR|8AART|9DMG
341	13161 42342	   	157.56	DCR|3ZMB|1AART|1DMG|1VULN|1DUR	1VULN|268ZMB|3LHND|4DUR|5DMG|7AART|9RCR|aFEWX
342	23311 52341	   	157.56	DCR|3ZMB|1AART|1DMG|1VULN|1DUR	13LHND|238ZMB|3BPWR|4DUR|5VULN|6DMG|7AART|9RCR|aERES
343	23311 52344	   	157.56	DCR|3ZMB|1AART|1DMG|1VULN|1DUR	13LHND|238ZMB|3BPWR|4DUR|5VULN|6DMG|7AART|9RCR|aDUST
344	23311 52346	   	157.56	DCR|3ZMB|1AART|1DMG|1VULN|1DUR	13LHND|238ZMB|3BPWR|4DUR|5VULN|6DMG|7AART|9RCR|aTLV
345	13361 25162	   	157.56	DCR|2AART|2VULN|1CDMG|1ZMB	1aVULN|2ZMB|3LWND|48AART|5LIT|6ERES|7CDMG|9RCR
346	13341 24236	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	159VULN|2ZMB|34LWND|6BELT|7CDMG|8RCR|aDMG
347	36334 61332	 * 	157.49	DCR|2DMG|3ZMB|2ASPD|1CDMG|1DUR	1BELT|28aZMB|3CDMG|48ASPD|5LHND|6DUR|78DMG|8BPWR|9RCR
348	13131 42343	   	157.46	DCR|3ZMB|1AART|1DMG|1VULN|1ASPD	1VULN|268ZMB|3LHND|4DUST|5DMG|7AART|9RCR|aASPD
349	13161 42341	   	157.46	DCR|3ZMB|1AART|1DMG|1VULN|1DUR	1VULN|268ZMB|3LHND|4DUR|5DMG|7AART|9RCR|aERES
350	36333 51312	   	157.35	DCR|2DMG|3ZMB|2CDMG|1ASPD	1BELT|28aZMB|38CDMG|4ASPD|5DUST|6RCR|78DMG|8BPWR|9LHND
351	14341 41448	   	157.30	DCR|3VULN|2DMG|1DUR	179VULN|2FEWX|3MBVNT|45DMG|6CGEN|8RCR|aDUR
352	13333 53246	   	157.27	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	14VULN|2ZMB|3LWND|5DUR|6DMG|7ASPD|89CDMG|aRCR
353	14341 32181	   	157.21	DCR|2VULN|2DMG|1AART	1aVULN|2FEWX|3MBVNT|45DMG|6TLV|7AART|8CGEN|9RCR
354	14341 32287	   	157.21	DCR|2VULN|2DMG|1AART	1aVULN|2FEWX|3MBVNT|45DMG|6TLV|7AART|8LHND|9RCR
355	14341 42781	   	157.21	DCR|2VULN|2DMG|1AART	1aVULN|2FEWX|3MBVNT|45DMG|6CGEN|7AART|8TLV|9RCR
356	15341 32181	   	157.21	DCR|2VULN|2DMG|1AART	1aVULN|2BEXP|3MBVNT|45DMG|6TLV|7AART|8CGEN|9RCR
357	15341 32287	   	157.21	DCR|2VULN|2DMG|1AART	1aVULN|2BEXP|3MBVNT|45DMG|6TLV|7AART|8LHND|9RCR
358	15341 32387	   	157.21	DCR|2VULN|2DMG|1AART	1aVULN|2BEXP|3MBVNT|45DMG|6TLV|7AART|8FEWX|9RCR
359	15341 42781	   	157.21	DCR|2VULN|2DMG|1AART	1aVULN|2BEXP|3MBVNT|45DMG|6CGEN|7AART|8TLV|9RCR
360	66336 31331	   	157.21	DCR|3VULN|1AART|1CDMG|1ASPD	1LSRICY|2LWND|347VULN|5AART|6CDMG|8DMSP|9RCR|aASPD
361	31346 32224	   	157.11	DCR|2DMG|1AART|1VULN|2DUR|1SELL	1BELT|27DUR|3ERES|4VULN|5SELL|6RCR|89DMG|aAART
362	13331 65513	   	157.07	DCR|3VULN|1AART|1CDMG|1ZMB	145VULN|2ZMB|3LWND|6LIT|7FEWX|8AART|9CDMG|aRCR
363	13511 62362	   	157.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aVULN|2ZMB|3RPLT|4DMG|5ASPD|6MBVNT|7LIT|8AART|9RCR
364	14342 57341	   	157.02	DCR|3VULN|2DMG|1SELL	19aVULN|2FEWX|3MBVNT|4aDMG|5aCGEN|6RCR|7SELL|8RCVC|aBPWR
365	15342 57341	   	157.02	DCR|3VULN|2DMG|1SELL	19aVULN|2BEXP|3MBVNT|4aDMG|5aCGEN|6RCR|7SELL|8RCVC|aBPWR
366	11346 27831	   	156.98	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1VULN|2DUST|3MBVNT|4CDMG|5DMG|6FLTHEA|7ASPD|8AART|9RCR|aRCVC
367	13131 42523	   	156.98	DCR|2DMG|1AART|1VULN|2ZMB	1VULN|26ZMB|3LHND|4DUST|5aDMG|7AART|8RCR|9BELT
368	13131 42551	 * 	156.98	DCR|2VULN|1AART|1DMG|2ZMB	1aVULN|26ZMB|3LHND|4DUST|5DMG|7AART|8RCR|9CGEN
369	36333 61333	   	156.98	DCR|2DMG|1VULN|2ZMB|2ASPD|1CDMG	1BELT|28ZMB|3CDMG|48ASPD|5DUST|6LHND|78DMG|8BPWR|9RCR|aVULN
370	11321 57361	   	156.92	DCR|3DMG|2VULN|1SELL	1aVULN|2DUST|3MBVNT|4aCGEN|59aDMG|6RCR|7SELL|8RCVC|aBPWR
371	36342 51212	   	156.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3CDMG|48BEXP|5RCVC|6RCR|7AART|9DMG|aVULN
372	13131 42561	   	156.88	DCR|2VULN|1AART|1DMG|2ZMB	1aVULN|26ZMB|3LHND|4DUST|5DMG|7AART|8RCR|9TLV
373	15261 62311	   	156.87	DCR|2VULN|3CDMG|1AART|1ZMB	16VULN|2BEXP|3BELT|4FEWX|568CDMG|6BPWR|7AART|9RCR|aZMB
374	15341 31824	   	156.86	DCR|2VULN|2DMG|1CDMG|1ZMB	17VULN|2BEXP|3MBVNT|45DMG|6TLV|8ZMB|9RCR|aCDMG
375	11261 62311	   	156.77	DCR|2VULN|3CDMG|1AART|1ZMB	16VULN|2DUST|3BELT|4FEWX|568CDMG|6BPWR|7AART|9RCR|aZMB
376	61353 31422	   	156.76	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD|1DUR	1LSRICY|2RMIN|3AART|4ZMB|5DUR|6CDMG|7VULN|8ASPD|9RCR|aFLTHEA
377	31433 15632	 * 	156.72	DCR|1AART|1DMG|1CDMG|1FLTHEA|2DUR|1ZMB	1BELT|26DUR|3DMG|4ZMB|5RCVC|7FLTHEA|8RCR|9AART|aCDMG
378	13111 51663	   	156.67	DCR|3VULN|2DMG|1ZMB	179VULN|2ZMB|3LHND|4FEWX|56DMG|8LIT|aRCR
379	13513 61531	   	156.67	DCR|3VULN|2DMG|1ZMB	159VULN|2ZMB|3RPLT|46DMG|78LIT|aRCR
380	13141 42252	   	156.60	DCR|2VULN|2DMG|2ZMB|1DUR	19VULN|26ZMB|3LHND|4LWND|5aDMG|7DUR|8RCR
381	13321 42252	   	156.60	DCR|2VULN|2DMG|2ZMB|1DUR	19VULN|26ZMB|3LWND|4LHND|5aDMG|7DUR|8RCR
382	66336 31332	   	156.58	DCR|3VULN|1AART|2CDMG	1LSRICY|2LWND|347VULN|5AART|6aCDMG|8DMSP|9RCR
383	13131 51663	   	156.57	DCR|3VULN|2DMG|1ZMB	179VULN|2ZMB|3LHND|4DUST|56DMG|8LIT|aRCR
384	11342 47267	   	156.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|25DUST|3MBVNT|4CDMG|6ASPD|7RCR|8ZMB|9DMG|aAART
385	14341 67243	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|29FEWX|3MBVNT|45DMG|6AIRHEA|7RCR|8CDMG|aAART
386	14341 67143	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|28FEWX|3MBVNT|45DMG|6AIRHEA|7RCR|9CDMG|aAART
387	13163 46231	 * 	156.23	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	17VULN|26ZMB|3LHND|4DUR|5RCR|8CDMG|9LIT|aAART
388	14343 51823	 * 	156.06	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1aVULN|2FEWX|3MBVNT|4DMG|5DUR|6RCR|79ASPD|8CDMG
389	15343 51823	   	156.06	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1aVULN|2BEXP|3MBVNT|4DMG|5DUR|6RCR|79ASPD|8CDMG
390	12234 12542	   	156.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	15VULN|2CGEN|3ASPD|4DUST|6FEWX|7AART|8RCR|9DUR|aDMG
391	15342 61425	   	155.98	DCR|3VULN|1AART|1DMG	167VULN|2BEXP|3MBVNT|4DMG|5CGEN|8RCR|9FEWX|aAART
392	12111 36134	   	155.98	DCR|3VULN|1AART|1DMG	179VULN|2CGEN|3LHND|4FEWX|5DMG|6DUST|8RCR|aAART
393	12311 36134	   	155.98	DCR|3VULN|1AART|1DMG	179VULN|2CGEN|3LWND|4FEWX|5DMG|6DUST|8RCR|aAART
394	12332 56134	   	155.98	DCR|3VULN|1AART|1DMG	149VULN|2CGEN|3LWND|5BEXP|6DMG|7DUST|8RCR|aAART
395	14342 64235	   	155.98	DCR|3VULN|1AART|1DMG	169VULN|2FEWX|3MBVNT|4DMG|5CGEN|7LHND|8RCR|aAART
396	15342 64235	   	155.98	DCR|3VULN|1AART|1DMG	169VULN|2BEXP|3MBVNT|4DMG|5CGEN|7LHND|8RCR|aAART
397	11372 51823	   	155.96	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1aVULN|2DUST|3MBVNT|49ASPD|5DUR|6RCR|7DMG|8CDMG
398	35335 61242	   	155.92	DCR|3DMG|2ASPD|1CDMG|1ZMB	1BELT|29CGEN|3CDMG|49ASPD|5MBVNT|6RCR|789DMG|9BPWR|aZMB
399	11633 52513	   	155.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	14VULN|2DUST|3ERES|5DUR|6DMG|7AART|8RCR|9LIT|aASPD
400	11321 61425	   	155.88	DCR|3VULN|1AART|1DMG	167VULN|2DUST|3MBVNT|4CGEN|5DMG|8RCR|9FEWX|aAART
401	11321 61455	   	155.88	DCR|3VULN|1AART|1DMG	167VULN|2DUST|3MBVNT|4CGEN|5DMG|8RCR|9LHND|aAART
402	15342 61445	   	155.88	DCR|3VULN|1AART|1DMG	167VULN|2BEXP|3MBVNT|4DMG|5CGEN|8RCR|9DUST|aAART
403	11321 47235	   	155.88	DCR|3VULN|1AART|1DMG	179VULN|2DUST|3MBVNT|4CGEN|5DMG|6LWND|8RCR|aAART
404	11321 64235	   	155.88	DCR|3VULN|1AART|1DMG	169VULN|2DUST|3MBVNT|4CGEN|5DMG|7LHND|8RCR|aAART
405	11321 66235	   	155.88	DCR|3VULN|1AART|1DMG	169VULN|2DUST|3MBVNT|4CGEN|5DMG|7BEXP|8RCR|aAART
406	21321 67235	   	155.88	DCR|3VULN|1AART|1DMG	1LHND|2DUST|3MBVNT|4CGEN|5DMG|679VULN|8RCR|aAART
407	13333 43261	   	155.86	DCR|3VULN|1AART|1ZMB|1DUR	14aVULN|2ZMB|3LWND|5DUR|6RCVC|7AART|8FEWX|9RCR
408	13362 33451	   	155.83	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1VULN|2ZMB|3LWND|4aAART|5BEXP|6MLV|7ASPD|8RCR|9DMG
409	12333 52152	   	155.81	DCR|2VULN|2AART|1DMG|1DUR	14VULN|28CGEN|3LWND|5DUR|6DMG|79AART|aRCR
410	23313 42314	   	155.79	DCR|3ZMB|1AART|1VULN|1CDMG|1ASPD|1DUR	13LHND|238ZMB|3BPWR|4DUR|5ASPD|6VULN|7AART|9CDMG|aRCR
411	11321 61465	   	155.78	DCR|3VULN|1AART|1DMG	167VULN|2DUST|3MBVNT|4CGEN|5DMG|8RCR|9LEGI|aAART
412	12135 52511	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2CGEN|3LHND|4DUST|6DMG|7AART|8RCR|9LIT|aCDMG
413	31423 31534	 * 	155.78	DCR|2DMG|1AART|2CDMG|3DUR	1BELT|258DUR|3aDMG|4aDUST|6aCDMG|7AART|9RCR|aBPWR
414	31424 36231	   	155.77	DCR|3DMG|1VULN|1CDMG|1DUR	1BELT|2DUR|358DMG|4DUST|6CDMG|7RCR|9LWND|aVULN
415	14344 41411	   	155.74	DCR|3VULN|1DMG|2CDMG	17aVULN|2aFEWX|3MBVNT|4DMG|5RCVC|6CGEN|8RCR|9aCDMG|aBPWR
416	15344 41411	   	155.74	DCR|3VULN|1DMG|2CDMG	17aVULN|2aBEXP|3MBVNT|4DMG|5RCVC|6CGEN|8RCR|9aCDMG|aBPWR
417	13154 33411	   	155.72	DCR|3VULN|2CDMG|1ZMB|1ASPD	15aVULN|2ZMB|3aLHND|4MLV|6RCR|7ASPD|8RMIN|9aCDMG|aBPWR
418	11346 27832	   	155.68	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1VULN|2DUST|3MBVNT|4CDMG|5DMG|6FLTHEA|7ASPD|8AART|9RCR|aBEXP
419	11346 27834	   	155.68	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1VULN|2DUST|3MBVNT|4CDMG|5DMG|6FLTHEA|7ASPD|8AART|9RCR|aLIT
420	13264 12521	   	155.66	DCR|3VULN|1AART|1ZMB|1ASPD	15aVULN|2ZMB|3ASPD|46FEWX|7AART|8RCR|9ERES
421	14344 31411	   	155.64	DCR|3VULN|1DMG|2CDMG	17aVULN|2aFEWX|3MBVNT|4DMG|5RCVC|6TLV|8RCR|9aCDMG|aBPWR
422	15344 31411	   	155.64	DCR|3VULN|1DMG|2CDMG	17aVULN|2aBEXP|3MBVNT|4DMG|5RCVC|6TLV|8RCR|9aCDMG|aBPWR
423	13154 31622	   	155.62	DCR|3VULN|1DMG|1ZMB|1ASPD	157VULN|2ZMB|3LHND|4MLV|6RCR|8LIT|9DMG|aASPD
424	13513 33461	   	155.58	DCR|4VULN|1DMG|1ZMB	158aVULN|2ZMB|3RPLT|4DMG|6FEWX|7BELT|9RCR
425	36423 13221	   	155.56	DCR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR|1ASPD	1BELT|2ZMB|3RPLT|4VULN|5CDMG|6DUR|7ASPD|8RCR|9AART|aFLTHEA
426	13361 64131	   	155.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1aVULN|2ZMB|3LWND|4AART|5LIT|6MGNLIT|7ASPD|8RCR|9CDMG
427	13163 23115	 * 	155.55	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1aVULN|2ZMB|3LHND|4DUR|5RCR|6RMIN|79CDMG|8DMG
428	13163 23144	   	155.55	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	19VULN|2ZMB|3LHND|4DUR|5RCR|6RMIN|7aCDMG|8DMG
429	13363 33181	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1aVULN|2ZMB|3LWND|4AART|5MBVNT|6MLV|7ASPD|8RCR|9CDMG
430	13331 24232	 * 	155.42	DCR|4VULN|2ZMB|1CDMG	1459VULN|2aZMB|3LWND|6BELT|7CDMG|8RCR
431	12161 52323	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	19VULN|2aCGEN|3LHND|4DUR|5aDMG|6CDMG|7aCANSTR|8RCR|aBPWR
432	12161 54323	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	19VULN|2aCGEN|3LHND|4DUR|5aDMG|6CDMG|7aAIRHEA|8RCR|aBPWR
433	12165 52222	   	155.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LHND|4DUR|6DMG|7AART|8ZMB|9LWND|aRCR
434	12333 52232	   	155.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2CGEN|3LWND|5DUR|6DMG|7AART|8ZMB|9BEXP|aRCR
435	12365 52232	   	155.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LWND|4DUR|6DMG|7AART|8ZMB|9BEXP|aRCR
436	13161 52122	   	155.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3LHND|4DUR|56DMG|7AART|8CGEN|9LWND|aRCR
437	13333 52132	   	155.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2ZMB|3LWND|5DUR|6DMG|7AART|8CGEN|9BEXP|aRCR
438	14335 31453	   	155.36	DCR|3DMG|2VULN	1aVULN|2FEWX|3MBVNT|48aLWND|5RPLT|6RCR|79aDMG|aBPWR
439	15335 31453	   	155.36	DCR|3DMG|2VULN	1aVULN|2BEXP|3MBVNT|48aLWND|5RPLT|6RCR|79aDMG|aBPWR
440	15232 33351	 * 	155.32	DCR|2VULN|1AART|2ZMB|1CDMG|1SELL	1aVULN|2aBEXP|3BELT|4SELL|5ERES|6RCR|7AART|8CDMG|9aZMB|aBPWR
441	15341 32382	   	155.28	DCR|3DMG|1AART|1VULN	1VULN|2BEXP|3MBVNT|45aDMG|6TLV|7AART|8FEWX|9RCR
442	12165 52212	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LHND|4DUR|6DMG|7AART|8ZMB|9LEGI|aRCR
443	12165 52232	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LHND|4DUR|6DMG|7AART|8ZMB|9ERES|aRCR
444	12333 52212	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2CGEN|3LWND|5DUR|6DMG|7AART|8ZMB|9LEGI|aRCR
445	12333 52252	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2CGEN|3LWND|5DUR|6DMG|7AART|8ZMB|9TLV|aRCR
446	12365 52212	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LWND|4DUR|6DMG|7AART|8ZMB|9LEGI|aRCR
447	15343 45383	   	155.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2BEXP|3MBVNT|48DMG|5DUR|6BELT|7AART|9ZMB|aRCR
448	13161 52112	   	155.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3LHND|4DUR|56DMG|7AART|8CGEN|9LEGI|aRCR
449	13161 52132	   	155.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3LHND|4DUR|56DMG|7AART|8CGEN|9ERES|aRCR
450	13161 52152	   	155.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3LHND|4DUR|56DMG|7AART|8CGEN|9TLV|aRCR
451	13161 52622	   	155.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3LHND|4DUR|56DMG|7AART|8TLV|9LWND|aRCR
452	13333 52112	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2ZMB|3LWND|5DUR|6DMG|7AART|8CGEN|9LEGI|aRCR
453	13333 52152	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2ZMB|3LWND|5DUR|6DMG|7AART|8CGEN|9TLV|aRCR
454	13333 52632	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2ZMB|3LWND|5DUR|6DMG|7AART|8TLV|9BEXP|aRCR
455	13333 52642	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2ZMB|3LWND|5DUR|6DMG|7AART|8TLV|9CGEN|aRCR
456	23311 52332	   	155.26	DCR|3ZMB|1AART|1DMG|1VULN|1DUR	139LHND|238ZMB|3BPWR|4DUR|5VULN|6DMG|7AART|aRCR
457	11365 31453	   	155.26	DCR|3DMG|2VULN	1aVULN|2DUST|3MBVNT|48aBEXP|5RPLT|6RCR|79aDMG|aBPWR
458	21385 31153	   	155.26	DCR|3DMG|2VULN	18aLHND|2DUST|3MBVNT|4aVULN|5RPLT|6RCR|79aDMG|aBPWR
459	14216 31232	   	155.22	DCR|3VULN|2DMG|1SELL	19aVULN|279FEWX|3BELT|4RMIN|5SELL|6RCR|89DMG|9BPWR
460	14216 36131	   	155.22	DCR|3VULN|2DMG|1SELL	19aVULN|2FEWX|3BELT|4RMIN|5SELL|6RCR|79DMG|89LWND|9BPWR
461	15216 36131	   	155.22	DCR|3VULN|2DMG|1SELL	19aVULN|2BEXP|3BELT|4RMIN|5SELL|6RCR|79DMG|89LWND|9BPWR
462	11211 31361	   	155.19	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2DUST|3BELT|4RMIN|5AART|6RCR|7BEXP|8DMG|9ZMB|aFLTHEA
463	11211 35361	   	155.19	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2DUST|3BELT|4RMIN|5AART|6RCR|7FEWX|8DMG|9ZMB|aFLTHEA
464	14211 36361	   	155.19	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2FEWX|3BELT|4RMIN|5AART|6RCR|7DUST|8DMG|9ZMB|aFLTHEA
465	14341 32582	   	155.18	DCR|3DMG|1AART|1VULN	1VULN|2FEWX|3MBVNT|45aDMG|6TLV|7AART|8DUST|9RCR
466	15341 32582	   	155.18	DCR|3DMG|1AART|1VULN	1VULN|2BEXP|3MBVNT|45aDMG|6TLV|7AART|8DUST|9RCR
467	13161 52612	   	155.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3LHND|4DUR|56DMG|7AART|8TLV|9LEGI|aRCR
468	13333 52612	   	155.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2ZMB|3LWND|5DUR|6DMG|7AART|8TLV|9LEGI|aRCR
469	11633 52612	   	155.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUST|3ERES|5DUR|6DMG|7AART|8ZMB|9LHND|aRCR
470	13161 42332	   	155.16	DCR|3ZMB|1AART|1DMG|1VULN|1DUR	1VULN|268ZMB|39LHND|4DUR|5DMG|7AART|aRCR
471	14211 35112	   	155.16	DCR|2VULN|1AART|1DMG|1ASPD	18VULN|27FEWX|3BELT|4RMIN|5AART|6RCR|9ASPD|aDMG
472	15211 31112	   	155.16	DCR|2VULN|1AART|1DMG|1ASPD	18VULN|27BEXP|3BELT|4RMIN|5AART|6RCR|9ASPD|aDMG
473	11365 31353	   	155.16	DCR|3DMG|2VULN	1aVULN|28DUST|3MBVNT|4aBEXP|5RPLT|6RCR|79aDMG|aBPWR
474	15315 31453	   	155.16	DCR|3DMG|2VULN	1aVULN|28BEXP|3MBVNT|4aDUST|5RPLT|6RCR|79aDMG|aBPWR
475	31432 51126	   	155.15	DCR|2DMG|2AART|1ZMB|1DUR	1BELT|2DUR|38DMG|4ZMB|5CGEN|6RCR|7BEXP|9aAART
476	11232 33351	 * 	155.12	DCR|2VULN|1AART|2ZMB|1CDMG|1SELL	1aVULN|2aDUST|3BELT|4SELL|5ERES|6RCR|7AART|8CDMG|9aZMB|aBPWR
477	11216 36131	   	155.12	DCR|3VULN|2DMG|1SELL	19aVULN|2DUST|3BELT|4RMIN|5SELL|6RCR|79DMG|89LWND|9BPWR
478	11216 36331	   	155.12	DCR|3VULN|2DMG|1SELL	19aVULN|2DUST|3BELT|4RMIN|5SELL|6RCR|79DMG|89BEXP|9BPWR
479	15216 34331	   	155.12	DCR|3VULN|2DMG|1SELL	19aVULN|29BEXP|3BELT|4RMIN|5SELL|6RCR|7MBVNT|89DMG|9BPWR
480	36333 51253	   	155.12	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2ZMB|3CDMG|4ASPD|5DUST|6RCR|78DMG|9RCVC|aVULN
481	11211 33361	   	155.09	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2DUST|3BELT|4RMIN|5AART|6RCR|7LEGI|8DMG|9ZMB|aFLTHEA
482	36422 52231	   	155.07	DCR|2VULN|2DMG|2ZMB	1BELT|29ZMB|3RPLT|49VULN|5RCVC|6DMSP|7RCR|89DMG|9BPWR|aLIT
483	36422 52232	   	155.07	DCR|2VULN|2DMG|2ZMB	1BELT|29ZMB|3RPLT|49VULN|5RCVC|6DMSP|7RCR|89DMG|9BPWR|aFEWX
484	15343 51844	   	155.07	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1VULN|2BEXP|3MBVNT|4DMG|5DUR|6RCR|7ASPD|8CDMG|9LWND|aAART
