0	Index      	 *	Score 	Summary	Detail	
1	16251 31134	 * 	201.38	ACR|3DMG|2VULN|1AART|2ZMB|1DUR	18VULN|25ZMB|3RCR|45aDMG|5BPWR|6LIT|7DUR|9AART
316	16253 14611	   	175.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3RCR|49DMG|6MBVNT|7BEXP|8AART|aERES
317	16251 16211	   	175.23	ACR|2DMG|3ZMB|1AART|1VULN	1VULN|257ZMB|3RCR|45DMG|5BPWR|6MBVNT|8AART|9DMSP|aLWND
318	16251 16213	   	175.23	ACR|2DMG|3ZMB|1AART|1VULN	1VULN|257ZMB|3RCR|45DMG|5BPWR|6MBVNT|8AART|9DMSP|aBELT
319	16253 11611	   	175.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3RCR|49DMG|6MBVNT|7DUST|8AART|aERES
320	16251 16242	   	175.13	ACR|2DMG|3ZMB|1AART|1VULN	1VULN|257ZMB|3RCR|45DMG|5BPWR|6MBVNT|8AART|9DUST|aFEWX
321	16251 16244	   	175.13	ACR|2DMG|3ZMB|1AART|1VULN	1VULN|257ZMB|3RCR|45DMG|5BPWR|6MBVNT|8AART|9DUST|aBEXP
322	52121 11324	   	175.13	DCR|3VULN|2DMG|2CDMG	157ERES|2aCDMG|3FEWX|48aVULN|6RCR|9aDMG|aBPWR
323	52223 11354	   	175.13	DCR|3VULN|2DMG|2CDMG	179ERES|2aCDMG|3LHND|45aVULN|6RCR|8aDMG|aBPWR
324	16253 35222	   	175.11	ACR|3VULN|1AART|1DMG|1ZMB	15aVULN|2ZMB|3RCR|4DMG|6LIT|7RPLT|8AART|9RCVC
325	16251 16243	   	175.03	ACR|2DMG|3ZMB|1AART|1VULN	1VULN|257ZMB|3RCR|45DMG|5BPWR|6MBVNT|8AART|9DUST|aERES
326	52611 11324	   	175.03	DCR|3VULN|2DMG|2CDMG	137ERES|2aCDMG|4DUST|58aVULN|6RCR|9aDMG|aBPWR
327	15323 53432	   	175.01	DCR|4VULN|2CDMG|2DUR|1ZMB	179aVULN|2LWND|3aDUR|4ZMB|5TLV|6RCR|8aCDMG|aBPWR
328	52621 13261	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	138ERES|2CDMG|4RCR|58VULN|6RMIN|78DMG|8BPWR|9AART|aBEXP
329	52621 13262	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	138ERES|2CDMG|4RCR|58VULN|6RMIN|78DMG|8BPWR|9AART|aLWND
330	11453 23223	 * 	174.82	DCR|4VULN|2DMG|2ZMB	1579VULN|26BEXP|37ZMB|47DMG|7BPWR|8MLV|aRCR
331	16251 13534	   	174.75	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7LHND|8CDMG|9AART|aMLV
332	16251 18434	   	174.75	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|78LIT|9AART|aCDMG
333	33222 51653	 * 	174.75	ACR|3VULN|1AART|3ASPD|1CDMG	1BEXP|258ASPD|3RCR|459VULN|5BPWR|6CDMG|7ERES|aAART
334	16253 32431	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3RCR|48DMG|6LIT|7FEWX|9AART|aDUST
335	16253 32433	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3RCR|48DMG|6LIT|7FEWX|9AART|aERES
336	16251 13531	   	174.65	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7LHND|8CDMG|9AART|aLSRHEA
337	16251 13532	   	174.65	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7LHND|8CDMG|9AART|aERES
338	16251 18432	   	174.63	ACR|2DMG|3ZMB|1AART|1VULN	1VULN|25aZMB|3RCR|45DMG|5BPWR|6MBVNT|78LIT|9AART
339	16255 32132	   	174.63	ACR|2VULN|3ZMB|1AART|1DMG	18VULN|25aZMB|3RCR|4DMG|6LIT|7FEWX|9AART
340	16213 52351	   	174.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2ZMB|3RCR|4RCVC|5LHND|6CDMG|7DMG|8AART|aCGEN
341	16213 52352	   	174.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2ZMB|3RCR|4RCVC|5LHND|6CDMG|7DMG|8AART|aBEXP
342	16261 53231	 * 	174.53	ACR|2VULN|3ZMB|1AART|2CDMG	1aVULN|25aZMB|3RCR|4LHND|67CDMG|8aLSRREG|9AART|aBPWR
343	16211 52332	   	174.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2ZMB|3RCR|4RCVC|5DUST|6CDMG|7DMG|8AART|9LIT
344	16211 52351	   	174.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2ZMB|3RCR|4RCVC|5DUST|6CDMG|7DMG|8AART|aCGEN
345	16211 52352	   	174.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2ZMB|3RCR|4RCVC|5DUST|6CDMG|7DMG|8AART|aBEXP
346	16211 52353	   	174.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2ZMB|3RCR|4RCVC|5DUST|6CDMG|7DMG|8AART|aFEWX
347	16213 52336	   	174.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2ZMB|3RCR|4RCVC|5LHND|6CDMG|7DMG|8AART|9AIRHEA
348	52313 11312	 * 	174.33	DCR|3VULN|1AART|1DMG|1CDMG	17ERES|2CDMG|359VULN|4LWND|6RCR|8DMG|aAART
349	52323 11312	   	174.33	DCR|3VULN|1AART|1DMG|1CDMG	17ERES|2CDMG|349VULN|5LWND|6RCR|8DMG|aAART
350	52621 13253	   	174.28	ACR|2DMG|2VULN|1AART|1CDMG	138ERES|2CDMG|4RCR|58VULN|6RMIN|78DMG|8BPWR|9LEGI|aAART
351	33222 52621	   	174.27	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|45VULN|5BPWR|6CDMG|78DMG|9RPLT|aDUR
352	16251 22363	 * 	174.25	ACR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1VULN|25ZMB|3RCR|45DMG|5BPWR|6BEXP|7CGEN|8FLTHEA|9LHND|aAART
353	16223 51116	 * 	174.17	ACR|4VULN|3ZMB|1CDMG	149aVULN|28aZMB|3RCR|5LHND|6CDMG|7aERES|aBPWR
354	16251 12343	   	174.15	ACR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7CGEN|8FLTHEA|9LWND|aAART
355	16251 12373	   	174.15	ACR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7CGEN|8FLTHEA|9LHND|aAART
356	55124 31123	   	174.14	ACR|3DMG|1AART|1VULN|1DUR	1ERES|2RCR|3LIT|4AART|5DUR|6LWND|789DMG|aVULN
357	16221 51116	   	174.07	ACR|4VULN|3ZMB|1CDMG	149aVULN|28aZMB|3RCR|5DUST|6CDMG|7aERES|aBPWR
358	16251 34124	   	174.05	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1VULN|25ZMB|3RCR|45DMG|5BPWR|6LIT|7CDMG|8ERES|9MBVNT|aAART
359	55124 21123	   	174.04	ACR|3DMG|1AART|1VULN|1DUR	1ERES|2RCR|3LIT|4AART|5DUR|6DUST|789DMG|aVULN
360	16251 25222	   	174.03	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1VULN|25ZMB|3RCR|45DMG|5BPWR|6BEXP|7RPLT|8AART|9aDUR
361	16251 33532	   	174.03	ACR|2DMG|3ZMB|1AART|1VULN	1VULN|258ZMB|3RCR|45DMG|5BPWR|67LIT|9ERES|aAART
362	55123 31162	   	174.00	ACR|2AART|2DMG|1VULN|1ZMB	1ERES|2RCR|3LIT|4aAART|5VULN|6LWND|78DMG|9ZMB
363	55123 31222	   	174.00	ACR|2AART|2DMG|1VULN|1ZMB	1ERES|2RCR|3LIT|48AART|5VULN|6LWND|79DMG|aZMB
364	55123 32162	   	174.00	ACR|2AART|2VULN|1DMG|1ZMB	1ERES|2RCR|3LIT|4aAART|57VULN|6LWND|8DMG|9ZMB
365	55123 32522	   	174.00	ACR|2AART|2VULN|1DMG|1ZMB	1ERES|2RCR|3LIT|4aAART|57VULN|6LWND|8ZMB|9DMG
366	55123 63122	   	174.00	ACR|2AART|2DMG|1VULN|1ZMB	1ERES|2RCR|3LIT|46AART|5VULN|7LHND|89DMG|aZMB
367	16233 14562	 * 	173.99	ACR|4VULN|2CDMG|2ZMB|1DUR	159aVULN|2aZMB|3RCR|4CGEN|6MBVNT|7DUR|8aCDMG|aBPWR
368	33254 11215	   	173.97	ACR|2AART|2DMG|1VULN|1DUR|1ASPD	1BEXP|2ASPD|3RCR|4aDMG|59AART|6DUR|7LWND|8VULN
369	16221 54312	   	173.93	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	14aVULN|2ZMB|3RCR|5DUST|6CDMG|7CGEN|8AART|9ASPD
370	55123 21222	   	173.90	ACR|2AART|2DMG|1VULN|1ZMB	1ERES|2RCR|3LIT|48AART|5VULN|6DUST|79DMG|aZMB
371	55123 51222	   	173.90	ACR|2AART|2DMG|1VULN|1ZMB	1ERES|2RCR|3LIT|48AART|5VULN|6MBVNT|79DMG|aZMB
372	55123 61122	   	173.90	ACR|2AART|2DMG|1VULN|1ZMB	1ERES|2RCR|3LIT|46AART|5VULN|7DUST|89DMG|aZMB
373	33254 36222	   	173.87	ACR|2AART|2DMG|1VULN|1DUR|1ASPD	1BEXP|2ASPD|3RCR|47DMG|58AART|6LSRREG|9VULN|aDUR
374	16221 51312	   	173.83	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	14aVULN|2ZMB|3RCR|5DUST|6CDMG|7ERES|8AART|9ASPD
375	33251 13626	   	173.78	ACR|2VULN|2DMG|1AART|1ASPD	1BEXP|2ASPD|3RCR|46DMG|5AIRHEL|7AART|8RCVC|9aVULN
376	33222 52622	   	173.64	ACR|2VULN|2DMG|3ASPD|1CDMG	1BEXP|25aASPD|3RCR|45VULN|5BPWR|6CDMG|78DMG|9RPLT
377	16222 46332	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	147VULN|2ZMB|3RCR|5MGNLIT|6DUR|8MLV|9aDMG
378	16222 42132	   	173.53	ACR|3VULN|2DMG|1ZMB|1DUR	148VULN|2ZMB|3RCR|5MGNLIT|6DUR|7ERES|9aDMG
379	16222 44132	   	173.53	ACR|3VULN|2DMG|1ZMB|1DUR	148VULN|2ZMB|3RCR|5MGNLIT|6DUR|7TLV|9aDMG
380	16251 31433	   	173.52	ACR|3DMG|3ZMB|1VULN|1DUR	1VULN|25aZMB|3RCR|458DMG|5BPWR|6LIT|7DUR|9FEWX
381	16231 14562	 * 	173.52	ACR|3VULN|3ZMB|2CDMG|1DUR	19aVULN|25aZMB|3RCR|45CGEN|5aBPWR|6MBVNT|7DUR|8aCDMG
382	16221 52116	   	173.44	ACR|3VULN|1DMG|2ZMB|1CDMG|1DUR	149VULN|28ZMB|3RCR|5DUST|6CDMG|7DMG|aDUR
383	16233 14572	   	173.42	ACR|3VULN|3ZMB|2CDMG|1DUR	15aVULN|29aZMB|3RCR|4CGEN|6MBVNT|7DUR|8aCDMG|aBPWR
384	16221 34533	   	173.40	ACR|3VULN|1AART|1DMG|1ZMB	149VULN|2ZMB|3RCR|5DUST|6BEXP|7DMG|8AART|aLHND
385	16253 14633	   	173.40	ACR|3VULN|1AART|1DMG|1ZMB	159VULN|2ZMB|3RCR|4DMG|6MBVNT|7BEXP|8AART|aLHND
386	16221 32614	   	173.40	ACR|3VULN|1AART|1DMG|1ZMB	149VULN|2ZMB|3RCR|5DUST|6BEXP|7BELT|8AART|aDMG
387	16221 34531	   	173.30	ACR|3VULN|1AART|1DMG|1ZMB	149VULN|2ZMB|3RCR|5DUST|6BEXP|7DMG|8AART|aERES
388	16253 11633	   	173.30	ACR|3VULN|1AART|1DMG|1ZMB	159VULN|2ZMB|3RCR|4DMG|6MBVNT|7DUST|8AART|aLHND
389	16253 14631	   	173.30	ACR|3VULN|1AART|1DMG|1ZMB	159VULN|2ZMB|3RCR|4DMG|6MBVNT|7BEXP|8AART|aERES
390	16233 11615	   	173.30	ACR|3VULN|1AART|1DMG|1ZMB	15aVULN|2ZMB|3RCR|4CGEN|6MBVNT|7DUST|8AART|9DMG
391	16233 11684	   	173.30	ACR|3VULN|1AART|1DMG|1ZMB	159VULN|2ZMB|3RCR|4CGEN|6MBVNT|7DUST|8AART|aDMG
392	16253 11631	   	173.20	ACR|3VULN|1AART|1DMG|1ZMB	159VULN|2ZMB|3RCR|4DMG|6MBVNT|7DUST|8AART|aERES
393	16221 33663	   	173.18	ACR|4VULN|1AART|1ZMB|1ASPD	1479VULN|2ZMB|3RCR|5DUST|6BEXP|8ASPD|aAART
394	33222 42363	 * 	172.95	ACR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	1BEXP|25ASPD|3RCR|45VULN|5BPWR|6DMG|7CGEN|8FLTHEA|9LHND|aAART
395	16223 53336	   	172.91	ACR|3VULN|1DMG|2CDMG|2ZMB	149VULN|28ZMB|3RCR|5LHND|67CDMG|aDMG
396	16253 33243	   	172.90	ACR|3VULN|1AART|1DMG|1ZMB	15aVULN|2ZMB|3RCR|4DMG|67LIT|8RMIN|9AART
397	16226 32134	   	172.90	ACR|3VULN|1AART|1DMG|1ZMB	148VULN|2ZMB|3RCR|5RMIN|6LIT|7FEWX|9AART|aDMG
398	16225 51332	   	172.87	ACR|4VULN|2ZMB|1CDMG|2DUR	149aVULN|2aZMB|3RCR|5LEGI|6CDMG|7ERES|8aDUR|aBPWR
399	16251 25313	   	172.83	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1VULN|25ZMB|3RCR|45DMG|5BPWR|6BEXP|7RPLT|89DUR|aAART
400	16223 23635	   	172.80	ACR|3VULN|1AART|1DMG|1ZMB	148VULN|2ZMB|3RCR|5LHND|6TLV|7LWND|9AART|aDMG
401	16253 32131	   	172.80	ACR|3VULN|1AART|1DMG|1ZMB	158VULN|2ZMB|3RCR|4DMG|6LIT|7FEWX|9AART|aDUST
402	16253 32133	   	172.80	ACR|3VULN|1AART|1DMG|1ZMB	158VULN|2ZMB|3RCR|4DMG|6LIT|7FEWX|9AART|aERES
403	16221 55212	   	172.73	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	149VULN|2ZMB|3RCR|5DUST|6CDMG|7FEWX|8DUR|aAART
404	16223 51353	   	172.73	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	149VULN|2ZMB|3RCR|5LHND|6CDMG|7ERES|8DUR|aAART
405	16223 52333	   	172.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9AIRHEA|aRCVC
406	16253 18133	   	172.70	ACR|3VULN|1AART|1DMG|1ZMB	158VULN|2ZMB|3RCR|4DMG|6MBVNT|7LIT|9AART|aERES
407	33251 13222	   	172.67	ACR|2DMG|2AART|1VULN|1DUR|1ASPD	1BEXP|2ASPD|3RCR|46DMG|5AIRHEL|78AART|9VULN|aDUR
408	16225 51333	   	172.63	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	149VULN|2ZMB|3RCR|5LEGI|6CDMG|7ERES|8DUR|aAART
409	25422 14228	 * 	172.44	DCR|3VULN|1AART|2CDMG|2FLTHEA	17FLTHEA|2MLV|37CDMG|4RMIN|579VULN|6MBVNT|7BPWR|8AART|aRCR
410	11451 14223	   	172.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	15VULN|2BEXP|3ZMB|45DMG|5BPWR|6MBVNT|7BELT|8AART|9DUR|aRCR
411	16351 14223	   	172.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	15VULN|2ZMB|3BEXP|45DMG|5BPWR|6MBVNT|7BELT|8AART|9DUR|aRCR
412	33222 52231	   	172.33	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6CDMG|7DMG|8DUR|aFEWX
413	33222 52232	   	172.33	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6CDMG|7DMG|8DUR|aLSRICY
414	33222 52233	   	172.33	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6CDMG|7DMG|8DUR|aLHND
415	33222 52234	   	172.33	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6CDMG|7DMG|8DUR|aCGEN
416	33222 52246	   	172.33	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|45aVULN|5BPWR|6CDMG|7DMG|8DUR|9LIT
417	33222 55215	   	172.33	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6CDMG|7FEWX|8DUR|aDMG
418	15323 53433	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	179VULN|2LWND|3DUR|4ZMB|5TLV|6RCR|8CDMG|aAART
419	16451 14223	   	172.26	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	15VULN|2ZMB|3DUST|45DMG|5BPWR|6MBVNT|7BELT|8AART|9DUR|aRCR
420	33222 51355	   	172.23	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6CDMG|7ERES|8DMG|aDUR
421	33222 53584	   	172.23	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|458VULN|5BPWR|6CDMG|7MBVNT|9DMG|aDUR
422	33222 52235	   	172.23	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6CDMG|7DMG|8DUR|aTLV
423	33222 52236	   	172.23	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6CDMG|7DMG|8DUR|aDUST
424	33222 53216	   	172.23	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6CDMG|7MBVNT|8DUR|aDMG
425	33222 42313	   	171.91	ACR|3VULN|1DMG|2FLTHEA|2ASPD	1aBEXP|25ASPD|3RCR|45aVULN|5aBPWR|6DMG|79CGEN|8aFLTHEA
426	33222 54252	   	171.87	ACR|4VULN|2ASPD|1CDMG|2DUR	1aBEXP|25ASPD|3RCR|459aVULN|5aBPWR|6CDMG|7CGEN|8aDUR
427	16236 16222	   	171.84	ACR|4VULN|1AART|1ZMB	179aVULN|2ZMB|3RCR|4CGEN|5AART|6RCVC|8LIT
428	52321 21661	 * 	171.78	DCR|4VULN|1AART|2CDMG	1ERES|2aCDMG|3459VULN|6LWND|7AART|8RCR
429	33222 51232	   	171.77	ACR|4VULN|2ASPD|1CDMG|2DUR	1aBEXP|25ASPD|3RCR|459aVULN|5aBPWR|6CDMG|7ERES|8aDUR
430	33221 14514	   	171.73	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	16BEXP|2ASPD|3RCR|4aVULN|5ZMB|7DUR|8AART|9DMG
431	33221 44512	   	171.73	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3RCR|46VULN|5ZMB|7DUR|8AART|9DMG|aFEWX
432	33221 44513	   	171.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3RCR|46VULN|5ZMB|7DUR|8AART|9DMG|aLIT
433	33223 15515	   	171.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3RCR|47VULN|5DUR|6MLV|8AART|9DMG|aZMB
434	16261 52323	   	171.64	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1VULN|25ZMB|3RCR|4LHND|6CDMG|7DMG|8AART|9DUR|aASPD
435	33254 21223	 * 	171.64	ACR|3DMG|1AART|1CDMG|2ASPD	167BEXP|27ASPD|3RCR|479DMG|5AART|7BPWR|8LHND|aCDMG
436	16253 14642	   	171.63	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	15VULN|2ZMB|3RCR|4DMG|6MBVNT|7BEXP|8AART|9DUR|aASPD
437	33221 44511	   	171.63	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3RCR|46VULN|5ZMB|7DUR|8AART|9DMG|aDUST
438	33223 25515	   	171.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3RCR|47VULN|5DUR|6TLV|8AART|9DMG|aZMB
439	33222 53725	 * 	171.61	ACR|3VULN|3ASPD|1DMG|1CDMG	1BEXP|258ASPD|3RCR|45aVULN|5BPWR|6CDMG|7MBVNT|9DMG
440	32223 55141	   	171.55	DCR|2DMG|2VULN|1AART|1DUR	1aBEXP|2LEGI|3ERES|4aVULN|5DUR|6RCR|7AART|8MLV|9aDMG|aBPWR
441	16251 12381	   	171.54	ACR|2DMG|1VULN|2ZMB|1CDMG|1FLTHEA|1ASPD	1VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7CGEN|8FLTHEA|9ASPD|aCDMG
442	16253 11642	   	171.53	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	15VULN|2ZMB|3RCR|4DMG|6MBVNT|7DUST|8AART|9DUR|aASPD
443	16221 52621	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14VULN|2ZMB|3RCR|5DUST|6CDMG|78DMG|9RPLT|aDUR
444	16221 52622	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5DUST|6CDMG|78DMG|9RPLT|aASPD
445	16253 12338	   	171.52	ACR|2VULN|2DMG|1FLTHEA|1ZMB|1ASPD	15VULN|2ZMB|3RCR|49DMG|6MBVNT|7CGEN|8FLTHEA|aASPD
446	16253 34133	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15VULN|2ZMB|3RCR|49DMG|6LIT|7CDMG|8ERES|aDUR
447	16251 12384	   	171.42	ACR|2DMG|3ZMB|1VULN|1FLTHEA|1ASPD	1VULN|25aZMB|3RCR|45DMG|5BPWR|6MBVNT|7CGEN|8FLTHEA|9ASPD
448	16261 52133	   	171.42	ACR|2VULN|3ZMB|1DMG|1CDMG|1DUR	19VULN|258ZMB|3RCR|4LHND|6CDMG|7DMG|aDUR
449	16221 52331	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2ZMB|3RCR|5DUST|6CDMG|7DMG|8AART|9LIT|aCGEN
450	16221 52333	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2ZMB|3RCR|5DUST|6CDMG|7DMG|8AART|9LIT|aLWND
451	16221 52336	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2ZMB|3RCR|5DUST|6CDMG|7DMG|8AART|9LIT|aRPLT
452	16221 54333	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2ZMB|3RCR|5DUST|6CDMG|7CGEN|8AART|9LIT|aDMG
453	16223 52331	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2ZMB|3RCR|5aLHND|6CDMG|7DMG|8AART|9AIRHEA
454	16223 52361	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9BEXP|aLSRHEA
455	16223 52362	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9BEXP|aERES
