0	Index      	 *	Score 	Summary	Detail	
1	54311 13224	 * 	188.58	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9DUR|aAART
324	13542 33511	   	167.19	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5ZMB|6RMIN|7VULN|8DUR|9AART|aDMG
325	54322 33511	   	167.19	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5ZMB|6RMIN|7VULN|8DUR|9AART|aDMG
326	54342 23221	 * 	167.13	ACR|2VULN|3CDMG|1AART|2ASPD	15aCDMG|2aASPD|3RCR|49LHND|6LWND|7AART|8aVULN|aBPWR
327	51316 53133	   	167.13	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2TLV|3RCR|457VULN|6DMG|8DUR|9RCVC|aASPD
328	33542 33511	   	167.09	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6RMIN|7VULN|8DUR|9AART|aDMG
329	42331 14326	   	167.08	ACR|4VULN|1AART|1DUR	1LWND|2AART|3RCR|4FEWX|589aVULN|6DUR|7MLV
330	51344 11121	   	167.02	ACR|3VULN|1AART|1CDMG|2DUR	1CDMG|2TLV|3RCR|4LHND|59DUR|678VULN|aAART
331	33542 53213	   	166.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6DMG|7VULN|8DUST|9AART|aDUR
332	42331 16326	   	166.98	ACR|4VULN|1AART|1DUR	1LWND|2AART|3RCR|4FEWX|589aVULN|6DUR|7ERES
333	51334 23427	   	166.89	ACR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2TLV|3RCR|4ZMB|5RPLT|6MBVNT|79aVULN|8AART
334	51413 33116	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	15CDMG|2TLV|3LHND|4aVULN|6RCR|7AART|8DMG|9RPLT
335	51413 33121	   	166.89	DCR|2DMG|1AART|1VULN|2CDMG	15CDMG|2TLV|3LHND|4VULN|6RCR|7AART|8aDMG|9FEWX
336	51413 33151	   	166.89	DCR|2DMG|1AART|1VULN|2CDMG	15CDMG|2TLV|3LHND|4VULN|6RCR|7AART|8aDMG|9LWND
337	51453 33131	   	166.89	DCR|2DMG|1AART|1VULN|2CDMG	15CDMG|2TLV|3LHND|4FEWX|6RCR|7AART|8aDMG|9VULN
338	51611 33162	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|aDMSP
339	51611 33163	   	166.89	DCR|2VULN|1AART|2CDMG|1DMG	19CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|aLIT
340	51621 33162	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|aDMSP
341	51621 33163	   	166.89	DCR|2VULN|1AART|2CDMG|1DMG	19CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|aLIT
342	51643 33121	   	166.89	DCR|2DMG|1AART|1VULN|2CDMG	15CDMG|2TLV|3VULN|4LHND|6RCR|7AART|8aDMG|9FEWX
343	56242 33131	   	166.89	DCR|2DMG|1AART|1VULN|2CDMG	13CDMG|2FEWX|4LHND|5ERES|6RCR|7AART|8aDMG|9VULN
344	51313 53116	   	166.83	ACR|2VULN|2DMG|2CDMG|1DUR	15CDMG|2TLV|3RCR|47VULN|6aDMG|8DUR|9LHND
345	42322 16251	   	166.82	ACR|3VULN|1AART|1CDMG|1ASPD	1aLWND|2AART|3RCR|46aLHND|5CDMG|7ASPD|89aVULN|aBPWR
346	42322 22451	   	166.82	ACR|3VULN|1AART|1CDMG|1ASPD	1aLWND|2AART|3RCR|48aLHND|5CDMG|6ASPD|79aVULN|aBPWR
347	42322 22621	   	166.82	ACR|3VULN|1AART|1CDMG|1ASPD	1aLWND|2AART|3RCR|49aLHND|5CDMG|6ASPD|78aVULN|aBPWR
348	42332 26231	   	166.82	ACR|3VULN|1AART|1CDMG|1ASPD	1aLWND|2AART|3RCR|47aFEWX|5CDMG|6ASPD|89aVULN|aBPWR
349	54311 11413	   	166.79	ACR|2VULN|2DMG|2CDMG|1ASPD|1SELL	19CDMG|2ASPD|3RCR|49VULN|5SELL|69DMG|7MBVNT|8RMIN|9BPWR|aLIT
350	54311 11418	   	166.79	ACR|2VULN|2DMG|2CDMG|1ASPD|1SELL	19CDMG|2ASPD|3RCR|49VULN|5SELL|69DMG|7MBVNT|8RMIN|9BPWR|aLWND
351	15361 24213	   	166.78	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB	17CGEN|2DLOT|3RCR|47DMG|5AART|67ASPD|7BPWR|8ZMB|9DUST|aCDMG
352	62343 83412	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2DMG|3aVULN|4CDMG|5MBVNT|6ZMB|7AART|8RCR|9FEWX
353	62343 83431	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2aDMG|3VULN|4CDMG|5MBVNT|6ZMB|7AART|8RCR|9CGEN
354	62343 83442	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2DMG|3aVULN|4CDMG|5MBVNT|6ZMB|7AART|8RCR|9BEXP
355	13543 25111	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5MBVNT|6BEXP|78VULN|9AART|aDMG
356	51312 12511	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5BEXP|7RMIN|8DUR|9AART|aDMG
357	54323 25111	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5MBVNT|6BEXP|78VULN|9AART|aDMG
358	54311 11415	   	166.69	ACR|2VULN|2DMG|2CDMG|1ASPD|1SELL	19CDMG|2ASPD|3RCR|49VULN|5SELL|69DMG|7MBVNT|8RMIN|9BPWR|aDUST
359	54311 11416	   	166.69	ACR|2VULN|2DMG|2CDMG|1ASPD|1SELL	19CDMG|2ASPD|3RCR|49VULN|5SELL|69DMG|7MBVNT|8RMIN|9BPWR|aERES
360	42332 31611	   	166.68	ACR|2AART|2VULN|1CDMG|1ZMB	1aLWND|26AART|3RCR|49aFEWX|5CDMG|7ZMB|8aVULN|aBPWR
361	33543 25111	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5MBVNT|6BEXP|78VULN|9AART|aDMG
362	51311 24511	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|47VULN|5NUKE|6BEXP|8DUR|9AART|aDMG
363	51311 33111	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|48VULN|5NUKE|6DUR|7BEXP|9AART|aDMG
364	51314 11511	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7DUST|8RMIN|9AART|aDMG
365	51314 12211	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7RMIN|8DUST|9AART|aDMG
366	42322 22244	   	166.62	ACR|3VULN|1AART|1CDMG|1ASPD	1LWND|2AART|3RCR|4LHND|5CDMG|6ASPD|79aVULN|8BEXP
367	42322 22614	   	166.62	ACR|3VULN|1AART|1CDMG|1ASPD	1LWND|2AART|3RCR|4LHND|5CDMG|6ASPD|78aVULN|9FEWX
368	42322 22653	   	166.62	ACR|3VULN|1AART|1CDMG|1ASPD	1aLWND|2AART|3RCR|4LHND|5CDMG|6ASPD|789VULN
369	42332 22242	   	166.62	ACR|3VULN|1AART|1CDMG|1ASPD	1LWND|2AART|3RCR|4FEWX|5CDMG|6ASPD|79aVULN|8BEXP
370	54311 15211	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|4VULN|5SELL|6aDMG|7RPLT|8MLV|9AART
371	51313 51231	   	166.59	ACR|2VULN|2DMG|2CDMG|1DUR|1SELL	15CDMG|2TLV|3RCR|48VULN|69DMG|7SELL|aDUR
372	42332 21331	 * 	166.57	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	18LWND|2AART|3RCR|4FEWX|58CDMG|68ASPD|7RMIN|8BPWR|9VULN|aDMG
373	51311 34211	   	166.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|47VULN|5NUKE|6DUR|8DUST|9AART|aDMG
374	51311 35111	   	166.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|48VULN|5NUKE|6DUR|7DUST|9AART|aDMG
375	62321 36533	 * 	166.53	DCR|4VULN|1DMG|2ZMB	1MLV|2DMG|348aVULN|5DUST|6RCR|79ZMB
376	42322 22652	   	166.52	ACR|3VULN|1AART|1CDMG|1ASPD	1LWND|2AART|3RCR|4LHND|5CDMG|6ASPD|789VULN|aERES
377	62323 36533	 * 	166.51	DCR|2VULN|2DMG|2CDMG|1DUR	1MLV|29DMG|34VULN|5DUR|6RCR|7BEXP|8aCDMG
378	42332 31141	   	166.48	ACR|2AART|2DMG|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8aDMG|9BEXP
379	42332 31234	   	166.48	ACR|2AART|2VULN|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8LHND|9aVULN
380	42332 31633	   	166.48	ACR|2AART|2VULN|1CDMG|1ZMB	1aLWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|89VULN
381	42332 31634	   	166.48	ACR|2AART|2VULN|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|89VULN|aBEXP
382	51333 34511	   	166.46	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	18CDMG|2TLV|3RCR|4ZMB|5FEWX|6DUR|7VULN|9AART|aDMG
383	54333 63211	   	166.46	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	16CDMG|2ASPD|3RCR|4ZMB|5FEWX|7VULN|8DUST|9AART|aDMG
384	62221 31511	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	15MLV|2aDMG|3BEXP|4VULN|6RCR|7DUR|8CDMG|9AART
385	62225 31511	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MLV|2aDMG|35BEXP|4VULN|6RCR|7DUR|8CDMG|9AART
386	62323 34512	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7FEWX|8CDMG|9AART|aCGEN
387	62323 36512	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7BEXP|8CDMG|9AART|aCGEN
388	62331 31511	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	15MLV|2aDMG|3VULN|4FEWX|6RCR|7DUR|8CDMG|9AART
389	42332 31161	   	166.38	ACR|2AART|2DMG|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8aDMG|9DUST
390	42332 31532	   	166.38	ACR|2AART|2VULN|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8DUST|9aVULN
391	42332 31632	   	166.38	ACR|2AART|2VULN|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|89VULN|aERES
392	62321 31512	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUST|6RCR|7DUR|8CDMG|9AART|aCGEN
393	62321 31516	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUST|6RCR|7DUR|8CDMG|9AART|aLWND
394	62323 33512	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7DUST|8CDMG|9AART|aCGEN
395	62323 33516	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7DUST|8CDMG|9AART|aLWND
396	51611 32511	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|34VULN|5BEXP|6RCR|7RMIN|8DUR|9AART|aDMG
397	51621 32511	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7RMIN|8DUR|9AART|aDMG
398	16321 41511	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2NUKE|34VULN|5DUST|6RCR|7DUR|8CDMG|9AART|aDMG
399	16323 43511	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2NUKE|34VULN|5DUR|6RCR|7DUST|8CDMG|9AART|aDMG
400	62321 31514	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5aDUST|6RCR|7DUR|8CDMG|9AART
401	62321 31515	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUST|6RCR|7DUR|8CDMG|9AART|aERES
402	62323 33514	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7aDUST|8CDMG|9AART
403	62323 33515	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7DUST|8CDMG|9AART|aERES
404	62321 35531	   	166.17	DCR|3VULN|2DMG|1ZMB	1MLV|2aDMG|348VULN|5DUST|6RCR|7CGEN|9ZMB
405	22153 56231	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2AART|3LWND|4ASPD|5RCR|6ERES|78VULN|9CDMG|aDMG
406	22253 62631	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2AART|3DUST|4ASPD|5RCR|6CDMG|78VULN|9CGEN|aDMG
407	36321 41511	   	166.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2NUKE|34VULN|5DUST|6RCR|7DUR|8CDMG|9AART|aDMG
408	36323 43511	   	166.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2NUKE|34VULN|5DUR|6RCR|7DUST|8CDMG|9AART|aDMG
409	42321 22526	   	166.10	ACR|3VULN|1AART|1DMG	1LWND|2AART|3RCR|4LHND|59aVULN|68BEXP|7DMG
410	42331 22226	   	166.10	ACR|3VULN|1AART|1DMG	1LWND|2AART|3RCR|4FEWX|59aVULN|68BEXP|7DMG
411	62321 32531	   	166.07	DCR|3VULN|2DMG|1ZMB	1MLV|2aDMG|348VULN|5DUST|6RCR|7TLV|9ZMB
412	54331 24133	 * 	166.03	ACR|3VULN|3CDMG|2ZMB|1ASPD	19aCDMG|2ASPD|3RCR|49ZMB|5LHND|6BEXP|789VULN|9BPWR
413	54333 14133	   	166.03	ACR|3VULN|3CDMG|2ZMB|1ASPD	19aCDMG|2ASPD|3RCR|49ZMB|5FEWX|6LWND|789VULN|9BPWR
414	54333 34112	   	166.02	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2ASPD|3RCR|4ZMB|5FEWX|6DUR|78VULN|9AART|aRCVC
415	51313 55311	   	166.01	ACR|2DMG|1AART|1VULN|2CDMG	15CDMG|2TLV|3RCR|4VULN|6aDMG|7DUST|8FEWX|9AART
416	51313 53423	   	165.93	ACR|2VULN|2DMG|3CDMG	158CDMG|2TLV|3RCR|47VULN|6aDMG|9FEWX
417	54336 23133	   	165.93	ACR|3VULN|3CDMG|2ZMB|1ASPD	19aCDMG|2ASPD|3RCR|49ZMB|5LWND|6DUST|789VULN|9BPWR
418	21144 47318	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2MBVNT|3LIT|49aVULN|5AART|6ASPD|7DMG|8RCR
419	33531 62253	   	165.91	ACR|2VULN|2DMG|2ASPD|2DUR	1TLV|2aASPD|3RCR|4FEWX|5MLV|6aDMG|79VULN|8aDUR|aBPWR
420	22233 62451	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	18aLHND|2AART|3aDUST|4ZMB|5RCR|6CDMG|79aVULN|aBPWR
421	22233 62621	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	19aLHND|2AART|3aDUST|4ZMB|5RCR|6CDMG|78aVULN|aBPWR
422	22233 34351	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	1aLHND|2AART|3aDUST|4ZMB|5RCR|6DMSP|7CDMG|89aVULN|aBPWR
423	54353 13312	   	165.88	ACR|3CDMG|1VULN|3ASPD|1DMG|2ZMB	149CDMG|249ASPD|3RCR|49BPWR|5RPLT|6DMG|7VULN|89ZMB|aFEWX
424	33321 13651	   	165.81	DCR|3VULN|2DMG|1ZMB|1ASPD	1TLV|2ASPD|347VULN|5DUST|6aDMG|8ZMB|9RCR
425	22233 14351	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1aLHND|2AART|36aDUST|4ZMB|5RCR|7CDMG|89aVULN|aBPWR
426	22233 62242	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5RCR|6CDMG|79aVULN|8BEXP
427	22233 62612	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5RCR|6CDMG|78aVULN|9FEWX
428	22233 62653	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5RCR|6CDMG|789VULN|aLWND
429	22133 15344	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1LHND|2AART|3LWND|4ZMB|5RCR|6DUST|79aVULN|8CDMG
430	54312 23262	   	165.73	ACR|2VULN|2AART|2CDMG|1ASPD	15CDMG|2ASPD|3RCR|48VULN|6LWND|79AART|aLHND
431	54312 23263	   	165.73	ACR|2VULN|2AART|2CDMG|1ASPD	15CDMG|2ASPD|3RCR|48VULN|6LWND|79AART|aRPLT
432	33125 61531	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3LHND|49VULN|5CDMG|6AART|7RCR|8FEWX|aDMG
433	33341 61531	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|39VULN|4CDMG|5LHND|6AART|7RCR|8FEWX|aDMG
434	33345 61331	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|39VULN|4CDMG|5FEWX|6AART|7RCR|8LWND|aDMG
435	62323 31653	   	165.69	DCR|2VULN|2DMG|1CDMG|2DUR	19MLV|29DMG|34VULN|57DUR|6RCR|89LIT|9BPWR|aCDMG
436	22233 62652	   	165.69	ACR|3VULN|1AART|1CDMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5RCR|6CDMG|789VULN|aERES
437	54312 23261	   	165.63	ACR|2VULN|2AART|2CDMG|1ASPD	15CDMG|2ASPD|3RCR|48VULN|6LWND|79AART|aDUST
438	26312 21413	 * 	165.60	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1DUR	1LHND|2FLTHEA|3LWND|4CDMG|5DUR|6ZMB|79VULN|8RCR|aAART
439	42352 26331	   	165.58	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LWND|2AART|3RCR|4ASPD|5ERES|68DUR|7VULN|9CDMG|aDMG
440	54333 31322	   	165.54	ACR|1AART|2CDMG|1VULN|2ASPD|2DUR|1ZMB	17CDMG|27ASPD|3RCR|4ZMB|5FEWX|67DUR|7BPWR|8CGEN|9AART|aVULN
441	54332 33412	 * 	165.50	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	18CDMG|2ASPD|3RCR|45ZMB|67VULN|9DMG|aRCVC
442	51316 51213	 * 	165.50	ACR|4VULN|1DMG|1CDMG|1SELL	1CDMG|2TLV|3RCR|458aVULN|6DMG|7SELL|9LHND
443	13521 22783	   	165.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	18CGEN|2ASPD|3RCR|48VULN|58MLV|6MBVNT|7AART|8BPWR|9ZMB|aDMG
444	51316 53132	   	165.48	ACR|3VULN|1DMG|1CDMG|2DUR	1CDMG|2TLV|3RCR|457VULN|6DMG|8aDUR|9RCVC
445	54331 31411	   	165.44	ACR|1AART|1DMG|2CDMG|2ASPD|2DUR|1ZMB	17CDMG|27ASPD|3RCR|4ZMB|5LHND|67DUR|7BPWR|8DUST|9AART|aDMG
446	62325 43122	 * 	165.43	DCR|4VULN|1DMG|1CDMG	1MLV|2DMG|348aVULN|5LWND|6RCR|7RPLT|9CDMG
447	51313 53241	   	165.41	ACR|2VULN|1AART|1DMG|2CDMG	15CDMG|2TLV|3RCR|47VULN|6DMG|8CGEN|9AIRHEL|aAART
448	62321 31163	   	165.39	DCR|2VULN|2DMG|2ASPD|2DUR	1MLV|2aDMG|34VULN|5DUST|6RCR|7aDUR|8ERES|9aASPD|aBPWR
449	54311 13214	   	165.38	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9LHND|aDUR
450	54311 13222	   	165.38	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9DUR|aLWND
451	54311 13226	   	165.38	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9DUR|aBEXP
452	54312 23336	   	165.29	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	15CDMG|2ASPD|3RCR|49VULN|68LWND|7AART|aZMB
453	33521 22783	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	18TLV|2ASPD|3RCR|48VULN|58MLV|6MBVNT|7AART|8BPWR|9ZMB|aDMG
454	54311 13221	   	165.28	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9DUR|aERES
455	51313 51216	   	165.26	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	15CDMG|2TLV|3RCR|48VULN|6DMG|7SELL|9LHND|aAART
456	54333 21111	   	165.26	ACR|3CDMG|1AART|1VULN|3ASPD|1ZMB	178CDMG|278ASPD|3RCR|4ZMB|5FEWX|678BEXP|78BPWR|9VULN|aAART
457	42321 13146	   	165.06	ACR|2AART|2VULN|2DUR|1ZMB	1LWND|28AART|3RCR|4LHND|5aVULN|67DUR|9ZMB
458	42331 13346	   	165.06	ACR|2AART|2VULN|2DUR|1ZMB	1LWND|27AART|3RCR|4FEWX|5aVULN|68DUR|9ZMB
459	13543 35114	   	165.06	ACR|2VULN|2AART|1CDMG|1ASPD|1DUR	1CGEN|2ASPD|3RCR|4CDMG|5MBVNT|6DUR|78VULN|9aAART
460	54323 35114	   	165.06	ACR|2VULN|2AART|1CDMG|1ASPD|1DUR	1CDMG|2ASPD|3RCR|4CGEN|5MBVNT|6DUR|78VULN|9aAART
461	54311 13242	 * 	165.05	ACR|3VULN|1DMG|2ASPD|1CDMG|1SELL	1CDMG|29ASPD|3RCR|478VULN|5SELL|6DMG|aLWND
462	54311 13243	 * 	165.05	ACR|3VULN|1DMG|2ASPD|1CDMG|1SELL	1CDMG|29ASPD|3RCR|478VULN|5SELL|6DMG|aBELT
463	62323 32442	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8LHND|9ZMB|aLIT
464	33543 35114	   	164.96	ACR|2VULN|2AART|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5MBVNT|6DUR|78VULN|9aAART
465	54331 31263	   	164.94	ACR|1AART|2CDMG|1VULN|2ASPD|2DUR|1ZMB	17CDMG|27ASPD|3RCR|4ZMB|5LHND|67DUR|7BPWR|8RPLT|9VULN|aAART
466	51316 13142	   	164.90	ACR|3VULN|1DMG|2CDMG|1DUR	16CDMG|2TLV|3RCR|458VULN|7DUR|9MGNSTR|aDMG
467	42321 41331	   	164.89	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1LWND|26AART|3RCR|4LHND|5VULN|7DUR|8DMSP|9CDMG|aDMG
468	42321 42133	   	164.89	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|26AART|3RCR|4LHND|5VULN|7RMIN|8DMG|9CDMG|aDUR
469	42331 42133	   	164.89	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|26AART|3RCR|4FEWX|5VULN|7RMIN|8DMG|9CDMG|aDUR
470	62323 32142	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8DUST|9ZMB|aLIT
471	62323 32145	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8DUST|9ZMB|aCGEN
472	62323 32353	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8ERES|9ZMB|aBEXP
473	62323 32441	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8LHND|9ZMB|aMBVNT
474	62323 32653	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8BASHEA|9BEXP|aZMB
475	36521 22743	   	164.83	ACR|2VULN|2DMG|1AART	18TLV|2NUKE|3RCR|48VULN|58MLV|6MBVNT|7AART|8BPWR|9aDMG
476	54332 33116	   	164.83	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1CDMG|2ASPD|3RCR|45ZMB|67VULN|8DUR|9LHND|aDMG
477	15361 24331	 * 	164.82	ACR|3DMG|1AART|2ASPD|1DUR	17CGEN|2DLOT|3RCR|479DMG|5AART|67ASPD|7BPWR|8RMIN|aDUR
478	54314 21232	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|489VULN|5AART|6DMSP|7aLHND
479	54314 22232	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|489VULN|5AART|6DMSP|7LWND|aLHND
480	54314 22233	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|489VULN|5AART|6DMSP|7LWND|aRPLT
481	54314 32312	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|47aVULN|5AART|6BEXP|8LWND|9FEWX
482	25236 61321	 * 	164.80	DCR|2DMG|1AART|1CDMG|2ASPD|2DUR	18LHND|28ASPD|3aDMG|4CDMG|58DUR|6AART|7RCR|8BPWR|9FEWX
483	42321 44133	   	164.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|26AART|3RCR|4LHND|5VULN|7ERES|8DMG|9CDMG|aDUR
