0	Index      	 *	Score 	Summary	Detail	
1	32622 64132	 * 	203.49	DCR|2VULN|2DMG|1AART|1ASPD	149BEXP|2aDMG|3AART|5ASPD|6aVULN|7RCR|8aLWND|aBPWR
318	33652 33221	   	174.77	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB	1BEXP|24ZMB|3AART|5ASPD|6DLOT|7VULN|8LWND|9RCR|aDMG
319	42651 22212	 * 	174.71	DCR|2VULN|1AART|3DUR|1ZMB	18AME|28aDUR|3AART|4ZMB|59LWND|68VULN|7RCR|8BPWR
320	15431 12314	   	174.71	DCR|3ASPD|1VULN|1AART|1DUR	1RPLT|238ASPD|3BPWR|4AART|5LHND|6RMIN|7VULN|9DUR|aRCR
321	15512 32314	   	174.71	DCR|3ASPD|1VULN|1AART|1DUR	1RPLT|268ASPD|3AME|4AART|5BEXP|7VULN|9DUR|aRCR
322	13532 15224	   	174.69	DCR|2VULN|3CDMG|1ASPD|1AAC	1RPLT|2TLV|368CDMG|46VULN|5MBVNT|6BPWR|7RCR|9ASPD|aAAC
323	22261 62423	   	174.68	DCR|2DMG|1VULN|1ASPD|2DUR	1FEWX|25DMG|3aDUR|4BELT|6RCR|7ASPD|8VULN|9LWND
324	22261 62433	   	174.68	DCR|2DMG|1VULN|1ASPD|2DUR	1FEWX|25DMG|3aDUR|4BELT|6RCR|7ASPD|8VULN|9BEXP
325	15431 32314	 * 	174.61	DCR|3ASPD|1VULN|1AART|1NUKE|1DUR	1RPLT|238ASPD|3BPWR|4AART|5LHND|6NUKE|7VULN|9DUR|aRCR
326	15433 12314	   	174.61	DCR|3ASPD|1VULN|1AART|1DUR	1RPLT|238ASPD|3BPWR|4AART|5DUST|6RMIN|7VULN|9DUR|aRCR
327	22261 62413	   	174.58	DCR|2DMG|1VULN|1ASPD|2DUR	1FEWX|25DMG|3aDUR|4BELT|6RCR|7ASPD|8VULN|9DUST
328	15433 32314	   	174.51	DCR|3ASPD|1VULN|1AART|1NUKE|1DUR	1RPLT|238ASPD|3BPWR|4AART|5DUST|6NUKE|7VULN|9DUR|aRCR
329	15423 32513	   	174.40	ACR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1RPLT|23ASPD|3BPWR|4RCR|5BEXP|6CDMG|7DUR|8aVULN|9DMG
330	15422 32113	   	174.30	ACR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1RPLT|23ASPD|3BPWR|4RCR|5aVULN|6CDMG|7DUR|8DUST|9DMG
331	15425 33213	   	174.30	ACR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1RPLT|23ASPD|3BPWR|4RCR|5DUR|6CDMG|7DUST|8aVULN|9DMG
332	22311 54123	 * 	174.22	DCR|2ASPD|1VULN|1DMG|1CDMG|1AAC|1DUR	13FEWX|2DMG|4VULN|5DUR|69ASPD|7AAC|8CDMG|aRCR
333	15151 26113	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1RPLT|2ASPD|3LIT|4FEWX|5aVULN|6AART|7RCR|8CGEN|9DUR
334	15151 26213	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1RPLT|2ASPD|3LIT|4FEWX|5aVULN|6AART|7RCR|8MLV|9DUR
335	13662 32533	   	173.87	DCR|2VULN|1ASPD|1CDMG|2ZMB|1DUR	1RPLT|2TLV|39ZMB|4ASPD|58VULN|6CDMG|7DUR|aRCR
336	32351 63253	   	173.86	DCR|2DMG|1MDPS|1VULN|1CDMG|1ZMB	1BEXP|25DMG|3FEWX|4BELT|6RCR|7VULN|8ZMB|9CDMG|aMDPS
337	11131 26613	 * 	173.84	DCR|2VULN|1AART|1ASPD|1AAC|1DUR	1RPLT|2AAC|3FEWX|4LIT|5aVULN|6AART|7RCR|8DUR|9ASPD
338	11251 26613	   	173.84	DCR|2VULN|1AART|1ASPD|1AAC|1DUR	1RPLT|2AAC|3LIT|4FEWX|5aVULN|6AART|7RCR|8DUR|9ASPD
339	36534 32231	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1BEXP|2RMIN|3CGEN|4aVULN|5AART|6DLOT|7RCR|8DUR|9ASPD
340	22533 31611	   	173.84	DCR|3VULN|1DMG|1CDMG|1AAC	1FEWX|2DMG|3CGEN|479VULN|5AAC|6CDMG|8RCR|aAME
341	22533 31612	   	173.84	DCR|3VULN|1DMG|1CDMG|1AAC	1FEWX|2DMG|3CGEN|479VULN|5AAC|6CDMG|8RCR|aLHND
342	22533 31616	   	173.84	DCR|3VULN|1DMG|1CDMG|1AAC	1FEWX|2DMG|3CGEN|479VULN|5AAC|6CDMG|8RCR|aLIT
343	23534 12222	 * 	173.83	DCR|3AART|1VULN|2DUR|2ZMB	18FEWX|28ZMB|3CGEN|4VULN|59aAART|68DUR|7RCR|8BPWR
344	33114 62612	   	173.77	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2ZMB|3AIRARM|4DUST|5DMG|6AART|7FEWX|8RCR|9aVULN
345	14134 41123	   	173.76	DCR|3VULN|1ASPD|1DMG	1RPLT|2BEXP|357VULN|4DMSP|6MLV|8DMG|9ASPD|aRCR
346	16134 41123	   	173.76	DCR|3VULN|1ASPD|1DMG	1RPLT|2FEWX|357VULN|4DMSP|6MLV|8DMG|9ASPD|aRCR
347	22315 46223	   	173.76	DCR|3VULN|1ASPD|1DMG	13FEWX|2DMG|456VULN|7RPLT|8CGEN|9ASPD|aRCR
348	22315 51223	   	173.76	DCR|3VULN|1ASPD|1DMG	13FEWX|2DMG|457VULN|6RPLT|8CGEN|9ASPD|aRCR
349	26315 51123	   	173.76	DCR|3VULN|1ASPD|1DMG	13FEWX|2RMIN|457VULN|6RPLT|8DMG|9ASPD|aRCR
350	12532 15112	   	173.74	DCR|2VULN|2CDMG|1ASPD|1DUR	1RPLT|2MLV|36CDMG|46VULN|5MBVNT|6BPWR|7RCR|8DUST|9ASPD|aDUR
351	32534 32211	   	173.74	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2DMG|3CGEN|4aVULN|5AART|6DLOT|7RCR|8DUR|9ERES
352	22533 31614	   	173.74	DCR|3VULN|1DMG|1CDMG|1AAC	1FEWX|2DMG|3CGEN|479VULN|5AAC|6CDMG|8RCR|aERES
353	22533 31615	   	173.74	DCR|3VULN|1DMG|1CDMG|1AAC|1MSE	1FEWX|2DMG|3CGEN|479VULN|5AAC|6CDMG|8RCR|aMSE
354	22533 31641	   	173.74	DCR|3VULN|1DMG|1CDMG|1AAC	1FEWX|2DMG|3CGEN|47aVULN|5AAC|6CDMG|8RCR|9AIRARM
355	14312 64323	   	173.71	DCR|2VULN|2DMG|1ASPD	1RPLT|27BEXP|358CGEN|47DMG|67VULN|7BPWR|9ASPD|aRCR
356	32623 62215	   	173.67	DCR|2AART|1VULN|1DMG|1ZMB	145BEXP|2DMG|39AART|6RCR|7RMIN|8ZMB|aVULN
357	14134 61123	   	173.66	DCR|3VULN|1ASPD|1DMG	1RPLT|2BEXP|357VULN|4DMSP|6ERES|8DMG|9ASPD|aRCR
358	16134 61123	   	173.66	DCR|3VULN|1ASPD|1DMG	1RPLT|2FEWX|357VULN|4DMSP|6ERES|8DMG|9ASPD|aRCR
359	23253 43123	   	173.65	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	14FEWX|25ZMB|3DUR|6VULN|7CDMG|8DMG|9ASPD|aRCR
360	23311 63123	   	173.65	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	13FEWX|26ZMB|4VULN|5DUR|7CDMG|8DMG|9ASPD|aRCR
361	33213 43123	   	173.65	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	14BEXP|25ZMB|3DUR|6VULN|7CDMG|8DMG|9ASPD|aRCR
362	56121 43123	   	173.65	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	1AELBLL|23ZMB|4FEWX|5DUR|6VULN|7CDMG|8DMG|9ASPD|aRCR
363	56142 23123	   	173.65	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	1AELBLL|23ZMB|4DUR|5VULN|6BEXP|7CDMG|8DMG|9ASPD|aRCR
364	13532 15112	   	173.64	DCR|2VULN|2CDMG|1ASPD|1DUR	1RPLT|2TLV|36CDMG|46VULN|5MBVNT|6BPWR|7RCR|8DUST|9ASPD|aDUR
365	12532 15634	   	173.64	DCR|3VULN|2CDMG|1ZMB	1RPLT|2MLV|36CDMG|468VULN|5MBVNT|6BPWR|7RCR|9LWND|aZMB
366	32622 64112	   	173.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	14BEXP|2DMG|3AART|5ASPD|6VULN|7RCR|89LWND|aDUR
367	32622 64133	   	173.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	149BEXP|2DMG|3AART|5ASPD|6VULN|7RCR|8LWND|aDUR
368	22621 23543	   	173.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2DMG|3AART|4BEXP|5LIT|6DUR|7RCR|8VENFST|9ASPD|aVULN
369	22621 46221	   	173.63	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	18FEWX|2DMG|3AART|4BEXP|5LIT|6VULN|7RCR|9ASPD|aDUR
370	56131 43123	   	173.55	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	1AELBLL|23ZMB|4DUST|5DUR|6VULN|7CDMG|8DMG|9ASPD|aRCR
371	13532 15631	   	173.54	DCR|3VULN|2CDMG|1ZMB	1RPLT|2TLV|36CDMG|468VULN|5MBVNT|6BPWR|7RCR|9ZMB|aLWND
372	13532 15632	   	173.54	DCR|3VULN|2CDMG|1ZMB	1aRPLT|2TLV|36CDMG|468VULN|5MBVNT|6BPWR|7RCR|9ZMB
373	13532 15633	   	173.54	DCR|3VULN|2CDMG|1ZMB	1RPLT|2TLV|36CDMG|468VULN|5MBVNT|6BPWR|7RCR|9ZMB|aCGEN
374	32534 32232	   	173.53	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1BEXP|2DMG|3CGEN|4VULN|5AART|6DLOT|7RCR|8DUR|9ASPD|aLIT
375	32534 32234	   	173.53	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1BEXP|2DMG|3CGEN|4VULN|5AART|6DLOT|7RCR|8DUR|9ASPD|aRCVC
376	32534 32236	   	173.53	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1aBEXP|2DMG|3CGEN|4VULN|5AART|6DLOT|7RCR|8DUR|9ASPD
377	32534 32261	   	173.53	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	19BEXP|2DMG|3CGEN|4VULN|5AART|6DLOT|7RCR|8DUR|aASPD
378	32622 14331	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	14BEXP|2DMG|3AART|5ASPD|6DUST|7RCR|8FEWX|9VULN|aDUR
379	32622 14431	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	14BEXP|2DMG|3AART|5ASPD|6DUST|7RCR|8DUR|9VULN|aRCVC
380	32622 14433	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	14aBEXP|2DMG|3AART|5ASPD|6DUST|7RCR|8DUR|9VULN
381	32632 16532	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DMG|3AART|4ASPD|5ERES|6LIT|7RCR|8DUR|9LWND|aVULN
382	32633 13532	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DMG|3AART|4ASPD|5TLV|6LIT|7RCR|8DUR|9LWND|aVULN
383	32634 14331	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DMG|3AART|4ASPD|5RCVC|6DUST|7RCR|8FEWX|9VULN|aDUR
384	36246 32131	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2RMIN|3DUR|4DMG|5AART|6DLOT|7RCR|8FEWX|9ASPD|aVULN
385	22623 32431	   	173.53	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1FEWX|2DMG|3AART|4BEXP|5CGEN|6DLOT|7RCR|8DUR|9ASPD|aVULN
386	22626 32431	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2DMG|3AART|4BEXP|5RMIN|6DLOT|7RCR|8DUR|9ASPD|aVULN
387	32611 32231	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DMG|3AART|4MLV|5LWND|6DLOT|7RCR|8DUR|9ASPD|aVULN
388	32615 32231	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DMG|3AART|4MLV|5LHND|6DLOT|7RCR|8DUR|9ASPD|aVULN
389	22422 26511	   	173.51	DCR|2VULN|2DMG|1ASPD	1FEWX|24DMG|34SPLJET|4BPWR|5DUST|6RPLT|78VULN|9ASPD|aRCR
390	32422 26511	   	173.51	DCR|2VULN|2DMG|1ASPD	1BEXP|24DMG|34SPLJET|4BPWR|5DUST|6RPLT|78VULN|9ASPD|aRCR
